Estación: ,C19009,CASILLAS. RAYONES
1967-06-13,6,CLIC
1967-06-14,7.3,CLIC
1967-06-15,3.1,CLIC
1967-06-16,4,CLIC
1967-06-17,3,CLIC
1967-06-18,4.1,CLIC
1967-06-19,5,CLIC
1967-06-20,4.4,CLIC
1967-06-21,4.2,CLIC
1967-06-22,5,CLIC
1967-06-23,6,CLIC
1967-06-24,6.2,CLIC
1967-06-25,5.1,CLIC
1967-06-26,6.2,CLIC
1967-06-27,5,CLIC
1967-06-28,6.2,CLIC
1967-06-29,6.3,CLIC
1967-06-30,5.2,CLIC
1979-01-05,3.8,CLIC
1979-01-06,4.4,CLIC
1979-01-07,3.3,CLIC
1979-01-08,2.3,CLIC
1979-01-09,2.1,CLIC
1979-01-10,2.5,CLIC
1979-01-11,0.9,CLIC
1979-01-12,3.9,CLIC
1979-01-13,2.8,CLIC
1979-01-14,3.9,CLIC
1979-01-15,3.1,CLIC
1979-01-16,2.4,CLIC
1979-01-17,3.4,CLIC
1979-01-18,3.2,CLIC
1979-01-19,2.3,CLIC
1979-01-20,6.3,CLIC
1979-01-21,4.6,CLIC
1979-01-22,4.5,CLIC
1979-01-23,8.1,CLIC
1979-01-24,2.7,CLIC
1979-01-25,2.2,CLIC
1979-01-26,8,CLIC
1979-01-27,7,CLIC
1979-01-28,3,CLIC
1979-01-29,2.5,CLIC
1979-01-30,5.6,CLIC
1979-01-31,8.6,CLIC
1979-02-01,3.9,CLIC
1979-02-02,4.1,CLIC
1979-02-03,3.8,CLIC
1979-02-04,2,CLIC
1979-02-05,2.6,CLIC
1979-02-06,2.3,CLIC
1979-02-07,6.8,CLIC
1979-02-08,2.5,CLIC
1979-02-09,5.5,CLIC
1979-02-10,1,CLIC
1979-02-11,4,CLIC
1979-02-12,7.6,CLIC
1979-02-13,1.8,CLIC
1979-02-14,4.6,CLIC
1979-02-15,5.2,CLIC
1979-02-16,5.4,CLIC
1979-02-17,6.2,CLIC
1979-02-18,3.1,CLIC
1979-02-19,2.3,CLIC
1979-02-20,1.6,CLIC
1979-02-21,5,CLIC
1979-02-22,5.4,CLIC
1979-02-23,5.9,CLIC
1979-02-24,7.2,CLIC
1979-02-25,6.5,CLIC
1979-02-26,3.9,CLIC
1979-02-27,4.4,CLIC
1979-02-28,7.7,CLIC
1979-03-01,5.3,CLIC
1979-03-02,5.3,CLIC
1979-03-03,6.9,CLIC
1979-03-04,8.2,CLIC
1979-03-05,0.5,CLIC
1979-03-06,2.2,CLIC
1979-03-07,7.6,CLIC
1979-03-08,5,CLIC
1979-03-09,8.7,CLIC
1979-03-10,6.9,CLIC
1979-03-11,2.9,CLIC
1979-03-12,0.7,CLIC
1979-03-13,3.8,CLIC
1979-03-14,2.2,CLIC
1979-03-15,2.8,CLIC
1979-03-16,3,CLIC
1979-03-17,1.8,CLIC
1979-03-18,3.7,CLIC
1979-03-19,7.6,CLIC
1979-03-20,6.5,CLIC
1979-03-21,4,CLIC
1979-03-22,8.8,CLIC
1979-03-23,6.7,CLIC
1979-03-24,5,CLIC
1979-03-25,6,CLIC
1979-03-26,5.1,CLIC
1979-03-27,5.8,CLIC
1979-03-28,6,CLIC
1979-03-29,2.1,CLIC
1979-03-30,2,CLIC
1979-03-31,3.4,CLIC
1979-04-01,7.9,CLIC
1979-04-02,7.5,CLIC
1979-04-03,2.9,CLIC
1979-04-04,9.9,CLIC
1979-04-05,3,CLIC
1979-04-06,0.5,CLIC
1979-04-07,4.9,CLIC
1979-04-08,3.7,CLIC
1979-04-09,5.7,CLIC
1979-04-10,8.5,CLIC
1979-04-11,6.2,CLIC
1979-04-12,7.2,CLIC
1979-04-13,6.2,CLIC
1979-04-14,4.5,CLIC
1979-04-15,3.5,CLIC
1979-04-17,0.6,CLIC
1979-04-18,1.7,CLIC
1979-04-19,6.4,CLIC
1979-04-20,7.1,CLIC
1979-04-21,4.2,CLIC
1979-04-22,7.2,CLIC
1979-04-23,3.6,CLIC
1979-04-24,6.3,CLIC
1979-04-25,3.8,CLIC
1979-04-26,5.4,CLIC
1979-04-27,5.2,CLIC
1979-04-28,3.2,CLIC
1979-04-29,7.7,CLIC
1979-04-30,9.8,CLIC
1979-05-01,2.6,CLIC
1979-05-02,0.8,CLIC
1979-05-03,4.8,CLIC
1979-05-04,7.2,CLIC
1979-05-05,6,CLIC
1979-05-06,7.1,CLIC
1979-05-07,6.8,CLIC
1979-05-08,9.6,CLIC
1979-05-09,3.4,CLIC
1979-05-10,1.8,CLIC
1979-05-11,1.8,CLIC
1979-05-12,4.9,CLIC
1979-05-13,3,CLIC
1979-05-14,3.6,CLIC
1979-05-15,3.8,CLIC
1979-05-16,1.3,CLIC
1979-05-17,5.3,CLIC
1979-05-18,3.1,CLIC
1979-05-19,3.3,CLIC
1979-05-20,3.9,CLIC
1979-05-21,2.7,CLIC
1979-05-22,2.1,CLIC
1979-05-23,6.6,CLIC
1979-05-24,4.9,CLIC
1979-05-25,2.6,CLIC
1979-05-26,7.9,CLIC
1979-05-27,3.8,CLIC
1979-05-28,6.2,CLIC
1979-05-29,6.8,CLIC
1979-05-30,12.1,CLIC
1979-05-31,8.5,CLIC
1979-07-01,4.8,CLIC
1979-07-02,4.9,CLIC
1979-07-03,2.8,CLIC
1979-07-04,6.9,CLIC
1979-07-05,5.1,CLIC
1979-07-06,3,CLIC
1979-07-07,8.6,CLIC
1979-07-08,2.5,CLIC
1979-07-09,9.8,CLIC
1979-07-10,8.5,CLIC
1979-07-11,6.2,CLIC
1979-07-12,9.2,CLIC
1979-07-13,7.6,CLIC
1979-07-14,6.7,CLIC
1979-07-15,2.7,CLIC
1979-07-16,8.3,CLIC
1979-07-17,6.9,CLIC
1979-07-18,7,CLIC
1979-07-19,7.9,CLIC
1979-07-20,5.3,CLIC
1979-07-21,4.5,CLIC
1979-07-22,3.5,CLIC
1979-07-23,6.6,CLIC
1979-07-24,4.6,CLIC
1979-07-25,9.8,CLIC
1979-07-26,7,CLIC
1979-07-27,2,CLIC
1979-07-28,6.7,CLIC
1979-07-29,7,CLIC
1979-07-30,8.9,CLIC
1979-07-31,7.9,CLIC
1979-08-01,8.7,CLIC
1979-08-02,10.3,CLIC
1979-08-03,6.3,CLIC
1979-08-04,8.7,CLIC
1979-08-05,8.5,CLIC
1979-08-06,2.5,CLIC
1979-08-07,4.4,CLIC
1979-08-08,6.5,CLIC
1979-08-09,8.5,CLIC
1979-08-10,1.7,CLIC
1979-08-11,4.1,CLIC
1979-08-12,5,CLIC
1979-08-13,8.1,CLIC
1979-08-14,5.2,CLIC
1979-08-15,3.9,CLIC
1979-08-16,5,CLIC
1979-08-17,10.3,CLIC
1979-08-18,3.3,CLIC
1979-08-19,8,CLIC
1979-08-20,6.1,CLIC
1979-08-21,7.8,CLIC
1979-08-22,6,CLIC
1979-08-23,5.8,CLIC
1979-08-24,4.7,CLIC
1979-08-25,4.1,CLIC
1979-08-26,3.8,CLIC
1979-08-27,5.1,CLIC
1979-08-28,1.5,CLIC
1979-08-29,0.6,CLIC
1979-08-30,1.4,CLIC
1979-08-31,1.6,CLIC
1979-09-01,3.4,CLIC
1979-09-02,3,CLIC
1979-09-03,3.9,CLIC
1979-09-04,4,CLIC
1979-09-05,3.7,CLIC
1979-09-06,3.4,CLIC
1979-09-07,2.9,CLIC
1979-09-08,0.9,CLIC
1979-09-09,1.5,CLIC
1979-09-10,5.8,CLIC
1979-09-11,5,CLIC
1979-09-12,6.6,CLIC
1979-09-13,5.2,CLIC
1979-09-14,5.3,CLIC
1979-09-15,3.2,CLIC
1979-09-16,2.4,CLIC
1979-09-17,4.4,CLIC
1979-09-18,3.1,CLIC
1979-09-19,3,CLIC
1979-09-20,9.4,CLIC
1979-09-21,4.5,CLIC
1979-09-22,7,CLIC
1979-09-23,2.6,CLIC
1979-09-24,5.6,CLIC
1979-09-25,6.1,CLIC
1979-09-26,7.4,CLIC
1979-09-27,1.2,CLIC
1979-09-28,2.4,CLIC
1979-09-29,2.8,CLIC
1979-09-30,2,CLIC
1979-10-01,7.5,CLIC
1979-10-02,7.1,CLIC
1979-10-03,6.4,CLIC
1979-10-04,7.7,CLIC
1979-10-05,4.6,CLIC
1979-10-06,7.4,CLIC
1979-10-07,6.8,CLIC
1979-10-08,5.3,CLIC
1979-10-09,2,CLIC
1979-10-10,3.8,CLIC
1979-10-11,4.9,CLIC
1979-10-12,4.3,CLIC
1979-10-13,4.1,CLIC
1979-10-14,5.7,CLIC
1979-10-15,5.8,CLIC
1979-10-16,6.8,CLIC
1979-10-17,5.8,CLIC
1979-10-18,5.1,CLIC
1979-10-19,9.2,CLIC
1979-10-20,4.5,CLIC
1979-10-21,3.3,CLIC
1979-10-22,6.8,CLIC
1979-10-23,3.9,CLIC
1979-10-24,4,CLIC
1979-10-25,1.1,CLIC
1979-10-26,4,CLIC
1979-10-27,1,CLIC
1979-10-28,3.1,CLIC
1979-10-29,3.1,CLIC
1979-10-30,3.7,CLIC
1979-10-31,4,CLIC
1980-01-01,2,CLIC
1980-01-02,2.6,CLIC
1980-01-03,2.3,CLIC
1980-01-04,2,CLIC
1980-01-05,3,CLIC
1980-01-06,3,CLIC
1980-01-07,1.4,CLIC
1980-01-08,2.7,CLIC
1980-01-09,2.1,CLIC
1980-01-10,3.9,CLIC
1980-01-11,3.3,CLIC
1980-01-12,4.7,CLIC
1980-01-13,3.2,CLIC
1980-01-14,3.9,CLIC
1980-01-15,4.8,CLIC
1980-01-16,3.6,CLIC
1980-01-17,4.5,CLIC
1980-01-18,2.1,CLIC
1980-01-19,4.4,CLIC
1980-01-20,4.4,CLIC
1980-01-21,3.1,CLIC
1980-01-22,2.9,CLIC
1980-01-23,3.1,CLIC
1980-01-24,2.4,CLIC
1980-01-25,1.9,CLIC
1980-01-26,2,CLIC
1980-01-27,4.1,CLIC
1980-01-28,2.1,CLIC
1980-01-29,2.9,CLIC
1980-01-30,3.3,CLIC
1980-01-31,3.7,CLIC
1980-02-01,0.9,CLIC
1980-02-02,1.7,CLIC
1980-02-03,5,CLIC
1980-02-04,4.9,CLIC
1980-02-05,1.2,CLIC
1980-02-06,5.4,CLIC
1980-02-07,3.7,CLIC
1980-02-08,4.2,CLIC
1980-02-09,2.8,CLIC
1980-02-10,3.7,CLIC
1980-02-11,1.9,CLIC
1980-02-12,2.1,CLIC
1980-02-13,2.8,CLIC
1980-02-14,3.3,CLIC
1980-02-15,1.9,CLIC
1980-02-16,2,CLIC
1980-02-17,1.6,CLIC
1980-02-18,2.4,CLIC
1980-02-19,1.8,CLIC
1980-02-20,2.2,CLIC
1980-02-21,1.9,CLIC
1980-02-22,1.3,CLIC
1980-02-23,3.7,CLIC
1980-02-24,3,CLIC
1980-02-25,1.3,CLIC
1980-02-26,2.6,CLIC
1980-02-27,2.1,CLIC
1980-02-28,1.9,CLIC
1980-02-29,4.1,CLIC
1980-03-01,1,CLIC
1980-03-02,5.4,CLIC
1980-03-03,2.3,CLIC
1980-03-04,4.5,CLIC
1980-03-05,5.2,CLIC
1980-03-06,5,CLIC
1980-03-07,4.9,CLIC
1980-03-08,6.6,CLIC
1980-03-09,10.1,CLIC
1980-03-10,4,CLIC
1980-03-11,9.8,CLIC
1980-03-12,8.7,CLIC
1980-03-13,4.8,CLIC
1980-03-14,6.8,CLIC
1980-03-15,6.5,CLIC
1980-03-16,7.3,CLIC
1980-03-17,6.6,CLIC
1980-03-18,5.4,CLIC
1980-03-19,5.7,CLIC
1980-03-20,6.8,CLIC
1980-03-21,4.1,CLIC
1980-03-22,4.9,CLIC
1980-03-23,7.9,CLIC
1980-03-24,3.2,CLIC
1980-03-25,2.5,CLIC
1980-03-26,3.1,CLIC
1980-03-27,4.2,CLIC
1980-03-28,5.4,CLIC
1980-03-29,5.6,CLIC
1980-03-30,3.6,CLIC
1980-03-31,6,CLIC
1980-09-01,1.6,CLIC
1980-09-02,7.4,CLIC
1980-09-03,1.4,CLIC
1980-09-04,7.7,CLIC
1980-09-06,4.1,CLIC
1980-09-07,10.1,CLIC
1980-09-08,5.2,CLIC
1980-09-09,5.7,CLIC
1980-09-10,8.8,CLIC
1980-09-11,11,CLIC
1980-09-12,0.5,CLIC
1980-09-13,9.8,CLIC
1980-09-14,9.1,CLIC
1980-09-15,7.3,CLIC
1980-09-16,4.4,CLIC
1980-09-17,5.8,CLIC
1980-09-18,5.9,CLIC
1980-09-19,11.1,CLIC
1980-09-20,5.8,CLIC
1980-09-21,3.7,CLIC
1980-09-22,6.8,CLIC
1980-09-23,5.4,CLIC
1980-09-24,4.3,CLIC
1980-09-26,2.6,CLIC
1980-09-27,2.7,CLIC
1980-09-28,6,CLIC
1980-09-29,5,CLIC
1980-09-30,6.8,CLIC
1980-10-01,4.9,CLIC
1980-10-02,4.9,CLIC
1980-10-03,2.4,CLIC
1980-10-04,1.7,CLIC
1980-10-05,4.8,CLIC
1980-10-06,5.5,CLIC
1980-10-07,3.6,CLIC
1980-10-08,3.7,CLIC
1980-10-09,2.9,CLIC
1980-10-10,5.1,CLIC
1980-10-11,4.4,CLIC
1980-10-12,2.8,CLIC
1980-10-13,4.6,CLIC
1980-10-14,4.2,CLIC
1980-10-15,3.6,CLIC
1980-10-16,3.5,CLIC
1980-10-17,4.4,CLIC
1980-10-18,3.9,CLIC
1980-10-19,4.6,CLIC
1980-10-20,3.6,CLIC
1980-10-21,3.4,CLIC
1980-10-22,4.1,CLIC
1980-10-24,6.9,CLIC
1980-10-25,4.9,CLIC
1980-10-26,4.9,CLIC
1980-10-27,2.7,CLIC
1980-10-28,7.3,CLIC
1980-10-30,4.2,CLIC
1980-10-31,6.8,CLIC
1980-11-01,3.5,CLIC
1980-11-02,3.6,CLIC
1980-11-03,4,CLIC
1980-11-04,3.9,CLIC
1980-11-05,3.9,CLIC
1980-11-06,4.7,CLIC
1980-11-07,5.2,CLIC
1980-11-08,4.7,CLIC
1980-11-09,5.4,CLIC
1980-11-10,5.6,CLIC
1980-11-11,4.9,CLIC
1980-11-12,5.1,CLIC
1980-11-13,5.5,CLIC
1980-11-14,4.9,CLIC
1980-11-15,5.1,CLIC
1980-11-16,3,CLIC
1980-11-17,3.3,CLIC
1980-11-18,4.1,CLIC
1980-11-19,2.9,CLIC
1980-11-20,3.1,CLIC
1980-11-22,3,CLIC
1980-11-23,3.3,CLIC
1980-11-24,3.1,CLIC
1980-11-25,3,CLIC
1980-11-26,2.1,CLIC
1980-11-27,3.2,CLIC
1980-11-28,2,CLIC
1980-11-29,1.7,CLIC
1980-11-30,1.6,CLIC
1980-12-01,3.2,CLIC
1980-12-02,3.6,CLIC
1980-12-03,2.1,CLIC
1980-12-04,0.6,CLIC
1980-12-05,2.3,CLIC
1980-12-06,2.3,CLIC
1980-12-07,1.1,CLIC
1980-12-08,3.9,CLIC
1980-12-09,2.1,CLIC
1980-12-10,2.6,CLIC
1980-12-11,1.8,CLIC
1980-12-12,1.4,CLIC
1980-12-13,2.4,CLIC
1980-12-14,0.9,CLIC
1980-12-15,2.4,CLIC
1980-12-16,3.6,CLIC
1980-12-17,2.6,CLIC
1980-12-18,4.1,CLIC
1980-12-19,3.7,CLIC
1980-12-20,0.8,CLIC
1980-12-21,3.4,CLIC
1980-12-22,0.4,CLIC
1980-12-23,1.5,CLIC
1980-12-24,0.5,CLIC
1980-12-25,1.7,CLIC
1980-12-26,2.9,CLIC
1980-12-27,1.9,CLIC
1980-12-28,4.6,CLIC
1980-12-29,1,CLIC
1980-12-30,2.6,CLIC
1980-12-31,4.9,CLIC
1981-01-01,1.9,CLIC
1981-01-02,1.9,CLIC
1981-01-03,0.6,CLIC
1981-01-04,2.5,CLIC
1981-01-05,0.4,CLIC
1981-01-06,2.1,CLIC
1981-01-07,2.5,CLIC
1981-01-08,0.6,CLIC
1981-01-09,4.9,CLIC
1981-01-10,0.5,CLIC
1981-01-11,1.8,CLIC
1981-01-12,0.8,CLIC
1981-01-13,4.5,CLIC
1981-01-14,2,CLIC
1981-01-15,0.9,CLIC
1981-01-16,3.9,CLIC
1981-01-17,3,CLIC
1981-01-18,2.8,CLIC
1981-01-19,2.3,CLIC
1981-01-20,6.5,CLIC
1981-01-21,3.8,CLIC
1981-01-22,4,CLIC
1981-01-23,5,CLIC
1981-01-24,2.9,CLIC
1981-01-25,3.8,CLIC
1981-01-26,2,CLIC
1981-01-27,3.7,CLIC
1981-01-28,1.7,CLIC
1981-01-29,2.3,CLIC
1981-01-30,8,CLIC
1981-01-31,3.7,CLIC
1981-03-01,4.9,CLIC
1981-03-02,2.8,CLIC
1981-03-03,3,CLIC
1981-03-04,4.4,CLIC
1981-03-05,5.7,CLIC
1981-03-06,4.6,CLIC
1981-03-07,5.9,CLIC
1981-03-08,2.3,CLIC
1981-03-09,1.6,CLIC
1981-03-10,1.2,CLIC
1981-03-11,3.7,CLIC
1981-03-12,2.8,CLIC
1981-03-13,3.2,CLIC
1981-03-14,3.6,CLIC
1981-03-15,2.8,CLIC
1981-03-16,3.1,CLIC
1981-03-17,2.6,CLIC
1981-03-18,2.3,CLIC
1981-03-19,2.7,CLIC
1981-03-20,2.4,CLIC
1981-03-21,3.1,CLIC
1981-03-22,2.7,CLIC
1981-03-23,2.9,CLIC
1981-03-24,2.1,CLIC
1981-03-25,7,CLIC
1981-03-26,2.1,CLIC
1981-03-27,5.5,CLIC
1981-03-28,1.9,CLIC
1981-03-29,3.2,CLIC
1981-03-30,4,CLIC
1981-03-31,3.6,CLIC
1981-05-01,6.8,CLIC
1981-05-03,5.7,CLIC
1981-05-04,1.5,CLIC
1981-05-05,5.1,CLIC
1981-05-06,3.6,CLIC
1981-05-07,4.1,CLIC
1981-05-08,5.8,CLIC
1981-05-09,3.8,CLIC
1981-05-10,5.1,CLIC
1981-05-11,3.8,CLIC
1981-05-12,6.5,CLIC
1981-05-13,5.7,CLIC
1981-05-14,6.4,CLIC
1981-05-15,4.6,CLIC
1981-05-16,7.5,CLIC
1981-05-17,9.1,CLIC
1981-05-18,6.4,CLIC
1981-05-19,4.1,CLIC
1981-05-20,7,CLIC
1981-05-21,8.2,CLIC
1981-05-22,9.5,CLIC
1981-05-23,6.1,CLIC
1981-05-24,6.6,CLIC
1981-05-25,5.7,CLIC
1981-05-26,7.4,CLIC
1981-05-27,6.8,CLIC
1981-05-28,7.5,CLIC
1981-05-29,6.3,CLIC
1981-05-30,5.8,CLIC
1981-05-31,4.7,CLIC
1981-06-01,5.3,CLIC
1981-06-02,4,CLIC
1981-06-03,3.2,CLIC
1981-06-04,7.3,CLIC
1981-06-05,6.8,CLIC
1981-06-06,7.4,CLIC
1981-06-07,4.1,CLIC
1981-06-09,7.3,CLIC
1981-06-10,6.3,CLIC
1981-06-11,2.6,CLIC
1981-06-12,5.4,CLIC
1981-06-13,4.5,CLIC
1981-06-14,5,CLIC
1981-06-15,1.9,CLIC
1981-06-17,2.6,CLIC
1981-06-18,4.4,CLIC
1981-06-19,5.6,CLIC
1981-06-20,4.4,CLIC
1981-06-21,5.7,CLIC
1981-06-22,5.6,CLIC
1981-06-23,6.6,CLIC
1981-06-24,4.6,CLIC
1981-06-25,2.6,CLIC
1981-06-26,3.7,CLIC
1981-06-27,8.6,CLIC
1981-06-28,3.6,CLIC
1981-06-29,1.1,CLIC
1981-06-30,3.9,CLIC
1981-07-01,5.2,CLIC
1981-07-02,7.5,CLIC
1981-07-03,9.2,CLIC
1981-07-04,5.7,CLIC
1981-07-05,6.9,CLIC
1981-07-06,7.4,CLIC
1981-07-07,6.4,CLIC
1981-07-08,4.6,CLIC
1981-07-09,9.9,CLIC
1981-07-10,2.8,CLIC
1981-07-11,6.1,CLIC
1981-07-12,6.1,CLIC
1981-07-13,7,CLIC
1981-07-14,6.8,CLIC
1981-07-15,6.2,CLIC
1981-07-16,6.2,CLIC
1981-07-17,5.8,CLIC
1981-07-18,6.8,CLIC
1981-07-19,6.5,CLIC
1981-07-20,7.6,CLIC
1981-07-21,7.2,CLIC
1981-07-22,8.9,CLIC
1981-07-23,6,CLIC
1981-07-24,7.4,CLIC
1981-07-25,5.4,CLIC
1981-07-26,5.2,CLIC
1981-07-27,5.9,CLIC
1981-07-28,5.7,CLIC
1981-07-29,6.7,CLIC
1981-07-30,6.8,CLIC
1981-07-31,7.2,CLIC
1981-10-01,4.4,CLIC
1981-10-02,5.2,CLIC
1981-10-03,4.8,CLIC
1981-10-04,5.3,CLIC
1981-10-05,4.7,CLIC
1981-10-06,6.8,CLIC
1981-10-07,5.3,CLIC
1981-10-08,7,CLIC
1981-10-09,6.4,CLIC
1981-10-10,7.2,CLIC
1981-10-11,7.9,CLIC
1981-10-12,6.8,CLIC
1981-10-13,6,CLIC
1981-10-14,6.4,CLIC
1981-10-15,5.4,CLIC
1981-10-16,5.1,CLIC
1981-10-17,7.2,CLIC
1981-10-18,5.7,CLIC
1981-10-19,6.2,CLIC
1981-10-20,7,CLIC
1981-10-21,6,CLIC
1981-10-22,5.8,CLIC
1981-10-23,5.2,CLIC
1981-10-24,6.3,CLIC
1981-10-25,6.4,CLIC
1981-10-26,7.5,CLIC
1981-10-27,6,CLIC
1981-10-28,5.2,CLIC
1981-10-29,6.4,CLIC
1981-10-30,5.8,CLIC
1981-10-31,7.1,CLIC
1982-01-01,5.8,CLIC
1982-01-02,4,CLIC
1982-01-03,5.5,CLIC
1982-01-04,4.1,CLIC
1982-01-05,3.9,CLIC
1982-01-06,4.8,CLIC
1982-01-07,5.5,CLIC
1982-01-08,3,CLIC
1982-01-09,4.3,CLIC
1982-01-10,4,CLIC
1982-01-11,4.4,CLIC
1982-01-12,4.7,CLIC
1982-01-13,4.3,CLIC
1982-01-14,3.2,CLIC
1982-01-15,2.6,CLIC
1982-01-16,3.4,CLIC
1982-01-17,4.4,CLIC
1982-01-18,3,CLIC
1982-01-19,3,CLIC
1982-01-20,4.6,CLIC
1982-01-21,5.1,CLIC
1982-01-22,6.1,CLIC
1982-01-23,4.3,CLIC
1982-01-24,3.5,CLIC
1982-01-25,6.2,CLIC
1982-01-26,5.1,CLIC
1982-01-27,4.9,CLIC
1982-01-28,3.3,CLIC
1982-01-29,4.9,CLIC
1982-01-30,5.2,CLIC
1982-01-31,4.6,CLIC
1982-02-01,4.9,CLIC
1982-02-02,3.8,CLIC
1982-02-03,5.2,CLIC
1982-02-04,3.3,CLIC
1982-02-05,4,CLIC
1982-02-06,4.9,CLIC
1982-02-07,4.6,CLIC
1982-02-08,5.6,CLIC
1982-02-09,6,CLIC
1982-02-10,6.2,CLIC
1982-02-11,7,CLIC
1982-02-12,7.5,CLIC
1982-02-13,5.1,CLIC
1982-02-14,6.4,CLIC
1982-02-15,4.9,CLIC
1982-02-16,6.5,CLIC
1982-02-17,5.9,CLIC
1982-02-18,5.3,CLIC
1982-02-19,5.3,CLIC
1982-02-20,5.1,CLIC
1982-02-21,5.9,CLIC
1982-02-22,5.8,CLIC
1982-02-23,5.9,CLIC
1982-02-24,5.5,CLIC
1982-02-25,4.5,CLIC
1982-02-26,2.5,CLIC
1982-02-27,2.6,CLIC
1982-02-28,2,CLIC
1982-03-01,3.9,CLIC
1982-03-02,7.4,CLIC
1982-03-03,4.3,CLIC
1982-03-04,4.6,CLIC
1982-03-05,4.7,CLIC
1982-03-06,6.8,CLIC
1982-03-07,4.2,CLIC
1982-03-08,4.9,CLIC
1982-03-09,4.3,CLIC
1982-03-10,5.6,CLIC
1982-03-11,3.3,CLIC
1982-03-12,4.2,CLIC
1982-03-13,4.4,CLIC
1982-03-14,4.1,CLIC
1982-03-15,4.5,CLIC
1982-03-16,7.4,CLIC
1982-03-17,5.7,CLIC
1982-03-18,5.9,CLIC
1982-03-19,6.9,CLIC
1982-03-20,8,CLIC
1982-03-21,5.9,CLIC
1982-03-22,5.3,CLIC
1982-03-23,5.1,CLIC
1982-03-24,6.2,CLIC
1982-03-25,5.7,CLIC
1982-03-26,6.3,CLIC
1982-03-27,6.8,CLIC
1982-03-28,5.8,CLIC
1982-03-29,6,CLIC
1982-03-30,6,CLIC
1982-03-31,6,CLIC
1982-04-01,6.2,CLIC
1982-04-02,5.8,CLIC
1982-04-03,4.5,CLIC
1982-04-04,6.5,CLIC
1982-04-05,5.4,CLIC
1982-04-06,5.6,CLIC
1982-04-07,5.4,CLIC
1982-04-08,6.2,CLIC
1982-04-09,6.9,CLIC
1982-04-10,6,CLIC
1982-04-11,5.9,CLIC
1982-04-12,6.1,CLIC
1982-04-13,5.9,CLIC
1982-04-14,6.8,CLIC
1982-04-15,6,CLIC
1982-04-16,6,CLIC
1982-04-17,5.6,CLIC
1982-04-18,6.1,CLIC
1982-04-19,5.8,CLIC
1982-04-20,7.8,CLIC
1982-04-21,4.5,CLIC
1982-04-23,2.8,CLIC
1982-04-24,4.8,CLIC
1982-04-25,5.2,CLIC
1982-04-26,5.8,CLIC
1982-04-27,5.7,CLIC
1982-04-28,6,CLIC
1982-04-29,4.6,CLIC
1982-04-30,5.9,CLIC
1982-06-01,7,CLIC
1982-06-02,8.1,CLIC
1982-06-03,7.8,CLIC
1982-06-04,6.5,CLIC
1982-06-05,7.5,CLIC
1982-06-06,9.1,CLIC
1982-06-07,5.7,CLIC
1982-06-08,8.2,CLIC
1982-06-09,7.9,CLIC
1982-06-10,6,CLIC
1982-06-11,9.2,CLIC
1982-06-12,8.6,CLIC
1982-06-13,7.4,CLIC
1982-06-14,8,CLIC
1982-06-15,9,CLIC
1982-06-16,6,CLIC
1982-06-17,9.1,CLIC
1982-06-18,6.9,CLIC
1982-06-19,5.2,CLIC
1982-06-20,7,CLIC
1982-06-21,7.7,CLIC
1982-06-22,6.4,CLIC
1982-06-23,8.5,CLIC
1982-06-24,9.1,CLIC
1982-06-25,7.4,CLIC
1982-06-26,7.8,CLIC
1982-06-27,7.1,CLIC
1982-06-28,9.8,CLIC
1982-06-29,7.9,CLIC
1982-06-30,8.5,CLIC
1985-07-01,3.4,CLIC
1985-07-02,5.5,CLIC
1985-07-03,5.1,CLIC
1985-07-04,2.8,CLIC
1985-07-05,5.6,CLIC
1985-07-06,9.3,CLIC
1985-07-07,7.3,CLIC
1985-07-08,2.6,CLIC
1985-07-09,7,CLIC
1985-07-10,6.9,CLIC
1985-07-11,5.3,CLIC
1985-07-12,7.1,CLIC
1985-07-13,3.1,CLIC
1985-07-14,4.6,CLIC
1985-07-15,3.9,CLIC
1985-07-16,5.3,CLIC
1985-07-17,6.4,CLIC
1985-07-18,8.8,CLIC
1985-07-19,8.3,CLIC
1985-07-20,6.6,CLIC
1985-07-21,5.9,CLIC
1985-07-22,6.9,CLIC
1985-07-23,6.1,CLIC
1985-07-24,6.4,CLIC
1985-07-25,2.1,CLIC
1985-07-26,5.4,CLIC
1985-07-27,5,CLIC
1985-07-28,3.1,CLIC
1985-07-29,3.1,CLIC
1985-07-30,7.2,CLIC
1985-07-31,5.3,CLIC
1985-08-01,5.4,CLIC
1985-08-02,6.6,CLIC
1985-08-03,4.6,CLIC
1985-08-04,3.6,CLIC
1985-08-05,4,CLIC
1985-08-06,4.4,CLIC
1985-08-07,5.9,CLIC
1985-08-08,5.3,CLIC
1985-08-09,5.6,CLIC
1985-08-10,7.3,CLIC
1985-08-11,4.2,CLIC
1985-08-12,6.5,CLIC
1985-08-13,3.5,CLIC
1985-08-14,2.6,CLIC
1985-08-15,4.9,CLIC
1985-08-16,6.3,CLIC
1985-08-17,5.7,CLIC
1985-08-18,7,CLIC
1985-08-19,6.6,CLIC
1985-08-20,4.6,CLIC
1985-08-21,4.8,CLIC
1985-08-22,6.3,CLIC
1985-08-23,5.5,CLIC
1985-08-24,5.4,CLIC
1985-08-25,5.4,CLIC
1985-08-26,5.6,CLIC
1985-08-27,5.5,CLIC
1985-08-28,6.1,CLIC
1985-08-29,4.9,CLIC
1985-08-30,4,CLIC
