Estación: ,C19259,LAS ENRAMADAS II
2019-02-12,3.38,CLIC
2019-02-13,3.34,CLIC
2019-02-14,3.69,CLIC
2019-02-15,3.31,CLIC
2019-02-16,4.94,CLIC
2019-02-17,3.8,CLIC
2019-02-18,3.19,CLIC
2019-02-19,0.58,CLIC
2019-02-20,4.99,CLIC
2019-02-21,3.19,CLIC
2019-02-22,1.11,CLIC
2019-02-23,2.69,CLIC
2019-02-24,5.11,CLIC
2019-02-25,1.77,CLIC
2019-02-26,4.73,CLIC
2019-02-27,3.31,CLIC
2019-02-28,2.03,CLIC
2019-03-01,1.87,CLIC
2019-03-02,3.71,CLIC
2019-03-03,4,CLIC
2019-03-04,1.77,CLIC
2019-03-05,0.88,CLIC
2019-03-06,2.03,CLIC
2019-03-07,1.85,CLIC
2019-03-08,4.22,CLIC
2019-03-09,5.75,CLIC
2019-03-10,4.07,CLIC
2019-03-11,3.91,CLIC
2019-03-12,4.81,CLIC
2019-03-13,5.42,CLIC
2019-03-14,8.84,CLIC
2019-03-15,3.31,CLIC
2019-03-16,0.87,CLIC
2019-03-17,2.63,CLIC
2019-03-18,1.1,CLIC
2019-03-19,1.11,CLIC
2019-03-20,0.62,CLIC
2019-03-21,0.69,CLIC
2019-03-22,1.18,CLIC
2019-03-23,2.65,CLIC
2019-03-24,5.95,CLIC
2019-03-25,2.06,CLIC
2019-03-26,1.39,CLIC
2019-03-27,4.1,CLIC
2019-03-28,2.52,CLIC
2019-03-29,3.39,CLIC
2019-03-30,6.83,CLIC
2019-03-31,2.49,CLIC
2019-04-01,1.12,CLIC
2019-04-02,0.66,CLIC
2019-04-03,2.48,CLIC
2019-04-04,3.61,CLIC
2019-04-05,2.19,CLIC
2019-04-06,4.4,CLIC
2019-04-07,3.93,CLIC
2019-04-08,7.74,CLIC
2019-04-09,4.53,CLIC
2019-04-10,7.17,CLIC
2019-04-11,7.09,CLIC
2019-04-12,6.56,CLIC
2019-04-13,9.62,CLIC
2019-04-14,5.01,CLIC
2019-04-15,4.6,CLIC
2019-04-16,5.35,CLIC
2019-04-17,6.05,CLIC
2019-04-18,8.89,CLIC
2019-04-19,6.88,CLIC
2019-04-20,6.61,CLIC
2019-04-21,6.78,CLIC
2019-04-22,3.3,CLIC
2019-04-23,0.82,CLIC
2019-04-24,7.19,CLIC
2019-04-25,6.3,CLIC
2019-04-26,6.87,CLIC
2019-04-27,6.74,CLIC
2019-04-28,4.68,CLIC
2019-04-29,4.28,CLIC
2019-04-30,3.62,CLIC
2019-05-01,6.69,CLIC
2019-05-02,4.89,CLIC
2019-05-03,0.68,CLIC
2019-05-04,2.03,CLIC
2019-05-05,2.89,CLIC
2019-05-06,3.49,CLIC
2019-05-07,3.15,CLIC
2019-05-08,6.36,CLIC
2019-05-09,1.5,CLIC
2019-05-10,2.22,CLIC
2019-05-11,1.14,CLIC
2019-05-12,1.96,CLIC
2019-05-13,3.57,CLIC
2019-05-14,0.39,CLIC
2019-05-15,4,CLIC
2019-05-16,4.62,CLIC
2019-05-17,4.02,CLIC
2019-05-18,4.78,CLIC
2019-05-19,3.2,CLIC
2019-05-20,7.34,CLIC
2019-05-21,5.46,CLIC
2019-05-22,7.39,CLIC
2019-05-23,5.6,CLIC
2019-05-24,6.02,CLIC
2019-05-25,8.97,CLIC
2019-05-26,6.32,CLIC
2019-05-27,6.27,CLIC
2019-05-28,7.19,CLIC
2019-05-29,6.96,CLIC
2019-05-30,3.27,CLIC
2019-05-31,6.63,CLIC
2019-06-01,6.03,CLIC
2019-06-02,6.92,CLIC
2019-06-03,6.78,CLIC
2019-06-04,7.94,CLIC
2019-06-05,4.47,CLIC
2019-06-06,6.92,CLIC
2019-06-07,9.15,CLIC
2019-06-08,7.77,CLIC
2019-06-09,8.59,CLIC
2019-06-10,7.06,CLIC
2019-06-11,6.32,CLIC
2019-06-12,0.67,CLIC
2019-06-13,3.87,CLIC
2019-06-14,4.63,CLIC
2019-06-15,8.37,CLIC
2019-06-16,7.23,CLIC
2019-06-17,6.53,CLIC
2019-06-18,7.11,CLIC
2019-06-19,6.9,CLIC
2019-06-20,6.22,CLIC
2019-06-21,6.14,CLIC
2019-06-22,8.1,CLIC
2019-06-23,7.4,CLIC
2019-06-24,0.83,CLIC
2019-06-25,2.15,CLIC
2019-06-26,5.06,CLIC
2019-06-27,6.27,CLIC
2019-06-28,6.97,CLIC
2019-06-29,6.17,CLIC
2019-06-30,7.69,CLIC
2019-07-01,5.25,CLIC
2019-07-02,5.72,CLIC
2019-07-03,5.78,CLIC
2019-07-04,5.91,CLIC
2019-07-05,8.14,CLIC
2019-07-06,7.21,CLIC
2019-07-07,8.05,CLIC
2019-07-08,6.6,CLIC
2019-07-09,8.12,CLIC
2019-07-10,5.73,CLIC
2019-07-11,8,CLIC
2019-07-12,6.06,CLIC
2019-07-13,4.79,CLIC
2019-07-14,4.28,CLIC
2019-07-15,11.35,CLIC
2019-07-16,4.86,CLIC
2019-07-17,6.84,CLIC
2019-07-18,8.88,CLIC
2019-07-19,9.25,CLIC
2019-07-20,9.52,CLIC
2019-07-21,7.38,CLIC
2019-07-22,4.23,CLIC
2019-07-23,6.25,CLIC
2019-07-24,2.22,CLIC
2019-07-25,5.43,CLIC
2019-07-26,7.38,CLIC
2019-07-27,4.07,CLIC
2019-07-28,9.84,CLIC
2019-07-29,7.09,CLIC
2019-07-30,6.64,CLIC
2019-07-31,8.85,CLIC
2019-08-01,6.99,CLIC
2019-08-02,8.62,CLIC
2019-08-03,7.27,CLIC
2019-08-04,7.7,CLIC
2019-08-05,7.4,CLIC
2019-08-06,7.07,CLIC
2019-08-07,7.39,CLIC
2019-08-08,10.68,CLIC
2019-08-09,7.38,CLIC
2019-08-10,9.74,CLIC
2019-08-11,7.91,CLIC
2019-08-12,7.36,CLIC
2019-08-13,7.33,CLIC
2019-08-14,7.59,CLIC
2019-08-15,8.88,CLIC
2019-08-16,6.18,CLIC
2019-08-17,9.72,CLIC
2019-08-18,8.52,CLIC
2019-08-19,8.86,CLIC
2019-08-20,8.59,CLIC
2019-08-21,7,CLIC
2019-08-22,7.32,CLIC
2019-08-23,6.8,CLIC
2019-08-24,4.35,CLIC
2019-08-25,6.51,CLIC
2019-08-26,7.35,CLIC
2019-08-27,6.06,CLIC
2019-08-28,4.95,CLIC
2019-08-29,7.19,CLIC
2019-08-30,6.27,CLIC
2019-08-31,5.75,CLIC
2019-09-01,3.7,CLIC
2019-09-02,7.8,CLIC
2019-09-03,2.4,CLIC
2019-09-06,3.76,CLIC
2019-09-07,4.53,CLIC
2019-09-08,3.97,CLIC
2019-09-09,2.62,CLIC
2019-09-10,4.2,CLIC
2019-09-11,4.93,CLIC
2019-09-12,3.98,CLIC
2019-09-13,4.63,CLIC
2019-09-14,4.27,CLIC
2019-09-15,3.78,CLIC
2019-09-16,3.45,CLIC
2019-09-17,5.25,CLIC
2019-09-18,5.01,CLIC
2019-09-19,4.51,CLIC
2019-09-20,4.98,CLIC
2019-09-21,4.61,CLIC
2019-09-22,4.51,CLIC
2019-09-23,4.1,CLIC
2019-09-24,3.43,CLIC
2019-09-25,5.03,CLIC
2019-09-26,3.95,CLIC
2019-09-27,4.81,CLIC
2019-09-28,4.6,CLIC
2019-09-29,0.45,CLIC
2019-09-30,4.12,CLIC
2019-10-01,4.38,CLIC
2019-10-02,2.67,CLIC
2019-10-03,5.08,CLIC
2019-10-04,3.83,CLIC
2019-10-05,4.12,CLIC
2019-10-06,4.26,CLIC
2019-10-07,5.31,CLIC
2019-10-08,3.08,CLIC
2019-10-09,5.56,CLIC
2019-10-10,4.33,CLIC
2019-10-11,7.93,CLIC
2019-10-12,1.3,CLIC
2019-10-13,1.77,CLIC
2019-10-14,5.58,CLIC
2019-10-15,2.27,CLIC
2019-10-16,1.96,CLIC
2019-10-17,3.1,CLIC
2019-10-18,5.73,CLIC
2019-10-19,3.78,CLIC
2019-10-20,1.7,CLIC
2019-10-21,2.1,CLIC
2019-10-22,4.55,CLIC
2019-10-23,3.88,CLIC
2019-10-24,2.88,CLIC
2019-10-25,4.11,CLIC
2019-10-26,3.53,CLIC
2019-10-27,3.18,CLIC
2019-10-28,1.75,CLIC
2019-10-29,3.32,CLIC
2019-10-30,3.36,CLIC
2019-10-31,4.66,CLIC
2020-01-02,0.89,CLIC
2020-01-03,5.08,CLIC
2020-01-04,0.86,CLIC
2020-01-05,2.59,CLIC
2020-01-06,1.16,CLIC
2020-01-07,2.94,CLIC
2020-01-08,0.88,CLIC
2020-01-09,1.27,CLIC
2020-01-10,3.95,CLIC
2020-01-11,2.01,CLIC
2020-01-12,1.69,CLIC
2020-01-13,1.78,CLIC
2020-01-14,0.95,CLIC
2020-01-15,1.89,CLIC
2020-01-16,2.38,CLIC
2020-01-17,0.78,CLIC
2020-01-18,4.19,CLIC
2020-01-19,2.69,CLIC
2020-01-20,2.06,CLIC
2020-01-21,0.97,CLIC
2020-01-22,1.31,CLIC
2020-01-23,3.15,CLIC
2020-01-24,1.66,CLIC
2020-01-25,1.46,CLIC
2020-01-26,2.83,CLIC
2020-01-27,2.41,CLIC
2020-01-28,4.62,CLIC
2020-01-29,5.2,CLIC
2020-01-30,0.57,CLIC
2020-01-31,2.2,CLIC
2020-03-01,5.37,CLIC
2020-03-02,5.12,CLIC
2020-03-03,2.11,CLIC
2020-03-04,6.41,CLIC
2020-03-05,6.28,CLIC
2020-03-06,5.41,CLIC
2020-03-07,1.99,CLIC
2020-03-08,1.67,CLIC
2020-03-09,3.5,CLIC
2020-03-10,1.96,CLIC
2020-03-11,4.1,CLIC
2020-03-12,4.12,CLIC
2020-03-13,5.6,CLIC
2020-03-14,6.28,CLIC
2020-03-15,2.65,CLIC
2020-03-16,3.11,CLIC
2020-03-17,4.81,CLIC
2020-03-18,9.64,CLIC
2020-03-19,2.63,CLIC
2020-03-20,1.68,CLIC
2020-03-21,1.45,CLIC
2020-03-22,1.03,CLIC
2020-03-23,3.75,CLIC
2020-03-24,4.46,CLIC
2020-03-25,6.18,CLIC
2020-03-26,7.72,CLIC
2020-03-27,6.79,CLIC
2020-03-28,7.61,CLIC
2020-03-29,0.59,CLIC
2020-03-30,1.87,CLIC
2020-03-31,6.16,CLIC
2020-04-01,5.64,CLIC
2020-04-02,3.32,CLIC
2020-04-03,2.65,CLIC
2020-04-04,2.08,CLIC
2020-04-05,1,CLIC
2020-04-06,0.84,CLIC
2020-04-07,0.56,CLIC
2020-04-08,6.22,CLIC
2020-04-09,5.94,CLIC
2020-04-10,2.6,CLIC
2020-04-11,1.26,CLIC
2020-04-12,8.17,CLIC
2020-04-13,5.55,CLIC
2020-04-14,3.5,CLIC
2020-04-15,0.53,CLIC
2020-04-16,0.76,CLIC
2020-04-17,1.87,CLIC
2020-04-18,2.41,CLIC
2020-04-19,5.28,CLIC
2020-04-20,5.9,CLIC
2020-04-21,3.96,CLIC
2020-04-22,6.86,CLIC
2020-04-23,5.14,CLIC
2020-04-24,6.64,CLIC
2020-04-25,3.51,CLIC
2020-04-26,2.98,CLIC
2020-04-27,5.18,CLIC
2020-04-28,5.22,CLIC
2020-04-29,5.02,CLIC
2020-04-30,6.55,CLIC
2020-05-01,7.48,CLIC
2020-05-02,6.82,CLIC
2020-05-03,5.62,CLIC
2020-05-04,7.24,CLIC
2020-05-05,7.66,CLIC
2020-05-06,5.72,CLIC
2020-05-07,6.23,CLIC
2020-05-08,6.41,CLIC
2020-05-09,4.1,CLIC
2020-05-10,2.96,CLIC
2020-05-11,4.19,CLIC
2020-05-12,5.59,CLIC
2020-05-13,9.24,CLIC
2020-05-14,6.67,CLIC
2020-05-15,4.98,CLIC
2020-05-16,5.6,CLIC
2020-05-17,5.72,CLIC
2020-05-18,6.63,CLIC
2020-05-19,7.39,CLIC
2020-05-20,4.6,CLIC
2020-05-21,3.53,CLIC
2020-05-22,7.44,CLIC
2020-05-23,4.81,CLIC
2020-05-24,2.98,CLIC
2020-05-25,6.47,CLIC
2020-05-26,0.62,CLIC
2020-05-27,5.64,CLIC
2020-05-28,6.83,CLIC
2020-05-29,1.8,CLIC
2020-05-30,1.51,CLIC
2020-05-31,4.99,CLIC
2020-06-01,4.16,CLIC
2020-06-02,4.34,CLIC
2020-06-03,5.86,CLIC
2020-06-04,4.72,CLIC
2020-06-05,6.21,CLIC
2020-06-06,7.42,CLIC
2020-06-07,5.5,CLIC
2020-06-08,7.21,CLIC
2020-06-09,6.29,CLIC
2020-06-10,2.34,CLIC
2020-06-11,5.46,CLIC
2020-06-12,4.35,CLIC
2020-06-13,6.9,CLIC
2020-06-14,6.03,CLIC
2020-06-15,7.39,CLIC
2020-06-16,7.18,CLIC
2020-06-17,4.02,CLIC
2020-06-18,6.17,CLIC
2020-06-19,3.69,CLIC
2020-06-20,6.05,CLIC
2020-06-21,7.01,CLIC
2020-06-22,6.22,CLIC
2020-06-23,6.06,CLIC
2020-06-24,5.71,CLIC
2020-06-25,4.06,CLIC
2020-06-26,3.83,CLIC
2020-06-27,5.16,CLIC
2020-06-28,6.11,CLIC
2020-06-29,6.55,CLIC
2020-06-30,5.36,CLIC
2020-07-01,8.06,CLIC
2020-07-02,6.92,CLIC
2020-07-03,8.45,CLIC
2020-07-04,7.1,CLIC
2020-07-05,7.72,CLIC
2020-07-06,6.98,CLIC
2020-07-07,6.66,CLIC
2020-07-08,7.3,CLIC
2020-07-09,8.75,CLIC
2020-07-10,7.89,CLIC
2020-07-11,8.39,CLIC
2020-07-12,7.68,CLIC
2020-07-13,10.92,CLIC
2020-07-14,8.13,CLIC
2020-07-15,7.31,CLIC
2020-07-16,9.04,CLIC
2020-07-17,7.28,CLIC
2020-07-18,2.67,CLIC
2020-07-19,3.22,CLIC
2020-07-20,6.62,CLIC
2020-07-21,4.56,CLIC
2020-07-22,6.73,CLIC
2020-07-23,6.21,CLIC
2020-07-24,6.97,CLIC
2020-07-25,1.52,CLIC
2020-07-27,3.73,CLIC
2020-07-28,2.45,CLIC
2020-07-29,1.58,CLIC
2020-07-30,5.21,CLIC
2020-07-31,4.71,CLIC
2020-08-01,4.02,CLIC
2020-08-02,3.04,CLIC
2020-08-03,5.42,CLIC
2020-08-04,4.76,CLIC
2020-08-05,5.21,CLIC
2020-08-06,6.47,CLIC
2020-08-07,3.49,CLIC
2020-08-08,7.07,CLIC
2020-08-09,6.1,CLIC
2020-08-10,5.49,CLIC
2020-08-11,6.45,CLIC
2020-08-12,7.11,CLIC
2020-08-13,6.29,CLIC
2020-08-14,4.97,CLIC
2020-08-15,5.89,CLIC
2020-08-16,6.21,CLIC
2020-08-17,5.87,CLIC
2020-08-18,4.37,CLIC
2020-08-19,4.34,CLIC
2020-08-20,6.01,CLIC
2020-08-21,7.5,CLIC
2020-08-22,4.88,CLIC
2020-08-23,5.24,CLIC
2020-08-24,4.36,CLIC
2020-08-25,4.94,CLIC
2020-08-26,5.55,CLIC
2020-08-27,4.81,CLIC
2020-08-28,6.91,CLIC
2020-08-29,6.44,CLIC
2020-08-30,4.45,CLIC
2020-08-31,5.64,CLIC
2020-09-01,6.56,CLIC
2020-09-02,4.48,CLIC
2020-09-03,5.92,CLIC
2020-09-04,5.7,CLIC
2020-09-05,0.69,CLIC
2020-09-06,2.12,CLIC
2020-09-07,4.27,CLIC
2020-09-08,4.93,CLIC
2020-09-09,4.08,CLIC
2020-09-10,2.22,CLIC
2020-09-11,0.32,CLIC
2020-09-12,3.44,CLIC
2020-09-13,5.35,CLIC
2020-09-14,1.22,CLIC
2020-09-15,1.43,CLIC
2020-09-16,4.41,CLIC
2020-09-17,2.71,CLIC
2020-09-18,2.73,CLIC
2020-09-19,5.31,CLIC
2020-09-20,5.56,CLIC
2020-09-21,3.81,CLIC
2020-09-22,2.33,CLIC
2020-09-23,3.12,CLIC
2020-09-24,4.98,CLIC
2020-09-25,3.93,CLIC
2020-09-26,3.61,CLIC
2020-09-27,4.46,CLIC
2020-09-28,7.78,CLIC
2020-09-29,2.34,CLIC
2020-09-30,4.5,CLIC
2020-10-01,5.17,CLIC
2020-10-02,3.86,CLIC
2020-10-03,4.94,CLIC
2020-10-04,2.77,CLIC
2020-10-05,4.95,CLIC
2020-10-06,2.66,CLIC
2020-10-07,5.44,CLIC
2020-10-08,4.81,CLIC
2020-10-09,5.03,CLIC
2020-10-10,3.69,CLIC
2020-10-11,3.52,CLIC
2020-10-12,5.51,CLIC
2020-10-13,3.28,CLIC
2020-10-14,2.22,CLIC
2020-10-15,5.21,CLIC
2020-10-16,4.54,CLIC
2020-10-17,1.86,CLIC
2020-10-18,4.58,CLIC
2020-10-19,3.89,CLIC
2020-10-20,4.17,CLIC
2020-10-21,2.79,CLIC
2020-10-22,3.81,CLIC
2020-10-23,4.23,CLIC
2020-10-24,2.02,CLIC
2020-10-25,3.14,CLIC
2020-10-26,4.44,CLIC
2020-10-27,1.31,CLIC
2020-10-28,2.95,CLIC
2020-10-29,3.63,CLIC
2020-10-30,2.25,CLIC
2020-10-31,2.1,CLIC
2020-11-01,3.38,CLIC
2020-11-02,2.18,CLIC
2020-11-03,2.69,CLIC
2020-11-04,2.16,CLIC
2020-11-05,0.66,CLIC
2020-11-06,2.51,CLIC
2020-11-07,2.51,CLIC
2020-11-08,2.33,CLIC
2020-11-09,1.81,CLIC
2020-11-10,3.15,CLIC
2020-11-11,0.67,CLIC
2020-11-12,0.92,CLIC
2020-11-13,3,CLIC
2020-11-14,1.17,CLIC
2020-11-15,4.46,CLIC
2020-11-16,1.25,CLIC
2020-11-17,2.4,CLIC
2020-11-18,2.1,CLIC
2020-11-19,1.38,CLIC
2020-11-20,2,CLIC
2020-11-21,2.13,CLIC
2020-11-22,3.06,CLIC
2020-11-23,1.58,CLIC
2020-11-24,2.72,CLIC
2020-11-25,2.04,CLIC
2020-11-26,1.04,CLIC
2020-11-27,2.91,CLIC
2020-11-28,1.59,CLIC
2020-11-29,3.47,CLIC
2020-11-30,1.41,CLIC
2021-01-06,3.16,CLIC
2021-01-07,2.64,CLIC
2021-01-08,2.11,CLIC
2021-01-09,0.76,CLIC
2021-01-10,0.45,CLIC
2021-01-11,1.19,CLIC
2021-01-12,1.67,CLIC
2021-01-13,1.49,CLIC
2021-01-14,2.59,CLIC
2021-01-15,3.4,CLIC
2021-01-16,1.32,CLIC
2021-01-17,2.93,CLIC
2021-01-18,1.6,CLIC
2021-01-19,1.7,CLIC
2021-01-20,0.94,CLIC
2021-01-21,1.22,CLIC
2021-01-22,0.89,CLIC
2021-01-23,1.34,CLIC
2021-01-24,2.5,CLIC
2021-01-25,2.85,CLIC
2021-01-26,3.29,CLIC
2021-01-27,6.07,CLIC
2021-01-28,2.39,CLIC
2021-01-29,3.47,CLIC
2021-01-30,1.19,CLIC
2021-01-31,6.05,CLIC
2021-02-01,4.66,CLIC
2021-02-02,1.21,CLIC
2021-02-03,3.06,CLIC
2021-02-04,3.95,CLIC
2021-02-05,4.39,CLIC
2021-02-06,2.6,CLIC
2021-02-07,4.09,CLIC
2021-02-08,2.52,CLIC
2021-02-09,3.11,CLIC
2021-02-10,3.4,CLIC
2021-02-11,0.81,CLIC
2021-02-12,0.52,CLIC
2021-02-13,1.24,CLIC
2021-02-14,0.36,CLIC
2021-02-15,0.62,CLIC
2021-02-16,3.5,CLIC
2021-02-17,2.79,CLIC
2021-02-18,2.97,CLIC
2021-02-19,1.77,CLIC
2021-02-20,5.65,CLIC
2021-02-21,3.22,CLIC
2021-02-22,3.06,CLIC
2021-02-23,4.74,CLIC
2021-02-24,3.17,CLIC
2021-02-25,4.66,CLIC
2021-02-26,3.2,CLIC
2021-02-27,2.35,CLIC
2021-02-28,1.01,CLIC
2021-03-01,8.8,CLIC
2021-03-02,6.21,CLIC
2021-03-03,4.15,CLIC
2021-03-04,5.62,CLIC
2021-03-05,7.61,CLIC
2021-03-06,5.99,CLIC
2021-03-07,2.96,CLIC
2021-03-08,2.13,CLIC
2021-03-09,4.89,CLIC
2021-03-10,5.86,CLIC
2021-03-11,6.47,CLIC
2021-03-12,5.12,CLIC
2021-03-13,6.02,CLIC
2021-03-14,5.98,CLIC
2021-03-15,3.8,CLIC
2021-03-16,4.82,CLIC
2021-03-17,9.47,CLIC
2021-03-18,6.36,CLIC
2021-03-19,5.68,CLIC
2021-03-20,3.49,CLIC
2021-03-21,5.62,CLIC
2021-03-22,5.24,CLIC
2021-03-23,4.12,CLIC
2021-03-24,5.47,CLIC
2021-03-25,5.79,CLIC
2021-03-26,6.76,CLIC
2021-03-27,5.31,CLIC
2021-03-28,2.71,CLIC
2021-03-29,2.61,CLIC
2021-03-30,5.07,CLIC
2021-03-31,7,CLIC
2021-04-01,1.84,CLIC
2021-04-02,1.56,CLIC
2021-04-03,1.74,CLIC
2021-04-04,3.52,CLIC
2021-04-05,7.39,CLIC
2021-04-06,8.34,CLIC
2021-04-07,3.27,CLIC
2021-04-08,8.4,CLIC
2021-04-09,7.57,CLIC
2021-04-10,6.83,CLIC
2021-04-11,4.05,CLIC
2021-04-12,3.6,CLIC
2021-04-13,2.49,CLIC
2021-04-14,3.62,CLIC
2021-04-15,4.1,CLIC
2021-04-16,8.41,CLIC
2021-04-17,3.64,CLIC
2021-04-18,2.04,CLIC
2021-04-19,3.6,CLIC
2021-04-20,6.66,CLIC
2021-04-21,3.33,CLIC
2021-04-22,3.97,CLIC
2021-04-23,5.53,CLIC
2021-04-24,7.62,CLIC
2021-04-25,9.83,CLIC
2021-04-26,5.22,CLIC
2021-04-27,6.26,CLIC
2021-04-28,8.34,CLIC
2021-04-29,9.07,CLIC
2021-04-30,5.42,CLIC
2021-05-01,4.46,CLIC
2021-05-02,5.26,CLIC
2021-05-03,8.26,CLIC
2021-05-04,7.67,CLIC
2021-05-05,7.61,CLIC
2021-05-06,4.83,CLIC
2021-05-07,6.63,CLIC
2021-05-08,7.19,CLIC
2021-05-09,6.89,CLIC
2021-05-10,7.38,CLIC
2021-05-11,3.82,CLIC
2021-05-12,2.2,CLIC
2021-05-13,1.71,CLIC
2021-05-14,0.96,CLIC
2021-05-15,2.64,CLIC
2021-05-16,5.64,CLIC
2021-05-17,6.76,CLIC
2021-05-18,6.08,CLIC
2021-05-19,8.36,CLIC
2021-05-20,5.19,CLIC
2021-05-21,5.41,CLIC
2021-05-22,7.24,CLIC
2021-05-23,3.96,CLIC
2021-05-24,6.23,CLIC
2021-05-25,3.44,CLIC
2021-05-26,3.96,CLIC
2021-05-27,6.58,CLIC
2021-05-28,8.74,CLIC
2021-05-29,2.43,CLIC
2021-05-30,5.24,CLIC
2021-05-31,2.68,CLIC
2021-06-01,2.38,CLIC
2021-06-02,6.06,CLIC
2021-06-03,3.48,CLIC
2021-06-04,2.71,CLIC
2021-06-05,5.72,CLIC
2021-06-06,7.5,CLIC
2021-06-07,8.79,CLIC
2021-06-08,8.02,CLIC
2021-06-09,5.68,CLIC
2021-06-10,8.38,CLIC
2021-06-11,8.14,CLIC
2021-06-12,8.52,CLIC
2021-06-13,5.47,CLIC
2021-06-14,9.62,CLIC
2021-06-15,6.04,CLIC
2021-06-16,7.53,CLIC
2021-06-17,3.89,CLIC
2021-06-18,6.36,CLIC
2021-06-19,4.87,CLIC
2021-06-20,6.41,CLIC
2021-06-21,7.97,CLIC
2021-06-22,5.57,CLIC
2021-06-23,3.9,CLIC
2021-06-24,5.49,CLIC
2021-06-25,8.04,CLIC
2021-06-26,9.73,CLIC
2021-06-27,4.12,CLIC
2021-06-28,4.13,CLIC
2021-06-29,4.54,CLIC
2021-06-30,7.86,CLIC
2021-07-01,1.05,CLIC
2021-07-02,4.91,CLIC
2021-07-03,7,CLIC
2021-07-04,6.4,CLIC
2021-07-05,3.49,CLIC
2021-07-06,1.37,CLIC
2021-07-07,2.2,CLIC
2021-07-08,4.7,CLIC
2021-07-09,3.13,CLIC
2021-07-10,4.6,CLIC
2021-07-11,5.47,CLIC
2021-07-12,5.45,CLIC
2021-07-13,3.39,CLIC
2021-07-14,3.42,CLIC
2021-07-15,7.73,CLIC
2021-07-16,8.11,CLIC
2021-07-17,7.33,CLIC
2021-07-18,6.27,CLIC
2021-07-19,7.29,CLIC
2021-07-20,2.77,CLIC
2021-07-21,1.8,CLIC
2021-07-22,4.24,CLIC
2021-07-23,6.78,CLIC
2021-07-24,8.44,CLIC
2021-07-25,6.32,CLIC
2021-07-26,8.37,CLIC
2021-07-27,4.05,CLIC
2021-07-28,3.48,CLIC
2021-07-29,3.23,CLIC
2021-07-30,6.65,CLIC
2021-07-31,6.97,CLIC
2021-08-01,7.83,CLIC
2021-08-02,7.22,CLIC
2021-08-03,9.71,CLIC
2021-08-04,5.42,CLIC
2021-08-05,5.53,CLIC
2021-08-06,2.82,CLIC
2021-08-07,7.56,CLIC
2021-08-08,6.53,CLIC
2021-08-09,8.28,CLIC
2021-08-10,8.06,CLIC
2021-08-11,6.63,CLIC
2021-08-12,7.48,CLIC
2021-08-13,5.49,CLIC
2021-08-14,7.31,CLIC
2021-08-15,5.4,CLIC
2021-08-16,6.94,CLIC
2021-08-17,5.5,CLIC
2021-08-18,6.34,CLIC
2021-08-19,8.26,CLIC
2021-08-20,5.77,CLIC
2021-08-21,3.44,CLIC
2021-08-22,5.87,CLIC
2021-08-23,4.59,CLIC
2021-08-24,6.1,CLIC
2021-08-25,6.04,CLIC
2021-08-26,7.26,CLIC
2021-08-27,5.62,CLIC
2021-08-28,6.77,CLIC
2021-08-29,7.2,CLIC
2021-08-30,6.81,CLIC
2021-08-31,4.59,CLIC
2021-09-01,6.39,CLIC
2021-09-02,6.57,CLIC
2021-09-03,6.05,CLIC
2021-09-04,8.54,CLIC
2021-09-05,8.61,CLIC
2021-09-06,7.21,CLIC
2021-09-07,5.92,CLIC
2021-09-08,6,CLIC
2021-09-09,6.05,CLIC
2021-09-10,4.38,CLIC
2021-09-11,6.42,CLIC
2021-09-12,3.43,CLIC
2021-09-13,6.55,CLIC
2021-09-14,3.59,CLIC
2021-09-15,2.9,CLIC
2021-09-16,1,CLIC
2021-09-17,2.71,CLIC
2021-09-18,8.03,CLIC
2021-09-19,5.67,CLIC
2021-09-20,7.19,CLIC
2021-09-21,6.32,CLIC
2021-09-22,3.57,CLIC
2021-09-23,4.5,CLIC
2021-09-24,2.79,CLIC
2021-09-25,3.88,CLIC
2021-09-26,4.73,CLIC
2021-09-27,5.52,CLIC
2021-09-28,1.61,CLIC
2021-09-29,5.11,CLIC
2021-09-30,5.03,CLIC
2021-10-01,2.42,CLIC
2021-10-02,5.02,CLIC
2021-10-03,2.08,CLIC
2021-10-04,3.46,CLIC
2021-10-05,3.55,CLIC
2021-10-06,6.33,CLIC
2021-10-07,3.3,CLIC
2021-10-08,5.81,CLIC
2021-10-09,4.73,CLIC
2021-10-10,7.92,CLIC
2021-10-11,0.61,CLIC
2021-10-12,4.1,CLIC
2021-10-13,3.91,CLIC
2021-10-14,3.83,CLIC
2021-10-16,3.39,CLIC
2021-10-17,1.9,CLIC
2021-11-01,3.11,CLIC
2021-11-02,3.6,CLIC
2021-11-03,1.54,CLIC
2021-11-04,4.13,CLIC
2021-11-05,2.06,CLIC
2021-11-06,1.17,CLIC
2021-11-07,1.3,CLIC
2021-11-08,1.61,CLIC
2021-11-09,0.61,CLIC
2021-11-10,1.42,CLIC
2021-11-11,1.64,CLIC
2021-11-12,2.29,CLIC
2021-11-13,1.94,CLIC
2021-11-14,1.42,CLIC
2021-11-15,0.78,CLIC
2021-11-16,1.27,CLIC
2021-11-17,1.47,CLIC
2021-11-18,3.47,CLIC
2021-11-19,1.05,CLIC
2021-11-20,1.14,CLIC
2021-11-21,2.87,CLIC
2021-11-22,0.43,CLIC
2021-11-23,0.95,CLIC
2021-11-24,1.56,CLIC
2021-11-25,1.1,CLIC
2021-11-26,2.43,CLIC
