Estación: ,C19126,LA LAJA. HUALAHUISES
1983-02-08,6.9,CLIC
1983-02-09,5.4,CLIC
1983-02-10,5.1,CLIC
1983-02-11,5.5,CLIC
1983-02-12,1.6,CLIC
1983-02-13,1.4,CLIC
1983-02-14,0.6,CLIC
1983-02-15,2.2,CLIC
1983-02-16,4.3,CLIC
1983-02-17,2.8,CLIC
1983-02-18,3.8,CLIC
1983-02-19,4.2,CLIC
1983-02-20,4.4,CLIC
1983-02-21,5.9,CLIC
1983-02-22,4.9,CLIC
1983-02-23,4.9,CLIC
1983-02-24,4,CLIC
1983-02-25,5.8,CLIC
1983-02-26,5.6,CLIC
1983-02-27,5.8,CLIC
1983-02-28,3.7,CLIC
1983-04-19,9.3,CLIC
1983-04-20,7,CLIC
1983-04-21,7.1,CLIC
1983-04-22,8.8,CLIC
1983-04-23,10.5,CLIC
1983-04-24,4.5,CLIC
1983-04-25,8.3,CLIC
1983-04-26,4.8,CLIC
1983-04-27,4.1,CLIC
1983-04-28,5.5,CLIC
1983-04-29,7.3,CLIC
1983-04-30,7.5,CLIC
1983-05-01,5.7,CLIC
1983-05-02,13.5,CLIC
1983-05-03,6.2,CLIC
1983-05-04,9.3,CLIC
1983-05-05,8.1,CLIC
1983-05-06,7.3,CLIC
1983-05-07,8.5,CLIC
1983-05-08,4.4,CLIC
1983-05-09,1.6,CLIC
1983-05-10,5.3,CLIC
1983-05-11,3.5,CLIC
1983-05-12,7.6,CLIC
1983-05-13,3.7,CLIC
1983-05-14,6.3,CLIC
1983-05-15,3.1,CLIC
1983-05-16,6.4,CLIC
1983-05-17,4.8,CLIC
1983-05-18,4.9,CLIC
1983-05-19,3.9,CLIC
1983-05-20,8.3,CLIC
1983-05-21,9.1,CLIC
1983-05-22,5.2,CLIC
1983-05-23,3.9,CLIC
1983-05-24,2,CLIC
1983-05-25,5,CLIC
1983-05-26,0.7,CLIC
1983-05-29,6.2,CLIC
1983-05-30,5.7,CLIC
1983-05-31,4.7,CLIC
1983-12-01,5.5,CLIC
1983-12-02,0.8,CLIC
1983-12-03,3.2,CLIC
1983-12-04,4.9,CLIC
1983-12-05,4.4,CLIC
1983-12-06,1.9,CLIC
1983-12-07,3.1,CLIC
1983-12-08,2.9,CLIC
1983-12-09,2,CLIC
1983-12-10,4.1,CLIC
1983-12-11,2.6,CLIC
1983-12-12,2.3,CLIC
1983-12-13,3.1,CLIC
1983-12-14,3,CLIC
1983-12-15,4.1,CLIC
1983-12-16,3.1,CLIC
1983-12-17,2.8,CLIC
1983-12-18,0.4,CLIC
1983-12-19,3.6,CLIC
1983-12-20,2.1,CLIC
1983-12-21,2.3,CLIC
1983-12-22,2.7,CLIC
1983-12-23,0.4,CLIC
1983-12-24,0.7,CLIC
1983-12-25,0.9,CLIC
1983-12-26,1.9,CLIC
1983-12-27,1.5,CLIC
1983-12-28,2,CLIC
1983-12-29,1.6,CLIC
1983-12-30,1.1,CLIC
1983-12-31,0.9,CLIC
1984-01-01,3.93,CLIC
1984-01-02,0.2,CLIC
1984-01-03,2.4,CLIC
1984-01-04,0.8,CLIC
1984-01-05,0.9,CLIC
1984-01-06,1.9,CLIC
1984-01-07,1.31,CLIC
1984-01-08,4.09,CLIC
1984-01-09,2.15,CLIC
1984-01-10,1.55,CLIC
1984-01-11,3.1,CLIC
1984-01-12,3.2,CLIC
1984-01-13,3.1,CLIC
1984-01-14,0.4,CLIC
1984-01-15,1.7,CLIC
1984-01-16,0.7,CLIC
1984-01-17,0.9,CLIC
1984-01-18,0.47,CLIC
1984-01-19,0.93,CLIC
1984-01-20,1.44,CLIC
1984-01-21,0.86,CLIC
1984-01-22,2.1,CLIC
1984-01-23,2.6,CLIC
1984-01-24,3.5,CLIC
1984-01-26,3.05,CLIC
1984-01-27,4.77,CLIC
1984-01-28,3.73,CLIC
1984-01-29,4.19,CLIC
1984-01-31,2.9,CLIC
1984-02-01,4.17,CLIC
1984-02-02,1.83,CLIC
1984-02-03,1.7,CLIC
1984-02-04,1.34,CLIC
1984-02-05,3.66,CLIC
1984-02-06,1.5,CLIC
1984-02-07,4.5,CLIC
1984-02-08,1.6,CLIC
1984-02-09,4.5,CLIC
1984-02-10,1.7,CLIC
1984-02-11,3.7,CLIC
1984-02-12,4.36,CLIC
1984-02-13,1.34,CLIC
1984-02-14,9.6,CLIC
1984-02-15,4.3,CLIC
1984-02-16,2.2,CLIC
1984-02-17,3.8,CLIC
1984-02-18,4.26,CLIC
1984-02-19,2.64,CLIC
1984-02-20,3.8,CLIC
1984-02-21,2.8,CLIC
1984-02-22,3.1,CLIC
1984-02-23,3.05,CLIC
1984-02-24,2.5,CLIC
1984-02-25,3.65,CLIC
1984-02-26,3.25,CLIC
1984-02-27,3.15,CLIC
1984-02-28,3.3,CLIC
1984-02-29,3.5,CLIC
1984-03-01,6.4,CLIC
1984-03-02,5.7,CLIC
1984-03-03,6.5,CLIC
1984-03-04,4,CLIC
1984-03-05,3,CLIC
1984-03-06,2.9,CLIC
1984-03-07,3.9,CLIC
1984-03-08,4.2,CLIC
1984-03-09,2.3,CLIC
1984-03-10,1.2,CLIC
1984-03-11,3.4,CLIC
1984-03-12,5.6,CLIC
1984-03-13,5.2,CLIC
1984-03-14,2.5,CLIC
1984-03-15,3.5,CLIC
1984-03-16,4.9,CLIC
1984-03-17,5.8,CLIC
1984-03-18,5.06,CLIC
1984-03-19,5.24,CLIC
1984-03-20,2.7,CLIC
1984-03-21,6.3,CLIC
1984-03-22,7.2,CLIC
1984-03-23,6.87,CLIC
1984-03-24,5.63,CLIC
1984-03-25,2.5,CLIC
1984-03-26,5.9,CLIC
1984-03-27,11.4,CLIC
1984-03-28,6.5,CLIC
1984-03-29,7.7,CLIC
1984-03-30,3.6,CLIC
1984-03-31,5.3,CLIC
1984-04-01,3.4,CLIC
1984-04-02,4.2,CLIC
1984-04-03,8.8,CLIC
1984-04-04,4.5,CLIC
1984-04-05,5.7,CLIC
1984-04-06,6.8,CLIC
1984-04-07,7.2,CLIC
1984-04-08,6.3,CLIC
1984-04-09,9.9,CLIC
1984-04-10,7.1,CLIC
1984-04-11,8.3,CLIC
1984-04-12,7.9,CLIC
1984-04-13,4.3,CLIC
1984-04-14,6.2,CLIC
1984-04-15,5.4,CLIC
1984-04-16,4.7,CLIC
1984-04-17,7.22,CLIC
1984-04-18,6.48,CLIC
1984-04-19,9.5,CLIC
1984-04-20,10.9,CLIC
1984-04-21,7.4,CLIC
1984-04-22,8.2,CLIC
1984-04-23,8,CLIC
1984-04-24,4.2,CLIC
1984-04-25,4.3,CLIC
1984-04-26,8.8,CLIC
1984-04-27,12.79,CLIC
1984-04-28,10.41,CLIC
1984-04-29,9.1,CLIC
1984-04-30,6.69,CLIC
1984-06-01,3.7,CLIC
1984-06-02,3.8,CLIC
1984-06-03,3.1,CLIC
1984-06-04,5.2,CLIC
1984-06-05,5.1,CLIC
1984-06-06,4.3,CLIC
1984-06-07,7.9,CLIC
1984-06-08,3.4,CLIC
1984-06-09,5.5,CLIC
1984-06-10,5.7,CLIC
1984-06-11,5.5,CLIC
1984-06-12,6.8,CLIC
1984-06-13,4.5,CLIC
1984-06-14,3.3,CLIC
1984-06-15,7,CLIC
1984-06-16,3.9,CLIC
1984-06-17,5.55,CLIC
1984-06-18,4.7,CLIC
1984-06-19,4.7,CLIC
1984-06-20,5.15,CLIC
1984-06-21,4.2,CLIC
1984-06-22,2.6,CLIC
1984-06-23,4,CLIC
1984-06-24,5.87,CLIC
1984-06-25,8.13,CLIC
1984-06-26,8.1,CLIC
1984-06-27,8.1,CLIC
1984-06-28,7.2,CLIC
1984-06-29,4.8,CLIC
1984-06-30,4.2,CLIC
1984-07-01,4.7,CLIC
1984-07-02,7.2,CLIC
1984-07-03,5.7,CLIC
1984-07-04,10.6,CLIC
1984-07-05,6.8,CLIC
1984-07-06,6.1,CLIC
1984-07-07,3.26,CLIC
1984-07-08,3.14,CLIC
1984-07-09,5.9,CLIC
1984-07-10,4.2,CLIC
1984-07-11,3.95,CLIC
1984-07-12,4.85,CLIC
1984-07-13,5,CLIC
1984-07-14,5.5,CLIC
1984-07-15,4.9,CLIC
1984-07-16,5.9,CLIC
1984-07-17,4.2,CLIC
1984-07-18,5.8,CLIC
1984-07-19,4.2,CLIC
1984-07-20,5.8,CLIC
1984-07-21,5.2,CLIC
1984-07-22,6.7,CLIC
1984-07-23,4.9,CLIC
1984-07-24,5.9,CLIC
1984-07-25,5.5,CLIC
1984-07-26,6.55,CLIC
1984-07-27,4.65,CLIC
1984-07-28,6.6,CLIC
1984-07-29,5.4,CLIC
1984-07-30,4.9,CLIC
1984-07-31,5.1,CLIC
1984-08-01,3.36,CLIC
1984-08-02,3.44,CLIC
1984-08-03,6.7,CLIC
1984-08-04,9,CLIC
1984-08-05,8.2,CLIC
1984-08-06,8,CLIC
1984-08-07,7.2,CLIC
1984-08-08,5,CLIC
1984-08-09,5.1,CLIC
1984-08-10,9.6,CLIC
1984-08-11,6,CLIC
1984-08-12,8,CLIC
1984-08-13,8.4,CLIC
1984-08-14,5.1,CLIC
1984-08-15,5.7,CLIC
1984-08-16,3.2,CLIC
1984-08-17,5.3,CLIC
1984-08-18,6.8,CLIC
1984-08-19,6,CLIC
1984-08-20,6.5,CLIC
1984-08-21,9.4,CLIC
1984-08-22,6.2,CLIC
1984-08-23,3.3,CLIC
1984-08-24,4,CLIC
1984-08-25,5.8,CLIC
1984-08-26,8,CLIC
1984-08-27,7.2,CLIC
1984-08-28,5.7,CLIC
1984-08-29,9.6,CLIC
1984-08-30,9.07,CLIC
1984-08-31,7.62,CLIC
1984-09-01,2.11,CLIC
1984-09-02,4.05,CLIC
1984-09-03,5.55,CLIC
1984-09-04,5,CLIC
1984-09-05,4.9,CLIC
1984-09-06,3.9,CLIC
1984-09-07,4.15,CLIC
1984-09-08,4.05,CLIC
1984-09-09,5.3,CLIC
1984-09-10,4.7,CLIC
1984-09-11,4.9,CLIC
1984-09-12,5.1,CLIC
1984-09-13,3.85,CLIC
1984-09-14,5.35,CLIC
1984-09-15,2.8,CLIC
1984-09-16,4,CLIC
1984-09-17,5.8,CLIC
1984-09-18,6.1,CLIC
1984-09-19,4.1,CLIC
1984-09-20,4.8,CLIC
1984-09-21,5.05,CLIC
1984-09-22,5.95,CLIC
1984-09-23,4.2,CLIC
1984-09-24,3.9,CLIC
1984-09-25,3.7,CLIC
1984-09-26,4.95,CLIC
1984-09-27,4.35,CLIC
1984-09-28,4.95,CLIC
1984-09-29,5,CLIC
1984-09-30,4.3,CLIC
1984-10-01,2.3,CLIC
1984-10-02,0.1,CLIC
1984-10-03,2,CLIC
1984-10-04,1.4,CLIC
1984-10-05,2.4,CLIC
1984-10-06,3.38,CLIC
1984-10-07,1.72,CLIC
1984-10-08,3,CLIC
1984-10-09,2.4,CLIC
1984-10-10,2.9,CLIC
1984-10-11,2.6,CLIC
1984-10-12,2.9,CLIC
1984-10-13,2.1,CLIC
1984-10-14,2.3,CLIC
1984-10-15,5.8,CLIC
1984-10-16,3.4,CLIC
1984-10-17,2.8,CLIC
1984-10-18,4.4,CLIC
1984-10-19,2.5,CLIC
1984-10-20,4.6,CLIC
1984-10-21,5,CLIC
1984-10-22,2.7,CLIC
1984-10-23,1.2,CLIC
1984-10-24,1.1,CLIC
1984-10-25,0.5,CLIC
1984-10-26,1.4,CLIC
1984-10-27,0.6,CLIC
1984-10-28,2.4,CLIC
1984-10-29,3.6,CLIC
1984-10-30,4.2,CLIC
1984-10-31,9.14,CLIC
1984-11-01,4.85,CLIC
1984-11-02,3.85,CLIC
1984-11-03,2.6,CLIC
1984-11-04,4.3,CLIC
1984-11-05,4.2,CLIC
1984-11-06,3.6,CLIC
1984-11-07,1.7,CLIC
1984-11-08,4.5,CLIC
1984-11-09,3.9,CLIC
1984-11-10,2.9,CLIC
1984-11-11,1.5,CLIC
1984-11-12,1.8,CLIC
1984-11-13,2.4,CLIC
1984-11-14,0.1,CLIC
1984-11-15,5.4,CLIC
1984-11-16,1.6,CLIC
1984-11-17,4.9,CLIC
1984-11-18,4.3,CLIC
1984-11-19,3.4,CLIC
1984-11-20,2.9,CLIC
1984-11-21,2.65,CLIC
1984-11-22,2.35,CLIC
1984-11-23,2.6,CLIC
1984-11-24,1.96,CLIC
1984-11-25,1.74,CLIC
1984-11-26,1.65,CLIC
1984-11-27,0.95,CLIC
1984-11-28,1.3,CLIC
1984-11-29,3.8,CLIC
1984-11-30,2.6,CLIC
1986-04-01,6.15,CLIC
1986-04-02,7.35,CLIC
1986-04-03,5.45,CLIC
1986-04-04,5.85,CLIC
1986-04-05,5.34,CLIC
1986-04-06,4.85,CLIC
1986-04-07,4,CLIC
1986-04-08,7.25,CLIC
1986-04-09,3.15,CLIC
1986-04-10,3.6,CLIC
1986-04-11,5.8,CLIC
1986-04-12,6.7,CLIC
1986-04-13,9.21,CLIC
1986-04-14,11.19,CLIC
1986-04-15,8.64,CLIC
1986-04-16,3.47,CLIC
1986-04-17,2.9,CLIC
1986-04-18,2.47,CLIC
1986-04-19,5.49,CLIC
1986-04-20,6.94,CLIC
1986-04-21,6.86,CLIC
1986-04-22,7.24,CLIC
1986-04-23,4.9,CLIC
1986-04-24,1.69,CLIC
1986-04-25,5.22,CLIC
1986-04-26,5.99,CLIC
1986-04-27,3.3,CLIC
1986-04-28,1.78,CLIC
1986-04-29,3.42,CLIC
1986-04-30,4.64,CLIC
1986-05-01,4.16,CLIC
1986-05-02,4.25,CLIC
1986-05-03,0.75,CLIC
1986-05-04,2.84,CLIC
1986-05-05,5.56,CLIC
1986-05-06,4.73,CLIC
1986-05-07,5.17,CLIC
1986-05-08,6.68,CLIC
1986-05-09,8.02,CLIC
1986-05-10,0.4,CLIC
1986-05-11,4.68,CLIC
1986-05-12,7.64,CLIC
1986-05-13,1.14,CLIC
1986-05-14,1.88,CLIC
1986-05-15,3.04,CLIC
1986-05-16,4.56,CLIC
1986-05-17,3.86,CLIC
1986-05-18,4.03,CLIC
1986-05-19,6.59,CLIC
1986-05-20,6.17,CLIC
1986-05-21,6.51,CLIC
1986-05-22,4.2,CLIC
1986-05-23,6.67,CLIC
1986-05-24,1.29,CLIC
1986-05-25,1.94,CLIC
1986-05-26,2.62,CLIC
1986-05-27,4.38,CLIC
1986-05-28,2.4,CLIC
1986-05-29,3.7,CLIC
1986-05-30,2.92,CLIC
1986-05-31,5.1,CLIC
1986-06-01,3.51,CLIC
1986-06-02,2.78,CLIC
1986-06-03,2.06,CLIC
1986-06-04,3.24,CLIC
1986-06-05,2,CLIC
1986-06-06,4,CLIC
1986-06-07,6.08,CLIC
1986-06-08,4.4,CLIC
1986-06-09,2.32,CLIC
1986-06-10,4.53,CLIC
1986-06-11,4.27,CLIC
1986-06-12,3.05,CLIC
1986-06-13,3.7,CLIC
1986-06-14,0.65,CLIC
1986-06-15,3.1,CLIC
1986-06-16,6.9,CLIC
1986-06-17,6.01,CLIC
1986-06-18,4.09,CLIC
1986-06-19,5.5,CLIC
1986-06-20,6.52,CLIC
1986-06-21,2.86,CLIC
1986-06-22,0.47,CLIC
1986-06-23,0.96,CLIC
1986-06-24,1.38,CLIC
1986-06-25,0.64,CLIC
1986-06-26,12.28,CLIC
1986-06-27,4.4,CLIC
1986-06-28,1,CLIC
1986-06-29,6.74,CLIC
1986-06-30,4.76,CLIC
1986-07-01,6.52,CLIC
1986-07-02,6.92,CLIC
1986-07-03,8.2,CLIC
1986-07-04,7.78,CLIC
1986-07-05,6.95,CLIC
1986-07-06,8.3,CLIC
1986-07-07,4.71,CLIC
1986-07-08,7.59,CLIC
1986-07-09,3.68,CLIC
1986-07-10,7.83,CLIC
1986-07-11,4.58,CLIC
1986-07-12,4.57,CLIC
1986-07-13,1.93,CLIC
1986-07-14,4.41,CLIC
1986-07-15,7.25,CLIC
1986-07-16,6.36,CLIC
1986-07-17,7.57,CLIC
1986-07-18,4.89,CLIC
1986-07-19,5.16,CLIC
1986-07-20,5.91,CLIC
1986-07-21,6.23,CLIC
1986-07-22,6.82,CLIC
1986-07-23,6.59,CLIC
1986-07-24,8.11,CLIC
1986-07-25,8.64,CLIC
1986-07-26,6.13,CLIC
1986-07-27,8.39,CLIC
1986-07-28,7.56,CLIC
1986-07-29,9.02,CLIC
1986-07-30,8.75,CLIC
1986-07-31,9.62,CLIC
1986-08-01,4.2,CLIC
1986-08-02,5.1,CLIC
1986-08-03,4.7,CLIC
1986-08-04,5.6,CLIC
1986-08-05,6.96,CLIC
1986-08-06,7.26,CLIC
1986-08-07,10.11,CLIC
1986-08-08,6.37,CLIC
1986-08-09,7.15,CLIC
1986-08-10,10.2,CLIC
1986-08-11,0.49,CLIC
1986-08-12,5.25,CLIC
1986-08-13,6.06,CLIC
1986-08-14,8.2,CLIC
1986-08-15,7.28,CLIC
1986-08-16,5.5,CLIC
1986-08-17,3.9,CLIC
1986-08-18,7.1,CLIC
1986-08-19,9.75,CLIC
1986-08-20,7.65,CLIC
1986-08-21,6.3,CLIC
1986-08-22,5.57,CLIC
1986-08-23,5.24,CLIC
1986-08-24,3.25,CLIC
1986-08-25,7.64,CLIC
1986-08-26,8.26,CLIC
1986-08-27,7.4,CLIC
1986-08-28,6.35,CLIC
1986-08-29,8.12,CLIC
1986-08-30,7.3,CLIC
1986-08-31,7,CLIC
1986-09-01,7.25,CLIC
1986-09-02,5.29,CLIC
1986-09-03,7.84,CLIC
1986-09-04,14,CLIC
1986-09-05,9.3,CLIC
1986-09-06,5.15,CLIC
1986-09-07,6.5,CLIC
1986-09-08,5.3,CLIC
1986-09-09,3.9,CLIC
1986-09-10,6.1,CLIC
1986-09-11,5.6,CLIC
1986-09-12,5.74,CLIC
1986-09-13,5.2,CLIC
1986-09-14,3.46,CLIC
1986-09-15,5.95,CLIC
1986-09-16,6.29,CLIC
1986-09-17,4.87,CLIC
1986-09-18,7.37,CLIC
1986-09-19,4.09,CLIC
1986-09-20,5.73,CLIC
1986-09-21,4.03,CLIC
1986-09-22,4.56,CLIC
1986-09-23,5.6,CLIC
1986-09-24,4.85,CLIC
1986-09-25,4.05,CLIC
1986-09-26,5.3,CLIC
1986-09-27,7.8,CLIC
1986-09-28,4.87,CLIC
1986-09-29,5.5,CLIC
1986-09-30,8.1,CLIC
1986-11-01,6.84,CLIC
1986-11-02,5.6,CLIC
1986-11-03,4.9,CLIC
1986-11-04,4.74,CLIC
1986-11-05,1.62,CLIC
1986-11-06,2.31,CLIC
1986-11-07,3.8,CLIC
1986-11-08,4.03,CLIC
1986-11-09,4.12,CLIC
1986-11-10,2.9,CLIC
1986-11-11,3.5,CLIC
1986-11-12,1,CLIC
1986-11-13,1.2,CLIC
1986-11-14,0.6,CLIC
1986-11-15,1.1,CLIC
1986-11-16,3.6,CLIC
1986-11-17,2.9,CLIC
1986-11-18,2.91,CLIC
1986-11-19,2.78,CLIC
1986-11-20,2.24,CLIC
1986-11-21,3.06,CLIC
1986-11-22,0.85,CLIC
1986-11-23,2.66,CLIC
1986-11-24,2.4,CLIC
1986-11-25,2.34,CLIC
1986-11-26,1.85,CLIC
1986-11-27,3.21,CLIC
1986-11-28,2.55,CLIC
1986-11-29,3.85,CLIC
1986-11-30,2.95,CLIC
1986-12-01,4.32,CLIC
1986-12-02,4.21,CLIC
1986-12-03,4.01,CLIC
1986-12-04,4.4,CLIC
1986-12-05,1.96,CLIC
1986-12-06,0.85,CLIC
1986-12-07,1.76,CLIC
1986-12-08,1.46,CLIC
1986-12-09,1.29,CLIC
1986-12-10,1.03,CLIC
1986-12-11,0.85,CLIC
1986-12-12,0.36,CLIC
1986-12-13,1.14,CLIC
1986-12-14,1.62,CLIC
1986-12-15,1.85,CLIC
1986-12-16,2.2,CLIC
1986-12-17,2.26,CLIC
1986-12-18,2,CLIC
1986-12-19,2,CLIC
1986-12-20,2.44,CLIC
1986-12-21,3.06,CLIC
1986-12-22,3.15,CLIC
1986-12-23,2.8,CLIC
1986-12-24,1.85,CLIC
1986-12-25,3.4,CLIC
1986-12-26,1.8,CLIC
1986-12-27,1,CLIC
1986-12-28,1.19,CLIC
1986-12-29,0.4,CLIC
1986-12-30,1.4,CLIC
1986-12-31,2.1,CLIC
1987-02-01,3.21,CLIC
1987-02-02,3.41,CLIC
1987-02-03,2.62,CLIC
1987-02-04,2.2,CLIC
1987-02-05,1.7,CLIC
1987-02-06,1.1,CLIC
1987-02-07,10.07,CLIC
1987-02-08,1.3,CLIC
1987-02-09,1.31,CLIC
1987-02-10,1.19,CLIC
1987-02-11,1.48,CLIC
1987-02-12,0.68,CLIC
1987-02-13,2.07,CLIC
1987-02-14,2.58,CLIC
1987-02-15,4.66,CLIC
1987-02-16,3.8,CLIC
1987-02-17,3.12,CLIC
1987-02-18,2.65,CLIC
1987-02-19,2.8,CLIC
1987-02-20,2.4,CLIC
1987-02-21,1.18,CLIC
1987-02-22,1,CLIC
1987-02-23,1.5,CLIC
1987-02-24,2.5,CLIC
1987-02-25,2.3,CLIC
1987-02-26,2.2,CLIC
1987-02-27,2.35,CLIC
1987-02-28,1.62,CLIC
1987-03-01,3.6,CLIC
1987-03-02,2.3,CLIC
1987-03-03,2.45,CLIC
1987-03-04,2.99,CLIC
1987-03-05,4.31,CLIC
1987-03-06,4.6,CLIC
1987-03-07,2.83,CLIC
1987-03-08,4.68,CLIC
1987-03-09,5.1,CLIC
1987-03-10,1.06,CLIC
1987-03-11,1.4,CLIC
1987-03-12,1.65,CLIC
1987-03-13,0.95,CLIC
1987-03-14,1.3,CLIC
1987-03-15,2.56,CLIC
1987-03-16,6.38,CLIC
1987-03-17,1.68,CLIC
1987-03-18,4.86,CLIC
1987-03-19,3.43,CLIC
1987-03-20,2.19,CLIC
1987-03-21,2.12,CLIC
1987-03-22,5.08,CLIC
1987-03-23,4.74,CLIC
1987-03-24,3.85,CLIC
1987-03-25,4.2,CLIC
1987-03-26,4,CLIC
1987-03-27,3.18,CLIC
1987-03-28,3.35,CLIC
1987-03-29,3.41,CLIC
1987-03-30,3,CLIC
1987-03-31,2.35,CLIC
1987-04-01,2.35,CLIC
1987-04-02,3.21,CLIC
1987-04-03,2.76,CLIC
1987-04-04,2.3,CLIC
1987-04-05,1.85,CLIC
1987-04-06,1.21,CLIC
1987-04-07,1.36,CLIC
1987-04-08,1.72,CLIC
1987-04-09,1.8,CLIC
1987-04-10,1.64,CLIC
1987-04-11,3.1,CLIC
1987-04-12,3.8,CLIC
1987-04-13,3.93,CLIC
1987-04-14,3.85,CLIC
1987-04-15,4.06,CLIC
1987-04-16,3.99,CLIC
1987-04-17,5.12,CLIC
1987-04-18,4.7,CLIC
1987-04-19,5.26,CLIC
1987-04-20,5.5,CLIC
1987-04-21,4.32,CLIC
1987-04-22,3.41,CLIC
1987-04-23,2.51,CLIC
1987-04-24,2.13,CLIC
1987-04-25,2.16,CLIC
1987-04-26,2.34,CLIC
1987-04-27,2.77,CLIC
1987-04-28,2.79,CLIC
1987-04-29,3.33,CLIC
1987-04-30,3.67,CLIC
1987-05-01,4.93,CLIC
1987-05-02,3.64,CLIC
1987-05-03,6.3,CLIC
1987-05-04,7.02,CLIC
1987-05-05,5.27,CLIC
1987-05-06,3.18,CLIC
1987-05-07,3.35,CLIC
1987-05-08,2.48,CLIC
1987-05-09,2.61,CLIC
1987-05-10,2.65,CLIC
1987-05-11,3.1,CLIC
1987-05-12,2.81,CLIC
1987-05-13,2.5,CLIC
1987-05-14,5.18,CLIC
1987-05-15,5.35,CLIC
1987-05-16,4.93,CLIC
1987-05-17,6.09,CLIC
1987-05-18,5.7,CLIC
1987-05-19,5.81,CLIC
1987-05-20,4.63,CLIC
1987-05-21,5.2,CLIC
1987-05-22,5.33,CLIC
1987-05-23,4.92,CLIC
1987-05-24,4.5,CLIC
1987-05-25,4.28,CLIC
1987-05-26,4.52,CLIC
1987-05-27,4.71,CLIC
1987-05-28,4,CLIC
1987-05-29,4.3,CLIC
1987-05-30,3.97,CLIC
1987-05-31,4.88,CLIC
1987-10-01,4.1,CLIC
1987-10-02,3.1,CLIC
1987-10-03,6.75,CLIC
1987-10-04,4.18,CLIC
1987-10-05,3.62,CLIC
1987-10-06,5.73,CLIC
1987-10-07,4.9,CLIC
1987-10-08,5.15,CLIC
1987-10-09,4.39,CLIC
1987-10-10,2.83,CLIC
1987-10-11,4.49,CLIC
1987-10-12,4.41,CLIC
1987-10-13,3.75,CLIC
1987-10-14,4.12,CLIC
1987-10-15,3.79,CLIC
1987-10-16,4.62,CLIC
1987-10-17,6.11,CLIC
1987-10-18,4.49,CLIC
1987-10-19,2.73,CLIC
1987-10-20,2.89,CLIC
1987-10-21,1.87,CLIC
1987-10-22,3.11,CLIC
1987-10-23,2.01,CLIC
1987-10-24,2.79,CLIC
1987-10-25,3.72,CLIC
1987-10-26,4.42,CLIC
1987-10-27,3.67,CLIC
1987-10-28,2.91,CLIC
1987-10-29,3.02,CLIC
1987-10-30,3.44,CLIC
1987-10-31,2.17,CLIC
1987-11-01,3.15,CLIC
1987-11-02,4.43,CLIC
1987-11-03,2.82,CLIC
1987-11-04,2.06,CLIC
1987-11-05,3.29,CLIC
1987-11-06,3.31,CLIC
1987-11-07,2.92,CLIC
1987-11-08,3.02,CLIC
1987-11-09,0.81,CLIC
1987-11-10,4.52,CLIC
1987-11-11,1.92,CLIC
1987-11-12,2.86,CLIC
1987-11-13,3.71,CLIC
1987-11-14,0.95,CLIC
1987-11-15,6.3,CLIC
1987-11-16,4.35,CLIC
1987-11-17,1.21,CLIC
1987-11-18,2.79,CLIC
1987-11-19,0.33,CLIC
1987-11-20,0.85,CLIC
1987-11-21,4.8,CLIC
1987-11-22,2.42,CLIC
1987-11-23,3.72,CLIC
1987-11-24,3.98,CLIC
1987-11-25,3.58,CLIC
1987-11-26,2.61,CLIC
1987-11-27,1.5,CLIC
1987-11-28,0.4,CLIC
1987-11-29,3.1,CLIC
1987-11-30,1.07,CLIC
1987-12-01,2.07,CLIC
1987-12-02,2.19,CLIC
1987-12-03,3.85,CLIC
1987-12-04,2,CLIC
1987-12-05,3.06,CLIC
1987-12-06,5.49,CLIC
1987-12-07,2.22,CLIC
1987-12-08,3.05,CLIC
1987-12-09,1.18,CLIC
1987-12-10,2.74,CLIC
1987-12-11,3,CLIC
1987-12-12,3.48,CLIC
1987-12-13,4.25,CLIC
1987-12-14,1.99,CLIC
1987-12-15,2.61,CLIC
1987-12-16,1.65,CLIC
1987-12-17,1.82,CLIC
1987-12-18,1.97,CLIC
1987-12-19,1.87,CLIC
1987-12-20,1.1,CLIC
1987-12-21,0.9,CLIC
1987-12-22,4.39,CLIC
1987-12-23,1.02,CLIC
1987-12-24,3.88,CLIC
1987-12-25,2.92,CLIC
1987-12-26,3.98,CLIC
1987-12-27,2.91,CLIC
1987-12-28,3.01,CLIC
1987-12-29,2.02,CLIC
1987-12-30,1.99,CLIC
1987-12-31,1.72,CLIC
1988-01-01,2.56,CLIC
1988-01-02,1,CLIC
1988-01-03,1,CLIC
1988-01-04,2.82,CLIC
1988-01-05,1.2,CLIC
1988-01-06,1.95,CLIC
1988-01-07,2.73,CLIC
1988-01-08,1.55,CLIC
1988-01-09,0.3,CLIC
1988-01-10,0.79,CLIC
1988-01-11,0.15,CLIC
1988-01-12,2.2,CLIC
1988-01-13,0.77,CLIC
1988-01-14,0.91,CLIC
1988-01-15,1.16,CLIC
1988-01-16,2.85,CLIC
1988-01-17,1.67,CLIC
1988-01-18,4.38,CLIC
1988-01-19,4.28,CLIC
1988-01-20,3.55,CLIC
1988-01-21,3.36,CLIC
1988-01-22,3.34,CLIC
1988-01-23,0.23,CLIC
1988-01-24,4.28,CLIC
1988-01-25,1.83,CLIC
1988-01-26,3.01,CLIC
1988-01-27,2.91,CLIC
1988-01-28,2.9,CLIC
