Estación: ,C19147,LAS CRUCITAS. LINARES
2006-10-24,0.07,CLIC
2006-10-25,2.97,CLIC
2006-10-26,3.52,CLIC
2006-10-27,3.17,CLIC
2006-10-28,3.29,CLIC
2006-10-29,2.37,CLIC
2006-10-30,3.31,CLIC
2006-10-31,2.98,CLIC
2006-11-01,2.39,CLIC
2006-11-02,3.78,CLIC
2006-11-03,1.1,CLIC
2006-11-04,1.47,CLIC
2006-11-05,0.72,CLIC
2006-11-06,0.5799,CLIC
2006-11-07,1.64,CLIC
2006-11-08,2.5,CLIC
2006-11-09,1.23,CLIC
2006-11-10,2.73,CLIC
2006-11-11,1.71,CLIC
2006-11-12,1.43,CLIC
2006-11-13,1.13,CLIC
2006-11-14,1.88,CLIC
2006-11-15,2.57,CLIC
2006-11-16,2.42,CLIC
2006-11-17,2.33,CLIC
2006-11-18,1.1,CLIC
2006-11-19,2.77,CLIC
2006-11-20,0.63,CLIC
2006-11-21,2.91,CLIC
2006-11-22,1.95,CLIC
2006-11-23,1.63,CLIC
2006-11-24,2.87,CLIC
2006-11-25,0.76,CLIC
2006-11-26,1.7,CLIC
2006-11-27,1.49,CLIC
2006-11-28,1.32,CLIC
2006-11-29,1.17,CLIC
2006-11-30,1.78,CLIC
2006-12-01,0.69,CLIC
2006-12-02,1.95,CLIC
2006-12-03,2.44,CLIC
2006-12-04,0.75,CLIC
2006-12-05,0.86,CLIC
2006-12-06,0.57,CLIC
2006-12-07,0.12,CLIC
2006-12-08,0.28,CLIC
2006-12-09,6.16,CLIC
2006-12-10,4.17,CLIC
2006-12-11,0.85,CLIC
2006-12-12,1.72,CLIC
2006-12-13,1.23,CLIC
2006-12-14,0.05,CLIC
2006-12-15,0.21,CLIC
2006-12-16,2.59,CLIC
2006-12-17,0.73,CLIC
2006-12-18,0.96,CLIC
2006-12-19,0.85,CLIC
2006-12-20,0.54,CLIC
2006-12-21,1.68,CLIC
2006-12-22,0.38,CLIC
2006-12-23,1.33,CLIC
2006-12-24,1.07,CLIC
2006-12-25,1.58,CLIC
2006-12-26,1.61,CLIC
2006-12-27,1.38,CLIC
2006-12-28,1.66,CLIC
2006-12-29,0.88,CLIC
2006-12-30,2.02,CLIC
2006-12-31,1.3,CLIC
2007-01-01,2.59,CLIC
2007-01-02,1.75,CLIC
2007-01-03,0.25,CLIC
2007-01-04,0.48,CLIC
2007-01-05,1.48,CLIC
2007-01-06,1.06,CLIC
2007-01-07,0.8,CLIC
2007-01-08,0.8,CLIC
2007-01-09,2.28,CLIC
2007-01-10,1.43,CLIC
2007-01-11,1,CLIC
2007-01-12,2.07,CLIC
2007-01-13,2.45,CLIC
2007-01-14,0.48,CLIC
2007-01-15,1.13,CLIC
2007-01-16,0.22,CLIC
2007-01-17,1.63,CLIC
2007-01-18,0.71,CLIC
2007-01-19,0.68,CLIC
2007-01-20,0.64,CLIC
2007-01-21,1.6,CLIC
2007-01-22,0.86,CLIC
2007-01-23,0.8,CLIC
2007-01-24,0.74,CLIC
2007-01-25,6.69,CLIC
2007-01-26,2.17,CLIC
2007-01-27,0.2,CLIC
2007-01-28,1.36,CLIC
2007-01-29,1.21,CLIC
2007-01-30,1.13,CLIC
2007-01-31,1.36,CLIC
2007-02-01,1.05,CLIC
2007-02-02,1.36,CLIC
2007-02-03,2.77,CLIC
2007-02-04,0.05,CLIC
2007-02-05,1.13,CLIC
2007-02-06,0.48,CLIC
2007-02-07,2.51,CLIC
2007-02-08,1.57,CLIC
2007-02-09,1,CLIC
2007-02-10,2.5,CLIC
2007-02-11,0.32,CLIC
2007-02-12,4.4,CLIC
2007-02-13,3.73,CLIC
2007-02-14,0.6,CLIC
2007-02-15,1.05,CLIC
2007-02-16,3.24,CLIC
2007-02-17,2.49,CLIC
2007-02-18,3.81,CLIC
2007-02-19,2.26,CLIC
2007-02-20,4.98,CLIC
2007-02-21,1.96,CLIC
2007-02-22,3.38,CLIC
2007-02-23,2.18,CLIC
2007-02-24,5.4,CLIC
2007-02-25,3.84,CLIC
2007-02-26,3.76,CLIC
2007-02-27,4.33,CLIC
2007-02-28,3.05,CLIC
2007-03-15,7.5,CLIC
2007-03-16,2.7,CLIC
2007-03-17,1.34,CLIC
2007-03-18,4.06,CLIC
2007-03-19,4.23,CLIC
2007-03-20,4.4,CLIC
2007-03-21,1.65,CLIC
2007-03-22,2.03,CLIC
2007-03-23,3.99,CLIC
2007-03-24,4.83,CLIC
2007-03-25,4.9,CLIC
2007-03-26,4.97,CLIC
2007-03-27,3.25,CLIC
2007-03-28,5.14,CLIC
2007-03-29,5.81,CLIC
2007-03-30,2.69,CLIC
2007-03-31,5.35,CLIC
2007-04-01,3.75,CLIC
2007-04-02,3.37,CLIC
2007-04-03,1.2,CLIC
2007-04-04,2.66,CLIC
2007-04-05,6.26,CLIC
2007-04-06,1.23,CLIC
2007-04-07,2.71,CLIC
2007-04-08,1.87,CLIC
2007-04-09,1.78,CLIC
2007-04-10,0.61,CLIC
2007-04-11,4.36,CLIC
2007-04-12,6.64,CLIC
2007-04-13,6.25,CLIC
2007-04-14,6.25,CLIC
2007-04-15,8.02,CLIC
2007-04-16,4.45,CLIC
2007-04-17,5.45,CLIC
2007-04-18,6.32,CLIC
2007-04-19,5.29,CLIC
2007-04-20,3.13,CLIC
2007-04-21,3.95,CLIC
2007-04-22,1.72,CLIC
2007-04-23,2.52,CLIC
2007-04-24,3.9,CLIC
2007-04-25,5.86,CLIC
2007-04-26,7.82,CLIC
2007-04-27,8.4,CLIC
2007-04-28,2.5,CLIC
2007-04-29,1.81,CLIC
2007-04-30,4.96,CLIC
2007-05-01,5.41,CLIC
2007-05-02,5.44,CLIC
2007-05-03,3.61,CLIC
2007-05-04,1.5,CLIC
2007-05-05,4.78,CLIC
2007-05-06,4.86,CLIC
2007-05-07,0.21,CLIC
2007-05-08,4.17,CLIC
2007-05-09,2.7,CLIC
2007-05-10,1.22,CLIC
2007-05-11,1.63,CLIC
2007-05-12,1.64,CLIC
2007-05-13,3.62,CLIC
2007-05-14,6.53,CLIC
2007-05-15,4.46,CLIC
2007-05-16,4.8,CLIC
2007-05-17,3.78,CLIC
2007-05-18,1.78,CLIC
2007-05-19,2.89,CLIC
2007-05-20,0.42,CLIC
2007-05-21,1.33,CLIC
2007-05-22,2.23,CLIC
2007-05-23,4.09,CLIC
2007-05-24,5.72,CLIC
2007-05-25,4.19,CLIC
2007-05-26,5.7,CLIC
2007-05-27,2.99,CLIC
2007-05-28,3.26,CLIC
2007-05-29,4.14,CLIC
2007-05-30,6.49,CLIC
2007-05-31,6.32,CLIC
2007-06-01,7.06,CLIC
2007-06-02,6.33,CLIC
2007-06-03,2.92,CLIC
2007-06-04,2.7,CLIC
2007-06-05,3.58,CLIC
2007-06-06,5.77,CLIC
2007-06-07,7.34,CLIC
2007-06-08,4.82,CLIC
2007-06-09,1.37,CLIC
2007-06-10,4.97,CLIC
2007-06-11,7.33,CLIC
2007-06-12,6.9,CLIC
2007-06-13,5.89,CLIC
2007-06-14,8.21,CLIC
2007-06-15,4.88,CLIC
2007-06-16,6.14,CLIC
2007-06-17,2.62,CLIC
2007-06-18,4.94,CLIC
2007-06-19,5.03,CLIC
2007-06-20,0.68,CLIC
2007-06-21,1.72,CLIC
2007-06-22,2.39,CLIC
2007-06-23,3.55,CLIC
2007-06-24,3.69,CLIC
2007-06-25,4.3,CLIC
2007-06-26,6.14,CLIC
2007-06-27,4.86,CLIC
2007-06-28,4.33,CLIC
2007-06-29,5.28,CLIC
2007-06-30,3.41,CLIC
2007-07-01,1.37,CLIC
2007-07-02,3.57,CLIC
2007-07-03,3.28,CLIC
2007-07-04,4.6,CLIC
2007-07-05,1.33,CLIC
2007-07-06,4.62,CLIC
2007-07-07,3.56,CLIC
2007-07-08,6.07,CLIC
2007-07-09,4.23,CLIC
2007-07-10,4.6,CLIC
2007-07-11,4.02,CLIC
2007-07-12,6.25,CLIC
2007-07-13,7.18,CLIC
2007-07-14,5.59,CLIC
2007-07-15,3.31,CLIC
2007-07-16,6.91,CLIC
2007-07-17,4.5,CLIC
2007-07-18,2.48,CLIC
2007-07-19,1.58,CLIC
2007-07-20,2.21,CLIC
2007-07-21,4.07,CLIC
2007-07-22,2.41,CLIC
2007-07-23,7.12,CLIC
2007-07-24,6.02,CLIC
2007-07-25,3.5,CLIC
2007-07-26,3.57,CLIC
2007-07-27,2.26,CLIC
2007-07-28,5.64,CLIC
2007-07-29,3.04,CLIC
2007-07-30,3.56,CLIC
2007-07-31,5.96,CLIC
2007-08-01,5.63,CLIC
2007-08-02,5.83,CLIC
2007-08-03,4.46,CLIC
2007-08-04,6.55,CLIC
2007-08-05,5.63,CLIC
2007-08-06,6.06,CLIC
2007-08-07,6.88,CLIC
2007-08-08,8,CLIC
2007-08-09,8.73,CLIC
2007-08-10,8.5,CLIC
2007-08-11,3.52,CLIC
2007-08-12,5.1,CLIC
2007-08-13,4.89,CLIC
2007-08-14,8.34,CLIC
2007-08-15,5.2,CLIC
2007-08-16,5.27,CLIC
2007-08-17,5.67,CLIC
2007-08-18,6.41,CLIC
2007-08-19,6.15,CLIC
2007-08-20,4.78,CLIC
2007-08-21,3.42,CLIC
2007-08-22,6.58,CLIC
2007-08-23,2.95,CLIC
2007-08-24,5.86,CLIC
2007-08-25,4.13,CLIC
2007-08-26,3.92,CLIC
2007-08-27,1.8,CLIC
2007-08-28,2.53,CLIC
2007-08-29,1.8,CLIC
2007-08-30,2.57,CLIC
2007-08-31,3.59,CLIC
2007-10-01,4.12,CLIC
2007-10-02,3.86,CLIC
2007-10-03,2.8,CLIC
2007-10-04,4.4,CLIC
2007-10-05,3.49,CLIC
2007-10-06,5.44,CLIC
2007-10-07,4.21,CLIC
2007-10-08,1.9,CLIC
2007-10-09,2.04,CLIC
2007-10-10,1.91,CLIC
2007-10-11,3.53,CLIC
2007-10-12,0.91,CLIC
2007-10-13,3.54,CLIC
2007-10-14,1.74,CLIC
2007-10-15,5.23,CLIC
2007-10-16,1.52,CLIC
2007-10-17,3.48,CLIC
2007-10-18,3.96,CLIC
2007-10-19,2.94,CLIC
2007-10-20,3.44,CLIC
2007-10-21,4.21,CLIC
2007-10-22,2.62,CLIC
2007-10-23,3.19,CLIC
2007-10-24,2.9,CLIC
2007-10-25,4.31,CLIC
2007-10-26,5.97,CLIC
2007-10-27,2.19,CLIC
2007-10-28,3.01,CLIC
2007-10-29,4.85,CLIC
2007-10-30,3.58,CLIC
2007-10-31,3.2,CLIC
2007-11-01,2.69,CLIC
2007-11-02,3.02,CLIC
2007-11-03,2.44,CLIC
2007-11-04,1.19,CLIC
2007-11-05,2.93,CLIC
2007-11-06,2.02,CLIC
2007-11-07,2.29,CLIC
2007-11-08,1.23,CLIC
2007-11-09,3.4,CLIC
2007-11-10,2.49,CLIC
2007-11-11,2.01,CLIC
2007-11-12,1.85,CLIC
2007-11-13,2.15,CLIC
2007-11-14,2.48,CLIC
2007-11-15,2.22,CLIC
2007-11-16,2.42,CLIC
2007-11-17,2.56,CLIC
2007-11-18,0.42,CLIC
2007-11-19,2.87,CLIC
2007-11-20,1.38,CLIC
2007-11-21,2.55,CLIC
2007-11-22,1.79,CLIC
2007-11-23,3.82,CLIC
2007-11-24,0.18,CLIC
2007-11-25,1.01,CLIC
2007-11-26,1.84,CLIC
2007-11-27,0.44,CLIC
2007-11-28,0.13,CLIC
2007-11-29,1.25,CLIC
2007-11-30,0.95,CLIC
2007-12-01,0.82,CLIC
2007-12-02,1.04,CLIC
2007-12-03,3.05,CLIC
2007-12-04,4.67,CLIC
2007-12-05,0.22,CLIC
2007-12-06,2.76,CLIC
2007-12-07,2.03,CLIC
2007-12-08,0.58,CLIC
2007-12-09,3.2,CLIC
2007-12-10,1.99,CLIC
2007-12-11,2.26,CLIC
2007-12-12,1.99,CLIC
2007-12-13,1,CLIC
2007-12-14,3.36,CLIC
2007-12-15,1.86,CLIC
2007-12-16,0.67,CLIC
2007-12-17,2.43,CLIC
2007-12-18,3.53,CLIC
2007-12-19,2.1,CLIC
2007-12-20,1.54,CLIC
2007-12-21,2.08,CLIC
2007-12-22,3.87,CLIC
2007-12-23,4.3,CLIC
2007-12-24,1.84,CLIC
2007-12-25,3.38,CLIC
2007-12-26,1.91,CLIC
2007-12-27,3.15,CLIC
2007-12-28,1.71,CLIC
2007-12-29,3.49,CLIC
2007-12-30,1.9,CLIC
2007-12-31,1.5,CLIC
2008-01-01,2.19,CLIC
2008-01-02,2.52,CLIC
2008-01-03,2.04,CLIC
2008-01-04,1.15,CLIC
2008-01-05,1.06,CLIC
2008-01-06,3.74,CLIC
2008-01-07,1.39,CLIC
2008-01-08,3.34,CLIC
2008-01-09,2.53,CLIC
2008-01-10,3.14,CLIC
2008-01-11,2.6,CLIC
2008-01-12,1.25,CLIC
2008-01-13,0.95,CLIC
2008-01-14,5.5,CLIC
2008-01-15,0.75,CLIC
2008-01-16,0.09,CLIC
2008-01-17,0.66,CLIC
2008-01-18,1.17,CLIC
2008-01-19,0.67,CLIC
2008-01-20,1.82,CLIC
2008-01-21,2.96,CLIC
2008-01-22,1.97,CLIC
2008-01-23,2.05,CLIC
2008-01-24,2.56,CLIC
2008-01-25,0.5,CLIC
2008-01-26,0.9,CLIC
2008-01-27,1.04,CLIC
2008-01-28,1.78,CLIC
2008-01-29,1.79,CLIC
2008-01-30,0.62,CLIC
2008-01-31,1.01,CLIC
2008-02-01,2.34,CLIC
2008-02-02,4.3,CLIC
2008-02-03,3.16,CLIC
2008-02-04,4.47,CLIC
2008-02-05,7.87,CLIC
2008-02-06,3.81,CLIC
2008-02-07,4.22,CLIC
2008-02-08,4.97,CLIC
2008-02-09,3.54,CLIC
2008-02-10,3.79,CLIC
2008-02-11,2.74,CLIC
2008-02-12,3.87,CLIC
2008-02-13,6.02,CLIC
2008-02-14,4.33,CLIC
2008-02-15,4.27,CLIC
2008-02-16,4.87,CLIC
2008-02-17,3.31,CLIC
2008-02-18,2.82,CLIC
2008-02-19,1.6,CLIC
2008-02-20,0.92,CLIC
2008-02-21,0.32,CLIC
2008-02-22,5.94,CLIC
2008-02-23,5.09,CLIC
2008-02-24,4.3,CLIC
2008-02-25,2.02,CLIC
2008-02-26,9.86,CLIC
2008-02-27,4.52,CLIC
2008-02-28,6.28,CLIC
2008-02-29,3.76,CLIC
2008-03-01,3.7,CLIC
2008-03-02,1.15,CLIC
2008-03-03,5.03,CLIC
2008-03-04,7.58,CLIC
2008-03-05,4.98,CLIC
2008-03-06,4.55,CLIC
2008-03-07,7.57,CLIC
2008-03-08,5.2,CLIC
2008-03-09,4.89,CLIC
2008-03-10,6.69,CLIC
2008-03-11,4.97,CLIC
2008-03-12,2.26,CLIC
2008-03-13,5.17,CLIC
2008-03-14,6.81,CLIC
2008-03-15,10.26,CLIC
2008-03-16,7.19,CLIC
2008-03-17,5.15,CLIC
2008-03-18,8.13,CLIC
2008-03-19,11.04,CLIC
2008-03-20,5.41,CLIC
2008-03-21,7.71,CLIC
2008-03-22,4.27,CLIC
2008-03-23,5.6,CLIC
2008-03-24,1.99,CLIC
2008-03-25,2.53,CLIC
2008-03-26,7.38,CLIC
2008-03-27,6.19,CLIC
2008-03-28,8.21,CLIC
2008-03-29,7.84,CLIC
2008-03-30,5.46,CLIC
2008-03-31,3.24,CLIC
2008-04-01,5.48,CLIC
2008-04-02,4.3,CLIC
2008-04-03,5.14,CLIC
2008-04-04,4.29,CLIC
2008-04-05,8.11,CLIC
2008-04-06,6.35,CLIC
2008-04-07,5.63,CLIC
2008-04-08,8.14,CLIC
2008-04-09,7.65,CLIC
2008-04-10,7.9,CLIC
2008-04-11,6.78,CLIC
2008-04-12,9.6,CLIC
2008-04-13,2.77,CLIC
2008-04-14,5.7,CLIC
2008-04-15,7.44,CLIC
2008-04-16,6.69,CLIC
2008-04-17,5.61,CLIC
2008-04-18,6.4,CLIC
2008-04-19,8,CLIC
2008-04-20,7.98,CLIC
2008-04-21,6.93,CLIC
2008-04-22,9.53,CLIC
2008-04-23,4.82,CLIC
2008-04-24,7.31,CLIC
2008-04-25,5.44,CLIC
2008-04-26,4.86,CLIC
2008-04-27,4.28,CLIC
2008-04-28,2.9,CLIC
2008-04-29,1.51,CLIC
2008-04-30,8.13,CLIC
2008-05-01,7.11,CLIC
2008-05-02,5.99,CLIC
2008-05-03,8.84,CLIC
2008-05-04,3.08,CLIC
2008-05-05,3.1,CLIC
2008-05-06,5.54,CLIC
2008-05-07,8.64,CLIC
2008-05-08,7.83,CLIC
2008-05-09,8.22,CLIC
2008-05-10,6.28,CLIC
2008-05-11,4.7,CLIC
2008-05-12,3.44,CLIC
2008-05-13,8.76,CLIC
2008-05-14,5.66,CLIC
2008-05-15,2.37,CLIC
2008-05-16,3.05,CLIC
2008-05-17,5.57,CLIC
2008-05-18,0.2,CLIC
2008-05-19,6.39,CLIC
2008-05-20,4.61,CLIC
2008-05-21,5.49,CLIC
2008-05-22,5.05,CLIC
2008-05-23,7.22,CLIC
2008-05-24,4.47,CLIC
2008-05-25,2.41,CLIC
2008-05-26,5.24,CLIC
2008-05-27,4.96,CLIC
2008-05-28,6.02,CLIC
2008-05-29,5.02,CLIC
2008-05-30,3.8,CLIC
2008-05-31,5.72,CLIC
2008-06-01,8.44,CLIC
2008-06-02,8.27,CLIC
2008-06-03,9.27,CLIC
2008-06-04,9.57,CLIC
2008-06-05,10.29,CLIC
2008-06-06,9.53,CLIC
2008-06-07,6.48,CLIC
2008-06-08,3.36,CLIC
2008-06-09,2.86,CLIC
2008-06-10,6.12,CLIC
2008-06-11,9.55,CLIC
2008-06-12,4.98,CLIC
2008-06-13,6,CLIC
2008-06-14,7.7,CLIC
2008-06-15,6.3,CLIC
2008-06-22,6,CLIC
2008-06-23,9.46,CLIC
2008-06-24,8.6,CLIC
2008-06-28,7.31,CLIC
2008-06-29,8.93,CLIC
2008-06-30,8.6,CLIC
2008-07-01,2.72,CLIC
2008-07-02,5.43,CLIC
2008-07-03,2.33,CLIC
2008-07-04,3.05,CLIC
2008-07-05,2.15,CLIC
2008-07-06,1.83,CLIC
2008-07-07,6.86,CLIC
2008-07-08,2.26,CLIC
2008-07-09,3.55,CLIC
2008-07-10,4.99,CLIC
2008-07-11,6.94,CLIC
2008-07-12,6.92,CLIC
2008-07-13,6.76,CLIC
2008-07-14,5.98,CLIC
2008-07-15,7.1,CLIC
2008-07-16,6.87,CLIC
2008-07-17,4.66,CLIC
2008-07-18,4.28,CLIC
2008-07-19,3.24,CLIC
2008-07-20,5.12,CLIC
2008-07-21,5.61,CLIC
2008-07-22,7.55,CLIC
2008-07-23,1.3,CLIC
2008-07-24,4.87,CLIC
2008-07-25,5.1,CLIC
2008-07-26,4.44,CLIC
2008-07-27,6.91,CLIC
2008-07-28,7.12,CLIC
2008-07-29,6.03,CLIC
2008-07-30,5.26,CLIC
2008-07-31,5.95,CLIC
2008-08-01,5.95,CLIC
2008-08-02,4.99,CLIC
2008-08-03,6.38,CLIC
2008-08-04,7.32,CLIC
2008-08-05,6.5,CLIC
2008-08-06,8.47,CLIC
2008-08-07,3.47,CLIC
2008-08-08,11.62,CLIC
2008-08-09,6,CLIC
2008-08-10,8.14,CLIC
2008-08-11,6.78,CLIC
2008-08-12,8.52,CLIC
2008-08-13,7.21,CLIC
2008-08-14,5.98,CLIC
2008-08-15,4.19,CLIC
2008-08-16,3.65,CLIC
2008-08-17,6.79,CLIC
2008-08-18,4.44,CLIC
2008-08-19,1.35,CLIC
2008-08-20,4.23,CLIC
2008-08-21,6.32,CLIC
2008-08-22,4.08,CLIC
2008-08-23,2.63,CLIC
2008-08-24,2.93,CLIC
2008-08-25,2.88,CLIC
2008-08-26,1.21,CLIC
2008-08-27,2.8,CLIC
2008-08-28,2.58,CLIC
2008-08-29,5.33,CLIC
2008-08-30,4.38,CLIC
2008-08-31,8.47,CLIC
2008-09-01,4.27,CLIC
2008-09-02,3.57,CLIC
2008-09-03,7.24,CLIC
2008-09-06,2.25,CLIC
2008-09-07,4.7,CLIC
2008-09-08,2.03,CLIC
2008-09-09,1.81,CLIC
2008-09-10,3.41,CLIC
2008-09-11,0.73,CLIC
2008-09-12,3.14,CLIC
2008-09-13,2.4,CLIC
2008-09-17,3.35,CLIC
2008-09-18,4.27,CLIC
2008-09-19,5.32,CLIC
2008-09-20,3.79,CLIC
2008-09-21,4.56,CLIC
2008-09-22,4.18,CLIC
2008-09-23,2.51,CLIC
2008-09-26,1.62,CLIC
2008-09-27,1.61,CLIC
2008-09-28,4.64,CLIC
2008-09-29,4.04,CLIC
2008-09-30,3.68,CLIC
2008-10-01,5.32,CLIC
2008-10-02,4.86,CLIC
2008-10-03,4.66,CLIC
2008-10-04,4.02,CLIC
2008-10-05,4.15,CLIC
2008-10-06,4.05,CLIC
2008-10-07,4.59,CLIC
2008-10-08,3.43,CLIC
2008-10-09,0.74,CLIC
2008-10-10,3.39,CLIC
2008-10-11,2.86,CLIC
2008-10-12,1.82,CLIC
2008-10-13,3.46,CLIC
2008-10-14,3.48,CLIC
2008-10-15,3.78,CLIC
2008-10-16,1.9,CLIC
2008-10-17,2.21,CLIC
2008-10-18,1.67,CLIC
2008-10-19,2.65,CLIC
2008-10-20,2.46,CLIC
2008-10-21,2.74,CLIC
2008-10-22,1.99,CLIC
2008-10-23,1.62,CLIC
2008-10-24,3.88,CLIC
2008-10-25,2.06,CLIC
2008-10-26,2.83,CLIC
2008-10-27,2.91,CLIC
2008-10-28,1.88,CLIC
2008-10-29,1.94,CLIC
2008-10-30,1.81,CLIC
2008-10-31,0.72,CLIC
2008-11-01,3.26,CLIC
2008-11-02,3.3,CLIC
2008-11-03,0.29,CLIC
2008-11-04,3.72,CLIC
2008-11-05,2.22,CLIC
2008-11-06,2.94,CLIC
2008-11-07,1.8,CLIC
2008-11-08,1.96,CLIC
2008-11-09,0.73,CLIC
2008-11-10,2.12,CLIC
2008-11-11,1.3,CLIC
2008-11-12,2.05,CLIC
2008-11-13,1.4,CLIC
2008-11-14,1.45,CLIC
2008-11-15,2.86,CLIC
2008-11-16,2.94,CLIC
2008-11-17,2.38,CLIC
2008-11-18,0.5,CLIC
2008-11-19,3.61,CLIC
2008-11-20,1.9,CLIC
2008-11-21,0.74,CLIC
2008-11-22,1.24,CLIC
2008-11-23,0.5,CLIC
2008-11-24,1.12,CLIC
2008-11-25,1.32,CLIC
2008-11-26,1.46,CLIC
2008-11-27,0.79,CLIC
2008-11-28,2.07,CLIC
2008-11-29,1.02,CLIC
2008-11-30,1.89,CLIC
2008-12-03,2.56,CLIC
2008-12-04,1.81,CLIC
2008-12-05,1.17,CLIC
2008-12-06,1.85,CLIC
2008-12-07,2.24,CLIC
2008-12-08,1.37,CLIC
2008-12-09,3.37,CLIC
2008-12-10,1.8,CLIC
2008-12-11,2.41,CLIC
2008-12-12,2.23,CLIC
2008-12-13,0.24,CLIC
2008-12-14,1.94,CLIC
2008-12-15,0.86,CLIC
2008-12-16,1.77,CLIC
2008-12-17,0.9,CLIC
2008-12-18,0.2,CLIC
2008-12-19,1.58,CLIC
2008-12-20,1.87,CLIC
2008-12-21,7.08,CLIC
2008-12-22,1.32,CLIC
2008-12-23,0.75,CLIC
2008-12-24,0.1,CLIC
2008-12-25,0.2,CLIC
2008-12-26,0.8,CLIC
2008-12-27,0.4,CLIC
2008-12-28,3.45,CLIC
2008-12-29,3.28,CLIC
2008-12-30,1.78,CLIC
2008-12-31,1.25,CLIC
2009-01-01,0.73,CLIC
2009-01-02,0.54,CLIC
2009-01-03,2.76,CLIC
2009-01-04,2.96,CLIC
2009-01-05,0.28,CLIC
2009-01-06,1.01,CLIC
2009-01-07,2.41,CLIC
2009-01-08,1.51,CLIC
2009-01-09,2.63,CLIC
2009-01-10,1.67,CLIC
2009-01-11,3.42,CLIC
2009-01-12,2.99,CLIC
2009-01-13,2.16,CLIC
2009-01-14,1.55,CLIC
2009-01-15,0.83,CLIC
2009-01-16,1.35,CLIC
2009-01-17,1.01,CLIC
2009-01-18,0.33,CLIC
2009-01-19,3.33,CLIC
2009-01-20,4.04,CLIC
2009-01-21,2.92,CLIC
2009-01-22,0.83,CLIC
2009-01-23,3.83,CLIC
2009-01-24,2.14,CLIC
2009-01-25,2.83,CLIC
2009-01-26,2.46,CLIC
2009-01-27,0.47,CLIC
2009-01-28,2.85,CLIC
2009-01-29,0.99,CLIC
2009-01-30,0.7,CLIC
2009-01-31,3.24,CLIC
2009-02-01,2.77,CLIC
2009-02-02,3.28,CLIC
2009-02-03,2.12,CLIC
2009-02-04,3.19,CLIC
2009-02-05,3.45,CLIC
2009-02-06,4.59,CLIC
2009-02-07,3.45,CLIC
2009-02-08,3.37,CLIC
2009-02-09,2.54,CLIC
2009-02-10,5.36,CLIC
2009-02-11,2.93,CLIC
2009-02-12,3.67,CLIC
2009-02-13,3.32,CLIC
2009-02-14,3.88,CLIC
2009-02-15,0.65,CLIC
2009-02-16,0.61,CLIC
2009-02-17,0.73,CLIC
2009-02-18,4.73,CLIC
2009-02-19,1.99,CLIC
2009-02-20,0.64,CLIC
2009-02-21,4.7,CLIC
2009-02-22,4.58,CLIC
2009-02-23,2.52,CLIC
2009-02-24,4.12,CLIC
2009-02-25,6.41,CLIC
2009-02-26,3.43,CLIC
2009-02-27,7.28,CLIC
2009-02-28,4.38,CLIC
2009-03-01,3.19,CLIC
2009-03-02,4.63,CLIC
2009-03-03,4.4,CLIC
2009-03-04,5.51,CLIC
2009-03-05,4.7,CLIC
2009-03-06,4.3,CLIC
2009-03-07,6.08,CLIC
2009-03-08,3.14,CLIC
2009-03-09,4.42,CLIC
2009-03-10,4.12,CLIC
2009-03-11,2.71,CLIC
2009-03-12,0.62,CLIC
2009-03-13,0.4,CLIC
2009-03-14,0.73,CLIC
2009-03-15,0.01,CLIC
2009-03-16,3.14,CLIC
2009-03-17,1.36,CLIC
2009-03-18,0.79,CLIC
2009-03-19,6.21,CLIC
2009-03-20,3.67,CLIC
2009-03-21,4.89,CLIC
2009-03-22,3.46,CLIC
2009-03-23,6.32,CLIC
2009-03-24,4.77,CLIC
2009-03-25,4.8,CLIC
2009-03-26,5.72,CLIC
2009-03-27,7.34,CLIC
2009-03-28,6.37,CLIC
2009-03-29,5.28,CLIC
2009-03-30,6.2,CLIC
2009-08-04,9.8,CLIC
2009-08-05,9.27,CLIC
2009-08-06,9.24,CLIC
2009-08-07,8.02,CLIC
2009-08-08,7.12,CLIC
2009-08-09,8.04,CLIC
2009-08-10,7.86,CLIC
2009-08-11,6.51,CLIC
2009-08-12,9.64,CLIC
2009-08-13,6.82,CLIC
2009-08-14,7.73,CLIC
2009-08-15,8.35,CLIC
2009-08-16,8.12,CLIC
2009-08-17,7.24,CLIC
2009-08-18,5.65,CLIC
2009-08-19,8.37,CLIC
2009-08-20,8.41,CLIC
2009-08-21,6.5,CLIC
2009-08-22,6.24,CLIC
2009-08-23,9.17,CLIC
2009-08-24,8.27,CLIC
2009-08-25,8.4,CLIC
2009-08-26,6.74,CLIC
2009-08-27,5.7,CLIC
2009-08-28,6,CLIC
2009-08-29,6.61,CLIC
2009-08-31,1.77,CLIC
2009-09-01,3.27,CLIC
2009-09-03,1.74,CLIC
2009-09-04,0.95,CLIC
2009-09-05,1.79,CLIC
2009-09-06,1.53,CLIC
2009-09-07,3.69,CLIC
2009-09-08,2.08,CLIC
2009-09-09,3.31,CLIC
2009-09-11,2.78,CLIC
2009-09-12,2.04,CLIC
2009-09-13,1.34,CLIC
2009-09-14,5.13,CLIC
2009-09-15,2.87,CLIC
2009-09-16,5.22,CLIC
2009-09-17,3.88,CLIC
2009-09-18,0.93,CLIC
2009-09-19,3.53,CLIC
2009-09-20,2.96,CLIC
2009-09-21,1.31,CLIC
2009-09-24,6.76,CLIC
