Estación: ,C19106,LA POMONA. LINARES
2007-11-05,3.97,CLIC
2007-11-06,4.2,CLIC
2007-11-07,4.05,CLIC
2007-11-08,2.8,CLIC
2007-11-09,4.26,CLIC
2007-11-10,4.91,CLIC
2007-11-11,3.49,CLIC
2007-11-12,4.51,CLIC
2007-11-13,4.9,CLIC
2007-11-14,4.1,CLIC
2007-11-15,2.93,CLIC
2007-11-16,3.06,CLIC
2007-11-17,1.72,CLIC
2007-11-18,3.24,CLIC
2007-11-19,4.78,CLIC
2007-11-20,3.9,CLIC
2007-11-21,4.95,CLIC
2007-11-22,3.88,CLIC
2007-11-23,2.17,CLIC
2007-11-24,1.1,CLIC
2007-11-25,1,CLIC
2007-11-26,1.09,CLIC
2007-11-27,1.92,CLIC
2007-11-28,2.04,CLIC
2007-11-29,1.23,CLIC
2007-11-30,3.22,CLIC
2007-12-01,2.67,CLIC
2007-12-02,4.78,CLIC
2007-12-03,4.06,CLIC
2007-12-04,3.18,CLIC
2007-12-05,3.01,CLIC
2007-12-06,3.09,CLIC
2007-12-07,4.2,CLIC
2007-12-08,4.1,CLIC
2007-12-09,3.96,CLIC
2007-12-10,3.54,CLIC
2007-12-11,4.31,CLIC
2007-12-12,1.94,CLIC
2007-12-13,3.73,CLIC
2007-12-14,2.12,CLIC
2007-12-15,4.51,CLIC
2008-01-01,1.9,CLIC
2008-01-02,1.85,CLIC
2008-01-03,1.3,CLIC
2008-01-04,3.52,CLIC
2008-01-05,3.68,CLIC
2008-01-06,2.45,CLIC
2008-01-07,4.7,CLIC
2008-01-08,3.87,CLIC
2008-01-09,3.88,CLIC
2008-01-10,4.9,CLIC
2008-01-11,5.83,CLIC
2008-01-12,2.92,CLIC
2008-01-13,2,CLIC
2008-01-14,1,CLIC
2008-01-15,2.68,CLIC
2008-01-16,2.02,CLIC
2008-01-17,2.74,CLIC
2008-01-18,3.24,CLIC
2008-01-19,1.83,CLIC
2008-01-20,2.35,CLIC
2008-01-21,1.2,CLIC
2008-01-22,2,CLIC
2008-01-23,2.8,CLIC
2008-01-24,3.75,CLIC
2008-01-25,2.75,CLIC
2008-01-26,2.04,CLIC
2008-01-27,2,CLIC
2008-01-28,2.1,CLIC
2008-01-29,2,CLIC
2008-01-30,2,CLIC
2008-01-31,2.75,CLIC
2008-02-01,4.66,CLIC
2008-02-02,3.85,CLIC
2008-02-03,6.52,CLIC
2008-02-04,5.75,CLIC
2008-02-05,6.95,CLIC
2008-02-06,5.8,CLIC
2008-02-07,4.98,CLIC
2008-02-08,2.87,CLIC
2008-02-09,5.35,CLIC
2008-02-10,5.48,CLIC
2008-02-11,3.85,CLIC
2008-02-12,3.62,CLIC
2008-02-13,6.4,CLIC
2008-02-14,5.9,CLIC
2008-02-15,5.8,CLIC
2008-02-16,7.6,CLIC
2008-02-17,4.5,CLIC
2008-02-18,0.47,CLIC
2008-02-19,1.11,CLIC
2008-02-20,1,CLIC
2008-02-21,2.6,CLIC
2008-02-22,4.84,CLIC
2008-02-23,6.76,CLIC
2008-02-24,3.12,CLIC
2008-02-25,7.7,CLIC
2008-02-26,6.44,CLIC
2008-02-27,7.53,CLIC
2008-02-28,5.68,CLIC
2008-02-29,4.7,CLIC
2008-03-01,5.52,CLIC
2008-03-02,5.59,CLIC
2008-03-03,8.69,CLIC
2008-03-04,5.8,CLIC
2008-03-05,5.88,CLIC
2008-03-06,6.04,CLIC
2008-03-07,7.36,CLIC
2008-03-08,5.89,CLIC
2008-03-09,4.67,CLIC
2008-03-10,7.21,CLIC
2008-03-11,5.85,CLIC
2008-03-12,4.27,CLIC
2008-03-13,7,CLIC
2008-03-14,7.52,CLIC
2008-03-15,8.67,CLIC
2008-03-16,10.63,CLIC
2008-03-17,10.55,CLIC
2008-03-18,11.25,CLIC
2008-03-19,9.65,CLIC
2008-03-20,7.68,CLIC
2008-03-21,7.62,CLIC
2008-03-22,8.75,CLIC
2008-03-23,2.78,CLIC
2008-03-24,2.37,CLIC
2008-03-25,6.65,CLIC
2008-03-26,7.45,CLIC
2008-03-27,6.05,CLIC
2008-03-28,7.24,CLIC
2008-03-29,2.52,CLIC
2008-03-30,6.51,CLIC
2008-03-31,5.82,CLIC
2008-04-01,7.27,CLIC
2008-04-02,7.63,CLIC
2008-04-03,7.85,CLIC
2008-04-04,3.78,CLIC
2008-04-05,10.7,CLIC
2008-04-06,8.9,CLIC
2008-04-07,6.53,CLIC
2008-04-08,5.98,CLIC
2008-04-09,9.97,CLIC
2008-04-10,9.07,CLIC
2008-04-11,7.02,CLIC
2008-04-12,5.63,CLIC
2008-04-13,6.92,CLIC
2008-04-14,5.88,CLIC
2008-04-15,6.28,CLIC
2008-04-16,7.57,CLIC
2008-04-17,9.45,CLIC
2008-04-18,7.8,CLIC
2008-04-19,8.07,CLIC
2008-04-20,7.51,CLIC
2008-04-21,8.11,CLIC
2008-04-22,7.48,CLIC
2008-04-23,7.78,CLIC
2008-04-24,8.21,CLIC
2008-04-25,6.51,CLIC
2008-04-27,0.03,CLIC
2008-04-28,5.19,CLIC
2008-05-07,5.38,CLIC
2008-05-08,8.1,CLIC
2008-05-09,5.99,CLIC
2008-05-10,7.48,CLIC
2008-05-11,7.29,CLIC
2008-05-12,7.9,CLIC
2008-05-13,3.4,CLIC
2008-05-14,7.55,CLIC
2008-05-15,4.67,CLIC
2008-05-16,0,CLIC
2008-05-17,2.45,CLIC
2008-05-18,5.9,CLIC
2008-05-19,4.81,CLIC
2008-05-20,8.14,CLIC
2008-05-21,6.55,CLIC
2008-05-22,8.99,CLIC
2008-05-23,8.74,CLIC
2008-05-24,7.69,CLIC
2008-05-25,8.93,CLIC
2008-05-26,8.65,CLIC
2008-05-27,8.72,CLIC
2008-05-28,8.76,CLIC
2008-05-29,8.75,CLIC
2008-05-30,8.51,CLIC
2008-05-31,8.66,CLIC
2008-06-01,8.86,CLIC
2008-06-02,9.12,CLIC
2008-06-03,7.8,CLIC
2008-06-04,8.95,CLIC
2008-06-05,8.15,CLIC
2008-06-06,7.67,CLIC
2008-06-07,4.65,CLIC
2008-06-08,3.17,CLIC
2008-06-09,6.54,CLIC
2008-06-10,7.07,CLIC
2008-06-11,7.79,CLIC
2008-06-12,7.9,CLIC
2008-06-13,8.05,CLIC
2008-06-14,7.95,CLIC
2008-06-15,8.89,CLIC
2008-06-16,7.91,CLIC
2008-06-17,8.28,CLIC
2008-06-18,9.44,CLIC
2008-06-19,10.94,CLIC
2008-06-20,8.52,CLIC
2008-06-21,8.05,CLIC
2008-06-22,8.8,CLIC
2008-06-23,7.9,CLIC
2008-06-24,8.6,CLIC
2008-06-25,9.4,CLIC
2008-06-26,10.85,CLIC
2008-06-27,9.13,CLIC
2008-06-28,8.5,CLIC
2008-06-29,9.4,CLIC
2008-06-30,4.25,CLIC
2008-07-01,7.03,CLIC
2008-07-02,7.24,CLIC
2008-07-03,5.12,CLIC
2008-07-04,1.41,CLIC
2008-07-05,3.27,CLIC
2008-07-06,2.34,CLIC
2008-07-07,3.9,CLIC
2008-07-08,0.4,CLIC
2008-07-09,4.4,CLIC
2008-07-10,5,CLIC
2008-07-11,8.48,CLIC
2008-07-12,9,CLIC
2008-07-13,6.32,CLIC
2008-07-14,6.96,CLIC
2008-07-15,6.91,CLIC
2008-07-16,6.75,CLIC
2008-07-17,7.8,CLIC
2008-07-18,5.8,CLIC
2008-07-19,7.1,CLIC
2008-07-20,5.15,CLIC
2008-07-21,7.7,CLIC
2008-07-22,7.2,CLIC
2008-07-23,2.98,CLIC
2008-07-24,4.18,CLIC
2008-07-25,9.74,CLIC
2008-07-26,9.9,CLIC
2008-07-27,8.52,CLIC
2008-07-28,8.28,CLIC
2008-07-29,7.48,CLIC
2008-07-30,6.82,CLIC
2008-07-31,7.26,CLIC
2008-08-01,8.95,CLIC
2008-08-02,8.55,CLIC
2008-08-03,7.72,CLIC
2008-08-04,9.46,CLIC
2008-08-05,9.98,CLIC
2008-08-06,10.85,CLIC
2008-08-07,5.93,CLIC
2008-08-08,7.9,CLIC
2008-08-09,8.11,CLIC
2008-08-10,11.02,CLIC
2008-08-11,8.1,CLIC
2008-08-12,10.62,CLIC
2008-08-13,7.18,CLIC
2008-08-14,1.05,CLIC
2008-08-15,5.25,CLIC
2008-08-16,6.33,CLIC
2008-08-17,8.26,CLIC
2008-08-18,3.71,CLIC
2008-08-19,1.95,CLIC
2008-08-20,6.93,CLIC
2008-08-21,4.17,CLIC
2008-08-22,5,CLIC
2008-08-23,2.65,CLIC
2008-08-24,1.6,CLIC
2008-08-25,0.77,CLIC
2008-08-26,3.73,CLIC
2008-08-27,4.45,CLIC
2008-08-28,7.95,CLIC
2008-08-29,2,CLIC
2008-08-30,3.82,CLIC
2008-08-31,6.28,CLIC
2008-09-01,6.1,CLIC
2008-09-02,7.97,CLIC
2008-09-03,5.73,CLIC
2008-09-04,4.88,CLIC
2008-09-05,5.39,CLIC
2008-09-06,3.33,CLIC
2008-09-07,4.7,CLIC
2008-09-08,2.34,CLIC
2008-09-09,3.86,CLIC
2008-09-10,3.5,CLIC
2008-09-11,1.5,CLIC
2008-09-12,4.6,CLIC
2008-09-13,5.35,CLIC
2008-09-14,2,CLIC
2008-09-15,2,CLIC
2008-09-16,2.05,CLIC
2008-09-17,3.55,CLIC
2008-09-18,4.75,CLIC
2008-09-19,5.2,CLIC
2008-09-20,5.75,CLIC
2008-09-21,4.38,CLIC
2008-09-22,2.62,CLIC
2008-09-23,2,CLIC
2008-09-24,2,CLIC
2008-09-25,0.6,CLIC
2008-09-26,5,CLIC
2008-09-27,5.05,CLIC
2008-09-28,5.17,CLIC
2008-09-29,4.18,CLIC
2008-09-30,5.46,CLIC
2008-10-01,5.67,CLIC
2008-10-02,4.35,CLIC
2008-10-03,4.07,CLIC
2008-10-04,5.3,CLIC
2008-10-05,4.33,CLIC
2008-10-06,5.39,CLIC
2008-10-07,3.49,CLIC
2008-10-08,5.45,CLIC
2008-10-09,5.44,CLIC
2008-10-10,3.95,CLIC
2008-10-11,3.4,CLIC
2008-10-12,5.26,CLIC
2008-10-17,4.15,CLIC
2008-10-18,4.02,CLIC
2008-10-19,5.3,CLIC
2008-10-20,3.3,CLIC
2008-10-21,2.3,CLIC
2008-10-22,4.31,CLIC
2008-10-23,6.09,CLIC
2008-10-24,2.43,CLIC
2008-10-25,2.57,CLIC
2008-10-26,2.6,CLIC
2008-10-27,4.6,CLIC
2008-10-28,3.9,CLIC
2008-10-29,3.68,CLIC
2008-10-30,3.39,CLIC
2008-10-31,3.03,CLIC
2008-11-01,3.2,CLIC
2008-11-02,3.3,CLIC
2008-11-03,3.6,CLIC
2008-11-04,3.4,CLIC
2008-11-05,4.2,CLIC
2008-11-06,3.5,CLIC
2008-11-07,4.1,CLIC
2008-11-08,3.93,CLIC
2008-11-09,3.8,CLIC
2008-11-10,3.65,CLIC
2008-11-11,4.42,CLIC
2008-11-12,2.61,CLIC
2008-11-13,2.37,CLIC
2008-11-14,4.12,CLIC
2008-11-15,3.53,CLIC
2008-11-16,2.5,CLIC
2008-11-17,2.58,CLIC
2008-11-18,3.2,CLIC
2008-11-19,3.02,CLIC
2008-11-20,2.2,CLIC
2008-11-21,0.85,CLIC
2008-11-22,1,CLIC
2008-11-23,2.47,CLIC
2008-11-24,3.87,CLIC
2008-11-25,2.87,CLIC
2008-11-26,3.44,CLIC
2008-11-27,3.5,CLIC
2008-11-28,2.5,CLIC
2008-11-29,3.7,CLIC
2008-11-30,1.85,CLIC
2009-01-02,3.8,CLIC
2009-01-03,3.1,CLIC
2009-01-04,3.9,CLIC
2009-01-05,2.95,CLIC
2009-01-06,3.05,CLIC
2009-01-07,3.1,CLIC
2009-01-12,2.02,CLIC
2009-01-13,4.89,CLIC
2009-01-14,2.81,CLIC
2009-01-15,1.55,CLIC
2009-01-16,0.69,CLIC
2009-01-17,3.21,CLIC
2009-01-18,3.05,CLIC
2009-01-19,3.05,CLIC
2009-01-20,4.2,CLIC
2009-01-21,3.05,CLIC
2009-01-22,3.26,CLIC
2009-01-23,2.04,CLIC
2009-01-24,4.15,CLIC
2009-01-25,4.48,CLIC
2009-01-26,3.7,CLIC
2009-01-27,2.72,CLIC
2009-01-28,3.1,CLIC
2009-01-29,0.55,CLIC
2009-01-30,2.25,CLIC
2009-01-31,3.55,CLIC
2009-02-01,3.8,CLIC
2009-02-02,1.8,CLIC
2009-02-03,1.89,CLIC
2009-02-04,8.01,CLIC
2009-02-05,3.3,CLIC
2009-02-06,3.45,CLIC
2009-02-07,4.95,CLIC
2009-02-08,4.65,CLIC
2009-02-09,3.95,CLIC
2009-02-10,4.95,CLIC
2009-02-11,4.95,CLIC
2009-02-12,5.74,CLIC
2009-02-13,4.01,CLIC
2009-02-14,3.3,CLIC
2009-02-15,2.9,CLIC
2009-02-16,1.05,CLIC
2009-02-17,2.57,CLIC
2009-02-18,4.03,CLIC
2009-02-19,4.85,CLIC
2009-02-20,3.07,CLIC
2009-02-21,3.03,CLIC
2009-02-22,5.15,CLIC
2009-02-23,5.25,CLIC
2009-02-24,3.9,CLIC
2009-02-25,5.05,CLIC
2009-02-26,5.75,CLIC
2009-02-27,5.9,CLIC
2009-02-28,4.45,CLIC
2009-03-01,5.05,CLIC
2009-03-02,4.05,CLIC
2009-03-03,3,CLIC
2009-03-04,4.15,CLIC
2009-03-05,6,CLIC
2009-03-06,7.08,CLIC
2009-03-07,5.54,CLIC
2009-03-08,4.15,CLIC
2009-03-09,6.1,CLIC
2009-03-10,5.1,CLIC
2009-03-11,4.45,CLIC
2009-03-30,6.75,CLIC
2009-03-31,8.05,CLIC
2009-04-01,6.1,CLIC
2009-04-02,6.2,CLIC
2009-04-03,8.1,CLIC
2009-04-04,6.6,CLIC
2009-04-05,7.1,CLIC
2009-04-06,7.65,CLIC
2009-04-07,7.1,CLIC
2009-04-08,7.04,CLIC
2009-04-09,8.01,CLIC
2009-04-10,6.1,CLIC
2009-04-11,7.05,CLIC
2009-04-12,7.69,CLIC
2009-04-13,7.1,CLIC
2009-04-14,8.01,CLIC
2009-04-15,7.2,CLIC
2009-04-16,2.55,CLIC
2009-04-17,7.1,CLIC
2009-04-18,4.25,CLIC
2009-04-19,4.55,CLIC
2009-04-20,3.6,CLIC
2009-04-21,7.1,CLIC
2009-04-22,7.9,CLIC
2009-04-23,7.2,CLIC
2009-04-24,5.9,CLIC
2009-04-25,8.6,CLIC
2009-04-26,9.1,CLIC
2009-04-27,9.27,CLIC
2009-04-28,8.83,CLIC
2009-04-29,8.75,CLIC
2009-04-30,8.95,CLIC
2009-05-01,9.05,CLIC
2009-05-02,11.04,CLIC
2009-05-03,9.9,CLIC
2009-05-04,7.2,CLIC
2009-05-05,8,CLIC
2009-05-06,7.2,CLIC
2009-05-07,8.05,CLIC
2009-05-08,10.2,CLIC
2009-05-09,7.3,CLIC
2009-05-10,8.65,CLIC
2009-05-14,7.1,CLIC
2009-05-15,4.71,CLIC
2009-05-16,5.09,CLIC
2009-05-17,3.9,CLIC
2009-05-18,5.95,CLIC
2009-05-19,4,CLIC
2009-05-20,7.99,CLIC
2009-05-21,6.81,CLIC
2009-05-22,5.6,CLIC
2009-05-23,6.75,CLIC
2009-05-24,6.05,CLIC
2009-05-25,8,CLIC
2009-05-26,7.1,CLIC
2009-05-27,4.05,CLIC
2009-05-28,4.85,CLIC
2009-05-29,4.1,CLIC
2009-05-30,5.4,CLIC
2009-05-31,5.1,CLIC
2009-06-01,5.2,CLIC
2009-06-02,7.05,CLIC
2009-06-03,7.04,CLIC
2009-06-04,8.01,CLIC
2009-06-05,7.75,CLIC
2009-06-06,8.05,CLIC
2009-06-07,9.1,CLIC
2009-06-08,10.05,CLIC
2009-06-09,8.8,CLIC
2009-06-10,8.75,CLIC
2009-06-11,9.05,CLIC
2009-06-12,9.7,CLIC
2009-06-13,10.15,CLIC
2009-06-14,10.15,CLIC
2009-06-15,10.75,CLIC
2009-06-16,10.04,CLIC
2009-06-17,10.06,CLIC
2009-06-18,10.03,CLIC
2009-06-19,9.9,CLIC
2009-06-20,10.05,CLIC
2009-06-21,10.8,CLIC
2009-06-22,10.1,CLIC
2009-06-23,7.03,CLIC
2009-06-24,1.85,CLIC
2009-06-25,3.75,CLIC
2009-06-26,9.8,CLIC
2009-06-27,6.1,CLIC
2009-06-28,8.3,CLIC
2009-06-29,8,CLIC
2009-06-30,6,CLIC
2009-07-01,9.25,CLIC
2009-07-02,9.05,CLIC
2009-07-03,8.94,CLIC
2009-07-04,11.61,CLIC
2009-07-05,12.05,CLIC
2009-07-06,12.45,CLIC
2009-07-07,8.99,CLIC
2009-07-08,8.55,CLIC
2009-07-09,10.2,CLIC
2009-07-10,9.6,CLIC
2009-07-11,10.7,CLIC
2009-07-12,11.45,CLIC
2009-07-13,11.02,CLIC
2009-07-14,11.35,CLIC
2009-07-15,11.55,CLIC
2009-07-16,11.55,CLIC
2009-07-17,11.3,CLIC
2009-07-18,10.9,CLIC
2009-07-19,12.05,CLIC
2009-07-20,12.03,CLIC
2009-07-21,10.47,CLIC
2009-07-22,10.2,CLIC
2009-07-23,10.1,CLIC
2009-07-24,11.01,CLIC
2009-07-25,11.04,CLIC
2009-07-26,11.8,CLIC
2009-07-27,11.69,CLIC
2009-07-28,12.06,CLIC
2009-07-29,11.1,CLIC
2009-07-30,11.35,CLIC
2009-07-31,11.14,CLIC
2009-08-04,12.03,CLIC
2009-08-05,11.04,CLIC
2009-08-06,12.98,CLIC
2009-08-07,10.9,CLIC
2009-08-08,10.95,CLIC
2009-08-09,11.95,CLIC
2009-08-10,10.88,CLIC
2009-08-11,11.9,CLIC
2009-08-12,10.25,CLIC
2009-08-13,11.65,CLIC
2009-08-14,10.02,CLIC
2009-08-15,10.85,CLIC
2009-08-16,11.02,CLIC
2009-08-17,10.05,CLIC
2009-08-18,9.03,CLIC
2009-08-19,11.49,CLIC
2009-08-20,12.01,CLIC
2009-08-21,8.24,CLIC
2009-08-22,10.06,CLIC
2009-08-23,11.44,CLIC
2009-08-24,10.3,CLIC
2009-08-25,10.8,CLIC
2009-08-26,10.2,CLIC
2009-08-27,10.4,CLIC
2009-08-28,9.02,CLIC
2009-08-29,8.11,CLIC
2009-08-30,7.12,CLIC
2009-08-31,3.07,CLIC
2009-09-01,3.18,CLIC
2009-09-02,4.55,CLIC
2009-09-03,5.45,CLIC
2009-09-04,5.05,CLIC
2009-09-05,5.55,CLIC
2009-09-06,3.03,CLIC
2009-09-07,5.1,CLIC
2009-09-08,6.22,CLIC
2009-09-09,4.95,CLIC
2009-09-10,5.01,CLIC
2009-09-11,4.77,CLIC
2009-09-12,4.9,CLIC
2009-09-13,5.08,CLIC
2009-09-14,5.04,CLIC
2009-09-15,6.93,CLIC
2009-09-16,6.96,CLIC
2009-09-17,6.12,CLIC
2009-09-18,4.23,CLIC
2009-09-19,5.04,CLIC
2009-09-20,5.91,CLIC
2009-09-21,5.96,CLIC
2009-09-22,6,CLIC
2009-09-23,1.2,CLIC
2009-09-24,1.5,CLIC
2009-09-25,1.5,CLIC
2009-09-26,2.4,CLIC
2009-09-27,5.07,CLIC
2009-09-28,5.13,CLIC
2009-09-29,5.4,CLIC
2009-09-30,5.6,CLIC
2009-10-01,6.73,CLIC
2009-10-02,6.82,CLIC
2009-10-03,4.8,CLIC
2009-10-04,4.06,CLIC
2009-10-05,5.99,CLIC
2009-10-06,5.05,CLIC
2009-10-07,4.98,CLIC
2009-10-08,6.12,CLIC
2009-10-09,4.3,CLIC
2009-10-10,1.6,CLIC
2009-10-11,2.02,CLIC
2009-10-12,1.94,CLIC
2009-10-13,3.09,CLIC
2009-10-14,3.5,CLIC
2009-10-15,5.05,CLIC
2009-10-16,3.06,CLIC
2009-10-17,1.14,CLIC
2009-10-18,3.7,CLIC
2009-10-19,4.34,CLIC
2009-10-20,3.72,CLIC
2009-10-21,2.94,CLIC
2009-10-22,2.98,CLIC
2009-10-23,1.08,CLIC
2009-10-24,1.03,CLIC
2009-10-25,2.31,CLIC
2009-10-26,2.6,CLIC
2009-10-27,2.54,CLIC
2009-10-28,5.01,CLIC
2009-10-31,3.65,CLIC
2009-11-01,3.95,CLIC
2009-11-02,3.4,CLIC
2009-11-03,3.03,CLIC
2009-11-04,3.71,CLIC
2009-11-05,2.99,CLIC
2009-11-06,3,CLIC
2009-11-07,3.1,CLIC
2009-11-08,3.45,CLIC
2009-11-09,3.1,CLIC
2009-11-10,3.02,CLIC
2009-11-11,3.33,CLIC
2009-11-12,2.75,CLIC
2009-11-13,3.01,CLIC
2009-11-14,3.24,CLIC
2009-11-15,3.8,CLIC
2009-11-16,3.89,CLIC
2009-11-17,2.31,CLIC
2009-11-18,3.02,CLIC
2009-11-19,4.73,CLIC
2009-11-20,4.05,CLIC
2009-11-21,2.49,CLIC
2009-11-22,3.01,CLIC
2009-11-23,2.99,CLIC
2009-11-24,1.4,CLIC
2009-11-25,2.01,CLIC
2009-11-26,1.89,CLIC
2009-11-27,1.7,CLIC
2009-11-28,2.01,CLIC
2009-11-29,2.15,CLIC
2009-12-01,0.95,CLIC
2009-12-02,1.02,CLIC
2009-12-03,0.92,CLIC
2009-12-04,0.9,CLIC
2009-12-05,1.45,CLIC
2009-12-06,1.16,CLIC
2009-12-07,1.61,CLIC
2009-12-08,1.98,CLIC
2009-12-09,1.4,CLIC
2009-12-10,0.91,CLIC
2009-12-11,1.4,CLIC
2009-12-12,1.55,CLIC
2009-12-13,1.85,CLIC
2009-12-14,2.25,CLIC
2009-12-15,0.9,CLIC
2010-01-04,1.08,CLIC
2010-01-05,0.92,CLIC
2010-01-06,1.02,CLIC
2010-01-07,1.03,CLIC
2010-01-08,0.95,CLIC
2010-01-09,1.05,CLIC
2010-01-10,0.99,CLIC
2010-01-11,2.05,CLIC
2010-01-12,0.61,CLIC
2010-01-13,1.37,CLIC
2010-01-14,0.88,CLIC
2010-01-15,1.94,CLIC
2010-01-16,1.9,CLIC
2010-01-17,2.01,CLIC
2010-01-18,2.89,CLIC
2010-01-19,3.02,CLIC
2010-01-20,5.1,CLIC
2010-01-21,2.97,CLIC
2010-01-22,3.37,CLIC
2010-01-23,4.8,CLIC
2010-01-24,3.05,CLIC
2010-01-25,3.05,CLIC
2010-01-26,3.1,CLIC
2010-01-27,3.95,CLIC
2010-01-28,3.95,CLIC
2010-01-29,3,CLIC
2010-01-30,2.69,CLIC
2010-01-31,2.26,CLIC
2010-02-01,1.94,CLIC
2010-02-02,0.99,CLIC
2010-02-03,1,CLIC
2010-02-04,1.06,CLIC
2010-02-05,2.61,CLIC
2010-02-06,3.08,CLIC
2010-02-07,3.25,CLIC
2010-02-08,3.87,CLIC
2010-02-15,1.85,CLIC
2010-02-16,2.85,CLIC
2010-02-17,2.4,CLIC
2010-02-18,0.95,CLIC
2010-02-19,0.05,CLIC
2010-02-20,2.35,CLIC
2010-02-21,3.9,CLIC
2010-02-22,3.95,CLIC
2010-02-23,1.7,CLIC
2010-02-24,1.55,CLIC
2010-02-25,2.1,CLIC
2010-02-26,3.2,CLIC
2010-02-27,3.8,CLIC
2010-02-28,4.08,CLIC
2010-03-01,4.32,CLIC
2010-03-02,3.7,CLIC
2010-03-03,3.98,CLIC
2010-03-04,4.65,CLIC
2010-03-05,2.25,CLIC
2010-03-06,1.25,CLIC
2010-03-07,3.3,CLIC
2010-03-08,2.5,CLIC
2010-03-09,3.8,CLIC
2010-03-10,4.2,CLIC
2010-03-11,3.7,CLIC
2010-03-12,5.27,CLIC
2010-03-15,3.05,CLIC
2010-03-16,2.55,CLIC
2010-03-17,3.04,CLIC
2010-03-18,3.93,CLIC
2010-03-19,4.45,CLIC
2010-03-20,4.03,CLIC
2010-03-21,4.17,CLIC
2010-03-22,5.04,CLIC
2010-03-23,4.26,CLIC
2010-03-24,5.7,CLIC
2010-03-25,4.99,CLIC
2010-03-26,5.26,CLIC
2010-03-27,6.05,CLIC
2010-03-28,5.47,CLIC
2010-03-29,5.28,CLIC
2010-03-30,5.2,CLIC
2010-03-31,5.55,CLIC
2010-04-01,6.12,CLIC
2010-04-02,5.33,CLIC
2010-04-03,6.04,CLIC
2010-04-04,6.76,CLIC
2010-04-05,7.49,CLIC
2010-04-06,6.95,CLIC
2010-04-07,8.96,CLIC
2010-04-08,4.39,CLIC
2010-04-09,5.06,CLIC
2010-04-10,5.33,CLIC
2010-04-11,3.04,CLIC
2010-04-12,3.83,CLIC
2010-04-13,2.25,CLIC
2010-04-14,1.88,CLIC
2010-04-15,3.12,CLIC
2010-04-16,3.15,CLIC
2010-04-18,2.55,CLIC
2010-04-19,1.94,CLIC
2010-04-20,3.03,CLIC
2010-04-21,2.47,CLIC
2010-04-22,3.46,CLIC
2010-04-23,4.45,CLIC
2010-04-24,6.05,CLIC
2010-04-25,4.4,CLIC
2010-04-26,4.17,CLIC
2010-04-27,5.13,CLIC
2010-04-28,4.46,CLIC
2010-04-29,6.69,CLIC
2010-04-30,6.1,CLIC
2010-05-01,7.89,CLIC
2010-05-02,6.7,CLIC
2010-05-03,6.25,CLIC
2010-05-04,5.6,CLIC
2010-05-05,8.05,CLIC
2010-05-06,8.05,CLIC
2010-05-07,8.25,CLIC
2010-05-08,7.75,CLIC
2010-05-09,7.85,CLIC
2010-05-10,6.15,CLIC
2010-05-11,9.15,CLIC
2010-05-12,7.98,CLIC
2010-05-13,6.67,CLIC
2010-05-14,5.15,CLIC
2010-05-15,5.02,CLIC
2010-05-16,5.03,CLIC
2010-05-17,4.85,CLIC
2010-05-18,4.35,CLIC
2010-05-19,5.85,CLIC
2010-05-20,6.08,CLIC
2010-05-21,6.67,CLIC
2010-05-22,7.05,CLIC
2010-05-23,8.2,CLIC
2010-05-24,7.15,CLIC
2010-05-25,6.75,CLIC
2010-05-26,5.05,CLIC
2010-05-27,4.05,CLIC
2010-05-28,5.12,CLIC
2010-05-29,8.02,CLIC
2010-05-30,12.66,CLIC
2010-05-31,5.06,CLIC
2010-06-01,5.99,CLIC
2010-06-02,7.05,CLIC
2010-06-03,6.9,CLIC
2010-06-04,6.95,CLIC
2010-06-05,9.03,CLIC
2010-06-06,9.87,CLIC
2010-06-07,7.99,CLIC
2010-06-08,6.87,CLIC
2010-06-09,7.14,CLIC
2010-06-10,8.9,CLIC
2010-06-11,9.05,CLIC
2010-06-12,10.05,CLIC
2010-06-13,7.85,CLIC
2010-06-14,9.85,CLIC
2010-06-15,9.98,CLIC
2010-06-16,7.97,CLIC
2010-06-17,7.8,CLIC
2010-06-18,8.95,CLIC
2010-06-19,9.85,CLIC
2010-06-20,10.55,CLIC
2010-06-21,9.3,CLIC
2010-06-22,10.05,CLIC
2010-06-23,9.08,CLIC
2010-06-24,8.97,CLIC
2010-06-25,9.95,CLIC
2010-06-26,10.04,CLIC
2010-06-27,10.5,CLIC
2010-06-28,9.44,CLIC
2010-06-29,7.92,CLIC
2010-07-01,1.9,CLIC
2010-07-02,7.05,CLIC
2010-07-03,7.95,CLIC
2010-07-04,6.65,CLIC
2010-07-05,5.1,CLIC
2010-07-06,3.08,CLIC
2010-07-08,1.55,CLIC
2010-07-09,3.98,CLIC
2010-07-10,3.42,CLIC
2010-07-11,7.8,CLIC
2010-07-12,8.05,CLIC
2010-07-13,9.9,CLIC
2010-07-16,8.66,CLIC
2010-07-17,8.3,CLIC
2010-07-18,8.65,CLIC
2010-07-19,8.1,CLIC
2010-07-20,8.05,CLIC
2010-07-21,12.85,CLIC
2010-07-24,5.06,CLIC
2010-07-25,5.06,CLIC
2010-07-26,6.02,CLIC
2010-07-27,6.03,CLIC
2010-07-28,5.85,CLIC
2010-08-03,7.4,CLIC
2010-08-04,7.55,CLIC
2010-08-05,8.8,CLIC
2010-08-06,9.05,CLIC
2010-08-07,9.15,CLIC
2010-08-08,8.8,CLIC
