Estación: ,C19185,EL CANADA
2009-08-30,5.89,CLIC
2009-08-31,2.87,CLIC
2009-09-01,0.87,CLIC
2009-09-02,5.36,CLIC
2009-09-03,2.16,CLIC
2009-09-04,2.18,CLIC
2009-09-05,2.43,CLIC
2009-09-06,4.98,CLIC
2009-09-07,3.7,CLIC
2009-09-08,5.89,CLIC
2009-09-09,3.91,CLIC
2009-09-10,5.61,CLIC
2009-09-11,3.79,CLIC
2009-09-12,3.47,CLIC
2009-09-13,6.12,CLIC
2009-09-14,6.09,CLIC
2009-09-15,6.46,CLIC
2009-09-16,6.36,CLIC
2009-09-17,6.59,CLIC
2009-09-18,3.37,CLIC
2009-09-19,4.17,CLIC
2009-09-20,3.06,CLIC
2009-09-21,3.77,CLIC
2009-09-22,2.49,CLIC
2009-09-23,3.14,CLIC
2009-09-24,1.09,CLIC
2009-09-25,0.86,CLIC
2009-09-26,0.92,CLIC
2009-09-27,2.23,CLIC
2009-09-28,1.64,CLIC
2009-09-29,2.39,CLIC
2009-09-30,6.31,CLIC
2009-10-01,4.35,CLIC
2009-10-02,5.38,CLIC
2009-10-03,4.15,CLIC
2009-10-04,3.84,CLIC
2009-10-05,5.47,CLIC
2009-10-06,2.75,CLIC
2009-10-07,4.74,CLIC
2009-10-08,3.75,CLIC
2009-10-09,5.5,CLIC
2009-10-10,4.2,CLIC
2009-10-11,0.5,CLIC
2009-10-12,1,CLIC
2009-10-13,1.37,CLIC
2009-10-14,3.66,CLIC
2009-10-15,5.16,CLIC
2009-10-16,1.06,CLIC
2009-10-17,0.41,CLIC
2009-10-18,1.67,CLIC
2009-10-19,4.31,CLIC
2009-10-20,1.2,CLIC
2009-10-21,0.67,CLIC
2009-10-22,3.68,CLIC
2009-10-23,2.65,CLIC
2009-10-24,0.47,CLIC
2009-10-25,1.99,CLIC
2009-10-26,1.84,CLIC
2009-10-27,3.38,CLIC
2009-10-28,1.98,CLIC
2009-10-29,6.89,CLIC
2009-10-30,2.85,CLIC
2009-10-31,4.51,CLIC
2009-11-01,3.07,CLIC
2009-11-02,1.73,CLIC
2009-11-03,2.61,CLIC
2009-11-04,3.33,CLIC
2009-11-05,3.94,CLIC
2009-11-06,2.89,CLIC
2009-11-07,2.83,CLIC
2009-11-08,1.51,CLIC
2009-11-09,3.02,CLIC
2009-11-10,2.9,CLIC
2009-11-11,2.91,CLIC
2009-11-12,1.93,CLIC
2009-11-13,2.68,CLIC
2009-11-14,3.21,CLIC
2009-11-15,2.29,CLIC
2009-11-16,5.07,CLIC
2009-11-17,2.2,CLIC
2009-11-18,1.6,CLIC
2009-11-19,1.77,CLIC
2009-11-20,1.99,CLIC
2009-11-21,2.75,CLIC
2009-11-22,2.85,CLIC
2009-11-23,5.32,CLIC
2009-11-24,0.19,CLIC
2009-11-25,2.11,CLIC
2009-11-26,2.37,CLIC
2009-11-27,2.04,CLIC
2009-11-28,3.43,CLIC
2009-11-29,2.31,CLIC
2009-11-30,0.54,CLIC
2009-12-01,0.99,CLIC
2009-12-02,2.05,CLIC
2009-12-03,1.26,CLIC
2009-12-04,0.87,CLIC
2009-12-05,0.78,CLIC
2009-12-06,1.92,CLIC
2009-12-07,1.71,CLIC
2009-12-08,1.94,CLIC
2009-12-09,3.3,CLIC
2009-12-10,0.38,CLIC
2009-12-11,0.1,CLIC
2009-12-12,1.46,CLIC
2009-12-13,1.15,CLIC
2009-12-14,0.92,CLIC
2009-12-15,1.84,CLIC
2009-12-16,0.04,CLIC
2009-12-17,1.58,CLIC
2009-12-18,1.58,CLIC
2009-12-19,1.52,CLIC
2009-12-20,0.72,CLIC
2009-12-21,1.24,CLIC
2009-12-22,1.3,CLIC
2009-12-23,3.79,CLIC
2009-12-24,1.85,CLIC
2009-12-25,3.22,CLIC
2009-12-26,1.04,CLIC
2009-12-27,3.25,CLIC
2009-12-28,0.05,CLIC
2009-12-29,1.1,CLIC
2009-12-30,1.6,CLIC
2009-12-31,2.99,CLIC
2010-01-01,1.8,CLIC
2010-01-02,2.13,CLIC
2010-01-03,2.09,CLIC
2010-01-04,0.15,CLIC
2010-01-05,2.79,CLIC
2010-01-06,0.71,CLIC
2010-01-07,4.62,CLIC
2010-01-08,0.07,CLIC
2010-01-09,0.55,CLIC
2010-01-10,2.52,CLIC
2010-01-11,0.35,CLIC
2010-01-12,2.38,CLIC
2010-01-13,0.85,CLIC
2010-01-14,0.15,CLIC
2010-01-15,2.19,CLIC
2010-01-16,2.55,CLIC
2010-01-17,3.07,CLIC
2010-01-18,2.18,CLIC
2010-01-19,1.24,CLIC
2010-01-20,4.45,CLIC
2010-01-21,3.66,CLIC
2010-01-22,3.24,CLIC
2010-01-23,5.4,CLIC
2010-01-24,1.81,CLIC
2010-01-25,3.47,CLIC
2010-01-26,2.99,CLIC
2010-01-27,1.25,CLIC
2010-01-28,5.22,CLIC
2010-01-29,1.63,CLIC
2010-01-30,2.62,CLIC
2010-01-31,0.71,CLIC
2010-02-01,0.59,CLIC
2010-02-02,1.68,CLIC
2010-02-03,0.66,CLIC
2010-02-04,1.17,CLIC
2010-02-05,2.32,CLIC
2010-02-06,2.5,CLIC
2010-02-07,3.47,CLIC
2010-02-08,5.36,CLIC
2010-02-09,7.7,CLIC
2010-02-10,1.76,CLIC
2010-02-11,1.87,CLIC
2010-02-12,1.12,CLIC
2010-02-13,2.05,CLIC
2010-02-14,6.09,CLIC
2010-02-15,1.71,CLIC
2010-02-16,4.42,CLIC
2010-02-17,2.11,CLIC
2010-02-18,0.85,CLIC
2010-02-19,3.44,CLIC
2010-02-20,1.47,CLIC
2010-02-21,4.29,CLIC
2010-02-22,4.65,CLIC
2010-02-23,2.36,CLIC
2010-02-24,4.49,CLIC
2010-02-25,4.1,CLIC
2010-02-26,4.3,CLIC
2010-02-27,4.63,CLIC
2010-02-28,3.37,CLIC
2010-03-01,3.47,CLIC
2010-03-02,3.94,CLIC
2010-03-03,5.26,CLIC
2010-03-04,2.06,CLIC
2010-03-05,0.42,CLIC
2010-03-06,0.6,CLIC
2010-03-07,1.34,CLIC
2010-03-08,1.06,CLIC
2010-03-09,5.84,CLIC
2010-03-10,8.15,CLIC
2010-03-11,6.54,CLIC
2010-03-12,4.38,CLIC
2010-03-13,5.89,CLIC
2010-03-14,2.06,CLIC
2010-03-15,4.89,CLIC
2010-03-16,4.5,CLIC
2010-03-17,4.3,CLIC
2010-03-18,7.95,CLIC
2010-03-19,5.84,CLIC
2010-03-20,6.52,CLIC
2010-03-21,5.02,CLIC
2010-03-22,5.1,CLIC
2010-03-23,5.05,CLIC
2010-03-24,7.14,CLIC
2010-03-25,4.18,CLIC
2010-03-26,5.36,CLIC
2010-03-27,9.88,CLIC
2010-03-28,7.32,CLIC
2010-03-29,5.02,CLIC
2010-03-30,6.92,CLIC
2010-03-31,6.03,CLIC
2010-04-01,4.75,CLIC
2010-04-02,8.57,CLIC
2010-04-03,9.4,CLIC
2010-04-04,6.56,CLIC
2010-04-05,5.82,CLIC
2010-04-06,4.11,CLIC
2010-04-07,11.1,CLIC
2010-04-08,6.19,CLIC
2010-04-09,2.88,CLIC
2010-04-10,5.45,CLIC
2010-04-11,3.03,CLIC
2010-04-14,2.07,CLIC
2010-04-15,1.79,CLIC
2010-04-16,2.73,CLIC
2010-04-17,3.57,CLIC
2010-04-18,2.86,CLIC
2010-04-19,3.19,CLIC
2010-04-20,2.1,CLIC
2010-04-21,1.78,CLIC
2010-04-22,3.14,CLIC
2010-04-23,6.93,CLIC
2010-04-24,6.88,CLIC
2010-04-25,5.96,CLIC
2010-04-26,6.58,CLIC
2010-04-27,2.4,CLIC
2010-04-28,1.09,CLIC
2010-04-29,2.32,CLIC
2010-04-30,11.63,CLIC
2010-05-01,6.72,CLIC
2010-05-02,7.85,CLIC
2010-05-03,10.16,CLIC
2010-05-04,5.13,CLIC
2010-05-05,9.83,CLIC
2010-05-06,5.8,CLIC
2010-05-07,4.26,CLIC
2010-05-08,3.64,CLIC
2010-05-09,7.88,CLIC
2010-05-10,6.03,CLIC
2010-05-11,7.33,CLIC
2010-05-12,3.24,CLIC
2010-05-13,2.12,CLIC
2010-05-14,4.17,CLIC
2010-05-15,5.09,CLIC
2010-05-16,3.26,CLIC
2010-05-17,5.99,CLIC
2010-05-18,5.08,CLIC
2010-05-19,4.56,CLIC
2010-05-20,1.27,CLIC
2010-05-21,8.22,CLIC
2010-05-22,7.13,CLIC
2010-05-23,5.64,CLIC
2010-05-24,2.4,CLIC
2010-05-25,3.98,CLIC
2010-05-26,4.1,CLIC
2010-05-27,5.17,CLIC
2010-05-28,5.6,CLIC
2010-05-29,6.64,CLIC
2010-05-30,4.46,CLIC
2010-05-31,6.21,CLIC
2010-06-01,5.13,CLIC
2010-06-02,4.91,CLIC
2010-06-03,8.05,CLIC
2010-06-04,6.42,CLIC
2010-06-05,7.5,CLIC
2010-06-06,6.07,CLIC
2010-06-07,5.13,CLIC
2010-06-08,7.42,CLIC
2010-06-09,5.13,CLIC
2010-06-10,4.63,CLIC
2010-06-11,7.71,CLIC
2010-06-12,4.84,CLIC
2010-06-13,8.69,CLIC
2010-06-14,9.97,CLIC
2010-06-15,8.48,CLIC
2010-06-16,7.1,CLIC
2010-06-17,7.34,CLIC
2010-06-18,8.37,CLIC
2010-06-19,9.52,CLIC
2010-06-20,7.3,CLIC
2010-06-21,10.27,CLIC
2010-06-22,9.67,CLIC
2010-06-23,7.82,CLIC
2010-06-24,6.97,CLIC
2010-06-25,9.09,CLIC
2010-06-26,8.99,CLIC
2010-06-27,7.57,CLIC
2010-06-28,6.75,CLIC
2010-06-29,6.23,CLIC
2010-07-14,5.98,CLIC
2010-07-15,8.17,CLIC
2010-07-16,6.26,CLIC
2010-07-17,7.39,CLIC
2010-07-28,5.12,CLIC
2010-07-29,6.44,CLIC
2010-07-30,4.47,CLIC
2010-07-31,6.04,CLIC
2010-08-01,8.65,CLIC
2010-08-09,6.13,CLIC
2010-08-10,4.33,CLIC
2010-08-11,5.1,CLIC
2010-08-12,8.21,CLIC
2010-08-13,6.91,CLIC
2010-08-14,4.9,CLIC
2010-08-15,6.01,CLIC
2010-08-16,7.02,CLIC
2010-08-17,8.44,CLIC
2010-08-18,6.7,CLIC
2010-08-19,5.47,CLIC
2010-08-20,8.71,CLIC
2010-08-21,8.35,CLIC
2010-08-22,7,CLIC
2010-08-23,7.22,CLIC
2010-08-24,9.4,CLIC
2010-08-25,2.78,CLIC
2010-08-26,2.4,CLIC
2010-08-27,6.61,CLIC
2010-08-28,6.75,CLIC
2010-08-29,6.14,CLIC
2010-08-30,6.24,CLIC
2010-08-31,6.77,CLIC
2010-09-01,7.32,CLIC
2010-09-02,5.3,CLIC
2010-09-03,3.82,CLIC
2010-09-04,5.48,CLIC
2010-09-05,4.68,CLIC
2010-09-06,6.44,CLIC
2010-09-07,4.6,CLIC
2010-09-08,2.76,CLIC
2010-09-09,3.31,CLIC
2010-09-10,2.61,CLIC
2010-09-11,6.21,CLIC
2010-09-12,6.28,CLIC
2010-09-13,4.91,CLIC
2010-09-14,6.17,CLIC
2010-09-15,4.82,CLIC
2010-09-16,6.23,CLIC
2010-09-17,6.03,CLIC
2010-09-18,4.74,CLIC
2010-09-20,1.43,CLIC
2010-09-21,1.61,CLIC
2010-09-22,3.55,CLIC
2010-09-23,4.99,CLIC
2010-09-24,2.03,CLIC
2010-09-25,3.97,CLIC
2010-09-26,2.09,CLIC
2010-09-27,2.61,CLIC
2010-09-28,3.06,CLIC
2010-09-29,4.91,CLIC
2010-09-30,2.76,CLIC
2010-10-01,4.92,CLIC
2010-10-02,3.97,CLIC
2010-10-03,2.98,CLIC
2010-10-04,3.94,CLIC
2010-10-05,1.7,CLIC
2010-10-06,2,CLIC
2010-10-07,3.25,CLIC
2010-10-08,3.9,CLIC
2010-10-09,2.64,CLIC
2010-10-10,2.19,CLIC
2010-10-11,3.03,CLIC
2010-10-12,3.17,CLIC
2010-10-13,3.03,CLIC
2010-10-14,2.97,CLIC
2010-10-15,4.08,CLIC
2010-10-16,2.17,CLIC
2010-10-17,2.53,CLIC
2010-10-18,2.63,CLIC
2010-10-19,2.34,CLIC
2010-10-20,2.59,CLIC
2010-10-21,1.81,CLIC
2010-10-22,1.35,CLIC
2010-10-23,2.63,CLIC
2010-10-24,1.38,CLIC
2010-10-25,3.56,CLIC
2010-10-26,3.23,CLIC
2010-10-27,4.37,CLIC
2010-10-28,2.06,CLIC
2010-10-29,4.11,CLIC
2010-10-30,1.37,CLIC
2010-10-31,2.03,CLIC
2010-11-01,4.81,CLIC
2010-11-02,4.77,CLIC
2010-11-03,1.08,CLIC
2010-11-04,6.77,CLIC
2010-11-05,4.11,CLIC
2010-11-06,2.82,CLIC
2010-11-07,4.19,CLIC
2010-11-08,2.59,CLIC
2010-11-09,1.82,CLIC
2010-11-10,3.44,CLIC
2010-11-11,2.64,CLIC
2010-11-12,3.63,CLIC
2010-11-13,3.07,CLIC
2010-11-14,2.67,CLIC
2010-11-15,5.14,CLIC
2010-11-16,3.22,CLIC
2010-11-17,3.95,CLIC
2010-11-18,3.57,CLIC
2010-11-19,2.7,CLIC
2010-11-20,2.6,CLIC
2010-11-21,2.2,CLIC
2010-11-22,3.56,CLIC
2010-11-23,2.2,CLIC
2010-11-24,2.45,CLIC
2010-11-25,3.54,CLIC
2010-11-26,3.76,CLIC
2010-11-27,3.06,CLIC
2010-11-28,2.59,CLIC
2010-11-29,4.11,CLIC
2010-11-30,5.43,CLIC
2010-12-01,2.95,CLIC
2010-12-02,1.67,CLIC
2010-12-03,2,CLIC
2010-12-04,4.48,CLIC
2010-12-05,4.91,CLIC
2010-12-06,2.05,CLIC
2010-12-07,1.48,CLIC
2010-12-08,4.46,CLIC
2010-12-09,1.35,CLIC
2010-12-10,2.19,CLIC
2010-12-11,6.92,CLIC
2010-12-12,1.91,CLIC
2010-12-13,3.06,CLIC
2010-12-14,1.88,CLIC
2010-12-15,4.07,CLIC
2010-12-16,4.15,CLIC
2010-12-17,4.66,CLIC
2010-12-18,1.58,CLIC
2010-12-19,0.65,CLIC
2010-12-20,3.82,CLIC
2010-12-21,1.48,CLIC
2010-12-22,2.91,CLIC
2010-12-23,1.65,CLIC
2011-01-05,2.94,CLIC
2011-01-06,3.48,CLIC
2011-01-07,3.32,CLIC
2011-01-08,3.86,CLIC
2011-01-09,5.98,CLIC
2011-01-10,2.55,CLIC
2011-01-11,0.62,CLIC
2011-01-12,0.23,CLIC
2011-01-13,0.32,CLIC
2011-01-14,0.79,CLIC
2011-01-15,1.16,CLIC
2011-01-16,1.28,CLIC
2011-01-17,2.38,CLIC
2011-01-18,4.69,CLIC
2011-01-19,4.01,CLIC
2011-01-20,1.22,CLIC
2011-01-21,0.79,CLIC
2011-01-22,3.75,CLIC
2011-01-23,5.38,CLIC
2011-01-24,2.05,CLIC
2011-01-25,4.06,CLIC
2011-01-26,0.97,CLIC
2011-01-27,1.02,CLIC
2011-01-28,2.88,CLIC
2011-01-29,3.11,CLIC
2011-01-30,3.64,CLIC
2011-01-31,3.25,CLIC
2011-02-01,9.54,CLIC
2011-02-02,0.92,CLIC
2011-02-03,0.65,CLIC
2011-02-04,4.02,CLIC
2011-02-05,2.83,CLIC
2011-02-06,5.61,CLIC
2011-02-07,3.51,CLIC
2011-02-08,3.34,CLIC
2011-02-09,1.28,CLIC
2011-02-10,4.71,CLIC
2011-02-11,3.18,CLIC
2011-02-12,3.42,CLIC
2011-02-13,4.14,CLIC
2011-02-14,2.87,CLIC
2011-02-15,6.3,CLIC
2011-02-16,4.83,CLIC
2011-02-17,3.01,CLIC
2011-02-18,1.76,CLIC
2011-02-19,4.9,CLIC
2011-02-20,5.18,CLIC
2011-02-21,4.07,CLIC
2011-02-22,6.15,CLIC
2011-02-23,4.19,CLIC
2011-02-24,4.93,CLIC
2011-02-25,5.12,CLIC
2011-02-26,4.85,CLIC
2011-02-27,8.58,CLIC
2011-02-28,3.91,CLIC
2011-03-01,2.7,CLIC
2011-03-02,4.76,CLIC
2011-03-03,5.02,CLIC
2011-03-04,3.03,CLIC
2011-03-05,4.53,CLIC
2011-03-06,5.05,CLIC
2011-03-07,6.75,CLIC
2011-03-08,8.63,CLIC
2011-03-09,6.32,CLIC
2011-03-10,5.63,CLIC
2011-03-11,4.19,CLIC
2011-03-12,5.81,CLIC
2011-03-13,3.26,CLIC
2011-03-14,5.73,CLIC
2011-03-15,4.84,CLIC
2011-03-16,5.74,CLIC
2011-03-17,6.02,CLIC
2011-03-18,6.11,CLIC
2011-03-19,5.31,CLIC
2011-03-20,3.46,CLIC
2011-03-21,4.84,CLIC
2011-03-22,4.36,CLIC
2011-03-23,5.8,CLIC
2011-03-24,7.99,CLIC
2011-03-25,5.83,CLIC
2011-03-26,7.74,CLIC
2011-03-27,8.03,CLIC
2011-03-28,6.87,CLIC
2011-03-29,5.34,CLIC
2011-03-30,2.24,CLIC
2011-03-31,6.47,CLIC
2011-04-01,9.08,CLIC
2011-04-02,1.46,CLIC
2011-04-03,11.08,CLIC
2011-04-04,11.96,CLIC
2011-04-05,6.03,CLIC
2011-04-06,6.38,CLIC
2011-04-07,8.01,CLIC
2011-04-08,7.15,CLIC
2011-04-09,8.52,CLIC
2011-04-10,7.58,CLIC
2011-04-11,11.63,CLIC
2011-04-12,6.68,CLIC
2011-04-13,6.17,CLIC
2011-04-14,8.35,CLIC
2011-04-15,8.43,CLIC
2011-04-16,6.19,CLIC
2011-04-17,5.39,CLIC
2011-04-18,9.4,CLIC
2011-04-19,11.05,CLIC
2011-04-20,6.5,CLIC
2011-04-21,5.64,CLIC
2011-04-22,5.22,CLIC
2011-04-23,8.57,CLIC
2011-04-24,5.96,CLIC
2011-04-25,10.23,CLIC
2011-04-26,11.92,CLIC
2011-04-27,8.22,CLIC
2011-04-28,8.84,CLIC
2011-04-29,6.26,CLIC
2011-04-30,9.15,CLIC
2011-05-01,10.98,CLIC
2011-05-02,3.63,CLIC
2011-05-03,5.6,CLIC
2011-05-04,5.72,CLIC
2011-05-05,6.96,CLIC
2011-05-06,7.65,CLIC
2011-05-07,7.35,CLIC
2011-05-08,4.49,CLIC
2011-05-09,9.47,CLIC
2011-05-10,8.87,CLIC
2011-05-11,8.07,CLIC
2011-05-12,4.14,CLIC
2011-05-13,7.45,CLIC
2011-05-14,3.27,CLIC
2011-05-15,1.82,CLIC
2011-05-16,1.09,CLIC
2011-05-17,5.17,CLIC
2011-05-18,6.63,CLIC
2011-05-19,7.91,CLIC
2011-05-20,7.57,CLIC
2011-05-21,8.4,CLIC
2011-05-22,8.09,CLIC
2011-05-23,7.86,CLIC
2011-05-24,6.75,CLIC
2011-05-25,9.88,CLIC
2011-05-26,9.3,CLIC
2011-05-27,8.65,CLIC
2011-05-28,9.36,CLIC
2011-05-29,7.3,CLIC
2011-05-30,9.26,CLIC
2011-05-31,6.48,CLIC
2011-06-01,9.71,CLIC
2011-06-02,8.43,CLIC
2011-06-03,8.68,CLIC
2011-06-04,9.37,CLIC
2011-06-05,7.92,CLIC
2011-06-06,9.26,CLIC
2011-06-07,9.22,CLIC
2011-06-08,8.53,CLIC
2011-06-09,7.67,CLIC
2011-06-10,6.49,CLIC
2011-06-11,5.8,CLIC
2011-06-12,5.93,CLIC
2011-06-13,6.05,CLIC
2011-06-14,7.88,CLIC
2011-06-15,8.02,CLIC
2011-06-16,10.14,CLIC
2011-06-17,10.4,CLIC
2011-06-18,11.04,CLIC
2011-06-19,10.39,CLIC
2011-06-20,8.25,CLIC
2011-06-21,6.79,CLIC
2011-06-22,3.95,CLIC
2011-06-23,5.13,CLIC
2011-06-24,8.29,CLIC
2011-06-25,8.61,CLIC
2011-06-26,8.29,CLIC
2011-06-27,8.66,CLIC
2011-06-28,6.76,CLIC
2011-06-29,6,CLIC
2011-06-30,1.45,CLIC
2011-07-01,2.98,CLIC
2011-07-02,1.7,CLIC
2011-07-03,4.51,CLIC
2011-07-04,6.37,CLIC
2011-07-05,6.18,CLIC
2011-07-06,6.06,CLIC
2011-07-07,8.29,CLIC
2011-07-08,5.81,CLIC
2011-07-09,6.64,CLIC
2011-07-10,6.79,CLIC
2011-07-11,5.69,CLIC
2011-07-12,7.59,CLIC
2011-07-13,7.98,CLIC
2011-07-14,5.19,CLIC
2011-07-15,8.45,CLIC
2011-07-16,7.57,CLIC
2011-07-17,6.13,CLIC
2011-07-18,5.33,CLIC
2011-07-19,3.93,CLIC
2011-07-20,1.31,CLIC
2011-07-21,6.71,CLIC
2011-07-22,4.11,CLIC
2011-07-23,6.49,CLIC
2011-07-24,9.12,CLIC
2011-07-25,5.51,CLIC
2011-07-26,10.89,CLIC
2011-07-27,5.79,CLIC
2011-07-28,6.12,CLIC
2011-07-29,8.65,CLIC
2011-07-30,4.24,CLIC
2011-07-31,5.12,CLIC
2011-08-01,9.51,CLIC
2011-08-02,9.26,CLIC
2011-08-03,9.89,CLIC
2011-08-04,4.91,CLIC
2011-08-05,10.45,CLIC
2011-08-06,7.54,CLIC
2011-08-07,9.57,CLIC
2011-08-08,7.06,CLIC
2011-08-09,6.29,CLIC
2011-08-10,9.56,CLIC
2011-08-11,8.16,CLIC
2011-08-12,8.75,CLIC
2011-08-13,7.95,CLIC
2011-08-14,8.11,CLIC
2011-08-15,8.22,CLIC
2011-08-16,7.1,CLIC
2011-08-17,6.41,CLIC
2011-08-18,11.33,CLIC
2011-08-19,9.14,CLIC
2011-08-20,8.5,CLIC
2011-08-21,8.86,CLIC
2011-08-22,8.38,CLIC
2011-08-23,7.98,CLIC
2011-08-24,8.92,CLIC
2011-08-25,9.23,CLIC
2011-08-26,4.58,CLIC
2011-08-27,5.36,CLIC
2011-08-28,7.11,CLIC
2011-08-29,8.01,CLIC
2011-08-30,8.63,CLIC
2011-08-31,5.96,CLIC
2011-09-01,6.61,CLIC
2011-09-02,5.68,CLIC
2011-09-03,6.15,CLIC
2011-09-04,6.24,CLIC
2011-09-05,6.16,CLIC
2011-09-06,6.08,CLIC
2011-09-07,7.15,CLIC
2011-09-08,7.4,CLIC
2011-09-09,6.19,CLIC
2011-09-10,9.85,CLIC
2011-09-11,6.89,CLIC
2011-09-12,6.89,CLIC
2011-09-13,7.56,CLIC
2011-09-14,7.33,CLIC
2011-09-15,6.92,CLIC
2011-09-16,5.92,CLIC
2011-09-17,5.03,CLIC
2011-09-18,5.41,CLIC
2011-09-19,5.74,CLIC
2011-09-20,4.03,CLIC
2011-09-21,7.35,CLIC
2011-09-22,9.35,CLIC
2011-09-23,5.81,CLIC
2011-09-24,7.18,CLIC
2011-09-25,7.6,CLIC
2011-09-26,10.1,CLIC
2011-09-27,5.87,CLIC
2011-09-28,6.25,CLIC
2011-09-29,8.24,CLIC
2011-09-30,3.35,CLIC
2011-10-01,5.72,CLIC
2011-10-02,5.59,CLIC
2011-10-03,5.37,CLIC
2011-10-04,2.88,CLIC
2011-10-05,3.71,CLIC
2011-10-06,6.42,CLIC
2011-10-07,5.99,CLIC
2011-10-08,3.66,CLIC
2011-10-09,2.51,CLIC
2011-10-10,3.82,CLIC
2011-10-11,1.6,CLIC
2011-10-12,2.04,CLIC
2011-10-13,4.21,CLIC
2011-10-14,4.53,CLIC
2011-10-15,4.69,CLIC
2011-10-16,3.86,CLIC
2011-10-17,5.01,CLIC
2011-10-18,7.73,CLIC
2011-10-19,4.75,CLIC
2011-10-20,2.35,CLIC
2011-10-21,4.54,CLIC
2011-10-22,4.29,CLIC
2011-10-23,3.95,CLIC
2011-10-24,4.47,CLIC
2011-10-25,4.22,CLIC
2011-10-26,4.69,CLIC
2011-10-27,3.84,CLIC
2011-10-28,5.49,CLIC
2011-10-29,2.85,CLIC
2011-10-30,4.47,CLIC
2011-10-31,2.68,CLIC
2011-11-01,1.73,CLIC
2011-11-02,7.31,CLIC
2011-11-03,4.26,CLIC
2011-11-04,2.8,CLIC
2011-11-05,2.11,CLIC
2011-11-06,3.25,CLIC
2011-11-07,3.36,CLIC
2011-11-08,5.67,CLIC
2011-11-09,4.86,CLIC
2011-11-10,3.57,CLIC
2011-11-11,2.81,CLIC
2011-11-12,1.81,CLIC
2011-11-13,2.65,CLIC
2011-11-14,3.1,CLIC
2011-11-15,5.41,CLIC
2011-11-16,3.38,CLIC
2011-11-17,1.64,CLIC
2011-11-18,1.67,CLIC
2011-11-19,2.02,CLIC
2011-11-20,2.28,CLIC
2011-11-21,2.88,CLIC
2011-11-22,4.36,CLIC
2011-11-23,3.37,CLIC
2011-11-24,1.33,CLIC
2011-11-25,1.55,CLIC
2011-11-26,6.9,CLIC
2011-11-27,4.29,CLIC
2011-11-28,4.75,CLIC
2011-11-29,4.75,CLIC
2011-11-30,1.98,CLIC
2011-12-01,1.91,CLIC
2011-12-02,1.05,CLIC
2011-12-03,1.53,CLIC
2011-12-04,2.24,CLIC
2011-12-05,2.24,CLIC
2011-12-06,2.67,CLIC
2011-12-07,1.87,CLIC
2011-12-08,0.72,CLIC
2011-12-09,1.09,CLIC
2011-12-10,0.83,CLIC
2011-12-11,0.94,CLIC
2011-12-12,0.12,CLIC
2011-12-13,0.47,CLIC
2011-12-14,0.86,CLIC
2011-12-15,1.52,CLIC
2011-12-16,0.82,CLIC
2011-12-17,0.13,CLIC
2011-12-18,0.26,CLIC
2011-12-19,0.24,CLIC
2011-12-20,2.57,CLIC
2011-12-21,1.75,CLIC
2011-12-22,1.82,CLIC
2011-12-23,1.12,CLIC
2011-12-24,1.02,CLIC
2011-12-25,1.29,CLIC
2011-12-26,2.15,CLIC
2011-12-27,2.1,CLIC
2011-12-28,1.96,CLIC
2011-12-29,2.16,CLIC
2011-12-30,2.82,CLIC
2011-12-31,2.12,CLIC
2012-01-01,1.52,CLIC
2012-01-02,3.34,CLIC
2012-01-03,2.02,CLIC
2012-01-04,2.23,CLIC
2012-01-05,1.92,CLIC
2012-01-06,2.26,CLIC
2012-01-07,2.3,CLIC
2012-01-08,1.13,CLIC
2012-01-09,3.06,CLIC
2012-01-10,2.57,CLIC
2012-01-11,1.27,CLIC
2012-01-12,3.98,CLIC
2012-01-13,1.72,CLIC
2012-01-14,1.49,CLIC
2012-01-15,0.9,CLIC
2012-01-16,1.53,CLIC
2012-01-17,4.72,CLIC
2012-01-18,1.94,CLIC
2012-01-19,1.64,CLIC
2012-01-20,2.48,CLIC
2012-01-21,2.45,CLIC
2012-01-22,3.45,CLIC
2012-01-23,2.2,CLIC
2012-01-24,0.8,CLIC
2012-01-25,2.85,CLIC
2012-01-26,4.35,CLIC
2012-01-27,2.9,CLIC
2012-01-28,1.42,CLIC
2012-01-29,0.28,CLIC
2012-01-30,0.97,CLIC
2012-01-31,1.5,CLIC
2012-02-01,2.57,CLIC
2012-02-02,1.35,CLIC
2012-02-03,2.27,CLIC
2012-02-04,2.14,CLIC
2012-02-05,1.2,CLIC
2012-02-06,3.76,CLIC
2012-02-07,0.66,CLIC
2012-02-08,0.11,CLIC
2012-02-09,0.1,CLIC
2012-02-10,1.87,CLIC
2012-02-11,0.92,CLIC
2012-02-12,0.56,CLIC
2012-02-13,1.28,CLIC
2012-02-14,1.83,CLIC
2012-02-15,2.89,CLIC
2012-02-16,0.34,CLIC
2012-02-17,0.2,CLIC
2012-02-18,5.64,CLIC
2012-02-19,3.73,CLIC
2012-02-20,2.5,CLIC
2012-02-21,0.38,CLIC
2012-02-22,4.33,CLIC
2012-02-23,4.75,CLIC
2012-02-24,2.19,CLIC
2012-02-25,2.46,CLIC
2012-02-26,5.06,CLIC
2012-02-27,1.54,CLIC
2012-02-28,1.26,CLIC
2012-02-29,4.62,CLIC
2012-03-01,3.03,CLIC
2012-03-02,8.06,CLIC
2012-03-03,6.1,CLIC
2012-03-04,2.9,CLIC
2012-03-05,6.25,CLIC
2012-03-06,4.27,CLIC
