Estación: ,C19029,LA ARENA. PESQUERIA
1969-11-17,3.2,CLIC
1969-11-18,2.9,CLIC
1969-11-19,2.9,CLIC
1969-11-20,4.1,CLIC
1969-11-21,2.8,CLIC
1969-11-22,2.6,CLIC
1969-11-23,2.3,CLIC
1969-11-24,0.3,CLIC
1969-11-25,1.4,CLIC
1969-11-26,1.1,CLIC
1969-11-27,1.3,CLIC
1969-11-29,0.2,CLIC
1969-11-30,0.8,CLIC
1969-12-01,0.2,CLIC
1969-12-02,2.3,CLIC
1969-12-03,1.8,CLIC
1969-12-04,0.6,CLIC
1969-12-05,0.3,CLIC
1969-12-06,6.6,CLIC
1969-12-07,2.8,CLIC
1969-12-08,2.1,CLIC
1969-12-09,2.1,CLIC
1969-12-10,3.7,CLIC
1969-12-11,3.2,CLIC
1969-12-12,2.3,CLIC
1969-12-13,2.3,CLIC
1969-12-14,2.9,CLIC
1969-12-15,2.9,CLIC
1969-12-16,3.3,CLIC
1969-12-17,2.3,CLIC
1969-12-18,2.3,CLIC
1969-12-19,2.3,CLIC
1969-12-20,2.6,CLIC
1969-12-21,2.1,CLIC
1969-12-22,3.1,CLIC
1969-12-23,3.1,CLIC
1969-12-24,3.1,CLIC
1969-12-25,3.9,CLIC
1969-12-26,3.1,CLIC
1969-12-27,3.1,CLIC
1969-12-28,4.9,CLIC
1969-12-29,0.9,CLIC
1969-12-30,0.8,CLIC
1969-12-31,0.7,CLIC
1970-01-01,0.3,CLIC
1970-01-02,2.7,CLIC
1970-01-03,0.9,CLIC
1970-01-04,1.5,CLIC
1970-01-05,1.6,CLIC
1970-01-06,1.7,CLIC
1970-01-07,1.7,CLIC
1970-01-08,0.1,CLIC
1970-01-09,1.7,CLIC
1970-01-10,0.6,CLIC
1970-01-11,5.2,CLIC
1970-01-12,3.3,CLIC
1970-01-13,1.2,CLIC
1970-01-14,1.2,CLIC
1970-01-16,4.3,CLIC
1970-01-17,3.2,CLIC
1970-01-18,4.1,CLIC
1970-01-19,2.3,CLIC
1970-01-20,2.5,CLIC
1970-01-21,2.1,CLIC
1970-01-22,3,CLIC
1970-01-23,2.6,CLIC
1970-01-24,3.1,CLIC
1970-01-25,1.8,CLIC
1970-01-26,3.3,CLIC
1970-01-27,3.1,CLIC
1970-01-28,3.1,CLIC
1970-01-29,9.4,CLIC
1970-01-30,4.4,CLIC
1970-01-31,4.2,CLIC
1970-02-01,6.5,CLIC
1970-02-02,0.6,CLIC
1970-02-03,9.2,CLIC
1970-02-04,4.8,CLIC
1970-02-05,2.1,CLIC
1970-02-06,3,CLIC
1970-02-07,1.5,CLIC
1970-02-08,1,CLIC
1970-02-09,1,CLIC
1970-02-10,0.9,CLIC
1970-02-11,3,CLIC
1970-02-12,2.8,CLIC
1970-02-13,4,CLIC
1970-02-14,4.3,CLIC
1970-02-15,8.4,CLIC
1970-02-16,4.4,CLIC
1970-02-17,3.7,CLIC
1970-02-18,4,CLIC
1970-02-19,4.2,CLIC
1970-02-20,0.4,CLIC
1970-02-21,0.1,CLIC
1970-02-22,1,CLIC
1970-02-23,1.3,CLIC
1970-02-24,0.9,CLIC
1970-02-25,3.9,CLIC
1970-02-26,5.9,CLIC
1970-02-27,0.1,CLIC
1970-02-28,0.6,CLIC
1970-03-01,4.2,CLIC
1970-03-02,2,CLIC
1970-03-03,6.9,CLIC
1970-03-04,2.6,CLIC
1970-03-05,5.3,CLIC
1970-03-06,5.4,CLIC
1970-03-07,3.7,CLIC
1970-03-08,4.9,CLIC
1970-03-09,5.1,CLIC
1970-03-10,6.1,CLIC
1970-03-11,3.1,CLIC
1970-03-12,4.2,CLIC
1970-03-13,4,CLIC
1970-03-14,4.8,CLIC
1970-03-15,4.8,CLIC
1970-03-16,6.7,CLIC
1970-03-17,6.2,CLIC
1970-03-18,3.7,CLIC
1970-03-19,2.4,CLIC
1970-03-20,0.9,CLIC
1970-03-21,4.6,CLIC
1970-03-22,4,CLIC
1970-03-23,2.3,CLIC
1970-03-24,5.1,CLIC
1970-03-25,10.7,CLIC
1970-03-26,6.2,CLIC
1970-03-27,4,CLIC
1970-03-28,6.8,CLIC
1970-03-29,6.2,CLIC
1970-03-30,5.5,CLIC
1970-03-31,6.6,CLIC
1970-04-01,9.9,CLIC
1970-04-02,8.5,CLIC
1970-04-03,7,CLIC
1970-04-04,4,CLIC
1970-04-05,3,CLIC
1970-04-06,4.7,CLIC
1970-04-07,5,CLIC
1970-04-08,4.3,CLIC
1970-04-09,3.8,CLIC
1970-04-10,2,CLIC
1970-04-11,6.3,CLIC
1970-04-12,8.3,CLIC
1970-04-13,4.6,CLIC
1970-04-14,3.3,CLIC
1970-04-15,5.8,CLIC
1970-04-16,5.8,CLIC
1970-04-17,3.5,CLIC
1970-04-18,4.2,CLIC
1970-04-19,7.2,CLIC
1970-04-20,9.1,CLIC
1970-04-21,8.2,CLIC
1970-04-22,8.5,CLIC
1970-04-23,8.5,CLIC
1970-04-24,4.8,CLIC
1970-04-25,2.5,CLIC
1970-04-26,7.5,CLIC
1970-04-27,6.3,CLIC
1970-04-28,8.4,CLIC
1970-04-29,8.9,CLIC
1970-04-30,5.9,CLIC
1970-05-01,5.2,CLIC
1970-05-02,1.6,CLIC
1970-05-03,5.6,CLIC
1970-05-04,8.3,CLIC
1970-05-05,7.3,CLIC
1970-05-06,7,CLIC
1970-05-07,6.9,CLIC
1970-05-08,6,CLIC
1970-05-09,5.8,CLIC
1970-05-10,7.1,CLIC
1970-05-11,7,CLIC
1970-05-12,5.1,CLIC
1970-05-13,5.3,CLIC
1970-05-14,4.1,CLIC
1970-05-15,4.8,CLIC
1970-05-16,9.9,CLIC
1970-05-17,7.3,CLIC
1970-05-18,7.7,CLIC
1970-05-19,3.8,CLIC
1970-05-20,8.2,CLIC
1970-05-21,7.3,CLIC
1970-05-22,6.8,CLIC
1970-05-23,8.5,CLIC
1970-05-24,2.8,CLIC
1970-05-25,5.4,CLIC
1970-05-26,6.1,CLIC
1970-05-27,7.8,CLIC
1970-05-28,7.4,CLIC
1970-05-29,6.7,CLIC
1970-05-30,3.9,CLIC
1970-05-31,5.5,CLIC
1970-06-01,4.3,CLIC
1970-06-02,4.3,CLIC
1970-06-03,7.2,CLIC
1970-06-04,9.1,CLIC
1970-06-05,6.4,CLIC
1970-06-06,9,CLIC
1970-06-07,5.9,CLIC
1970-06-08,5.4,CLIC
1970-06-09,4.3,CLIC
1970-06-10,7.9,CLIC
1970-06-11,2.6,CLIC
1970-06-12,10.1,CLIC
1970-06-13,11.5,CLIC
1970-06-14,7.8,CLIC
1970-06-15,8.1,CLIC
1970-06-16,4.1,CLIC
1970-06-17,6.3,CLIC
1970-06-18,7.5,CLIC
1970-06-19,8,CLIC
1970-06-20,7.8,CLIC
1970-06-21,4,CLIC
1970-06-22,4.2,CLIC
1970-06-23,7.7,CLIC
1970-06-24,5.1,CLIC
1970-06-25,5.5,CLIC
1970-06-26,1.1,CLIC
1970-06-27,2,CLIC
1970-06-28,4.2,CLIC
1970-06-29,7.4,CLIC
1970-06-30,7.3,CLIC
1970-07-01,6,CLIC
1970-07-02,6.6,CLIC
1970-07-03,6,CLIC
1970-07-04,6.1,CLIC
1970-07-05,7.9,CLIC
1970-07-06,6.6,CLIC
1970-07-07,6.4,CLIC
1970-07-08,10.4,CLIC
1970-07-09,9.4,CLIC
1970-07-10,3.9,CLIC
1970-07-11,10.5,CLIC
1970-07-12,10.3,CLIC
1970-07-13,9.2,CLIC
1970-07-14,3.1,CLIC
1970-07-15,3,CLIC
1970-07-16,2,CLIC
1970-07-17,0.1,CLIC
1970-07-18,5.4,CLIC
1970-07-19,6.9,CLIC
1970-07-20,5.8,CLIC
1970-07-21,2.7,CLIC
1970-07-22,4.7,CLIC
1970-07-23,4.7,CLIC
1970-07-24,5.2,CLIC
1970-07-25,5.6,CLIC
1970-07-26,7.4,CLIC
1970-07-27,5.9,CLIC
1970-07-28,6.7,CLIC
1970-07-29,7.2,CLIC
1970-07-30,6.8,CLIC
1970-07-31,7,CLIC
1970-08-01,7,CLIC
1970-08-02,6,CLIC
1970-08-03,5.7,CLIC
1970-08-04,6.3,CLIC
1970-08-05,6.1,CLIC
1970-08-06,6,CLIC
1970-08-07,6,CLIC
1970-08-08,6.1,CLIC
1970-08-09,6,CLIC
1970-08-10,7.6,CLIC
1970-08-11,7.6,CLIC
1970-08-12,5.5,CLIC
1970-08-13,5.5,CLIC
1970-08-14,6.5,CLIC
1970-08-15,6.1,CLIC
1970-08-16,6,CLIC
1970-08-17,6.5,CLIC
1970-08-18,7.3,CLIC
1970-08-19,6,CLIC
1970-08-20,6.6,CLIC
1970-08-21,5.8,CLIC
1970-08-22,6.4,CLIC
1970-08-23,6.8,CLIC
1970-08-24,8.1,CLIC
1970-08-25,6.6,CLIC
1970-08-26,4.9,CLIC
1970-08-27,5.3,CLIC
1970-08-28,7.4,CLIC
1970-08-29,6.2,CLIC
1970-08-30,6.1,CLIC
1970-08-31,2.7,CLIC
1970-09-01,4.5,CLIC
1970-09-02,5.9,CLIC
1970-09-03,6.1,CLIC
1970-09-04,5.9,CLIC
1970-09-05,7.1,CLIC
1970-09-06,4.9,CLIC
1970-09-07,4.8,CLIC
1970-09-08,8,CLIC
1970-09-09,5.8,CLIC
1970-09-10,4.2,CLIC
1970-09-11,4.7,CLIC
1970-09-12,1.6,CLIC
1970-09-13,1,CLIC
1970-09-14,4.4,CLIC
1970-09-15,4.3,CLIC
1970-09-16,4.7,CLIC
1970-09-17,4.1,CLIC
1970-09-18,3.2,CLIC
1970-09-19,4.7,CLIC
1970-09-20,3.9,CLIC
1970-09-21,4.9,CLIC
1970-09-22,4.1,CLIC
1970-09-23,2.1,CLIC
1970-09-24,3,CLIC
1970-09-25,1.7,CLIC
1970-09-26,1,CLIC
1970-09-27,2.3,CLIC
1970-09-28,1.2,CLIC
1970-09-29,2.2,CLIC
1970-09-30,6.1,CLIC
1970-10-01,0.7,CLIC
1970-10-02,1.4,CLIC
1970-10-03,4.5,CLIC
1970-10-04,1.1,CLIC
1970-10-05,1.5,CLIC
1970-10-06,2.7,CLIC
1970-10-07,4.1,CLIC
1970-10-08,4.4,CLIC
1970-10-09,4.9,CLIC
1970-10-10,4.9,CLIC
1970-10-11,4.7,CLIC
1970-10-12,5.2,CLIC
1970-10-13,5.1,CLIC
1970-10-14,4.7,CLIC
1970-10-15,5.1,CLIC
1970-10-16,4,CLIC
1970-10-17,4.3,CLIC
1970-10-18,4,CLIC
1970-10-19,5.7,CLIC
1970-10-20,5.2,CLIC
1970-10-21,5.8,CLIC
1970-10-22,5.1,CLIC
1970-10-23,5.3,CLIC
1970-10-24,6,CLIC
1970-10-25,6.3,CLIC
1970-10-26,5.9,CLIC
1970-10-27,3.1,CLIC
1970-10-28,5.9,CLIC
1970-10-29,6,CLIC
1970-10-30,6,CLIC
1970-10-31,5.9,CLIC
1970-11-01,6.1,CLIC
1970-11-02,5.8,CLIC
1970-11-03,4.4,CLIC
1970-11-04,6.4,CLIC
1970-11-05,6,CLIC
1970-11-06,3.4,CLIC
1970-11-07,4,CLIC
1970-11-08,7,CLIC
1970-11-09,6,CLIC
1970-11-10,5.4,CLIC
1970-11-11,5.2,CLIC
1970-11-12,1.6,CLIC
1970-11-13,4.4,CLIC
1970-11-14,3.5,CLIC
1970-11-15,2.8,CLIC
1970-11-16,2,CLIC
1970-11-17,4.7,CLIC
1970-11-18,5,CLIC
1970-11-19,7.5,CLIC
1970-11-20,4.1,CLIC
1970-11-21,4.3,CLIC
1970-11-22,4.9,CLIC
1970-11-23,6.2,CLIC
1970-11-24,2.3,CLIC
1970-11-25,2.7,CLIC
1970-11-26,4.3,CLIC
1970-11-27,2,CLIC
1970-11-28,3.9,CLIC
1970-11-29,3.1,CLIC
1970-11-30,3.5,CLIC
1970-12-01,3,CLIC
1970-12-02,2.2,CLIC
1970-12-03,1.3,CLIC
1970-12-04,3.7,CLIC
1970-12-05,4.7,CLIC
1970-12-06,4.3,CLIC
1970-12-07,2.2,CLIC
1970-12-08,2.2,CLIC
1970-12-09,3.1,CLIC
1970-12-10,5,CLIC
1970-12-11,4.1,CLIC
1970-12-12,1.8,CLIC
1970-12-13,0.8,CLIC
1970-12-14,1,CLIC
1970-12-15,1.7,CLIC
1970-12-16,4.9,CLIC
1970-12-17,2.7,CLIC
1970-12-18,2.8,CLIC
1970-12-19,2.7,CLIC
1970-12-20,2.1,CLIC
1970-12-21,2.9,CLIC
1970-12-22,2.9,CLIC
1970-12-23,5.7,CLIC
1971-01-19,5.1,CLIC
1971-01-20,5,CLIC
1971-01-21,4.8,CLIC
1971-01-22,4.9,CLIC
1971-01-23,5,CLIC
1971-01-24,6.6,CLIC
1971-01-25,9.6,CLIC
1971-01-26,9.3,CLIC
1971-01-27,3.5,CLIC
1971-01-28,9,CLIC
1971-01-29,8.2,CLIC
1971-01-30,8.5,CLIC
1971-01-31,9.1,CLIC
1971-02-01,5.8,CLIC
1971-02-02,9.3,CLIC
1971-02-03,8.1,CLIC
1971-02-04,6.1,CLIC
1971-02-05,6,CLIC
1971-02-06,9.1,CLIC
1971-02-07,9.3,CLIC
1971-02-08,2.2,CLIC
1971-02-09,7.4,CLIC
1971-02-10,1.8,CLIC
1971-02-11,6.5,CLIC
1971-02-12,5.9,CLIC
1971-02-13,7.6,CLIC
1971-02-14,5.2,CLIC
1971-02-15,4.4,CLIC
1971-02-16,6.6,CLIC
1971-02-17,5.2,CLIC
1971-02-18,5,CLIC
1971-02-19,7.6,CLIC
1971-02-20,2.6,CLIC
1971-02-21,8,CLIC
1971-02-22,4.9,CLIC
1971-02-23,3.9,CLIC
1971-02-24,4.1,CLIC
1971-02-25,4.6,CLIC
1971-02-26,9.4,CLIC
1971-02-27,7.2,CLIC
1971-02-28,5.6,CLIC
1971-03-01,5.8,CLIC
1971-03-02,9.3,CLIC
1971-03-03,9.8,CLIC
1971-03-04,9.1,CLIC
1971-03-05,9.1,CLIC
1971-03-06,2.8,CLIC
1971-03-07,9.1,CLIC
1971-03-08,8.8,CLIC
1971-03-09,5.4,CLIC
1971-03-10,8.2,CLIC
1971-03-11,4.9,CLIC
1971-03-12,8.3,CLIC
1971-03-13,6.9,CLIC
1971-03-14,7,CLIC
1971-03-15,6.1,CLIC
1971-03-16,7,CLIC
1971-03-17,9,CLIC
1971-03-18,9.1,CLIC
1971-03-19,10,CLIC
1971-03-20,9.4,CLIC
1971-03-21,8.1,CLIC
1971-03-22,10,CLIC
1971-03-23,7.9,CLIC
1971-03-24,5.9,CLIC
1971-03-25,6.1,CLIC
1971-03-26,10.2,CLIC
1971-03-27,10,CLIC
1971-03-28,7.8,CLIC
1971-03-29,9.9,CLIC
1971-03-30,9.8,CLIC
1971-03-31,8.1,CLIC
1971-04-01,4,CLIC
1971-04-02,9,CLIC
1971-04-03,9,CLIC
1971-04-04,10,CLIC
1971-04-05,8,CLIC
1971-04-06,7.1,CLIC
1971-04-07,11,CLIC
1971-04-08,9.3,CLIC
1971-04-09,9.7,CLIC
1971-04-10,9.6,CLIC
1971-04-11,8.1,CLIC
1971-04-12,8.7,CLIC
1971-04-13,7.8,CLIC
1971-04-14,9,CLIC
1971-04-15,7.9,CLIC
1971-04-16,7.3,CLIC
1971-04-17,7,CLIC
1971-04-18,8.4,CLIC
1971-04-19,10,CLIC
1971-04-20,5.4,CLIC
1971-04-21,6.2,CLIC
1971-04-22,9.8,CLIC
1971-04-23,8.1,CLIC
1971-04-24,11.6,CLIC
1971-04-25,10.1,CLIC
1971-04-26,4.9,CLIC
1971-04-27,7.9,CLIC
1971-04-28,8,CLIC
1971-04-29,7.8,CLIC
1971-04-30,6,CLIC
1971-05-01,9.3,CLIC
1971-05-02,9.1,CLIC
1971-05-03,10.6,CLIC
1971-05-04,10.2,CLIC
1971-05-05,10,CLIC
1971-05-06,9.2,CLIC
1971-05-07,9.8,CLIC
1971-05-08,9.1,CLIC
1971-05-09,10.1,CLIC
1971-05-10,8.1,CLIC
1971-05-11,4.3,CLIC
1971-05-12,3,CLIC
1971-05-13,3.1,CLIC
1971-05-14,5,CLIC
1971-05-15,5.2,CLIC
1971-05-16,9.1,CLIC
1971-05-17,10,CLIC
1971-05-18,9.1,CLIC
1971-05-19,8,CLIC
1971-05-20,6.1,CLIC
1971-05-21,6.9,CLIC
1971-05-22,8.8,CLIC
1971-05-23,9.1,CLIC
1971-05-24,8.4,CLIC
1971-05-25,8,CLIC
1971-05-26,7.4,CLIC
1971-05-27,7.1,CLIC
1971-05-28,8.4,CLIC
1971-05-29,7.2,CLIC
1971-05-30,7,CLIC
1971-05-31,6.5,CLIC
1971-06-01,7,CLIC
1971-06-02,6,CLIC
1971-06-03,7,CLIC
1971-06-04,7.7,CLIC
1971-06-05,7.2,CLIC
1971-06-06,9.1,CLIC
1971-06-07,10,CLIC
1971-06-08,9.4,CLIC
1971-06-09,6.1,CLIC
1971-06-10,6.1,CLIC
1971-06-11,5.9,CLIC
1971-06-12,8,CLIC
1971-06-13,4.3,CLIC
1971-06-14,4.3,CLIC
1971-06-15,9.1,CLIC
1971-06-16,4.1,CLIC
1971-06-17,3,CLIC
1971-06-18,3.2,CLIC
1971-06-19,3.1,CLIC
1971-06-20,3,CLIC
1971-06-21,4,CLIC
1971-06-22,4,CLIC
1971-06-23,5.2,CLIC
1971-06-24,8.3,CLIC
1971-06-25,1.4,CLIC
1971-06-26,2.3,CLIC
1971-06-27,5.7,CLIC
1971-06-28,4.2,CLIC
1971-06-29,5.8,CLIC
1971-06-30,7.3,CLIC
1971-07-01,9,CLIC
1971-07-02,8.2,CLIC
1971-07-03,7.9,CLIC
1971-07-04,12.1,CLIC
1971-07-05,7.9,CLIC
1971-07-06,6.1,CLIC
1971-07-07,6.1,CLIC
1971-07-08,7.2,CLIC
1971-07-09,9.7,CLIC
1971-07-10,1.3,CLIC
1971-07-11,2.1,CLIC
1971-07-12,1.6,CLIC
1971-07-13,2.5,CLIC
1971-07-14,8,CLIC
1971-07-15,7.8,CLIC
1971-07-16,3.4,CLIC
1971-07-17,6.3,CLIC
1971-07-18,6.3,CLIC
1971-07-19,2.3,CLIC
1971-07-20,6,CLIC
1971-07-21,5.2,CLIC
1971-07-22,8.1,CLIC
1971-07-23,9.3,CLIC
1971-07-24,8.1,CLIC
1971-07-25,8,CLIC
1971-07-26,7,CLIC
1971-07-27,8.8,CLIC
1971-07-28,5.4,CLIC
1971-07-29,5.4,CLIC
1971-07-30,2.2,CLIC
1971-07-31,5.1,CLIC
1971-08-02,3,CLIC
1971-08-03,4,CLIC
1971-08-04,5.9,CLIC
1971-08-05,3.6,CLIC
1971-08-06,3,CLIC
1971-08-07,4.7,CLIC
1971-08-08,6.1,CLIC
1971-08-09,10.6,CLIC
1971-08-10,11.6,CLIC
1971-08-11,8.4,CLIC
1971-08-12,2,CLIC
1971-08-13,3,CLIC
1971-08-14,2.6,CLIC
1971-08-15,9.7,CLIC
1971-08-16,6.7,CLIC
1971-08-17,6.1,CLIC
1971-08-18,5.9,CLIC
1971-08-19,6.3,CLIC
1971-08-20,6.5,CLIC
1971-08-21,7.2,CLIC
1971-08-22,7.2,CLIC
1971-08-23,7.8,CLIC
1971-08-24,7,CLIC
1971-08-25,8.7,CLIC
1971-08-26,7,CLIC
1971-08-27,7,CLIC
1971-08-28,3,CLIC
1971-08-29,4.1,CLIC
1971-08-30,4.4,CLIC
1971-08-31,5.1,CLIC
1971-09-01,4,CLIC
1971-09-02,5.5,CLIC
1971-09-03,7,CLIC
1971-09-04,4,CLIC
1971-09-05,7.4,CLIC
1971-09-06,8,CLIC
1971-09-07,5.4,CLIC
1971-09-08,8.1,CLIC
1971-09-09,4.1,CLIC
1971-09-10,5.4,CLIC
1971-09-11,4.2,CLIC
1971-09-12,5.3,CLIC
1971-09-13,7.4,CLIC
1971-09-14,8.1,CLIC
1971-09-15,5.4,CLIC
1971-09-16,6.4,CLIC
1971-09-17,7.1,CLIC
1971-09-18,4.5,CLIC
1971-09-19,2.4,CLIC
1971-09-20,3.4,CLIC
1971-09-21,1.8,CLIC
1971-09-22,4,CLIC
1971-09-23,5.4,CLIC
1971-09-24,3,CLIC
1971-09-25,2.2,CLIC
1971-09-26,4.2,CLIC
1971-09-27,5.6,CLIC
1971-09-28,2.1,CLIC
1971-09-29,1.8,CLIC
1971-09-30,3.4,CLIC
1971-10-01,3.4,CLIC
1971-10-02,3.4,CLIC
1971-10-03,2,CLIC
1971-10-04,4,CLIC
1971-10-05,1.2,CLIC
1971-10-06,0.5,CLIC
1971-10-07,1.1,CLIC
1971-10-08,3.5,CLIC
1971-10-09,2.6,CLIC
1971-10-10,2.7,CLIC
1971-10-11,3.4,CLIC
1971-10-12,2.5,CLIC
1971-10-13,6.6,CLIC
1971-10-14,2.2,CLIC
1971-10-15,1.2,CLIC
1971-10-16,2.4,CLIC
1971-10-17,3.1,CLIC
1971-10-18,4.2,CLIC
1971-10-19,3.7,CLIC
1971-10-20,4.2,CLIC
1971-10-21,3.4,CLIC
1971-10-22,2.3,CLIC
1971-10-23,2.6,CLIC
1971-10-24,3,CLIC
1971-10-25,2.9,CLIC
1971-10-26,3.1,CLIC
1971-10-27,2.5,CLIC
1971-10-28,2.8,CLIC
1971-10-29,3.1,CLIC
1971-10-30,2.7,CLIC
1971-10-31,3.6,CLIC
1971-11-01,3,CLIC
1971-11-02,3.4,CLIC
1971-11-03,4.1,CLIC
1971-11-04,3.3,CLIC
1971-11-05,3.7,CLIC
1971-11-06,2.1,CLIC
1971-11-07,2.1,CLIC
1971-11-08,0.8,CLIC
1971-11-09,0.5,CLIC
1971-11-10,1.9,CLIC
1971-11-11,1.6,CLIC
1971-11-12,3.6,CLIC
1971-11-13,3,CLIC
1971-11-14,4,CLIC
1971-11-15,3.7,CLIC
1971-11-16,3.4,CLIC
1971-11-17,4,CLIC
1971-11-18,3.7,CLIC
1971-11-19,3,CLIC
1971-11-20,3.9,CLIC
1971-11-21,3.1,CLIC
1971-11-22,1.9,CLIC
1971-11-23,3.2,CLIC
1971-11-24,4.8,CLIC
1971-11-25,4.1,CLIC
1971-11-26,1.9,CLIC
1971-11-27,4.3,CLIC
1971-11-28,3.8,CLIC
1971-11-29,4.1,CLIC
1971-11-30,3.1,CLIC
1971-12-01,3.1,CLIC
1971-12-02,4.4,CLIC
1971-12-03,3.6,CLIC
1971-12-04,2.9,CLIC
1971-12-05,2.3,CLIC
1971-12-06,3.1,CLIC
1971-12-07,4.3,CLIC
1971-12-08,3.9,CLIC
1971-12-09,3.2,CLIC
1971-12-10,4.5,CLIC
1971-12-11,3.4,CLIC
1971-12-12,3.9,CLIC
1971-12-13,4.1,CLIC
1971-12-14,3.9,CLIC
1971-12-15,4.1,CLIC
1971-12-16,3,CLIC
1971-12-17,3.7,CLIC
1971-12-18,4.3,CLIC
1972-01-15,4,CLIC
1972-01-16,5.9,CLIC
1972-01-17,6.1,CLIC
1972-01-18,4,CLIC
1972-01-19,4.1,CLIC
1972-01-20,5.7,CLIC
1972-01-21,6.2,CLIC
1972-01-22,5.9,CLIC
1972-01-23,6.1,CLIC
1972-01-24,5.9,CLIC
1972-01-25,6.2,CLIC
1972-01-26,5.9,CLIC
1972-01-27,6.2,CLIC
1972-01-28,1.2,CLIC
1972-01-29,1,CLIC
1972-01-30,1.2,CLIC
1972-01-31,0.5,CLIC
1972-02-01,1,CLIC
1972-02-02,4.7,CLIC
1972-02-03,3.7,CLIC
1972-02-04,3.1,CLIC
1972-02-05,3.5,CLIC
1972-02-06,4,CLIC
1972-02-07,0.3,CLIC
1972-02-08,3.2,CLIC
1972-02-09,0.3,CLIC
1972-02-10,0.2,CLIC
1972-02-11,1.8,CLIC
1972-02-12,1.7,CLIC
1972-02-13,2.7,CLIC
1972-02-14,3.5,CLIC
1972-02-15,4.9,CLIC
1972-02-16,5.1,CLIC
1972-02-17,5.4,CLIC
1972-02-18,6.5,CLIC
1972-02-19,5,CLIC
1972-02-20,5.1,CLIC
1972-02-21,5.3,CLIC
1972-02-22,5.6,CLIC
1972-02-23,6.4,CLIC
1972-02-24,6.1,CLIC
1972-02-25,5.1,CLIC
1972-02-26,3.6,CLIC
1972-02-27,1.5,CLIC
1972-02-28,4.9,CLIC
1972-02-29,4.2,CLIC
1972-03-01,7.6,CLIC
1972-03-02,6.2,CLIC
1972-03-03,6.1,CLIC
1972-03-04,5.9,CLIC
1972-03-05,5.9,CLIC
1972-03-06,6.1,CLIC
1972-03-07,6.2,CLIC
1972-03-08,4.2,CLIC
1972-03-09,1.5,CLIC
1972-03-10,0.3,CLIC
1972-03-11,6.9,CLIC
1972-03-12,1.7,CLIC
1972-03-13,7.7,CLIC
1972-03-14,0.4,CLIC
1972-03-15,4.5,CLIC
1972-03-16,4.8,CLIC
1972-03-17,5.8,CLIC
1972-03-18,5.2,CLIC
1972-03-19,6.3,CLIC
1972-03-20,6.7,CLIC
1972-03-21,6.8,CLIC
1972-03-22,4.7,CLIC
1972-03-23,4.8,CLIC
1972-03-24,4.4,CLIC
1972-03-25,8.1,CLIC
1972-03-26,4.6,CLIC
1972-03-27,9.7,CLIC
1972-03-28,9.3,CLIC
1972-03-29,10,CLIC
1972-03-30,7.9,CLIC
1972-03-31,9.1,CLIC
1972-04-01,8.9,CLIC
1972-04-02,7.1,CLIC
1972-04-03,9,CLIC
1972-04-04,8.1,CLIC
1972-04-05,4.2,CLIC
1972-04-06,9.5,CLIC
1972-04-07,7.4,CLIC
1972-04-08,7.3,CLIC
1972-04-09,7.4,CLIC
1972-04-10,5.3,CLIC
1972-04-11,3.2,CLIC
1972-04-12,10.5,CLIC
1972-04-13,8.8,CLIC
1972-04-14,8,CLIC
1972-04-15,9,CLIC
1972-04-16,9.1,CLIC
1972-04-17,8,CLIC
1972-04-18,7.3,CLIC
1972-04-19,7.6,CLIC
1972-04-20,5.8,CLIC
1972-04-21,7.8,CLIC
1972-04-22,6.3,CLIC
1972-04-23,6.3,CLIC
1972-04-24,6.1,CLIC
1972-04-25,3.1,CLIC
1972-04-26,1.8,CLIC
1972-04-27,0.7,CLIC
1972-04-28,5.4,CLIC
1972-04-29,4.8,CLIC
1972-04-30,4,CLIC
1972-05-01,4,CLIC
1972-05-02,2,CLIC
1972-05-03,4.8,CLIC
1972-05-04,4.5,CLIC
1972-05-05,0.8,CLIC
1972-05-06,3.8,CLIC
1972-05-07,4.3,CLIC
1972-05-08,0.8,CLIC
1972-05-09,1.6,CLIC
1972-05-10,5.1,CLIC
1972-05-11,1.2,CLIC
1972-05-12,3.8,CLIC
1972-05-13,2.9,CLIC
1972-05-14,2,CLIC
1972-05-15,0.5,CLIC
1972-05-16,0.1,CLIC
1972-05-17,9.6,CLIC
1972-05-18,3.9,CLIC
1972-05-19,4.8,CLIC
1972-05-20,4.9,CLIC
1972-05-21,4.5,CLIC
1972-05-22,4.8,CLIC
1972-05-23,4.8,CLIC
1972-05-24,5.1,CLIC
1972-05-25,5.4,CLIC
1972-05-26,3.6,CLIC
1972-05-27,6.3,CLIC
1972-05-28,6.3,CLIC
1972-05-29,6.2,CLIC
1972-05-30,2.7,CLIC
1972-05-31,5.1,CLIC
1972-06-01,4.2,CLIC
1972-06-02,7.1,CLIC
1972-06-03,6.7,CLIC
1972-06-04,3.9,CLIC
1972-06-05,3,CLIC
1972-06-06,4.1,CLIC
1972-06-07,3,CLIC
1972-06-08,2,CLIC
1972-06-09,6,CLIC
1972-06-10,7.2,CLIC
1972-06-11,8.6,CLIC
1972-06-12,8,CLIC
1972-06-13,1.8,CLIC
1972-06-14,5.2,CLIC
1972-06-15,4.2,CLIC
1972-06-16,2.9,CLIC
1972-06-17,4.6,CLIC
1972-06-18,8.1,CLIC
1972-06-19,5.5,CLIC
1972-06-20,6.2,CLIC
