Estación: ,C19096,LA HUASTECA.STA.CATARINA
2003-09-09,0.91,CLIC
2003-09-10,2.01,CLIC
2003-09-11,1.13,CLIC
2003-09-12,2.05,CLIC
2003-09-13,1.45,CLIC
2003-09-14,3.75,CLIC
2003-09-15,0.05,CLIC
2003-09-16,1.87,CLIC
2003-09-17,0.03,CLIC
2003-09-18,56.4,CLIC
2003-09-19,0.07,CLIC
2003-09-20,0.72,CLIC
2003-09-21,61.86,CLIC
2003-09-22,0.6,CLIC
2003-09-23,1.38,CLIC
2003-09-24,1.62,CLIC
2003-09-25,0.68,CLIC
2003-09-26,3.17,CLIC
2003-09-27,0.37,CLIC
2003-09-28,0.93,CLIC
2003-09-29,1.4,CLIC
2003-09-30,2.8,CLIC
2003-10-01,2.2,CLIC
2003-10-02,2.19,CLIC
2003-10-03,1.51,CLIC
2003-10-04,1,CLIC
2003-10-05,0.35,CLIC
2003-10-06,2.62,CLIC
2003-10-07,2.16,CLIC
2003-10-08,0.99,CLIC
2003-10-09,2.01,CLIC
2003-10-10,0.81,CLIC
2003-10-11,3.36,CLIC
2003-10-12,0.5,CLIC
2003-10-13,0.93,CLIC
2003-10-14,0.25,CLIC
2003-10-15,0.92,CLIC
2003-10-16,0.65,CLIC
2003-10-17,3.9,CLIC
2003-10-18,2.1,CLIC
2003-10-19,1,CLIC
2003-10-20,2.03,CLIC
2003-10-21,1.05,CLIC
2003-10-22,3.27,CLIC
2003-10-23,1.8,CLIC
2003-10-24,0.79,CLIC
2003-10-25,0.06,CLIC
2003-10-26,0.05,CLIC
2003-10-27,1.35,CLIC
2003-10-28,0.88,CLIC
2003-10-29,1.32,CLIC
2003-10-30,1.65,CLIC
2003-10-31,0.85,CLIC
2003-11-01,0.9,CLIC
2003-11-02,1.15,CLIC
2003-11-03,2.43,CLIC
2003-11-04,0.17,CLIC
2003-11-05,1.15,CLIC
2003-11-06,1.13,CLIC
2003-11-07,2.47,CLIC
2003-11-08,0.4,CLIC
2003-11-09,1.52,CLIC
2003-11-10,1.18,CLIC
2003-11-11,0.15,CLIC
2003-11-12,1,CLIC
2003-11-13,1.8,CLIC
2003-11-14,0.67,CLIC
2003-11-15,1.18,CLIC
2003-11-16,0.5,CLIC
2003-11-17,2.65,CLIC
2003-11-18,3,CLIC
2003-11-19,2.03,CLIC
2003-11-20,0.17,CLIC
2003-11-21,1.53,CLIC
2003-11-22,1.52,CLIC
2003-11-23,4.37,CLIC
2003-11-24,0.82,CLIC
2003-11-25,1.11,CLIC
2003-11-26,2.45,CLIC
2003-11-27,1.94,CLIC
2003-11-28,1.43,CLIC
2003-11-29,1.3,CLIC
2003-11-30,3.13,CLIC
2003-12-01,1.1,CLIC
2003-12-02,0.6,CLIC
2003-12-03,1.35,CLIC
2003-12-04,0.48,CLIC
2003-12-05,0.47,CLIC
2003-12-06,0.65,CLIC
2003-12-07,0.85,CLIC
2003-12-08,2.6,CLIC
2003-12-09,1.05,CLIC
2003-12-10,0.9,CLIC
2003-12-11,1.18,CLIC
2003-12-12,1.87,CLIC
2003-12-13,0.9,CLIC
2003-12-14,1.25,CLIC
2003-12-15,1.2,CLIC
2003-12-16,1.62,CLIC
2003-12-17,0.98,CLIC
2003-12-18,1.84,CLIC
2003-12-19,0.94,CLIC
2003-12-20,1.24,CLIC
2003-12-21,1.43,CLIC
2003-12-22,0.37,CLIC
2003-12-23,2.18,CLIC
2003-12-24,1.62,CLIC
2003-12-25,2.03,CLIC
2003-12-26,1.33,CLIC
2003-12-27,2.84,CLIC
2003-12-28,2.88,CLIC
2003-12-29,0.2,CLIC
2003-12-30,2.43,CLIC
2003-12-31,1.93,CLIC
2004-01-01,1.03,CLIC
2004-01-02,1.63,CLIC
2004-01-03,1.28,CLIC
2004-01-04,1.7,CLIC
2004-01-05,3.1,CLIC
2004-01-06,0,CLIC
2004-01-07,0.93,CLIC
2004-01-08,1.12,CLIC
2004-01-09,3.33,CLIC
2004-01-10,1.84,CLIC
2004-01-11,1.18,CLIC
2004-01-12,0.88,CLIC
2004-01-13,1.08,CLIC
2004-01-14,0.12,CLIC
2004-01-15,1.09,CLIC
2004-01-16,0.68,CLIC
2004-01-17,1.59,CLIC
2004-01-18,3.51,CLIC
2004-01-19,1.35,CLIC
2004-01-20,1.2,CLIC
2004-01-21,2.25,CLIC
2004-01-22,1.43,CLIC
2004-01-23,1.72,CLIC
2004-01-24,0.63,CLIC
2004-01-25,1.89,CLIC
2004-01-26,4.46,CLIC
2004-01-27,2.07,CLIC
2004-01-28,1.25,CLIC
2004-01-29,0.25,CLIC
2004-01-30,3.32,CLIC
2004-01-31,2.51,CLIC
2004-02-01,1.47,CLIC
2004-02-02,4.15,CLIC
2004-02-03,1.4,CLIC
2004-02-04,2.55,CLIC
2004-02-05,2.45,CLIC
2004-02-06,1.3,CLIC
2004-02-07,2.65,CLIC
2004-02-08,1.75,CLIC
2004-02-09,1.6,CLIC
2004-02-10,2.7,CLIC
2004-02-11,0.88,CLIC
2004-02-12,0.8,CLIC
2004-02-13,0.12,CLIC
2004-02-14,1.35,CLIC
2004-02-15,2.85,CLIC
2004-02-16,1.85,CLIC
2004-02-17,2.4,CLIC
2004-02-18,3.83,CLIC
2004-02-19,3.77,CLIC
2004-02-20,5.37,CLIC
2004-02-21,2.7,CLIC
2004-02-22,1.86,CLIC
2004-02-23,5.27,CLIC
2004-02-24,4.8,CLIC
2004-02-25,2.8,CLIC
2004-02-26,2.4,CLIC
2004-02-27,2.25,CLIC
2004-02-28,2.72,CLIC
2004-02-29,7.36,CLIC
2004-03-01,3.07,CLIC
2004-03-02,2.1,CLIC
2004-03-03,3.55,CLIC
2004-03-04,5.15,CLIC
2004-03-05,5.6,CLIC
2004-03-06,4.17,CLIC
2004-03-07,3.45,CLIC
2004-03-08,4.51,CLIC
2004-03-09,2.84,CLIC
2004-03-10,2.67,CLIC
2004-03-11,3.36,CLIC
2004-03-12,0.6,CLIC
2004-03-13,1,CLIC
2004-03-14,0.17,CLIC
2004-03-15,0.7,CLIC
2004-03-16,1.53,CLIC
2004-03-17,5.44,CLIC
2004-03-18,4.18,CLIC
2004-03-19,5.95,CLIC
2004-03-20,1.93,CLIC
2004-03-21,2.17,CLIC
2004-03-22,0.27,CLIC
2004-03-23,2.58,CLIC
2004-03-24,3.05,CLIC
2004-03-25,2.73,CLIC
2004-03-26,1.65,CLIC
2004-03-27,1.37,CLIC
2004-03-28,2.95,CLIC
2004-03-29,0.02,CLIC
2004-03-30,0.93,CLIC
2004-03-31,2.38,CLIC
2004-04-01,1.42,CLIC
2004-04-02,1.65,CLIC
2004-04-03,1.73,CLIC
2004-04-04,1.92,CLIC
2004-04-05,1.82,CLIC
2004-04-06,3.53,CLIC
2004-04-07,2.95,CLIC
2004-04-08,0.15,CLIC
2004-04-09,0.87,CLIC
2004-04-10,3.53,CLIC
2004-04-11,2.3,CLIC
2004-04-12,1.62,CLIC
2004-04-13,4.3,CLIC
2004-04-14,2.98,CLIC
2004-04-15,1.2,CLIC
2004-04-16,7.05,CLIC
2004-04-17,2.15,CLIC
2004-04-18,1.2,CLIC
2004-04-19,2.85,CLIC
2004-04-20,3.6,CLIC
2004-04-21,3.18,CLIC
2004-04-22,3.12,CLIC
2004-04-23,0.9,CLIC
2004-04-24,0.45,CLIC
2004-04-25,0.04,CLIC
2004-04-26,0.06,CLIC
2004-04-27,0.6,CLIC
2004-04-28,1.35,CLIC
2004-04-29,2.28,CLIC
2004-04-30,2.69,CLIC
2004-05-01,4.55,CLIC
2004-05-02,1.66,CLIC
2004-05-03,5.17,CLIC
2004-05-04,3.15,CLIC
2004-05-05,1.64,CLIC
2004-05-06,1.55,CLIC
2004-05-07,2.59,CLIC
2004-05-08,4.42,CLIC
2004-05-09,2.72,CLIC
2004-05-10,3.43,CLIC
2004-05-11,3.93,CLIC
2004-05-12,3.72,CLIC
2004-05-13,4.42,CLIC
2004-05-14,3.93,CLIC
2004-05-15,3.55,CLIC
2004-05-16,2.82,CLIC
2004-05-17,5.48,CLIC
2004-05-18,4.05,CLIC
2004-05-19,4.1,CLIC
2004-05-20,3.52,CLIC
2004-05-21,5.2,CLIC
2004-05-22,3.53,CLIC
2004-05-23,4.15,CLIC
2004-05-24,5.7,CLIC
2004-05-25,4.83,CLIC
2004-05-26,3.47,CLIC
2004-05-27,5.43,CLIC
2004-05-28,4.67,CLIC
2004-05-29,2.95,CLIC
2004-05-30,5.3,CLIC
2004-05-31,5.43,CLIC
2004-06-01,6.77,CLIC
2004-06-02,4.35,CLIC
2004-06-03,6.3,CLIC
2004-06-04,4.3,CLIC
2004-06-05,1.4,CLIC
2004-06-06,1.05,CLIC
2004-06-07,1.47,CLIC
2004-06-08,2.18,CLIC
2004-06-09,3.38,CLIC
2004-06-10,4.22,CLIC
2004-06-11,4,CLIC
2004-06-12,4.12,CLIC
2004-06-13,6.51,CLIC
2004-06-14,6.22,CLIC
2004-06-15,3.85,CLIC
2004-06-16,5.3,CLIC
2004-06-17,5.78,CLIC
2004-06-18,4.8,CLIC
2004-06-19,6.54,CLIC
2004-06-20,3.48,CLIC
2004-06-21,4.83,CLIC
2004-06-22,4.91,CLIC
2004-06-23,2.41,CLIC
2004-06-24,2.45,CLIC
2004-06-25,2.45,CLIC
2004-06-26,3.43,CLIC
2004-06-27,2.07,CLIC
2004-06-28,1.48,CLIC
2004-06-29,55.57,CLIC
2004-06-30,0.53,CLIC
2004-07-01,4.54,CLIC
2004-07-02,3.16,CLIC
2004-07-03,4.84,CLIC
2004-07-04,5.36,CLIC
2004-07-05,5.82,CLIC
2004-07-06,2.25,CLIC
2004-07-07,2.93,CLIC
2004-07-08,5.82,CLIC
2004-07-09,4.8,CLIC
2004-07-10,3.45,CLIC
2004-07-11,3.67,CLIC
2004-07-12,1.66,CLIC
2004-07-13,1.57,CLIC
2004-07-14,5.7,CLIC
2004-07-15,6.1,CLIC
2004-07-16,5.45,CLIC
2004-07-17,4.78,CLIC
2004-07-18,6.54,CLIC
2004-07-19,7.2,CLIC
2004-07-20,1.15,CLIC
2004-07-21,6.1,CLIC
2004-07-22,1.5,CLIC
2004-07-23,0.79,CLIC
2004-07-24,3.46,CLIC
2004-07-25,3.82,CLIC
2004-07-26,2.78,CLIC
2004-07-27,2.85,CLIC
2004-07-28,5.55,CLIC
2004-07-29,5.2,CLIC
2004-07-30,3.85,CLIC
2004-07-31,3.27,CLIC
2004-08-01,6.26,CLIC
2004-08-02,4.85,CLIC
2004-08-03,4.46,CLIC
2004-08-04,4.86,CLIC
2004-08-05,3.52,CLIC
2004-08-06,7.03,CLIC
2004-08-07,5.4,CLIC
2004-08-08,2.2,CLIC
2004-08-09,4.5,CLIC
2004-08-10,3.22,CLIC
2004-08-11,-46.42,CLIC
2004-08-12,3.57,CLIC
2004-08-13,5.4,CLIC
2004-08-14,3.07,CLIC
2004-08-15,2.74,CLIC
2004-08-16,3.34,CLIC
2004-08-17,2.32,CLIC
2004-08-18,3.03,CLIC
2004-08-19,2.8,CLIC
2004-08-20,3.05,CLIC
2004-08-21,1.85,CLIC
2004-08-22,2.1,CLIC
2004-08-23,0.3,CLIC
2004-08-24,3.54,CLIC
2004-08-25,2.73,CLIC
2004-08-26,4.19,CLIC
2004-08-27,4.79,CLIC
2004-08-28,3.4,CLIC
2004-08-29,0.2,CLIC
2004-08-30,0.41,CLIC
2004-08-31,0.99,CLIC
2004-09-01,3.73,CLIC
2004-09-02,2.13,CLIC
2004-09-03,2.59,CLIC
2004-09-04,3.25,CLIC
2004-09-05,4.2,CLIC
2004-09-06,2.1,CLIC
2004-09-07,1.75,CLIC
2004-09-08,1.82,CLIC
2004-09-09,2.88,CLIC
2004-09-10,2.23,CLIC
2004-09-11,3.17,CLIC
2004-09-12,1.95,CLIC
2004-09-13,2.6,CLIC
2004-09-14,2.5,CLIC
2004-09-15,1.18,CLIC
2004-09-16,3.49,CLIC
2004-09-17,1.93,CLIC
2004-09-18,1.7,CLIC
2004-09-19,1.45,CLIC
2004-09-20,1.8,CLIC
2004-09-21,3.2,CLIC
2004-09-22,3.4,CLIC
2004-09-23,3.34,CLIC
2004-09-24,2.41,CLIC
2004-09-25,2.8,CLIC
2004-09-26,3.65,CLIC
2004-09-27,3.8,CLIC
2004-09-28,1.15,CLIC
2004-09-29,2.35,CLIC
2004-09-30,2.7,CLIC
2004-10-01,0.15,CLIC
2004-10-02,0.15,CLIC
2004-10-03,0.85,CLIC
2004-10-04,2.7,CLIC
2004-10-05,1.85,CLIC
2004-10-06,1.75,CLIC
2004-10-07,1.1,CLIC
2004-10-08,2.85,CLIC
2004-10-09,1.1,CLIC
2004-10-10,1.25,CLIC
2004-10-11,0.55,CLIC
2004-10-12,0.1,CLIC
2004-10-13,0.2,CLIC
2004-10-14,1.85,CLIC
2004-10-15,1.4,CLIC
2004-10-16,2.6,CLIC
2004-10-17,2.55,CLIC
2004-10-18,1.82,CLIC
2004-10-19,1.9,CLIC
2004-10-20,2.23,CLIC
2004-10-21,0.15,CLIC
2004-10-22,3.67,CLIC
2004-10-23,1.38,CLIC
2004-10-24,1.45,CLIC
2004-10-25,1.4,CLIC
2004-10-26,1.45,CLIC
2004-10-27,0,CLIC
2004-10-28,2.4,CLIC
2004-10-29,1.7,CLIC
2004-10-30,0.05,CLIC
2004-10-31,0.75,CLIC
2004-11-01,3.25,CLIC
2004-11-02,1.55,CLIC
2004-11-03,1.85,CLIC
2004-11-04,2.75,CLIC
2004-11-05,0.57,CLIC
2004-11-06,3.13,CLIC
2004-11-07,2.25,CLIC
2004-11-08,0.5,CLIC
2004-11-09,0.95,CLIC
2004-11-10,2.35,CLIC
2004-11-11,2.1,CLIC
2004-11-12,1.55,CLIC
2004-11-13,0,CLIC
2004-11-14,0,CLIC
2004-11-15,0.7,CLIC
2004-11-16,0.05,CLIC
2004-11-17,0.78,CLIC
2004-11-18,0.97,CLIC
2004-11-19,0.8,CLIC
2004-11-20,1.1,CLIC
2004-11-21,0.75,CLIC
2004-11-22,0.85,CLIC
2004-11-23,2.15,CLIC
2004-11-24,0.75,CLIC
2004-11-25,1.05,CLIC
2004-11-26,2.05,CLIC
2004-11-27,1.95,CLIC
2004-11-28,11.55,CLIC
2004-11-29,1.38,CLIC
2004-11-30,0.82,CLIC
2004-12-01,1.35,CLIC
2004-12-02,0.15,CLIC
2004-12-03,3.6,CLIC
2004-12-04,0.85,CLIC
2004-12-05,1.1,CLIC
2004-12-06,1.05,CLIC
2004-12-07,0.5,CLIC
2004-12-08,2.4,CLIC
2004-12-09,2.3,CLIC
2004-12-10,1.2,CLIC
2004-12-11,1.8,CLIC
2004-12-12,2.87,CLIC
2004-12-13,1.76,CLIC
2004-12-14,3.37,CLIC
2004-12-15,1.5,CLIC
2004-12-16,1.1,CLIC
2004-12-17,1.35,CLIC
2004-12-18,2,CLIC
2004-12-19,1.05,CLIC
2004-12-20,1.7,CLIC
2004-12-21,1.65,CLIC
2004-12-22,1.85,CLIC
2004-12-23,1,CLIC
2004-12-24,1,CLIC
2004-12-25,1.7,CLIC
2004-12-26,1.3,CLIC
2004-12-27,1.4,CLIC
2004-12-28,1.33,CLIC
2004-12-29,1.07,CLIC
2004-12-30,1.05,CLIC
2004-12-31,1.7,CLIC
2005-01-01,1.15,CLIC
2005-01-02,0.8,CLIC
2005-01-03,1.3,CLIC
2005-01-04,0.4,CLIC
2005-01-05,3.2,CLIC
2005-01-06,2.17,CLIC
2005-01-07,1.18,CLIC
2005-01-08,0.35,CLIC
2005-01-09,2.4,CLIC
2005-01-10,1.2,CLIC
2005-01-11,2.53,CLIC
2005-01-12,3.17,CLIC
2005-01-13,3.2,CLIC
2005-01-14,1.7,CLIC
2005-01-15,1.1,CLIC
2005-01-16,1.05,CLIC
2005-01-17,0.7,CLIC
2005-01-18,1.35,CLIC
2005-01-19,1,CLIC
2005-01-20,0.3,CLIC
2005-01-21,4.55,CLIC
2005-01-22,1.92,CLIC
2005-01-23,2.13,CLIC
2005-01-24,0.65,CLIC
2005-01-25,2.3,CLIC
2005-01-26,3.3,CLIC
2005-01-27,1.5,CLIC
2005-01-28,1.32,CLIC
2005-01-29,0.43,CLIC
2005-01-30,1.65,CLIC
2005-01-31,1.51,CLIC
2005-02-01,1.5,CLIC
2005-02-02,1.55,CLIC
2005-02-03,0.27,CLIC
2005-02-04,0.26,CLIC
2005-02-05,0.32,CLIC
2005-02-06,0.15,CLIC
2005-02-07,1.59,CLIC
2005-02-08,1.46,CLIC
2005-02-09,3.3,CLIC
2005-02-10,0.8,CLIC
2005-02-11,0.7,CLIC
2005-02-12,0.2,CLIC
2005-02-13,3.35,CLIC
2005-02-14,4.25,CLIC
2005-02-15,1.22,CLIC
2005-02-16,5.33,CLIC
2005-02-17,2.05,CLIC
2005-02-18,1.25,CLIC
2005-02-19,0.8,CLIC
2005-02-20,1.85,CLIC
2005-02-21,1.9,CLIC
2005-02-22,1.52,CLIC
2005-02-23,2.49,CLIC
2005-02-24,1.84,CLIC
2005-02-25,3.6,CLIC
2005-02-26,0.8,CLIC
2005-02-27,2.87,CLIC
2005-02-28,2.33,CLIC
2005-03-01,1.7,CLIC
2005-03-02,2.28,CLIC
2005-03-03,3.22,CLIC
2005-03-04,1.8,CLIC
2005-03-05,0.98,CLIC
2005-03-06,2.2,CLIC
2005-03-07,4.07,CLIC
2005-03-08,2.45,CLIC
2005-03-09,2.37,CLIC
2005-03-10,2.48,CLIC
2005-03-11,2.55,CLIC
2005-03-12,1.5,CLIC
2005-03-13,5.63,CLIC
2005-03-14,1.2,CLIC
2005-03-15,1.47,CLIC
2005-03-16,0.6,CLIC
2005-03-17,1,CLIC
2005-03-18,3.55,CLIC
2005-03-19,2.58,CLIC
2005-03-20,2.32,CLIC
2005-03-21,3.9,CLIC
2005-03-22,4.12,CLIC
2005-03-23,3.81,CLIC
2005-03-24,2.6,CLIC
2005-03-25,3.77,CLIC
2005-03-26,5.77,CLIC
2005-03-27,2.98,CLIC
2005-03-28,2.7,CLIC
2005-03-29,5.3,CLIC
2005-03-30,2.85,CLIC
2005-03-31,6.35,CLIC
2005-04-01,4.7,CLIC
2005-04-02,2.05,CLIC
2005-04-03,3.85,CLIC
2005-04-04,2.95,CLIC
2005-04-05,4.85,CLIC
2005-04-06,5.1,CLIC
2005-04-07,4.43,CLIC
2005-04-08,1.77,CLIC
2005-04-09,3.65,CLIC
2005-04-10,5.32,CLIC
2005-04-11,3.31,CLIC
2005-04-12,5.02,CLIC
2005-04-13,5.35,CLIC
2005-04-14,4.95,CLIC
2005-04-15,3.17,CLIC
2005-04-16,3.23,CLIC
2005-04-17,1.9,CLIC
2005-04-18,2.57,CLIC
2005-04-19,3.28,CLIC
2005-04-20,3.55,CLIC
2005-04-21,4.63,CLIC
2005-04-22,3.39,CLIC
2005-04-23,3.13,CLIC
2005-04-24,0.45,CLIC
2005-04-25,4.2,CLIC
2005-04-26,3.2,CLIC
2005-04-27,4.03,CLIC
2005-04-28,3.57,CLIC
2005-04-29,6.45,CLIC
2005-04-30,3.85,CLIC
2005-05-01,2.87,CLIC
2005-05-02,2.23,CLIC
2005-05-03,1.1,CLIC
2005-05-04,0.5,CLIC
2005-05-05,2.05,CLIC
2005-05-06,0.57,CLIC
2005-05-07,4.18,CLIC
2005-05-08,7.2,CLIC
2005-05-09,4.35,CLIC
2005-05-10,3.04,CLIC
2005-05-11,2.86,CLIC
2005-05-12,2.87,CLIC
2005-05-13,3.83,CLIC
2005-05-14,4.55,CLIC
2005-05-15,3,CLIC
2005-05-16,0.25,CLIC
2005-05-17,5.15,CLIC
2005-05-18,4.58,CLIC
2005-05-19,4.72,CLIC
2005-05-20,4.8,CLIC
2005-05-21,5.15,CLIC
2005-05-22,4.6,CLIC
2005-05-23,5.9,CLIC
2005-05-24,4.8,CLIC
2005-05-25,5.85,CLIC
2005-05-26,10.65,CLIC
2005-05-27,9,CLIC
2005-05-28,1.65,CLIC
2005-05-29,4.85,CLIC
2005-05-30,5.47,CLIC
2005-05-31,5.58,CLIC
2005-06-01,5.48,CLIC
2005-06-02,4.82,CLIC
2005-06-03,4.95,CLIC
2005-06-04,3.28,CLIC
2005-06-05,2.45,CLIC
2005-06-06,3.39,CLIC
2005-06-07,4.68,CLIC
2005-06-08,4.65,CLIC
2005-06-09,9,CLIC
2005-06-10,1.9,CLIC
2005-06-11,4.8,CLIC
2005-06-12,3.58,CLIC
2005-06-13,4.7,CLIC
2005-06-14,4.02,CLIC
2005-06-15,5.9,CLIC
2005-06-16,4.65,CLIC
2005-06-17,7.4,CLIC
2005-06-18,6.38,CLIC
2005-06-19,5.12,CLIC
2005-06-20,5.6,CLIC
2005-06-21,5.5,CLIC
2005-06-22,4.77,CLIC
2005-06-23,6.33,CLIC
2005-06-24,5.7,CLIC
2005-06-25,4.85,CLIC
2005-06-26,5.85,CLIC
2005-06-27,5.95,CLIC
2005-06-28,1.95,CLIC
2005-06-29,5.25,CLIC
2005-06-30,5.65,CLIC
2005-07-01,6.05,CLIC
2005-07-02,5.9,CLIC
2005-07-03,14.7,CLIC
2005-07-04,6.9,CLIC
2005-07-05,7.45,CLIC
2005-07-06,6.6,CLIC
2005-07-07,6.83,CLIC
2005-07-08,5.52,CLIC
2005-07-09,6.45,CLIC
2005-07-10,6.1,CLIC
2005-07-11,5.8,CLIC
2005-07-12,7.8,CLIC
2005-07-13,6.95,CLIC
2005-07-14,6.35,CLIC
2005-07-15,5.48,CLIC
2005-07-16,0.42,CLIC
2005-07-17,5.25,CLIC
2005-07-18,9.1,CLIC
2005-07-19,5.28,CLIC
2005-07-21,4.3,CLIC
2005-07-22,3.9,CLIC
2005-07-23,4.67,CLIC
2005-07-24,1.78,CLIC
2005-07-25,6.75,CLIC
2005-07-26,2.25,CLIC
2005-07-27,4.05,CLIC
2005-07-28,5,CLIC
2005-07-29,6.65,CLIC
2005-07-30,5.18,CLIC
2005-07-31,6.42,CLIC
2005-08-01,3.92,CLIC
2005-08-02,3.78,CLIC
2005-08-03,2.74,CLIC
2005-08-04,3.61,CLIC
2005-08-05,5.05,CLIC
2005-08-06,5.2,CLIC
2005-08-07,4.75,CLIC
2005-08-08,3.9,CLIC
2005-08-09,4,CLIC
2005-08-10,1,CLIC
2005-08-11,4.2,CLIC
2005-08-12,4.7,CLIC
2005-08-13,4.5,CLIC
2005-08-14,4.77,CLIC
2005-08-15,4.48,CLIC
2005-08-16,4.75,CLIC
2005-08-17,6.85,CLIC
2005-08-18,4.15,CLIC
2005-08-19,6.57,CLIC
2005-08-20,5.28,CLIC
2005-08-21,7.38,CLIC
2005-08-22,5.02,CLIC
2005-08-23,4.3,CLIC
2005-08-24,5.42,CLIC
2005-08-25,5.88,CLIC
2005-08-26,6.24,CLIC
2005-08-27,4.7,CLIC
2005-08-28,5.5,CLIC
2005-08-29,1.1,CLIC
2005-08-30,3.62,CLIC
2005-08-31,6.78,CLIC
2005-09-01,3.75,CLIC
2005-09-02,3.8,CLIC
2005-09-03,5.05,CLIC
2005-09-04,3.15,CLIC
2005-09-05,4.28,CLIC
2005-09-06,6.12,CLIC
2005-09-08,2.25,CLIC
2005-09-09,3.47,CLIC
2005-09-10,2.83,CLIC
2005-09-11,3.62,CLIC
2005-09-12,3.88,CLIC
2005-09-13,4.8,CLIC
2005-09-14,3.8,CLIC
2005-09-15,4.23,CLIC
2005-09-16,4.7,CLIC
2005-09-17,3.17,CLIC
2005-09-18,4.05,CLIC
2005-09-19,4.38,CLIC
2005-09-20,5.27,CLIC
2005-09-21,4.55,CLIC
2005-09-22,4.8,CLIC
2005-09-23,3.4,CLIC
2005-09-24,5.75,CLIC
2005-09-25,3.6,CLIC
2005-09-26,4.23,CLIC
2005-09-27,4.82,CLIC
2005-09-28,4.15,CLIC
2005-09-29,4.4,CLIC
2005-09-30,4.8,CLIC
2005-10-01,5.21,CLIC
2005-10-02,3.95,CLIC
2005-10-03,3.35,CLIC
2005-10-04,0.2,CLIC
2005-10-05,2.75,CLIC
2005-10-06,3.65,CLIC
2005-10-07,1.63,CLIC
2005-10-08,2.67,CLIC
2005-10-09,4.35,CLIC
2005-10-10,3.25,CLIC
2005-10-11,2,CLIC
2005-10-12,3.78,CLIC
2005-10-13,9.8,CLIC
2005-10-14,6.27,CLIC
2005-10-15,6.22,CLIC
2005-10-16,1.33,CLIC
2005-10-17,2.67,CLIC
2005-10-18,1.98,CLIC
2005-10-19,2.55,CLIC
2005-10-20,3.5,CLIC
2005-10-21,2.9,CLIC
2005-10-22,2.62,CLIC
2005-10-23,2.58,CLIC
2005-10-24,1.85,CLIC
2005-10-25,3.2,CLIC
2005-10-26,0.4,CLIC
2005-10-27,3,CLIC
2005-10-28,1.48,CLIC
2005-10-29,0.27,CLIC
2005-10-30,2.17,CLIC
2005-10-31,4.63,CLIC
2005-11-01,2.25,CLIC
2005-11-02,1.95,CLIC
2005-11-03,3.85,CLIC
2005-11-04,2.55,CLIC
2005-11-05,3.2,CLIC
2005-11-06,2.05,CLIC
2005-11-07,1.4,CLIC
2005-11-08,2.8,CLIC
2005-11-09,1.65,CLIC
2005-11-10,2.33,CLIC
2005-11-11,2.35,CLIC
2005-11-12,3.75,CLIC
2005-11-13,1.2,CLIC
2005-11-14,7.6,CLIC
2005-11-15,2.65,CLIC
2005-11-16,2.2,CLIC
2005-11-17,1.6,CLIC
2005-11-18,2.7,CLIC
2005-11-19,1.3,CLIC
2005-11-20,2.7,CLIC
2005-11-21,2.05,CLIC
2005-11-22,2.35,CLIC
2005-11-23,2.85,CLIC
2005-11-24,2.47,CLIC
2005-11-25,3.28,CLIC
2005-11-26,3.05,CLIC
2005-11-27,2.7,CLIC
2005-11-28,3.17,CLIC
2005-11-29,1.33,CLIC
2005-11-30,2.75,CLIC
2005-12-01,1.12,CLIC
2005-12-02,3.13,CLIC
2005-12-03,3.15,CLIC
2005-12-04,2.25,CLIC
2005-12-05,2.3,CLIC
2005-12-06,1.27,CLIC
2005-12-07,2.28,CLIC
2005-12-08,0.15,CLIC
2005-12-09,2,CLIC
2005-12-10,2.57,CLIC
2005-12-11,1.78,CLIC
2005-12-12,0.8,CLIC
2005-12-13,2.65,CLIC
2005-12-14,2.7,CLIC
2005-12-15,0.5,CLIC
2005-12-16,2.2,CLIC
2005-12-26,2.1,CLIC
2005-12-27,2.55,CLIC
2005-12-28,2.75,CLIC
2005-12-29,3.5,CLIC
2005-12-30,2.85,CLIC
2005-12-31,3.22,CLIC
2006-01-01,2.43,CLIC
2006-01-02,3.7,CLIC
2006-01-03,2.8,CLIC
2006-01-04,1.4,CLIC
2006-01-05,2.85,CLIC
2006-01-06,1.85,CLIC
2006-01-07,2.85,CLIC
2006-01-08,3.25,CLIC
2006-01-09,2.85,CLIC
2006-01-10,2.75,CLIC
2006-01-11,3.45,CLIC
2006-01-12,3.65,CLIC
2006-01-13,3.75,CLIC
2006-01-14,3.35,CLIC
2006-01-15,4.25,CLIC
2006-01-16,4.15,CLIC
2006-01-17,4.75,CLIC
2006-01-18,2.1,CLIC
2006-01-19,2.5,CLIC
2006-01-20,4.25,CLIC
2006-01-21,1.82,CLIC
2006-01-22,1.8,CLIC
2006-01-23,2.1,CLIC
2006-01-24,2.8,CLIC
2006-01-25,1.5,CLIC
2006-01-26,3.65,CLIC
2006-01-27,3,CLIC
2006-01-28,4.2,CLIC
2006-01-29,2.88,CLIC
2006-01-30,2.92,CLIC
2006-01-31,1.4,CLIC
2006-12-01,1.95,CLIC
2006-12-02,8.45,CLIC
2006-12-03,0.15,CLIC
2006-12-04,0.09,CLIC
2006-12-05,1.38,CLIC
2006-12-06,2.02,CLIC
2006-12-07,1.51,CLIC
2006-12-08,1,CLIC
2006-12-09,0.11,CLIC
2006-12-10,3.46,CLIC
2006-12-11,0.3,CLIC
