Estación: ,C19121,GATOS GUEROS. LINARES
2013-03-20,8.9,CLIC
2013-03-21,2.1,CLIC
2013-03-22,1.89,CLIC
2013-03-23,2.31,CLIC
2013-03-24,7.6,CLIC
2013-03-25,8.4,CLIC
2013-03-26,6.09,CLIC
2013-03-27,2.71,CLIC
2013-03-28,3.8,CLIC
2013-03-29,4.1,CLIC
2013-03-30,1.59,CLIC
2013-03-31,5.91,CLIC
2013-04-01,6.2,CLIC
2013-04-02,1.1,CLIC
2013-04-03,4.14,CLIC
2013-04-04,0.95,CLIC
2013-04-05,4.5,CLIC
2013-04-06,3.1,CLIC
2013-04-07,8.1,CLIC
2013-04-08,3.09,CLIC
2013-04-09,11.7,CLIC
2013-04-10,12.81,CLIC
2013-04-11,9.5,CLIC
2013-04-12,7.6,CLIC
2013-04-13,9.04,CLIC
2013-04-14,4.66,CLIC
2013-04-15,3.26,CLIC
2013-04-16,10.59,CLIC
2013-04-17,7.11,CLIC
2013-04-18,11.5,CLIC
2013-04-19,11.19,CLIC
2013-04-20,6.91,CLIC
2013-04-21,9.6,CLIC
2013-04-22,6.2,CLIC
2013-04-23,7.9,CLIC
2013-04-24,8.9,CLIC
2013-04-25,3.1,CLIC
2013-04-26,1.58,CLIC
2013-04-27,7.62,CLIC
2013-04-28,9.6,CLIC
2013-04-29,0.39,CLIC
2013-04-30,1.3,CLIC
2013-05-01,10.63,CLIC
2013-05-02,0.29,CLIC
2013-05-03,5.02,CLIC
2013-05-04,6.4,CLIC
2013-05-05,3.8,CLIC
2013-05-06,5.7,CLIC
2013-05-07,8.9,CLIC
2013-05-08,3.79,CLIC
2013-05-09,8.11,CLIC
2013-05-10,1.1,CLIC
2013-05-11,1.7,CLIC
2013-05-12,2.89,CLIC
2013-05-13,3.28,CLIC
2013-05-14,7.82,CLIC
2013-05-15,5.41,CLIC
2013-05-16,5.1,CLIC
2013-05-17,8.7,CLIC
2013-05-18,9.1,CLIC
2013-05-19,7.88,CLIC
2013-05-20,9.96,CLIC
2013-05-21,10.98,CLIC
2013-05-22,6.6,CLIC
2013-05-23,9.61,CLIC
2013-05-25,4.9,CLIC
2013-05-26,6.38,CLIC
2013-05-27,8.62,CLIC
2013-05-28,11.19,CLIC
2013-05-29,8.31,CLIC
2013-05-30,4.79,CLIC
2013-05-31,8.11,CLIC
2013-06-01,5.6,CLIC
2013-06-02,9.3,CLIC
2013-06-03,4.5,CLIC
2013-06-04,6.8,CLIC
2013-06-05,5.07,CLIC
2013-06-06,4.2,CLIC
2013-06-07,8.8,CLIC
2013-06-08,9.08,CLIC
2013-06-09,5.52,CLIC
2013-06-10,8.78,CLIC
2013-06-11,6.5,CLIC
2013-06-12,0.82,CLIC
2013-06-13,4.52,CLIC
2013-06-14,7.61,CLIC
2013-06-15,4.88,CLIC
2013-06-16,6.99,CLIC
2013-06-17,4.95,CLIC
2013-06-18,4.88,CLIC
2013-06-19,6.19,CLIC
2013-06-20,2.93,CLIC
2013-06-21,3.32,CLIC
2013-06-22,4.51,CLIC
2013-06-23,6.82,CLIC
2013-06-24,4.9,CLIC
2013-06-25,9.9,CLIC
2013-06-26,8.7,CLIC
2013-06-27,10.8,CLIC
2013-06-28,10.5,CLIC
2013-06-29,9,CLIC
2013-06-30,8.6,CLIC
2013-07-01,5.4,CLIC
2013-07-03,4.1,CLIC
2013-07-04,5.87,CLIC
2013-07-05,4.63,CLIC
2013-07-06,7.19,CLIC
2013-07-07,7.5,CLIC
2013-07-08,4.51,CLIC
2013-07-09,8,CLIC
2013-07-10,6.2,CLIC
2013-07-11,4.6,CLIC
2013-07-12,5.79,CLIC
2013-07-13,6.31,CLIC
2013-07-14,6.4,CLIC
2013-07-15,9.29,CLIC
2013-07-16,8.61,CLIC
2013-07-17,4.5,CLIC
2013-07-19,2.3,CLIC
2013-07-21,4.1,CLIC
2013-07-22,8.3,CLIC
2013-07-23,7.2,CLIC
2013-07-24,11.1,CLIC
2013-07-25,11.9,CLIC
2013-07-26,12,CLIC
2013-07-27,12.3,CLIC
2013-07-28,12,CLIC
2013-07-29,10.08,CLIC
2013-07-30,9.52,CLIC
2013-07-31,8.4,CLIC
2013-12-01,1.7,CLIC
2013-12-02,4.44,CLIC
2013-12-03,2.12,CLIC
2013-12-04,3.59,CLIC
2013-12-05,2.7,CLIC
2013-12-06,1.95,CLIC
2013-12-07,2.25,CLIC
2013-12-08,0.9,CLIC
2013-12-09,0.8,CLIC
2013-12-10,2.4,CLIC
2013-12-11,0.59,CLIC
2013-12-12,3.71,CLIC
2013-12-13,2.3,CLIC
2013-12-14,3.2,CLIC
2013-12-15,2.8,CLIC
2013-12-16,2.4,CLIC
2013-12-17,2.4,CLIC
2013-12-18,2.9,CLIC
2013-12-19,2.4,CLIC
2013-12-20,2.4,CLIC
2013-12-21,4.1,CLIC
2013-12-22,3.7,CLIC
2013-12-23,3.6,CLIC
2013-12-24,3.2,CLIC
2013-12-25,3.3,CLIC
2013-12-26,2.46,CLIC
2013-12-27,3.24,CLIC
2013-12-28,2.2,CLIC
2013-12-29,0.1,CLIC
2014-01-01,3,CLIC
2014-01-02,0.8,CLIC
2014-01-03,0.4,CLIC
2014-01-04,0.5,CLIC
2014-01-05,2.87,CLIC
2014-01-06,4.13,CLIC
2014-01-07,0.3,CLIC
2014-01-08,0.34,CLIC
2014-01-09,2.66,CLIC
2014-01-10,1.6,CLIC
2014-01-11,1.9,CLIC
2014-01-12,1.9,CLIC
2014-01-13,1.8,CLIC
2014-01-14,2.7,CLIC
2014-01-15,2.7,CLIC
2014-01-16,2.66,CLIC
2014-01-17,5.64,CLIC
2014-01-18,3.8,CLIC
2014-01-19,2.7,CLIC
2014-01-20,2.8,CLIC
2014-01-21,3.4,CLIC
2014-01-22,2.9,CLIC
2014-01-23,6.7,CLIC
2014-01-24,0.6,CLIC
2014-01-25,0.2,CLIC
2014-01-26,0.9,CLIC
2014-01-27,0.7,CLIC
2014-01-28,4.2,CLIC
2014-01-29,1.2,CLIC
2014-01-30,1.42,CLIC
2014-01-31,4.02,CLIC
2014-02-01,1.1,CLIC
2014-02-02,3.22,CLIC
2014-02-03,2.94,CLIC
2014-02-04,2.8,CLIC
2014-02-05,0.7,CLIC
2014-02-06,0.2,CLIC
2014-02-07,0.7,CLIC
2014-02-08,0.7,CLIC
2014-02-09,0.6,CLIC
2014-02-10,0.8,CLIC
2014-02-11,1.8,CLIC
2014-02-12,2.99,CLIC
2014-02-13,3.42,CLIC
2014-02-14,4.77,CLIC
2014-02-15,4.99,CLIC
2014-02-16,3.3,CLIC
2014-02-17,5.03,CLIC
2014-02-18,5.19,CLIC
2014-02-19,4.38,CLIC
2014-02-20,5.2,CLIC
2014-02-21,5.52,CLIC
2014-02-22,3.3,CLIC
2014-02-23,3.29,CLIC
2014-02-24,3.49,CLIC
2014-02-25,1.72,CLIC
2014-02-26,2.78,CLIC
2014-02-27,3.88,CLIC
2014-02-28,5.43,CLIC
2014-03-01,5.54,CLIC
2014-03-02,7.7,CLIC
2014-03-03,1.1,CLIC
2014-03-04,2.94,CLIC
2014-03-05,1,CLIC
2014-03-06,1.4,CLIC
2014-03-07,2.64,CLIC
2014-03-08,3.91,CLIC
2014-03-09,2.31,CLIC
2014-03-10,7.3,CLIC
2014-03-11,2,CLIC
2014-03-12,2.5,CLIC
2014-03-13,7.22,CLIC
2014-03-14,4.18,CLIC
2014-03-15,4.96,CLIC
2014-03-16,2.86,CLIC
2014-03-17,5.58,CLIC
2014-03-18,4.9,CLIC
2014-03-19,7.2,CLIC
2014-03-20,7.5,CLIC
2014-03-21,0.1,CLIC
2014-03-22,5.08,CLIC
2014-03-23,0.12,CLIC
2014-03-24,3,CLIC
2014-03-25,1.5,CLIC
2014-03-26,1.6,CLIC
2014-03-27,2.08,CLIC
2014-03-28,3.62,CLIC
2014-03-29,2.19,CLIC
2014-03-30,3.2,CLIC
2014-03-31,3.11,CLIC
2014-04-01,6,CLIC
2014-04-02,7.5,CLIC
2014-04-03,3.23,CLIC
2014-04-04,11.45,CLIC
2014-04-05,2.81,CLIC
2014-04-06,3.3,CLIC
2014-04-07,2.41,CLIC
2014-04-08,4.8,CLIC
2014-04-09,4.29,CLIC
2014-04-10,9.6,CLIC
2014-04-11,7.01,CLIC
2014-04-12,5,CLIC
2014-04-13,3.9,CLIC
2014-04-14,7.33,CLIC
2014-04-15,10.56,CLIC
2014-04-16,7.21,CLIC
2014-04-17,10.1,CLIC
2014-04-18,5.81,CLIC
2014-04-19,6.3,CLIC
2014-04-20,3.89,CLIC
2014-04-21,6.9,CLIC
2014-04-22,3.6,CLIC
2014-04-23,1.4,CLIC
2014-04-24,1.47,CLIC
2014-04-25,2.83,CLIC
2014-04-26,5.6,CLIC
2014-04-27,5.31,CLIC
2014-04-28,2.3,CLIC
2014-04-29,6.3,CLIC
2014-04-30,5.2,CLIC
2014-05-01,7.2,CLIC
2014-05-02,6.39,CLIC
2014-05-03,5.11,CLIC
2014-05-04,7.5,CLIC
2014-05-05,6.69,CLIC
2014-05-06,6.01,CLIC
2014-05-07,5.9,CLIC
2014-05-08,4.25,CLIC
2014-05-09,1.73,CLIC
2014-05-10,5.42,CLIC
2014-05-11,4.98,CLIC
2014-05-12,4.72,CLIC
2014-05-13,3,CLIC
2014-05-14,4.91,CLIC
2014-05-15,3.99,CLIC
2014-05-16,4.86,CLIC
2014-05-17,5.98,CLIC
2014-05-18,14.46,CLIC
2014-05-19,8.59,CLIC
2014-05-20,6.32,CLIC
2014-05-21,7.58,CLIC
2014-05-22,2.63,CLIC
2014-05-23,5.17,CLIC
2014-05-24,6.31,CLIC
2014-05-25,5.75,CLIC
2014-05-26,5.9,CLIC
2014-05-27,5.85,CLIC
2014-05-28,5.75,CLIC
2014-05-29,7.39,CLIC
2014-05-30,8.3,CLIC
2014-05-31,7.7,CLIC
2014-06-01,8.21,CLIC
2014-06-02,5.23,CLIC
2014-06-03,7.76,CLIC
2014-06-04,7.41,CLIC
2014-06-05,5,CLIC
2014-06-06,9.62,CLIC
2014-06-07,6.68,CLIC
2014-06-08,7.3,CLIC
2014-06-09,4.1,CLIC
2014-06-10,7.5,CLIC
2014-06-11,6.11,CLIC
2014-06-12,10.49,CLIC
2014-06-13,11.79,CLIC
2014-06-14,7.01,CLIC
2014-06-15,5,CLIC
2014-06-16,8.71,CLIC
2014-06-17,13.68,CLIC
2014-06-18,5.21,CLIC
2014-06-19,10.4,CLIC
2014-06-20,4.85,CLIC
2014-06-21,7.83,CLIC
2014-06-22,11.12,CLIC
2014-06-23,11.6,CLIC
2014-06-24,7.7,CLIC
2014-06-25,8.69,CLIC
2014-06-26,4.51,CLIC
2014-06-27,8,CLIC
2014-06-28,8.25,CLIC
2014-06-29,6.1,CLIC
2014-06-30,9.63,CLIC
2014-07-01,10.81,CLIC
2014-07-02,6.6,CLIC
2014-07-03,7.65,CLIC
2014-07-04,3.45,CLIC
2014-07-05,6.85,CLIC
2014-07-06,8,CLIC
2014-07-07,4.43,CLIC
2014-07-08,4.65,CLIC
2014-07-09,6.6,CLIC
2014-07-10,8.11,CLIC
2014-07-11,5,CLIC
2014-07-12,4.04,CLIC
2014-07-13,7.41,CLIC
2014-07-14,7.84,CLIC
2014-07-15,11.11,CLIC
2014-07-16,7.81,CLIC
2014-07-17,8.39,CLIC
2014-07-18,5.81,CLIC
2014-07-19,6.97,CLIC
2014-07-20,7.22,CLIC
2014-07-21,9.41,CLIC
2014-07-22,8.7,CLIC
2014-07-23,5,CLIC
2014-07-24,9.8,CLIC
2014-07-25,8.6,CLIC
2014-07-26,10.09,CLIC
2014-07-27,10.29,CLIC
2014-07-28,11.22,CLIC
2014-07-29,8.6,CLIC
2014-07-30,9.4,CLIC
2014-07-31,9.8,CLIC
2014-08-01,3.89,CLIC
2014-08-02,3.41,CLIC
2014-08-03,3.2,CLIC
2014-08-04,8.4,CLIC
2014-08-05,7.2,CLIC
2014-08-06,11.8,CLIC
2014-08-07,11.2,CLIC
2014-08-08,4,CLIC
2014-08-09,7.5,CLIC
2014-08-10,8.4,CLIC
2014-08-11,5,CLIC
2014-08-12,8.4,CLIC
2014-08-13,8.2,CLIC
2014-08-14,8.1,CLIC
2014-08-15,10.2,CLIC
2014-08-16,8.37,CLIC
2014-08-17,4.29,CLIC
2014-08-18,6.74,CLIC
2014-08-19,6.49,CLIC
2014-08-20,6.84,CLIC
2014-08-21,9.32,CLIC
2014-08-22,7.73,CLIC
2014-08-23,7.09,CLIC
2014-08-24,8.14,CLIC
2014-08-25,9.72,CLIC
2014-08-26,10.67,CLIC
2014-08-27,8.03,CLIC
2014-08-28,9.87,CLIC
2014-08-29,9.09,CLIC
2014-08-30,7.91,CLIC
2014-08-31,7.4,CLIC
2014-10-01,4,CLIC
2014-10-02,4.51,CLIC
2014-10-03,4.1,CLIC
2014-10-04,1.78,CLIC
2014-10-05,5.61,CLIC
2014-10-06,4.61,CLIC
2014-10-07,5.9,CLIC
2014-10-08,1.29,CLIC
2014-10-09,2.01,CLIC
2014-10-10,6.1,CLIC
2014-10-11,7.3,CLIC
2014-10-12,9.09,CLIC
2014-10-13,5.81,CLIC
2014-10-14,6.2,CLIC
2014-10-15,2.5,CLIC
2014-10-16,4.32,CLIC
2014-10-17,7.9,CLIC
2014-10-18,7,CLIC
2014-10-19,3.1,CLIC
2014-10-20,1,CLIC
2014-10-21,0.09,CLIC
2014-10-22,4.21,CLIC
2014-10-23,5.49,CLIC
2014-10-24,3.11,CLIC
2014-10-25,4.7,CLIC
2014-10-26,3.7,CLIC
2014-10-27,2.9,CLIC
2014-10-28,5.3,CLIC
2014-10-29,0.6,CLIC
2014-10-30,4.9,CLIC
2014-10-31,3,CLIC
2014-11-01,4.8,CLIC
2014-11-02,3.6,CLIC
2014-11-03,4.1,CLIC
2014-11-04,3.1,CLIC
2014-11-05,3.7,CLIC
2014-11-06,3.2,CLIC
2014-11-07,5.9,CLIC
2014-11-08,5,CLIC
2014-11-09,2.8,CLIC
2014-11-10,0.9,CLIC
2014-11-11,1.1,CLIC
2014-11-12,6.9,CLIC
2014-11-13,1.3,CLIC
2014-11-14,5.8,CLIC
2014-11-15,1.59,CLIC
2014-11-16,1.7,CLIC
2014-11-17,2.81,CLIC
2014-11-18,0.4,CLIC
2014-11-19,6.08,CLIC
2014-11-20,3.62,CLIC
2014-11-21,1.89,CLIC
2014-11-22,3.8,CLIC
2014-11-23,3.01,CLIC
2014-11-24,2.49,CLIC
2014-11-25,2.71,CLIC
2014-11-26,3.69,CLIC
2014-11-27,4.21,CLIC
2014-11-28,2.7,CLIC
2014-11-29,3.3,CLIC
2014-11-30,2.3,CLIC
2014-12-01,0.6,CLIC
2014-12-02,1.69,CLIC
2014-12-03,4,CLIC
2014-12-04,3.29,CLIC
2014-12-05,3.22,CLIC
2014-12-06,3.19,CLIC
2014-12-07,0.91,CLIC
2014-12-08,7.14,CLIC
2014-12-09,3.95,CLIC
2014-12-10,4.21,CLIC
2014-12-11,3.3,CLIC
2014-12-12,4.14,CLIC
2014-12-13,2.77,CLIC
2014-12-14,4.13,CLIC
2014-12-15,3.85,CLIC
2014-12-16,4.54,CLIC
2014-12-17,4.71,CLIC
2014-12-18,4.68,CLIC
2014-12-19,3.81,CLIC
2014-12-20,8.47,CLIC
2014-12-21,6.22,CLIC
2014-12-22,7.21,CLIC
2014-12-23,2.5,CLIC
2014-12-24,4.31,CLIC
2014-12-25,3.09,CLIC
2014-12-26,6.9,CLIC
2014-12-27,11.3,CLIC
2014-12-28,7.2,CLIC
2014-12-29,7.3,CLIC
2014-12-30,6.5,CLIC
2014-12-31,8,CLIC
2015-01-01,4.8,CLIC
2015-01-02,2.4,CLIC
2015-01-03,1.6,CLIC
2015-01-04,2.2,CLIC
2015-01-05,7.9,CLIC
2015-01-06,5,CLIC
2015-01-07,4.1,CLIC
2015-01-08,7.4,CLIC
2015-01-09,7.75,CLIC
2015-01-10,2.7,CLIC
2015-01-11,5.87,CLIC
2015-01-12,1.56,CLIC
2015-01-13,4.92,CLIC
2015-01-14,1.8,CLIC
2015-01-15,2.9,CLIC
2015-01-16,2.6,CLIC
2015-01-17,2.8,CLIC
2015-01-18,3.85,CLIC
2015-01-19,4.44,CLIC
2015-01-20,5.38,CLIC
2015-01-21,2.53,CLIC
2015-01-22,3.09,CLIC
2015-01-23,2.76,CLIC
2015-01-24,5.26,CLIC
2015-01-25,4.29,CLIC
2015-01-26,3.6,CLIC
2015-01-27,2.7,CLIC
2015-01-28,5.8,CLIC
2015-01-29,4.4,CLIC
2015-01-30,4.12,CLIC
2015-01-31,6.55,CLIC
2015-02-03,5.37,CLIC
2015-02-04,3.47,CLIC
2015-02-05,3,CLIC
2015-02-06,1.8,CLIC
2015-02-07,3.9,CLIC
2015-02-08,4.6,CLIC
2015-02-09,6,CLIC
2015-02-10,3.5,CLIC
2015-02-11,4.49,CLIC
2015-02-14,5.33,CLIC
2015-02-15,1.69,CLIC
2015-02-16,2.71,CLIC
2015-02-17,1.57,CLIC
2015-02-18,4.03,CLIC
2015-02-19,4.2,CLIC
2015-02-20,3.68,CLIC
2015-02-21,5.22,CLIC
2015-02-24,2.5,CLIC
2015-02-25,1.7,CLIC
2015-02-26,4.7,CLIC
2015-03-01,4.41,CLIC
2015-03-02,1,CLIC
2015-03-03,0.2,CLIC
2015-03-04,0.4,CLIC
2015-03-05,0.9,CLIC
2015-03-06,1.2,CLIC
2015-03-07,1.87,CLIC
2015-03-08,6.79,CLIC
2015-03-09,7.44,CLIC
2015-03-10,2.7,CLIC
2015-03-11,2.4,CLIC
2015-03-12,2,CLIC
2015-03-13,6.75,CLIC
2015-03-14,5.35,CLIC
2015-03-15,2.7,CLIC
2015-03-16,2.4,CLIC
2015-03-17,0.8,CLIC
2015-03-18,1.7,CLIC
2015-03-19,3.3,CLIC
2015-03-20,0.9,CLIC
2015-03-21,1.25,CLIC
2015-03-22,1.94,CLIC
2015-03-23,6.91,CLIC
2015-03-24,4.09,CLIC
2015-03-25,4.11,CLIC
2015-03-26,2.7,CLIC
2015-03-27,4.6,CLIC
2015-03-28,6.2,CLIC
2015-03-29,5.8,CLIC
2015-03-30,4.9,CLIC
2015-03-31,5.1,CLIC
2015-04-01,3.3,CLIC
2015-04-02,4.7,CLIC
2015-04-03,4.7,CLIC
2015-04-04,0.9,CLIC
2015-04-05,4.5,CLIC
2015-04-06,1.62,CLIC
2015-04-07,4.86,CLIC
2015-04-08,4.59,CLIC
2015-04-09,7.93,CLIC
2015-04-10,3.9,CLIC
2015-04-11,1.5,CLIC
2015-04-15,8,CLIC
2015-04-16,5.69,CLIC
2015-04-17,3.11,CLIC
2015-04-18,3.1,CLIC
2015-04-19,8.5,CLIC
2015-04-22,7.2,CLIC
2015-04-23,2.5,CLIC
2015-04-24,2.3,CLIC
2015-04-25,3.87,CLIC
2015-04-26,5.93,CLIC
2015-04-29,4.6,CLIC
2015-04-30,5.8,CLIC
2015-05-01,3.12,CLIC
2015-05-02,5.67,CLIC
2015-05-03,6.31,CLIC
2015-05-04,4.3,CLIC
2015-05-05,3.4,CLIC
2015-05-06,2.7,CLIC
2015-05-07,0.85,CLIC
2015-05-08,2.85,CLIC
2015-05-09,9.7,CLIC
2015-05-13,6.61,CLIC
2015-05-14,3.78,CLIC
2015-05-17,7.51,CLIC
2015-05-18,4.4,CLIC
2015-05-19,5.2,CLIC
2015-05-20,5.49,CLIC
2015-05-21,3.09,CLIC
2015-05-22,2.92,CLIC
2015-05-23,5.23,CLIC
2015-05-24,5.34,CLIC
2015-05-25,14.53,CLIC
2015-05-26,4.6,CLIC
2015-05-27,5.85,CLIC
2015-05-28,5.55,CLIC
2015-05-29,3.59,CLIC
2015-05-30,1.85,CLIC
2015-05-31,5.16,CLIC
2015-06-01,5.16,CLIC
2015-06-02,6.7,CLIC
2015-06-03,7.5,CLIC
2015-06-04,5.29,CLIC
2015-06-05,7.01,CLIC
2015-06-06,5.1,CLIC
2015-06-07,4.32,CLIC
2015-06-08,7.39,CLIC
2015-06-09,7.39,CLIC
2015-06-10,6.31,CLIC
2015-06-11,7.5,CLIC
2015-06-12,10.31,CLIC
2015-06-13,5.6,CLIC
2015-06-14,6.4,CLIC
2015-06-15,5.5,CLIC
2015-06-16,7.6,CLIC
2015-06-20,4.18,CLIC
2015-06-21,9.12,CLIC
2015-06-22,1.1,CLIC
2015-06-23,6.7,CLIC
2015-06-24,2.4,CLIC
2015-06-25,6.7,CLIC
2015-06-26,9.9,CLIC
2015-06-27,5.89,CLIC
2015-06-28,5.03,CLIC
2015-06-29,5.28,CLIC
2015-06-30,7.3,CLIC
2015-07-01,0.6,CLIC
2015-07-02,0.6,CLIC
2015-07-03,12.69,CLIC
2015-07-04,5.01,CLIC
2015-07-05,7.5,CLIC
2015-07-07,9.29,CLIC
2015-07-08,11.31,CLIC
2015-07-09,16.8,CLIC
2015-07-10,9.3,CLIC
2015-07-11,7.3,CLIC
2015-07-12,7.5,CLIC
2015-07-13,6.79,CLIC
2015-07-14,9.21,CLIC
2015-07-16,7.6,CLIC
2015-07-17,8.9,CLIC
2015-07-18,9.7,CLIC
2015-07-19,11.3,CLIC
2015-07-20,10.4,CLIC
2015-07-21,8.7,CLIC
2015-07-22,8.1,CLIC
2015-07-24,4.8,CLIC
2015-07-25,4.2,CLIC
2015-07-26,7.38,CLIC
2015-07-27,11.42,CLIC
2015-07-28,10.4,CLIC
2015-07-29,11.2,CLIC
2015-07-30,10.8,CLIC
2015-07-31,11.5,CLIC
2015-08-01,1.8,CLIC
2015-08-02,10.77,CLIC
2015-08-03,2,CLIC
2015-08-04,12.03,CLIC
2015-08-05,5.8,CLIC
2015-08-06,8.6,CLIC
2015-08-07,11.8,CLIC
2015-08-08,11.1,CLIC
2015-08-09,9,CLIC
2015-08-10,11,CLIC
2015-08-11,15.7,CLIC
2015-08-12,1.9,CLIC
2015-08-13,10.3,CLIC
2015-08-14,7.4,CLIC
2015-08-15,6.4,CLIC
2015-08-16,9.2,CLIC
2015-08-17,6.9,CLIC
2015-08-18,5.78,CLIC
2015-08-19,3.22,CLIC
2015-08-21,6.29,CLIC
2015-08-22,8.28,CLIC
2015-08-23,10.62,CLIC
2015-08-24,8.91,CLIC
2015-08-25,5.4,CLIC
2015-08-26,6.6,CLIC
2015-08-27,7.7,CLIC
2015-08-28,7.9,CLIC
2015-08-29,6.99,CLIC
2015-08-30,7.01,CLIC
2015-08-31,6.6,CLIC
2015-09-01,7,CLIC
2015-09-02,6.8,CLIC
2015-09-03,5.59,CLIC
2015-09-04,10.01,CLIC
2015-09-05,9.4,CLIC
2015-09-06,9.2,CLIC
2015-09-07,6.8,CLIC
2015-09-08,8.2,CLIC
2015-09-09,7.5,CLIC
2015-09-10,6.2,CLIC
2015-09-12,5.7,CLIC
2015-09-13,3.9,CLIC
2015-09-14,5.3,CLIC
2015-09-15,7.1,CLIC
2015-09-16,3,CLIC
2015-09-17,4.3,CLIC
2015-09-18,6.5,CLIC
2015-09-19,5.2,CLIC
2015-09-20,4.76,CLIC
2015-09-21,6.44,CLIC
2015-09-22,6.33,CLIC
2015-09-23,4.16,CLIC
2015-09-24,6.71,CLIC
2015-09-25,5,CLIC
2015-09-26,2.29,CLIC
2015-09-27,4.41,CLIC
2015-09-28,7.5,CLIC
2015-09-29,6.1,CLIC
2015-09-30,6.2,CLIC
2015-10-01,7.2,CLIC
2015-10-02,7,CLIC
2015-10-03,5.39,CLIC
2015-10-04,4.09,CLIC
2015-10-05,2.8,CLIC
2015-10-06,3.02,CLIC
2015-10-07,0.2,CLIC
2015-10-08,1.75,CLIC
2015-10-09,1.55,CLIC
2015-10-10,1.59,CLIC
2015-10-11,5.31,CLIC
2015-10-12,6.1,CLIC
2015-10-13,3.99,CLIC
2015-10-14,4.21,CLIC
2015-10-15,6.4,CLIC
2015-10-16,6.3,CLIC
2015-10-17,10.63,CLIC
2015-10-18,4.07,CLIC
2015-10-19,2.43,CLIC
2015-10-20,6.66,CLIC
2015-10-21,5.32,CLIC
2015-10-22,4.89,CLIC
2015-10-23,3.3,CLIC
2015-10-25,3.1,CLIC
2015-10-26,5.6,CLIC
2015-10-27,4.3,CLIC
2015-10-28,3.17,CLIC
2015-10-29,5.2,CLIC
2015-10-30,3.63,CLIC
2015-10-31,2.76,CLIC
2015-11-01,6.74,CLIC
2015-11-02,4.5,CLIC
2015-11-03,2.9,CLIC
2015-11-04,3.9,CLIC
2015-11-05,5,CLIC
2015-11-06,0.8,CLIC
2015-11-07,3.1,CLIC
2015-11-08,1.99,CLIC
2015-11-09,1.41,CLIC
2015-11-10,2.5,CLIC
2015-11-11,2.6,CLIC
2015-11-12,0.8,CLIC
2015-11-13,0.5,CLIC
2015-11-14,0.1,CLIC
2015-11-15,1.36,CLIC
2015-11-16,5.33,CLIC
2015-11-17,2.91,CLIC
2015-11-18,3.2,CLIC
2015-11-19,2.5,CLIC
2015-11-20,4.3,CLIC
2015-11-21,2.5,CLIC
2015-11-22,2.2,CLIC
2015-11-23,2.39,CLIC
2015-11-24,3.21,CLIC
2015-11-25,3.39,CLIC
2015-11-26,5.41,CLIC
2015-11-27,0.9,CLIC
2015-11-28,4.48,CLIC
2015-11-29,3.02,CLIC
2015-11-30,2.5,CLIC
2015-12-01,1.8,CLIC
2015-12-02,0.6,CLIC
2015-12-03,9.2,CLIC
2015-12-04,5.38,CLIC
2015-12-05,3.62,CLIC
2015-12-06,3.29,CLIC
2015-12-07,5.4,CLIC
2015-12-08,1.79,CLIC
2015-12-09,1.91,CLIC
2015-12-10,4.19,CLIC
2015-12-11,5.71,CLIC
2015-12-12,2.9,CLIC
2015-12-13,1.6,CLIC
2015-12-14,3.2,CLIC
2015-12-15,2.95,CLIC
2015-12-16,2.01,CLIC
2015-12-17,3.83,CLIC
2015-12-18,2.08,CLIC
2015-12-19,1.23,CLIC
2015-12-20,2.88,CLIC
2015-12-21,1.47,CLIC
2015-12-22,2.69,CLIC
2015-12-23,2.87,CLIC
2015-12-24,13.85,CLIC
2015-12-25,3.64,CLIC
2015-12-26,4.38,CLIC
2015-12-27,2.56,CLIC
2015-12-28,4.65,CLIC
2015-12-29,3.52,CLIC
2015-12-30,3.24,CLIC
2015-12-31,2.58,CLIC
2016-01-02,14.94,CLIC
2016-01-03,0.72,CLIC
2016-01-04,2.86,CLIC
2016-01-05,2.81,CLIC
2016-01-06,3.58,CLIC
2016-01-07,0.92,CLIC
2016-01-08,3.11,CLIC
2016-01-09,2.75,CLIC
2016-01-10,0.95,CLIC
2016-01-11,1.88,CLIC
2016-01-12,1.93,CLIC
2016-01-13,0.88,CLIC
2016-01-14,1.94,CLIC
2016-01-15,2.64,CLIC
2016-01-16,1.86,CLIC
2016-01-17,0.95,CLIC
2016-01-18,1.83,CLIC
2016-01-19,1.92,CLIC
2016-01-20,4.82,CLIC
2016-01-21,7.64,CLIC
2016-01-22,3.91,CLIC
2016-01-23,3.7,CLIC
2016-01-24,5.8,CLIC
2016-01-25,2.65,CLIC
2016-01-26,0.15,CLIC
2016-01-27,2,CLIC
2016-01-28,1.6,CLIC
2016-01-29,4,CLIC
2016-01-30,12.75,CLIC
2016-01-31,5.75,CLIC
2016-02-01,5,CLIC
2016-02-02,1.2,CLIC
2016-02-03,5.5,CLIC
2016-02-04,5.9,CLIC
2016-02-05,2.1,CLIC
2016-02-06,5.3,CLIC
2016-02-07,2.7,CLIC
2016-02-08,2.4,CLIC
2016-02-09,5.1,CLIC
2016-02-10,4.6,CLIC
2016-02-11,5.89,CLIC
2016-02-12,2.79,CLIC
2016-02-13,4.42,CLIC
2016-02-14,5.3,CLIC
2016-02-15,5.2,CLIC
2016-02-16,2.55,CLIC
2016-02-17,4.75,CLIC
2016-02-18,3.8,CLIC
