Estación: ,C19112,BENITEZ. LINARES
2005-04-03,7.9,CLIC
2005-04-04,6.48,CLIC
2005-04-05,5.24,CLIC
2005-04-06,3.52,CLIC
2005-04-07,10.25,CLIC
2005-04-08,9.29,CLIC
2005-04-09,6.5,CLIC
2005-04-10,5.15,CLIC
2005-04-11,5.35,CLIC
2005-04-12,8.77,CLIC
2005-04-13,8.63,CLIC
2005-04-14,8.45,CLIC
2005-04-15,10,CLIC
2005-04-16,7.97,CLIC
2005-04-17,2.82,CLIC
2005-04-18,3.07,CLIC
2005-04-19,3.96,CLIC
2005-04-20,3.71,CLIC
2005-04-21,7.39,CLIC
2005-04-22,4.98,CLIC
2005-04-23,2.9,CLIC
2005-04-24,3.15,CLIC
2005-04-25,6.14,CLIC
2005-04-26,5.83,CLIC
2005-04-27,7.65,CLIC
2005-04-28,7.9,CLIC
2005-04-29,11.26,CLIC
2005-04-30,5.9,CLIC
2005-05-01,7.25,CLIC
2005-05-02,6.66,CLIC
2005-05-03,2.03,CLIC
2005-05-04,0.85,CLIC
2005-05-05,2.1,CLIC
2005-05-06,4.13,CLIC
2005-05-07,3.16,CLIC
2005-05-08,7.95,CLIC
2005-05-09,8.96,CLIC
2005-05-10,7.37,CLIC
2005-05-11,6.83,CLIC
2005-05-12,5.9,CLIC
2005-05-13,8.81,CLIC
2005-05-14,7.31,CLIC
2005-05-15,7.8,CLIC
2005-05-16,4.23,CLIC
2005-05-17,6.85,CLIC
2005-05-18,8.21,CLIC
2005-05-19,8.37,CLIC
2005-05-20,5.82,CLIC
2005-05-21,6.03,CLIC
2005-05-22,9.05,CLIC
2005-05-23,7.13,CLIC
2005-05-24,5.9,CLIC
2005-05-25,10.51,CLIC
2005-05-26,7.83,CLIC
2005-05-27,9.23,CLIC
2005-05-28,7.8,CLIC
2005-05-29,10.13,CLIC
2005-05-30,9.1,CLIC
2005-05-31,9.72,CLIC
2005-06-01,9.39,CLIC
2005-06-02,9.13,CLIC
2005-06-03,7.75,CLIC
2005-06-04,8.3,CLIC
2005-06-05,8.66,CLIC
2005-06-06,9.2,CLIC
2005-06-07,7.62,CLIC
2005-06-08,6.04,CLIC
2005-06-09,8.46,CLIC
2005-06-10,7.23,CLIC
2005-06-11,11.26,CLIC
2005-06-12,7.65,CLIC
2005-06-13,6.47,CLIC
2005-06-14,11.46,CLIC
2005-06-15,8.56,CLIC
2005-06-16,6.66,CLIC
2005-06-17,6.67,CLIC
2005-06-18,7.37,CLIC
2005-06-19,8.06,CLIC
2005-06-20,5.4,CLIC
2005-06-21,8.02,CLIC
2005-06-22,7.02,CLIC
2005-06-23,9.04,CLIC
2005-06-24,9.48,CLIC
2005-06-25,9.92,CLIC
2005-06-26,10.81,CLIC
2005-06-27,4.8,CLIC
2005-06-28,8.09,CLIC
2005-06-29,6.59,CLIC
2005-06-30,5.09,CLIC
2005-07-01,9.87,CLIC
2005-07-02,11.09,CLIC
2005-07-03,11.03,CLIC
2005-07-04,12.3,CLIC
2005-07-05,10.04,CLIC
2005-07-06,9.22,CLIC
2005-07-07,11.39,CLIC
2005-07-08,9.73,CLIC
2005-07-09,9.93,CLIC
2005-07-10,10.12,CLIC
2005-07-11,5.23,CLIC
2005-07-12,9.84,CLIC
2005-07-13,9.15,CLIC
2005-07-14,10.48,CLIC
2005-07-15,11.35,CLIC
2005-07-16,11.53,CLIC
2005-07-17,10.61,CLIC
2005-07-18,9.7,CLIC
2005-07-19,10.16,CLIC
2005-07-20,5.08,CLIC
2005-07-21,3.51,CLIC
2005-07-22,1.95,CLIC
2005-07-23,2.16,CLIC
2005-07-24,4.21,CLIC
2005-07-25,2.09,CLIC
2005-07-26,3.15,CLIC
2005-07-27,2.62,CLIC
2005-07-28,5.54,CLIC
2005-07-29,8.46,CLIC
2005-07-30,8.01,CLIC
2005-07-31,9.95,CLIC
2005-08-01,7.32,CLIC
2005-08-02,10.77,CLIC
2005-08-03,9.05,CLIC
2005-08-04,7.83,CLIC
2005-08-05,6.6,CLIC
2005-08-06,6.37,CLIC
2005-08-07,6.82,CLIC
2005-08-08,5.92,CLIC
2005-08-09,7.71,CLIC
2005-08-10,9.5,CLIC
2005-08-11,8.9,CLIC
2005-08-12,10.2,CLIC
2005-08-13,8.08,CLIC
2005-08-14,8.69,CLIC
2005-08-15,9.1,CLIC
2005-08-16,9.4,CLIC
2005-08-17,9.6,CLIC
2005-08-18,8.04,CLIC
2005-08-19,6.48,CLIC
2005-08-20,10.31,CLIC
2005-08-21,7.3,CLIC
2005-08-22,10.79,CLIC
2005-08-23,10.08,CLIC
2005-08-24,10.77,CLIC
2005-08-25,11.46,CLIC
2005-08-26,11.93,CLIC
2005-08-27,12.4,CLIC
2005-08-28,8.82,CLIC
2005-08-29,11.54,CLIC
2005-08-30,5.78,CLIC
2005-08-31,4.59,CLIC
2005-09-01,3.39,CLIC
2005-09-02,3.61,CLIC
2005-09-03,3.83,CLIC
2005-09-04,4.27,CLIC
2005-09-05,7.31,CLIC
2005-09-06,6.1,CLIC
2005-09-07,5.07,CLIC
2005-09-08,1.46,CLIC
2005-09-09,8.68,CLIC
2005-09-10,7.17,CLIC
2005-09-11,6.18,CLIC
2005-09-12,8.16,CLIC
2005-09-13,4.81,CLIC
2005-09-14,8.62,CLIC
2005-09-15,10.11,CLIC
2005-09-16,10.54,CLIC
2005-09-17,8.24,CLIC
2005-09-18,7.82,CLIC
2005-09-19,8.03,CLIC
2005-09-20,8.69,CLIC
2005-09-21,9.34,CLIC
2005-09-22,6.76,CLIC
2005-09-23,7.96,CLIC
2005-09-24,6.43,CLIC
2005-09-25,8.54,CLIC
2005-09-26,7.01,CLIC
2005-09-27,8.03,CLIC
2005-09-28,7.86,CLIC
2005-09-29,7.69,CLIC
2005-09-30,8.29,CLIC
2005-10-01,7.17,CLIC
2005-10-02,6.5,CLIC
2005-10-03,2.98,CLIC
2005-10-04,1.95,CLIC
2005-10-05,2.35,CLIC
2005-10-06,1.07,CLIC
2005-10-07,2.38,CLIC
2005-10-08,1.33,CLIC
2005-10-09,1.75,CLIC
2005-10-10,3.73,CLIC
2005-10-11,2.89,CLIC
2005-10-12,2.62,CLIC
2005-10-13,1.1,CLIC
2005-10-14,1.33,CLIC
2005-10-15,2.91,CLIC
2005-10-16,2.75,CLIC
2005-10-17,5.74,CLIC
2005-10-18,2.79,CLIC
2005-10-19,3.86,CLIC
2005-10-20,6.58,CLIC
2005-10-21,4.87,CLIC
2005-10-22,1.33,CLIC
2005-10-23,3.91,CLIC
2005-10-24,0.35,CLIC
2005-10-25,1.63,CLIC
2005-10-26,1.4,CLIC
2005-10-27,1.15,CLIC
2005-10-28,1.43,CLIC
2005-10-29,2.64,CLIC
2005-10-30,3.8,CLIC
2005-10-31,4.5,CLIC
2005-11-01,3.45,CLIC
2005-11-02,2.23,CLIC
2005-11-03,2.66,CLIC
2005-11-04,1.47,CLIC
2005-11-05,3.05,CLIC
2005-11-06,3.4,CLIC
2005-11-07,3.12,CLIC
2005-11-08,1.83,CLIC
2005-11-09,4.63,CLIC
2005-11-10,5.22,CLIC
2005-11-11,4.16,CLIC
2005-11-12,3.08,CLIC
2005-11-13,4.18,CLIC
2005-11-14,2.55,CLIC
2005-11-15,4.03,CLIC
2005-11-16,8.81,CLIC
2005-11-17,2.93,CLIC
2005-11-18,4.04,CLIC
2005-11-19,1.15,CLIC
2005-11-20,0.83,CLIC
2005-11-21,0.5,CLIC
2005-11-22,1.24,CLIC
2005-11-23,2.28,CLIC
2005-11-24,4.29,CLIC
2005-11-25,3.64,CLIC
2005-11-26,5.1,CLIC
2005-11-27,6.32,CLIC
2005-11-28,2.61,CLIC
2005-11-29,5.6,CLIC
2005-11-30,2.68,CLIC
2005-12-01,2.85,CLIC
2005-12-02,1.89,CLIC
2005-12-03,1.83,CLIC
2005-12-04,3.67,CLIC
2005-12-05,5.6,CLIC
2005-12-06,2.13,CLIC
2005-12-07,2.74,CLIC
2005-12-08,0.52,CLIC
2005-12-09,0.83,CLIC
2005-12-10,0.33,CLIC
2005-12-11,1.9,CLIC
2005-12-12,1.95,CLIC
2005-12-13,2.58,CLIC
2005-12-14,2.52,CLIC
2005-12-15,3.23,CLIC
2005-12-16,3.51,CLIC
2005-12-17,2.29,CLIC
2005-12-18,0.85,CLIC
2005-12-19,0.35,CLIC
2005-12-20,0.8,CLIC
2005-12-21,0.7,CLIC
2005-12-22,1.85,CLIC
2005-12-23,1.44,CLIC
2005-12-24,2.89,CLIC
2005-12-25,6.3,CLIC
2005-12-26,3.03,CLIC
2005-12-27,4.9,CLIC
2005-12-28,2.45,CLIC
2005-12-29,3.66,CLIC
2005-12-30,7.22,CLIC
2005-12-31,7.64,CLIC
2006-01-01,4.63,CLIC
2006-01-02,7.85,CLIC
2006-01-03,4.94,CLIC
2006-01-04,2.16,CLIC
2006-01-05,3.92,CLIC
2006-01-06,5.67,CLIC
2006-01-07,2.45,CLIC
2006-01-08,3.41,CLIC
2006-01-09,3.88,CLIC
2006-01-10,2.62,CLIC
2006-01-11,4.25,CLIC
2006-01-12,2.2,CLIC
2006-01-13,3.82,CLIC
2006-01-14,2.96,CLIC
2006-01-15,3.11,CLIC
2006-01-16,3.51,CLIC
2006-01-17,4.85,CLIC
2006-01-18,5.14,CLIC
2006-01-19,4.34,CLIC
2006-01-20,2.29,CLIC
2006-01-21,1.99,CLIC
2006-01-22,5.23,CLIC
2006-01-23,2.12,CLIC
2006-01-24,1.84,CLIC
2006-01-25,2.4,CLIC
2006-01-26,2.06,CLIC
2006-01-27,2.29,CLIC
2006-01-28,4.33,CLIC
2006-01-29,2.13,CLIC
2006-01-30,4.38,CLIC
2006-01-31,3.26,CLIC
2006-02-01,3.24,CLIC
2006-02-02,2.71,CLIC
2006-02-03,2.72,CLIC
2006-02-04,3.2,CLIC
2006-02-05,3.67,CLIC
2006-02-06,3.32,CLIC
2006-02-07,7.42,CLIC
2006-02-08,3.47,CLIC
2006-02-09,4.3,CLIC
2006-02-10,5.12,CLIC
2006-02-11,7.59,CLIC
2006-02-12,4.34,CLIC
2006-02-13,3.98,CLIC
2006-02-14,5.82,CLIC
2006-02-15,3.84,CLIC
2006-02-16,3.55,CLIC
2006-02-17,4.13,CLIC
2006-02-18,4.88,CLIC
2006-02-19,2.44,CLIC
2006-02-20,2.47,CLIC
2006-02-21,2.5,CLIC
2006-02-22,2.49,CLIC
2006-02-23,2.65,CLIC
2006-02-24,1.33,CLIC
2006-02-25,2.07,CLIC
2006-02-26,2.81,CLIC
2006-02-27,5.15,CLIC
2006-02-28,5.62,CLIC
2006-03-01,4.77,CLIC
2006-03-02,5.86,CLIC
2006-03-03,6.78,CLIC
2006-03-04,5.6,CLIC
2006-03-05,7.5,CLIC
2006-03-06,3.26,CLIC
2006-03-07,6.76,CLIC
2006-03-08,6.33,CLIC
2006-03-09,6.72,CLIC
2006-03-10,7.1,CLIC
2006-03-11,6.6,CLIC
2006-03-12,6.11,CLIC
2006-03-13,6.08,CLIC
2006-03-14,5.05,CLIC
2006-03-15,9.59,CLIC
2006-03-16,7.29,CLIC
2006-03-17,4.98,CLIC
2006-03-18,3.67,CLIC
2006-03-19,8.37,CLIC
2006-03-20,7.39,CLIC
2006-03-21,5.74,CLIC
2006-03-22,5.37,CLIC
2006-03-23,3.46,CLIC
2006-03-24,3.75,CLIC
2006-03-25,4.34,CLIC
2006-03-26,3.16,CLIC
2006-03-27,5.51,CLIC
2006-03-28,2.43,CLIC
2006-03-29,5.39,CLIC
2006-03-30,6.12,CLIC
2006-03-31,7.12,CLIC
2006-04-01,6.46,CLIC
2006-04-02,7,CLIC
2006-04-03,8.44,CLIC
2006-04-04,7.42,CLIC
2006-04-05,6.58,CLIC
2006-04-06,6.62,CLIC
2006-04-07,6.65,CLIC
2006-04-08,9.78,CLIC
2006-04-09,10.84,CLIC
2006-04-10,6.87,CLIC
2006-04-11,7.27,CLIC
2006-04-12,6.45,CLIC
2006-04-13,7.62,CLIC
2006-04-14,7.76,CLIC
2006-04-15,8.85,CLIC
2006-04-16,9.94,CLIC
2006-04-17,7.84,CLIC
2006-04-18,9.28,CLIC
2006-04-19,8.49,CLIC
2006-04-20,10.59,CLIC
2006-04-21,7.61,CLIC
2006-04-22,1.79,CLIC
2006-04-23,3.11,CLIC
2006-04-24,5.27,CLIC
2006-04-25,5.28,CLIC
2006-04-26,7.7,CLIC
2006-04-27,6.91,CLIC
2006-04-28,6.11,CLIC
2006-04-29,6.23,CLIC
2006-04-30,9.73,CLIC
2006-05-01,8.99,CLIC
2006-05-02,8.3,CLIC
2006-05-03,7.48,CLIC
2006-05-04,7.6,CLIC
2006-05-05,7.71,CLIC
2006-05-06,6.96,CLIC
2006-05-07,8.08,CLIC
2006-05-08,2.73,CLIC
2006-05-09,3.03,CLIC
2006-05-10,4.6,CLIC
2006-05-11,8.98,CLIC
2006-05-12,3.77,CLIC
2006-05-13,2.69,CLIC
2006-05-14,6.22,CLIC
2006-05-15,4.46,CLIC
2006-05-16,4.8,CLIC
2006-05-17,5.13,CLIC
2006-05-18,10.03,CLIC
2006-05-19,8.13,CLIC
2006-05-20,9.44,CLIC
2006-05-21,8.55,CLIC
2006-05-22,8.3,CLIC
2006-05-23,7.86,CLIC
2006-05-24,8.45,CLIC
2006-05-25,8.6,CLIC
2006-05-26,8.75,CLIC
2006-05-27,8.61,CLIC
2006-05-28,5.46,CLIC
2006-05-29,5.52,CLIC
2006-05-30,5.58,CLIC
2006-05-31,7.23,CLIC
2006-06-01,8.05,CLIC
2006-06-02,6.55,CLIC
2006-06-03,7.19,CLIC
2006-06-04,6.97,CLIC
2006-06-05,8,CLIC
2006-06-06,6.66,CLIC
2006-06-07,8.55,CLIC
2006-06-08,10.71,CLIC
2006-06-09,5.65,CLIC
2006-06-10,11.09,CLIC
2006-06-11,7.59,CLIC
2006-06-12,8.17,CLIC
2006-06-13,6.55,CLIC
2006-06-14,8.51,CLIC
2006-06-15,10.46,CLIC
2006-06-16,12.34,CLIC
2006-06-17,9.46,CLIC
2006-06-18,11.61,CLIC
2006-06-19,5.82,CLIC
2006-06-20,8.88,CLIC
2006-06-21,8.66,CLIC
2006-06-22,9.12,CLIC
2006-06-23,9.58,CLIC
2006-06-24,12.12,CLIC
2006-06-25,9.42,CLIC
2006-06-26,11.85,CLIC
2006-06-27,7.32,CLIC
2006-06-28,9.36,CLIC
2006-06-29,8.07,CLIC
2006-06-30,9.92,CLIC
2006-07-01,6.68,CLIC
2006-07-02,5.66,CLIC
2006-07-03,6.17,CLIC
2006-07-04,5.92,CLIC
2006-07-05,6.81,CLIC
2006-07-06,7.7,CLIC
2006-07-07,5.08,CLIC
2006-07-08,6.39,CLIC
2006-07-09,8.3,CLIC
2006-07-10,10.2,CLIC
2006-07-11,10.43,CLIC
2006-07-12,9.06,CLIC
2006-07-13,9.82,CLIC
2006-07-14,9.41,CLIC
2006-07-15,10.95,CLIC
2006-07-16,5.38,CLIC
2006-07-17,5.98,CLIC
2006-07-18,6.58,CLIC
2006-07-19,10.79,CLIC
2006-07-20,8.73,CLIC
2006-07-21,9.08,CLIC
2006-07-22,9.55,CLIC
2006-07-23,8.91,CLIC
2006-07-24,9.85,CLIC
2006-07-25,9.38,CLIC
2006-07-26,9.62,CLIC
2006-07-27,9.19,CLIC
2006-07-28,8.76,CLIC
2006-07-29,9.06,CLIC
2006-07-30,10.38,CLIC
2006-07-31,8.48,CLIC
2006-08-01,10.26,CLIC
2006-08-02,7.01,CLIC
2006-08-03,5.84,CLIC
2006-08-04,6.43,CLIC
2006-08-05,7.67,CLIC
2006-08-06,8.91,CLIC
2006-08-07,5.69,CLIC
2006-08-08,7.3,CLIC
2006-08-09,5.83,CLIC
2006-08-10,4.35,CLIC
2006-08-11,10.55,CLIC
2006-08-12,7.28,CLIC
2006-08-13,8.4,CLIC
2006-08-14,8.03,CLIC
2006-08-15,7.81,CLIC
2006-08-16,9.52,CLIC
2006-08-17,10.06,CLIC
2006-08-18,7.88,CLIC
2006-08-19,5.69,CLIC
2006-08-20,6.37,CLIC
2006-08-21,5.01,CLIC
2006-08-22,7.73,CLIC
2006-08-23,10.45,CLIC
2006-08-24,11.9,CLIC
2006-08-25,9,CLIC
2006-08-26,8.46,CLIC
2006-08-27,11.49,CLIC
2006-08-28,9.05,CLIC
2006-08-29,7.22,CLIC
2006-08-30,8.33,CLIC
2006-08-31,11.5,CLIC
2006-09-01,8.55,CLIC
2006-09-02,9.08,CLIC
2006-09-03,8.51,CLIC
2006-09-04,5.8,CLIC
2006-09-05,4.95,CLIC
2006-09-06,2.6,CLIC
2006-09-07,2.45,CLIC
2006-09-08,2.54,CLIC
2006-09-09,2.85,CLIC
2006-09-10,4.16,CLIC
2006-09-11,2.3,CLIC
2006-09-12,0,CLIC
2006-09-13,1.06,CLIC
2006-09-14,6.95,CLIC
2006-09-15,3.28,CLIC
2006-09-16,7.7,CLIC
2006-09-17,6.4,CLIC
2006-09-18,3.14,CLIC
2006-09-19,7.59,CLIC
2006-09-20,6.03,CLIC
2006-09-21,6.6,CLIC
2006-09-22,6.83,CLIC
2006-09-23,4.59,CLIC
2006-09-24,1.7,CLIC
2006-09-25,3.13,CLIC
2006-09-26,6.93,CLIC
2006-09-27,2.35,CLIC
2006-09-28,7.1,CLIC
2006-09-29,5.4,CLIC
2006-09-30,4.62,CLIC
2006-10-01,4.33,CLIC
2006-10-02,2.31,CLIC
2006-10-03,5.01,CLIC
2006-10-04,3.62,CLIC
2006-10-05,6.95,CLIC
2006-10-06,3.48,CLIC
2006-10-07,1.99,CLIC
2006-10-08,2.84,CLIC
2006-10-09,5.87,CLIC
2006-10-10,1.46,CLIC
2006-10-11,1.55,CLIC
2006-10-12,3.5,CLIC
2006-10-13,8.16,CLIC
2006-10-14,4.85,CLIC
2006-10-15,6.17,CLIC
2006-10-16,5.2,CLIC
2006-10-17,3.17,CLIC
2006-10-18,4.09,CLIC
2006-10-19,2.15,CLIC
2006-10-20,3.97,CLIC
2006-10-21,1.9,CLIC
2006-10-22,2.15,CLIC
2006-10-23,0.77,CLIC
2006-10-24,1.52,CLIC
2006-10-25,4.36,CLIC
2006-10-26,9.46,CLIC
2006-10-27,6.05,CLIC
2006-10-28,3.19,CLIC
2006-10-29,4.79,CLIC
2006-10-30,3.13,CLIC
2006-10-31,2.57,CLIC
2006-11-01,4.1,CLIC
2006-11-02,0.89,CLIC
2006-11-03,0.8,CLIC
2006-11-04,1.1,CLIC
2006-11-05,2.87,CLIC
2006-11-06,1.79,CLIC
2006-11-07,2.34,CLIC
2006-11-08,3.61,CLIC
2006-11-09,1.84,CLIC
2006-11-10,4.25,CLIC
2006-11-11,1.9,CLIC
2006-11-12,1.98,CLIC
2006-11-13,1.21,CLIC
2006-11-14,2.1,CLIC
2006-11-15,2.85,CLIC
2006-11-16,3.91,CLIC
2006-11-17,4.18,CLIC
2006-11-18,3.91,CLIC
2006-11-19,1.95,CLIC
2006-11-20,2.55,CLIC
2006-11-21,3.51,CLIC
2006-11-22,1.49,CLIC
2006-11-23,2.12,CLIC
2006-11-24,3.02,CLIC
2006-11-25,2.72,CLIC
2006-11-26,3.35,CLIC
2006-11-27,2.9,CLIC
2006-11-28,3.02,CLIC
2006-11-29,3.21,CLIC
2006-11-30,5.53,CLIC
2006-12-01,5.53,CLIC
2006-12-02,2.04,CLIC
2006-12-03,1.34,CLIC
2006-12-04,3.92,CLIC
2006-12-05,2.18,CLIC
2006-12-06,0.66,CLIC
2006-12-07,1.71,CLIC
2006-12-08,1.19,CLIC
2006-12-09,1.17,CLIC
2006-12-10,1.15,CLIC
2006-12-11,0.36,CLIC
2006-12-12,2.36,CLIC
2006-12-13,1.35,CLIC
2006-12-14,0.9399,CLIC
2006-12-15,0.89,CLIC
2006-12-16,2.1,CLIC
2006-12-17,0.63,CLIC
2006-12-18,2.67,CLIC
2006-12-19,0.17,CLIC
2006-12-20,1.58,CLIC
2006-12-21,3.2,CLIC
2006-12-22,2.07,CLIC
2006-12-23,0.97,CLIC
2006-12-24,1.45,CLIC
2006-12-25,4.89,CLIC
2006-12-26,1.39,CLIC
2006-12-27,2,CLIC
2006-12-28,1.95,CLIC
2006-12-29,3.22,CLIC
2006-12-30,3.89,CLIC
2006-12-31,2.36,CLIC
2007-01-01,1.55,CLIC
2007-01-02,2.88,CLIC
2007-01-03,1.58,CLIC
2007-01-04,1.1,CLIC
2007-01-05,1.26,CLIC
2007-01-06,2.18,CLIC
2007-01-07,4.72,CLIC
2007-01-08,1.19,CLIC
2007-01-09,1.99,CLIC
2007-01-10,2.45,CLIC
2007-01-11,2.7,CLIC
2007-01-12,3.52,CLIC
2007-01-13,2.62,CLIC
2007-01-14,2.73,CLIC
2007-01-15,2.05,CLIC
2007-01-16,1.43,CLIC
2007-01-17,1.02,CLIC
2007-01-18,0.63,CLIC
2007-01-19,0.91,CLIC
2007-01-20,1.19,CLIC
2007-01-21,1.59,CLIC
2007-01-22,0.81,CLIC
2007-01-23,1.83,CLIC
2007-01-24,2.84,CLIC
2007-01-25,1.97,CLIC
2007-01-26,1.09,CLIC
2007-01-27,2,CLIC
2007-01-28,2.61,CLIC
2007-01-29,1.49,CLIC
2007-01-30,1.63,CLIC
2007-01-31,1.25,CLIC
2007-02-01,1.97,CLIC
2007-02-02,2.28,CLIC
2007-02-03,1.66,CLIC
2007-02-04,0.49,CLIC
2007-02-05,1.03,CLIC
2007-02-06,1.56,CLIC
2007-02-07,2.76,CLIC
2007-02-08,2.84,CLIC
2007-02-09,1.91,CLIC
2007-02-10,1.55,CLIC
2007-02-11,1.19,CLIC
2007-02-12,1.97,CLIC
2007-02-13,2.14,CLIC
2007-02-14,4.71,CLIC
2007-02-15,1.44,CLIC
2007-02-16,0.44,CLIC
2007-02-17,2.69,CLIC
2007-02-18,5.74,CLIC
2007-02-19,3.93,CLIC
2007-02-20,4.07,CLIC
2007-02-21,2.13,CLIC
2007-02-22,7.89,CLIC
2007-02-23,3.76,CLIC
2007-02-24,3.28,CLIC
2007-02-25,3.8,CLIC
2007-02-26,5.5,CLIC
2007-02-27,4.1,CLIC
2007-02-28,7.18,CLIC
2007-03-01,3.36,CLIC
2007-03-02,7.46,CLIC
2007-03-03,5.2,CLIC
2007-03-04,7.12,CLIC
2007-03-05,2.13,CLIC
2007-03-06,5.69,CLIC
2007-03-07,4.34,CLIC
2007-03-08,4.65,CLIC
2007-03-09,4.13,CLIC
2007-03-10,2.67,CLIC
2007-03-11,5.11,CLIC
2007-03-12,1.98,CLIC
2007-03-13,2.29,CLIC
2007-03-14,6.47,CLIC
2007-03-15,4.9,CLIC
2007-03-16,6.08,CLIC
2007-03-17,1.07,CLIC
2007-03-18,6.03,CLIC
2007-03-19,6.68,CLIC
2007-03-20,4.46,CLIC
2007-03-21,1.67,CLIC
2007-03-22,3.31,CLIC
2007-03-23,6.42,CLIC
2007-03-24,6.32,CLIC
2007-03-25,2.15,CLIC
2007-03-26,5.44,CLIC
2007-03-27,5.48,CLIC
2007-03-28,6.01,CLIC
2007-03-29,9.33,CLIC
2007-03-30,4.57,CLIC
2007-03-31,5.37,CLIC
2007-04-01,4.21,CLIC
2007-04-02,1.1,CLIC
2007-04-03,1.14,CLIC
2007-04-04,1.07,CLIC
2007-04-05,1.11,CLIC
2007-04-06,6.35,CLIC
2007-04-07,2.34,CLIC
2007-04-08,1.99,CLIC
2007-04-09,1.64,CLIC
2007-04-10,1.77,CLIC
2007-04-11,5.31,CLIC
2007-04-12,8.56,CLIC
2007-04-13,6.89,CLIC
2007-04-14,10.08,CLIC
2007-04-15,7.26,CLIC
2007-04-16,7.71,CLIC
2007-04-17,5.59,CLIC
2007-04-18,5.87,CLIC
2007-04-19,8.06,CLIC
2007-04-20,3.63,CLIC
2007-04-21,5.77,CLIC
2007-04-22,1.76,CLIC
2007-04-23,5.37,CLIC
2007-04-24,5.85,CLIC
2007-04-25,1.59,CLIC
2007-04-26,9.91,CLIC
2007-04-27,8.88,CLIC
2007-04-28,2.31,CLIC
2007-04-29,2.54,CLIC
2007-04-30,6.74,CLIC
2007-05-01,7.4,CLIC
2007-05-02,5.94,CLIC
2007-05-03,7.15,CLIC
2007-05-04,3.54,CLIC
2007-05-05,5.04,CLIC
2007-05-06,0.9,CLIC
2007-05-07,2.8,CLIC
2007-05-08,4.7,CLIC
2007-05-09,2.83,CLIC
2007-05-10,2.85,CLIC
2007-05-11,2.49,CLIC
2007-05-12,6.64,CLIC
2007-05-13,7.58,CLIC
2007-05-14,8.69,CLIC
2007-05-15,8.03,CLIC
2007-05-16,5.28,CLIC
2007-05-17,5.77,CLIC
2007-05-18,1.6,CLIC
2007-05-19,7.15,CLIC
2007-05-20,3.77,CLIC
2007-05-21,9.32,CLIC
2007-05-22,5.15,CLIC
2007-05-23,2.38,CLIC
2007-05-24,3.12,CLIC
2007-05-25,2.75,CLIC
2007-05-26,4.42,CLIC
2007-05-27,6.08,CLIC
2007-05-28,3.9,CLIC
2007-05-29,4.93,CLIC
2007-05-30,6.63,CLIC
2007-05-31,6.38,CLIC
2007-06-01,5.99,CLIC
2007-06-02,7.57,CLIC
2007-06-03,6.38,CLIC
2007-06-04,4.53,CLIC
2007-06-05,6,CLIC
2007-06-06,7.46,CLIC
2007-06-07,6.46,CLIC
2007-06-08,8.32,CLIC
2007-06-09,8.07,CLIC
2007-06-10,7.81,CLIC
2007-06-11,8.34,CLIC
2007-06-12,9.34,CLIC
2007-06-13,6.84,CLIC
2007-06-14,9.61,CLIC
2007-06-15,11.54,CLIC
2007-06-16,3.01,CLIC
2007-06-17,3.19,CLIC
2007-06-18,5.37,CLIC
2007-06-19,5.49,CLIC
2007-06-20,8.18,CLIC
2007-06-21,4.92,CLIC
2007-06-22,4.78,CLIC
2007-06-23,6.15,CLIC
2007-06-24,6.03,CLIC
2007-06-25,5.9,CLIC
2007-06-26,8.97,CLIC
2007-06-27,5.49,CLIC
2007-06-28,6.13,CLIC
2007-06-29,5.84,CLIC
2007-06-30,5.54,CLIC
2007-07-01,3.56,CLIC
2007-07-02,3.82,CLIC
2007-07-03,4.88,CLIC
2007-07-04,5.16,CLIC
2007-07-05,5.44,CLIC
2007-07-06,2.94,CLIC
2007-07-07,5.88,CLIC
2007-07-08,5.67,CLIC
2007-07-09,7.28,CLIC
2007-07-10,5.99,CLIC
2007-07-11,5.03,CLIC
2007-07-12,7.15,CLIC
2007-07-13,7.97,CLIC
2007-07-14,9.38,CLIC
2007-07-15,8.32,CLIC
2007-07-16,3.43,CLIC
2007-07-17,3.41,CLIC
2007-07-18,3.38,CLIC
2007-07-19,1.07,CLIC
2007-07-20,2.04,CLIC
2007-07-21,3.91,CLIC
2007-07-22,6.01,CLIC
2007-07-23,6.36,CLIC
2007-07-24,5.61,CLIC
2007-07-25,5.45,CLIC
2007-07-26,4.63,CLIC
2007-07-27,2.26,CLIC
2007-07-28,3.2,CLIC
2007-07-29,4.14,CLIC
2007-07-30,5.52,CLIC
2007-07-31,5.81,CLIC
2007-08-01,5.89,CLIC
2007-08-02,6.76,CLIC
2007-08-03,8.35,CLIC
2007-08-04,5,CLIC
2007-08-05,8.65,CLIC
2007-08-06,6.77,CLIC
2007-08-07,11.25,CLIC
2007-08-08,9.6,CLIC
2007-08-09,9.2,CLIC
2007-08-10,7.42,CLIC
2007-08-11,5.45,CLIC
2007-08-12,4.64,CLIC
2007-08-13,5.56,CLIC
2007-08-14,6.21,CLIC
2007-08-15,8,CLIC
2007-08-16,6.43,CLIC
2007-08-17,6.9,CLIC
2007-08-18,10.43,CLIC
2007-08-19,6.97,CLIC
2007-08-20,9.02,CLIC
2007-08-21,6.74,CLIC
2007-08-22,4.66,CLIC
2007-08-23,2.75,CLIC
2007-08-24,6.84,CLIC
