Estación: ,C19034,LINARES. LINARES (SMN)
1939-05-10,6,CLIC
1939-05-11,4.5,CLIC
1939-05-12,2.7,CLIC
1939-05-13,5.2,CLIC
1939-05-14,4.6,CLIC
1939-05-15,3.7,CLIC
1939-05-16,5,CLIC
1939-05-17,3.3,CLIC
1939-05-18,2.3,CLIC
1939-05-19,5.2,CLIC
1939-05-20,5.2,CLIC
1939-05-21,4.4,CLIC
1939-05-22,6.4,CLIC
1939-05-23,5.3,CLIC
1939-05-24,4.3,CLIC
1939-05-25,5.4,CLIC
1939-05-26,4.9,CLIC
1939-05-27,5.4,CLIC
1939-05-28,3.4,CLIC
1939-05-29,2.2,CLIC
1939-05-30,2,CLIC
1939-05-31,4.7,CLIC
1939-06-01,2.8,CLIC
1939-06-02,3.8,CLIC
1939-06-03,6.7,CLIC
1939-06-04,2.5,CLIC
1939-06-05,4.2,CLIC
1939-06-06,5,CLIC
1939-06-07,2.9,CLIC
1939-06-08,4.6,CLIC
1939-06-09,3.1,CLIC
1939-06-10,3.8,CLIC
1939-06-11,5.2,CLIC
1939-06-12,6.3,CLIC
1939-06-13,5.8,CLIC
1939-06-14,6.3,CLIC
1939-06-15,7.8,CLIC
1939-06-16,5.1,CLIC
1939-06-17,4.9,CLIC
1939-06-18,6,CLIC
1939-06-19,5.9,CLIC
1939-06-20,4.9,CLIC
1939-06-21,4.8,CLIC
1939-06-22,6.1,CLIC
1939-06-23,6.9,CLIC
1939-06-24,5.2,CLIC
1939-06-25,5.8,CLIC
1939-06-26,9,CLIC
1939-06-27,7.3,CLIC
1939-06-28,8.1,CLIC
1939-06-29,9.3,CLIC
1939-06-30,8.2,CLIC
1939-07-01,8.4,CLIC
1939-07-02,6.1,CLIC
1939-07-03,8.7,CLIC
1939-07-04,9.1,CLIC
1939-07-05,8.5,CLIC
1939-07-06,8.9,CLIC
1939-07-07,9.1,CLIC
1939-07-08,8,CLIC
1939-07-09,8.8,CLIC
1939-07-10,4.1,CLIC
1939-07-11,2.7,CLIC
1939-07-12,4.5,CLIC
1939-07-13,5.9,CLIC
1939-07-14,5.9,CLIC
1939-07-15,6.7,CLIC
1939-07-16,5.7,CLIC
1939-07-17,8.5,CLIC
1939-07-18,5.2,CLIC
1939-07-19,6.7,CLIC
1939-07-20,6.6,CLIC
1939-07-21,8.4,CLIC
1939-07-22,8.2,CLIC
1939-07-23,7.9,CLIC
1939-07-24,7.7,CLIC
1939-07-25,7.5,CLIC
1939-07-26,6.9,CLIC
1939-07-27,7.9,CLIC
1939-07-28,8.8,CLIC
1939-07-29,8.8,CLIC
1939-07-30,7.2,CLIC
1939-07-31,1.4,CLIC
1939-08-01,9.8,CLIC
1939-08-02,3.3,CLIC
1939-08-03,6.2,CLIC
1939-08-04,7.7,CLIC
1939-08-05,7.2,CLIC
1939-08-06,8.1,CLIC
1939-08-07,8.6,CLIC
1939-08-08,8.4,CLIC
1939-08-09,7.2,CLIC
1939-08-10,2.1,CLIC
1939-08-11,4.6,CLIC
1939-08-12,5.9,CLIC
1939-08-13,6.5,CLIC
1939-08-14,5.1,CLIC
1939-08-15,7.1,CLIC
1939-08-16,3.2,CLIC
1939-08-17,4.2,CLIC
1939-08-18,5.1,CLIC
1939-08-19,5.2,CLIC
1939-08-20,4.6,CLIC
1939-08-21,8.5,CLIC
1939-08-22,6,CLIC
1939-08-23,7.2,CLIC
1939-08-24,6.8,CLIC
1939-08-25,6.8,CLIC
1939-08-26,2.3,CLIC
1939-08-27,8.9,CLIC
1939-08-28,7.6,CLIC
1939-08-29,6,CLIC
1939-08-30,6.2,CLIC
1939-08-31,6.4,CLIC
1939-09-01,7,CLIC
1939-09-02,7.5,CLIC
1939-09-03,7.9,CLIC
1939-09-04,8.2,CLIC
1939-09-05,8.5,CLIC
1939-09-06,8.7,CLIC
1939-09-07,10.9,CLIC
1939-09-08,12.1,CLIC
1939-09-09,6.6,CLIC
1939-09-10,5,CLIC
1939-09-11,0.6,CLIC
1939-09-12,2.4,CLIC
1939-09-13,7.2,CLIC
1939-09-14,9.3,CLIC
1939-09-15,4.1,CLIC
1939-09-16,6.7,CLIC
1939-09-17,7.2,CLIC
1939-09-18,4.4,CLIC
1939-09-19,0.4,CLIC
1939-09-20,0.6,CLIC
1939-09-21,1.5,CLIC
1939-09-22,5.1,CLIC
1939-09-23,4,CLIC
1939-09-24,5.3,CLIC
1939-09-25,7.9,CLIC
1939-09-26,8.1,CLIC
1939-09-27,6.8,CLIC
1939-09-28,6,CLIC
1939-09-29,5.6,CLIC
1939-09-30,5.4,CLIC
1939-10-01,0.8,CLIC
1939-10-02,3.9,CLIC
1939-10-03,5.5,CLIC
1939-10-04,5.9,CLIC
1939-10-05,5.1,CLIC
1939-10-06,5.6,CLIC
1939-10-07,5.6,CLIC
1939-10-08,5.7,CLIC
1939-10-09,5.4,CLIC
1939-10-10,2.3,CLIC
1939-10-11,3.9,CLIC
1939-10-12,2.7,CLIC
1939-10-13,4,CLIC
1939-10-14,2.5,CLIC
1939-10-15,2.2,CLIC
1939-10-16,0.8,CLIC
1939-10-17,1.8,CLIC
1939-10-18,1.9,CLIC
1939-10-19,2.4,CLIC
1939-10-20,3.3,CLIC
1939-10-21,3.4,CLIC
1939-10-22,3.6,CLIC
1939-10-23,3.9,CLIC
1939-10-24,3.7,CLIC
1939-10-25,4.2,CLIC
1939-10-26,2.9,CLIC
1939-10-27,3,CLIC
1939-10-28,3.1,CLIC
1939-10-29,2.3,CLIC
1939-10-30,3.1,CLIC
1939-10-31,3.4,CLIC
1939-11-01,2.6,CLIC
1939-11-02,2.8,CLIC
1939-11-03,3.2,CLIC
1939-11-04,2.3,CLIC
1939-11-05,0.8,CLIC
1939-11-06,3,CLIC
1939-11-07,2.7,CLIC
1939-11-08,2.2,CLIC
1939-11-09,4.1,CLIC
1939-11-10,2.9,CLIC
1939-11-11,2.8,CLIC
1939-11-12,7.2,CLIC
1939-11-13,0.9,CLIC
1939-11-14,7.5,CLIC
1939-11-15,7.7,CLIC
1939-11-16,2.1,CLIC
1939-11-17,2.2,CLIC
1939-11-18,0.8,CLIC
1939-11-19,1.3,CLIC
1939-11-20,7.8,CLIC
1939-11-21,0.4,CLIC
1939-11-22,7.1,CLIC
1939-11-23,7.3,CLIC
1939-11-24,1.3,CLIC
1939-11-25,2.7,CLIC
1939-11-27,0.2,CLIC
1939-11-28,0.5,CLIC
1939-11-29,0.1,CLIC
1939-11-30,3.3,CLIC
1939-12-01,5.2,CLIC
1939-12-02,4.2,CLIC
1939-12-03,1.5,CLIC
1939-12-04,1.8,CLIC
1939-12-05,2.4,CLIC
1939-12-06,2.8,CLIC
1939-12-07,2.1,CLIC
1939-12-08,1.9,CLIC
1939-12-09,2.2,CLIC
1939-12-10,2.1,CLIC
1939-12-11,3.9,CLIC
1939-12-12,4.2,CLIC
1939-12-13,3.4,CLIC
1939-12-14,1,CLIC
1939-12-15,1.1,CLIC
1939-12-16,3.8,CLIC
1939-12-17,2.8,CLIC
1939-12-18,3.1,CLIC
1939-12-19,2.5,CLIC
1939-12-20,0.6,CLIC
1939-12-21,0.9,CLIC
1939-12-22,1.4,CLIC
1939-12-23,4.2,CLIC
1939-12-24,2.9,CLIC
1939-12-25,0.4,CLIC
1939-12-26,0.9,CLIC
1939-12-27,1.3,CLIC
1939-12-28,0.9,CLIC
1939-12-29,0.5,CLIC
1939-12-30,1.9,CLIC
1939-12-31,1.4,CLIC
1940-01-01,3,CLIC
1940-01-02,2.8,CLIC
1940-01-03,0.7,CLIC
1940-01-04,2.7,CLIC
1940-01-05,0.1,CLIC
1940-01-06,1.1,CLIC
1940-01-07,1.3,CLIC
1940-01-08,2.1,CLIC
1940-01-09,0.8,CLIC
1940-01-10,1,CLIC
1940-01-11,2.3,CLIC
1940-01-12,3,CLIC
1940-01-13,3.9,CLIC
1940-01-14,4.4,CLIC
1940-01-15,1.3,CLIC
1940-01-16,1.6,CLIC
1940-01-17,2.1,CLIC
1940-01-18,3.7,CLIC
1940-01-19,1.1,CLIC
1940-01-20,0.2,CLIC
1940-01-21,1,CLIC
1940-01-22,1,CLIC
1940-01-23,0.5,CLIC
1940-01-24,0.6,CLIC
1940-01-25,0.9,CLIC
1940-01-26,0.9,CLIC
1940-01-27,0.2,CLIC
1940-01-28,0.5,CLIC
1940-01-29,0.7,CLIC
1940-01-30,1.5,CLIC
1940-01-31,3,CLIC
1940-02-01,1,CLIC
1940-02-02,4.9,CLIC
1940-02-03,1.5,CLIC
1940-02-04,0.4,CLIC
1940-02-05,1.5,CLIC
1940-02-06,7.4,CLIC
1940-02-07,4.7,CLIC
1940-02-08,5.9,CLIC
1940-02-09,1.5,CLIC
1940-02-10,0.7,CLIC
1940-02-11,2.2,CLIC
1940-02-12,2.4,CLIC
1940-02-13,3.1,CLIC
1940-02-14,4.2,CLIC
1940-02-15,1.6,CLIC
1940-02-16,7.9,CLIC
1940-02-17,3,CLIC
1940-02-18,3.7,CLIC
1940-02-19,3.9,CLIC
1940-02-20,4.8,CLIC
1940-02-21,5.2,CLIC
1940-02-22,2.1,CLIC
1940-02-23,1.7,CLIC
1940-02-24,3.3,CLIC
1940-02-25,5.3,CLIC
1940-02-26,5.3,CLIC
1940-02-27,5.7,CLIC
1940-02-28,6.1,CLIC
1940-02-29,7.5,CLIC
1940-03-01,8.3,CLIC
1940-03-02,7.9,CLIC
1940-03-03,7.1,CLIC
1940-03-04,1,CLIC
1940-03-05,2.5,CLIC
1940-03-06,3.5,CLIC
1940-03-07,7.2,CLIC
1940-03-08,5.9,CLIC
1940-03-09,4.5,CLIC
1940-03-10,3.6,CLIC
1940-03-11,4.5,CLIC
1940-03-12,6.8,CLIC
1940-03-13,5.2,CLIC
1940-03-14,3.3,CLIC
1940-03-15,4.2,CLIC
1940-03-16,4.8,CLIC
1940-03-17,5.2,CLIC
1940-03-18,5,CLIC
1940-03-19,2.5,CLIC
1940-03-20,2.5,CLIC
1940-03-21,4,CLIC
1940-03-22,5.4,CLIC
1940-03-23,3.4,CLIC
1940-03-24,2.2,CLIC
1940-03-25,0.3,CLIC
1940-03-26,0.4,CLIC
1940-03-27,3,CLIC
1940-03-28,4.6,CLIC
1940-03-29,6.5,CLIC
1940-03-30,6.9,CLIC
1940-03-31,7.9,CLIC
1940-04-01,6.1,CLIC
1940-04-02,6.7,CLIC
1940-04-03,7,CLIC
1940-04-04,7.3,CLIC
1940-04-05,7.6,CLIC
1940-04-06,3,CLIC
1940-04-07,7.5,CLIC
1940-04-08,7.6,CLIC
1940-04-09,4.2,CLIC
1940-04-10,4.6,CLIC
1940-04-11,7.1,CLIC
1940-04-12,2.4,CLIC
1940-04-13,5.5,CLIC
1940-04-14,8,CLIC
1940-04-15,6.7,CLIC
1940-04-16,7.9,CLIC
1940-04-17,7.4,CLIC
1940-04-18,7.1,CLIC
1940-04-19,7.7,CLIC
1940-04-20,7.3,CLIC
1940-04-21,10.5,CLIC
1940-04-22,7.8,CLIC
1940-04-23,4.9,CLIC
1940-04-24,7.7,CLIC
1940-04-25,1.4,CLIC
1940-04-26,5.5,CLIC
1940-04-27,2.6,CLIC
1940-04-28,4.7,CLIC
1940-04-29,7,CLIC
1940-04-30,7.8,CLIC
1940-05-01,7.9,CLIC
1940-05-02,7.5,CLIC
1940-05-03,7.4,CLIC
1940-05-04,8.6,CLIC
1940-05-05,7.9,CLIC
1940-05-06,5.4,CLIC
1940-05-07,7.6,CLIC
1940-05-08,2.3,CLIC
1940-05-09,0.9,CLIC
1940-05-10,3.7,CLIC
1940-05-11,4.1,CLIC
1940-05-12,6.9,CLIC
1940-05-13,5.6,CLIC
1940-05-14,5.3,CLIC
1940-05-15,3.4,CLIC
1940-05-16,4.1,CLIC
1940-05-17,1.3,CLIC
1940-05-18,6.9,CLIC
1940-05-19,2.3,CLIC
1940-05-20,3.1,CLIC
1940-05-21,3.1,CLIC
1940-05-22,4.1,CLIC
1940-05-23,3.6,CLIC
1940-05-24,5.6,CLIC
1940-05-25,6.3,CLIC
1940-05-26,5.3,CLIC
1940-05-27,4.8,CLIC
1940-05-28,10.1,CLIC
1940-05-29,3.7,CLIC
1940-05-30,4.9,CLIC
1940-05-31,7.6,CLIC
1940-06-01,6.9,CLIC
1940-06-02,7.4,CLIC
1940-06-03,7.1,CLIC
1940-06-04,7.8,CLIC
1940-06-05,6.8,CLIC
1940-06-06,5.8,CLIC
1940-06-07,5.7,CLIC
1940-06-08,7.4,CLIC
1940-06-09,7.9,CLIC
1940-06-10,6.1,CLIC
1940-06-11,5.9,CLIC
1940-06-12,5.9,CLIC
1940-06-13,7.6,CLIC
1940-06-14,9.3,CLIC
1940-06-15,2.6,CLIC
1940-06-16,3.5,CLIC
1940-06-17,5.8,CLIC
1940-06-18,5.1,CLIC
1940-06-19,4.1,CLIC
1940-06-20,8.4,CLIC
1940-06-21,7,CLIC
1940-06-22,9.3,CLIC
1940-06-23,5,CLIC
1940-06-24,6.6,CLIC
1940-06-25,3,CLIC
1940-06-26,4.2,CLIC
1940-06-27,2.7,CLIC
1940-06-28,5.2,CLIC
1940-06-29,2.6,CLIC
1940-06-30,5.3,CLIC
1940-07-01,7.5,CLIC
1940-07-02,6.8,CLIC
1940-07-03,7,CLIC
1940-07-04,5,CLIC
1940-07-05,3.8,CLIC
1940-07-06,7,CLIC
1940-07-07,6.5,CLIC
1940-07-08,8.2,CLIC
1940-07-09,8.4,CLIC
1940-07-10,7.3,CLIC
1940-07-11,7.1,CLIC
1940-07-12,9.7,CLIC
1940-07-13,7.9,CLIC
1940-07-14,4.4,CLIC
1940-07-15,6.8,CLIC
1940-07-16,8.7,CLIC
1940-07-17,9,CLIC
1940-07-18,7.5,CLIC
1940-07-19,5.4,CLIC
1940-07-20,6.2,CLIC
1940-07-21,6.2,CLIC
1940-07-22,5.1,CLIC
1940-07-23,7.1,CLIC
1940-07-24,6.7,CLIC
1940-07-25,7.9,CLIC
1940-07-26,9.5,CLIC
1940-07-27,7.3,CLIC
1940-07-28,9.3,CLIC
1940-07-29,8.4,CLIC
1940-07-30,7.1,CLIC
1940-07-31,7.4,CLIC
1940-08-01,8.1,CLIC
1940-08-02,11,CLIC
1940-08-03,8.5,CLIC
1940-08-04,7.7,CLIC
1940-08-05,7,CLIC
1940-08-06,8,CLIC
1940-08-07,6.6,CLIC
1940-08-08,6.6,CLIC
1940-08-09,3.3,CLIC
1940-08-10,4.9,CLIC
1940-08-11,5.6,CLIC
1940-08-12,8.7,CLIC
1940-08-13,5.9,CLIC
1940-08-14,5.6,CLIC
1940-08-15,3.7,CLIC
1940-08-16,4.1,CLIC
1940-08-17,8.3,CLIC
1940-08-18,11.9,CLIC
1940-08-19,6.7,CLIC
1940-08-20,0.8,CLIC
1940-08-21,6,CLIC
1940-08-22,2.6,CLIC
1940-08-23,1.5,CLIC
1940-08-24,6.2,CLIC
1940-08-25,8,CLIC
1940-08-26,10,CLIC
1940-08-27,9.2,CLIC
1940-08-28,3.2,CLIC
1940-08-29,5.7,CLIC
1940-08-30,5.8,CLIC
1940-08-31,5.7,CLIC
1940-09-01,6.8,CLIC
1940-09-02,5.5,CLIC
1940-09-03,5.8,CLIC
1940-09-04,6.1,CLIC
1940-09-05,3.7,CLIC
1940-09-06,1.5,CLIC
1940-09-07,2.1,CLIC
1940-09-08,1.8,CLIC
1940-09-09,4.3,CLIC
1940-09-10,6.3,CLIC
1940-09-11,3.9,CLIC
1940-09-12,5.8,CLIC
1940-09-13,4.6,CLIC
1940-09-14,3.7,CLIC
1940-09-15,5.7,CLIC
1940-09-16,6.3,CLIC
1940-09-17,4.7,CLIC
1940-09-18,5.3,CLIC
1940-09-19,5.4,CLIC
1940-09-20,4.3,CLIC
1940-09-21,5,CLIC
1940-09-22,4.2,CLIC
1940-09-23,4.9,CLIC
1940-09-24,4.7,CLIC
1940-09-25,6.7,CLIC
1940-09-26,6,CLIC
1940-09-27,3.3,CLIC
1940-09-28,5.3,CLIC
1940-09-29,3.9,CLIC
1940-09-30,5,CLIC
1940-10-01,4.7,CLIC
1940-10-02,4,CLIC
1940-10-03,6.3,CLIC
1940-10-04,4.6,CLIC
1940-10-05,4.8,CLIC
1940-10-06,5.1,CLIC
1940-10-07,4.8,CLIC
1940-10-08,2.9,CLIC
1940-10-09,3.1,CLIC
1940-10-10,5.2,CLIC
1940-10-11,3.1,CLIC
1940-10-12,3.5,CLIC
1940-10-13,4.4,CLIC
1940-10-14,0.4,CLIC
1940-10-15,0.2,CLIC
1940-10-16,3.6,CLIC
1940-10-17,2.1,CLIC
1940-10-18,4.5,CLIC
1940-10-19,2.4,CLIC
1940-10-20,4.1,CLIC
1940-10-21,3.9,CLIC
1940-10-22,3.6,CLIC
1940-10-23,4.5,CLIC
1940-10-24,1.5,CLIC
1940-10-25,2.1,CLIC
1940-10-26,1.5,CLIC
1940-10-27,2.5,CLIC
1940-10-28,4.1,CLIC
1940-10-29,0.9,CLIC
1940-10-30,3.2,CLIC
1940-10-31,3.4,CLIC
1940-11-01,4.5,CLIC
1940-11-02,2.8,CLIC
1940-11-03,2.4,CLIC
1940-11-04,2.7,CLIC
1940-11-05,1.7,CLIC
1940-11-06,1.1,CLIC
1940-11-07,0.7,CLIC
1940-11-08,0.6,CLIC
1940-11-09,3,CLIC
1940-11-10,2,CLIC
1940-11-11,2.5,CLIC
1940-11-12,3.3,CLIC
1940-11-13,2.3,CLIC
1940-11-14,1.6,CLIC
1940-11-15,2.3,CLIC
1940-11-16,2.7,CLIC
1940-11-17,2.2,CLIC
1940-11-18,3.4,CLIC
1940-11-19,7.1,CLIC
1940-11-20,2,CLIC
1940-11-21,2.8,CLIC
1940-11-22,3.7,CLIC
1940-11-23,4.2,CLIC
1940-11-24,2.4,CLIC
1940-11-25,2.7,CLIC
1940-11-26,2.1,CLIC
1940-11-27,1.5,CLIC
1940-11-28,0.9,CLIC
1940-11-29,0.6,CLIC
1940-11-30,1.9,CLIC
1940-12-01,4.2,CLIC
1940-12-02,3,CLIC
1940-12-03,3.2,CLIC
1940-12-04,3.5,CLIC
1940-12-05,3.3,CLIC
1940-12-06,5.3,CLIC
1940-12-07,4.8,CLIC
1940-12-08,2.8,CLIC
1940-12-09,1.5,CLIC
1940-12-10,2.1,CLIC
1940-12-11,2.1,CLIC
1940-12-12,2.2,CLIC
1940-12-13,2.3,CLIC
1940-12-14,0.8,CLIC
1940-12-15,0.2,CLIC
1940-12-16,2,CLIC
1940-12-17,0.4,CLIC
1940-12-18,1.1,CLIC
1940-12-19,1.3,CLIC
1940-12-20,4,CLIC
1940-12-21,3.6,CLIC
1940-12-22,1.8,CLIC
1940-12-23,2.2,CLIC
1940-12-24,2.3,CLIC
1940-12-25,2,CLIC
1940-12-26,4.6,CLIC
1940-12-27,4.7,CLIC
1940-12-28,2.5,CLIC
1940-12-29,2.8,CLIC
1940-12-30,0.3,CLIC
1940-12-31,1.2,CLIC
1941-01-01,2.7,CLIC
1941-01-02,2.5,CLIC
1941-01-03,0.9,CLIC
1941-01-04,0.8,CLIC
1941-01-05,0.6,CLIC
1941-01-06,1.2,CLIC
1941-01-07,0.9,CLIC
1941-01-08,0.6,CLIC
1941-01-09,0.6,CLIC
1941-01-10,0.6,CLIC
1941-01-11,0.8,CLIC
1941-01-12,0.9,CLIC
1941-01-13,6,CLIC
1941-01-14,4.4,CLIC
1941-01-15,3.5,CLIC
1941-01-16,2.7,CLIC
1941-01-17,4,CLIC
1941-01-18,5.1,CLIC
1941-01-19,3.2,CLIC
1941-01-20,4.2,CLIC
1941-01-21,2.5,CLIC
1941-01-22,1.6,CLIC
1941-01-23,4.3,CLIC
1941-01-24,2.3,CLIC
1941-01-25,5.6,CLIC
1941-01-26,5,CLIC
1941-01-27,4.8,CLIC
1941-01-28,0.6,CLIC
1941-01-29,0.9,CLIC
1941-01-30,1.9,CLIC
1941-01-31,1.2,CLIC
1941-02-01,0.6,CLIC
1941-02-02,1.1,CLIC
1941-02-03,0.3,CLIC
1941-02-04,0.2,CLIC
1941-02-05,0.2,CLIC
1941-02-06,0.7,CLIC
1941-02-07,0.5,CLIC
1941-02-08,1.3,CLIC
1941-02-09,1.9,CLIC
1941-02-10,3.5,CLIC
1941-02-11,3.8,CLIC
1941-02-12,4.9,CLIC
1941-02-13,4.7,CLIC
1941-02-14,4.1,CLIC
1941-02-15,3.4,CLIC
1941-02-16,2.5,CLIC
1941-02-17,2.4,CLIC
1941-02-18,1,CLIC
1941-02-19,6.3,CLIC
1941-02-20,5.9,CLIC
1941-02-21,1.2,CLIC
1941-02-22,0.2,CLIC
1941-02-23,0.3,CLIC
1941-02-24,1.1,CLIC
1941-02-25,0.1,CLIC
1941-02-26,0.2,CLIC
1941-02-27,0.2,CLIC
1941-02-28,1.2,CLIC
1941-03-01,2.6,CLIC
1941-03-02,3.3,CLIC
1941-03-03,4.4,CLIC
1941-03-04,5.1,CLIC
1941-03-05,1.7,CLIC
1941-03-06,4.3,CLIC
1941-03-07,4.3,CLIC
1941-03-08,3.4,CLIC
1941-03-09,3.9,CLIC
1941-03-10,4.3,CLIC
1941-03-11,4.1,CLIC
1941-03-12,4.4,CLIC
1941-03-13,0.1,CLIC
1941-03-14,0.4,CLIC
1941-03-15,0.5,CLIC
1941-03-16,3,CLIC
1941-03-17,2.1,CLIC
1941-03-18,1.6,CLIC
1941-03-19,0.1,CLIC
1941-03-20,0.6,CLIC
1941-03-21,0.7,CLIC
1941-03-22,0.4,CLIC
1941-03-23,0.4,CLIC
1941-03-24,0.3,CLIC
1941-03-25,0.7,CLIC
1941-03-26,1.3,CLIC
1941-03-27,0.5,CLIC
1941-03-28,0.4,CLIC
1941-03-29,1.7,CLIC
1941-03-30,3.2,CLIC
1941-03-31,6.4,CLIC
1941-04-01,4.6,CLIC
1941-04-02,6.4,CLIC
1941-04-03,5.8,CLIC
1941-04-04,5.6,CLIC
1941-04-05,5.9,CLIC
1941-04-06,7.8,CLIC
1941-04-07,8.7,CLIC
1941-04-08,9.1,CLIC
1941-04-09,6.5,CLIC
1941-04-10,4.2,CLIC
1941-04-11,3.4,CLIC
1941-04-12,4.6,CLIC
1941-04-13,4.9,CLIC
1941-04-14,3.1,CLIC
1941-04-15,3.4,CLIC
1941-04-16,4.1,CLIC
1941-04-17,4.8,CLIC
1941-04-18,5.6,CLIC
1941-04-19,8.1,CLIC
1941-04-20,8,CLIC
1941-04-21,4.8,CLIC
1941-04-22,4.1,CLIC
1941-04-23,2.2,CLIC
1941-04-24,7.1,CLIC
1941-04-25,1.1,CLIC
1941-04-26,2.7,CLIC
1941-04-27,0.4,CLIC
1941-04-28,0.4,CLIC
1941-04-29,7.7,CLIC
1941-04-30,5.5,CLIC
1941-05-01,2.4,CLIC
1941-05-02,7.4,CLIC
1941-05-03,2.9,CLIC
1941-05-04,9.1,CLIC
1941-05-05,5.1,CLIC
1941-05-06,6.5,CLIC
1941-05-07,7.8,CLIC
1941-05-08,5.7,CLIC
1941-05-09,6.4,CLIC
1941-05-10,5.7,CLIC
1941-05-11,6.9,CLIC
1941-05-12,7.7,CLIC
1941-05-13,6.7,CLIC
1941-05-14,7.1,CLIC
1941-05-15,7.9,CLIC
1941-05-16,6.3,CLIC
1941-05-17,9.8,CLIC
1941-05-18,5.7,CLIC
1941-05-19,4.2,CLIC
1941-05-20,5.8,CLIC
1941-05-21,10.6,CLIC
1941-05-22,5.8,CLIC
1941-05-23,2.9,CLIC
1941-05-24,3.5,CLIC
1941-05-25,3.4,CLIC
1941-05-26,1.1,CLIC
1941-05-27,4.3,CLIC
1941-05-28,5.4,CLIC
1941-05-29,3.6,CLIC
1941-05-30,4.9,CLIC
1941-05-31,5.5,CLIC
1941-06-01,5.4,CLIC
1941-06-02,2.2,CLIC
1941-06-03,6.5,CLIC
1941-06-04,3.8,CLIC
1941-06-05,5.4,CLIC
1941-06-06,4.6,CLIC
1941-06-07,5.7,CLIC
1941-06-08,5.9,CLIC
1941-06-09,5.6,CLIC
1941-06-10,7.3,CLIC
1941-06-11,4.7,CLIC
1941-06-12,0.7,CLIC
1941-06-13,4.9,CLIC
1941-06-14,4.4,CLIC
1941-06-15,6.4,CLIC
1941-06-16,3.7,CLIC
1941-06-17,4.4,CLIC
1941-06-18,4.5,CLIC
1941-06-19,2.6,CLIC
1941-06-21,3.1,CLIC
1941-06-22,4.4,CLIC
1941-06-23,1.5,CLIC
1941-06-28,5.9,CLIC
1941-06-29,5.7,CLIC
1941-06-30,5,CLIC
1941-07-01,5.5,CLIC
1941-07-02,6.4,CLIC
1941-07-03,5.4,CLIC
1941-07-04,5.3,CLIC
1941-07-05,4.2,CLIC
1941-07-06,5.7,CLIC
1941-07-07,6,CLIC
1941-07-08,6.2,CLIC
1941-07-09,5.6,CLIC
1941-07-10,5.3,CLIC
1941-07-11,6.5,CLIC
1941-07-12,3.4,CLIC
1941-07-13,3.8,CLIC
1941-07-14,5.9,CLIC
1941-07-15,5.9,CLIC
1941-07-16,5.9,CLIC
1941-07-17,6.3,CLIC
1941-07-18,5.1,CLIC
1941-07-19,4.1,CLIC
1941-07-20,3.4,CLIC
1941-07-21,3.9,CLIC
1941-07-22,5.2,CLIC
1941-07-23,4.7,CLIC
1941-07-24,6.9,CLIC
1941-07-25,6.8,CLIC
1941-07-26,7.2,CLIC
1941-07-27,7.4,CLIC
1941-07-28,7.3,CLIC
1941-07-29,6.5,CLIC
1941-07-30,7.9,CLIC
1941-07-31,7,CLIC
1941-08-01,5.8,CLIC
1941-08-02,6.4,CLIC
1941-08-03,7.5,CLIC
1941-08-04,6.9,CLIC
1941-08-05,7.9,CLIC
1941-08-06,7.1,CLIC
1941-08-07,3.8,CLIC
1941-08-08,6,CLIC
1941-08-09,4.7,CLIC
1941-08-10,4.6,CLIC
1941-08-11,7.2,CLIC
1941-08-12,7.2,CLIC
1941-08-13,8.1,CLIC
1941-08-14,6.6,CLIC
1941-08-15,6.5,CLIC
1941-08-16,5.9,CLIC
1941-08-17,5.9,CLIC
1941-08-18,8.7,CLIC
1941-08-19,7.1,CLIC
1941-08-20,7.4,CLIC
1941-08-21,8,CLIC
1941-08-22,7.4,CLIC
1941-08-23,7.3,CLIC
1941-08-24,7.2,CLIC
1941-08-25,7.4,CLIC
1941-08-26,8.1,CLIC
1941-08-29,7.3,CLIC
1941-08-30,7.2,CLIC
1941-08-31,7.5,CLIC
1941-09-01,7,CLIC
1941-09-02,7,CLIC
1941-09-03,7.6,CLIC
1941-09-04,9,CLIC
1941-09-05,6.1,CLIC
1941-09-06,6.8,CLIC
1941-09-07,7.7,CLIC
1941-09-08,4.7,CLIC
1941-09-09,3.5,CLIC
1941-09-11,4.4,CLIC
1941-09-12,4.1,CLIC
1941-09-13,4.6,CLIC
1941-09-14,4.6,CLIC
1941-09-15,5.5,CLIC
1941-09-16,5.2,CLIC
1941-09-17,1.9,CLIC
1941-09-18,1.5,CLIC
1941-09-19,2.6,CLIC
1941-09-20,2.6,CLIC
1941-09-21,3.3,CLIC
1941-09-22,3.3,CLIC
1941-09-23,3.1,CLIC
1941-09-24,4.9,CLIC
1941-09-25,5.5,CLIC
1941-09-26,0.1,CLIC
1941-09-27,1.7,CLIC
1941-09-28,4.2,CLIC
1941-09-29,3.2,CLIC
1941-09-30,3.9,CLIC
1941-10-01,10,CLIC
1941-10-02,5.1,CLIC
1941-10-03,3.6,CLIC
1941-10-04,2.9,CLIC
1941-10-05,4.2,CLIC
1941-10-06,0.2,CLIC
1941-10-07,9.6,CLIC
1941-10-08,3.9,CLIC
1941-10-09,4.6,CLIC
1941-10-10,3.9,CLIC
1941-10-11,3.2,CLIC
1941-10-12,4.1,CLIC
1941-10-13,4.6,CLIC
1941-10-14,4.4,CLIC
1941-10-15,2.6,CLIC
1941-10-16,0.3,CLIC
