Estación: ,C19173,LOS PALMITOS. CADEREYTA
1986-12-01,5.3,CLIC
1986-12-02,4.8,CLIC
1986-12-03,5.1,CLIC
1986-12-04,2.3,CLIC
1986-12-05,1.6,CLIC
1986-12-06,2.2,CLIC
1986-12-07,2.1,CLIC
1986-12-08,1.5,CLIC
1986-12-09,3.35,CLIC
1986-12-10,4.73,CLIC
1986-12-11,0.92,CLIC
1986-12-12,1.55,CLIC
1986-12-13,2.84,CLIC
1986-12-14,3.31,CLIC
1986-12-15,2.8,CLIC
1986-12-16,2.15,CLIC
1986-12-17,3,CLIC
1986-12-18,1.2,CLIC
1986-12-19,2.1,CLIC
1986-12-20,2.7,CLIC
1986-12-21,2.7,CLIC
1986-12-22,2.25,CLIC
1986-12-23,1.35,CLIC
1986-12-24,2.7,CLIC
1986-12-25,0.04,CLIC
1986-12-26,2.17,CLIC
1986-12-27,0.18,CLIC
1986-12-28,2.85,CLIC
1986-12-29,6.71,CLIC
1986-12-30,1.05,CLIC
1986-12-31,1.15,CLIC
1987-01-01,1.94,CLIC
1987-01-02,2.65,CLIC
1987-01-03,2.35,CLIC
1987-01-04,2.6,CLIC
1987-01-05,2.48,CLIC
1987-01-06,2.1,CLIC
1987-01-07,1.2,CLIC
1987-01-08,2.3,CLIC
1987-01-09,1.8,CLIC
1987-01-10,3.7,CLIC
1987-01-11,1.95,CLIC
1987-01-12,1.65,CLIC
1987-01-13,6.31,CLIC
1987-01-14,2.19,CLIC
1987-01-15,8.04,CLIC
1987-01-16,8.35,CLIC
1987-01-17,2.25,CLIC
1987-01-18,1.71,CLIC
1987-01-19,2.29,CLIC
1987-01-20,2.12,CLIC
1987-01-21,1.63,CLIC
1987-01-22,2.25,CLIC
1987-01-23,0.8,CLIC
1987-01-24,2.3,CLIC
1987-01-25,8.56,CLIC
1987-01-26,1.43,CLIC
1987-01-27,1.67,CLIC
1987-01-28,2.71,CLIC
1987-01-29,4,CLIC
1987-01-30,4.64,CLIC
1987-01-31,1.57,CLIC
1987-02-01,3.01,CLIC
1987-02-02,3.29,CLIC
1987-02-03,2.33,CLIC
1987-02-04,2.9,CLIC
1987-02-05,2.3,CLIC
1987-02-06,10.05,CLIC
1987-02-07,2.53,CLIC
1987-02-08,3.52,CLIC
1987-02-09,4.38,CLIC
1987-02-10,1.6,CLIC
1987-02-11,3.62,CLIC
1987-02-12,3.2,CLIC
1987-02-13,1.2,CLIC
1987-02-14,3.4,CLIC
1987-02-15,2.4,CLIC
1987-02-16,1.87,CLIC
1987-02-17,1.08,CLIC
1987-02-18,2.02,CLIC
1987-02-19,2.08,CLIC
1987-02-20,1.8,CLIC
1987-02-21,9.1,CLIC
1987-02-22,8.8,CLIC
1987-02-23,2.1,CLIC
1987-02-24,8.1,CLIC
1987-02-25,1.6,CLIC
1987-02-26,6.3,CLIC
1987-02-27,3.1,CLIC
1987-02-28,6.9,CLIC
1987-03-01,17.8,CLIC
1987-03-02,0.15,CLIC
1987-03-03,2.85,CLIC
1987-03-04,0.5,CLIC
1987-03-05,3.28,CLIC
1987-03-06,4.52,CLIC
1987-03-07,4.05,CLIC
1987-03-08,2.55,CLIC
1987-03-09,3.95,CLIC
1987-03-10,8.25,CLIC
1987-03-11,1.4,CLIC
1987-03-12,2.24,CLIC
1987-03-13,1.61,CLIC
1987-03-14,1.65,CLIC
1987-03-15,1.15,CLIC
1987-03-16,1.1,CLIC
1987-03-17,1.1,CLIC
1987-03-18,5.55,CLIC
1987-03-19,2.65,CLIC
1987-03-20,4.4,CLIC
1987-03-21,1.4,CLIC
1987-03-22,2.65,CLIC
1987-03-23,1.29,CLIC
1987-03-24,2.11,CLIC
1987-03-25,1.4,CLIC
1987-03-26,1.15,CLIC
1987-03-27,2.04,CLIC
1987-03-28,1.41,CLIC
1987-03-29,1.15,CLIC
1987-03-30,2.42,CLIC
1987-03-31,2.13,CLIC
1987-04-01,2.97,CLIC
1987-04-02,2.43,CLIC
1987-04-03,2.35,CLIC
1987-04-04,2.92,CLIC
1987-04-05,1.23,CLIC
1987-04-06,2.08,CLIC
1987-04-07,0.62,CLIC
1987-04-08,1.3,CLIC
1987-04-09,2.05,CLIC
1987-04-10,2.63,CLIC
1987-04-11,5.82,CLIC
1987-04-12,5.5,CLIC
1987-04-13,4.1,CLIC
1987-04-14,3.2,CLIC
1987-04-15,2.6,CLIC
1987-04-16,3.2,CLIC
1987-04-17,1.6,CLIC
1987-04-18,2.25,CLIC
1987-04-19,2.9,CLIC
1987-04-20,1.93,CLIC
1987-04-21,14.52,CLIC
1987-04-22,2.8,CLIC
1987-04-23,2.06,CLIC
1987-04-24,2.1,CLIC
1987-04-25,3.8,CLIC
1987-04-26,3.15,CLIC
1987-04-27,3.05,CLIC
1987-04-28,13.79,CLIC
1987-04-29,3.06,CLIC
1987-04-30,2.95,CLIC
1987-05-01,2.13,CLIC
1987-05-02,2.97,CLIC
1987-05-03,2.97,CLIC
1987-05-04,2.93,CLIC
1987-05-05,15.3,CLIC
1987-05-06,17.55,CLIC
1987-05-07,7,CLIC
1987-05-08,1.85,CLIC
1987-05-09,3.07,CLIC
1987-05-10,4.92,CLIC
1987-05-11,2.8,CLIC
1987-05-12,3.15,CLIC
1987-05-13,6.25,CLIC
1987-05-14,3.1,CLIC
1987-05-15,6.2,CLIC
1987-05-16,6.8,CLIC
1987-05-17,5.2,CLIC
1987-05-18,3.89,CLIC
1987-05-19,5.11,CLIC
1987-05-20,4.96,CLIC
1987-05-21,4.94,CLIC
1987-05-22,4.8,CLIC
1987-05-23,5.08,CLIC
1987-05-24,5.14,CLIC
1987-06-01,4.93,CLIC
1987-06-02,6.09,CLIC
1987-06-03,6.19,CLIC
1987-06-04,2.97,CLIC
1987-06-05,12.95,CLIC
1987-06-06,5.95,CLIC
1987-06-07,4.25,CLIC
1987-06-08,3.8,CLIC
1987-06-09,13.8,CLIC
1987-06-10,2.27,CLIC
1987-06-11,3.23,CLIC
1987-06-12,3.59,CLIC
1987-06-13,4.5,CLIC
1987-06-14,3.79,CLIC
1987-06-15,10,CLIC
1987-06-16,2.2,CLIC
1987-06-17,2.8,CLIC
1987-06-18,3.7,CLIC
1987-06-19,4.2,CLIC
1987-06-20,3.89,CLIC
1987-06-21,4.11,CLIC
1987-06-22,4.05,CLIC
1987-06-23,5.08,CLIC
1987-06-24,4.94,CLIC
1987-06-25,4.96,CLIC
1987-06-26,5.05,CLIC
1987-06-27,10.28,CLIC
1987-06-28,4.99,CLIC
1987-06-29,5.28,CLIC
1987-06-30,5.14,CLIC
1987-07-06,4.87,CLIC
1987-07-07,4.85,CLIC
1987-07-08,4.98,CLIC
1987-07-09,5.1,CLIC
1987-07-10,5.05,CLIC
1987-07-11,0.81,CLIC
1987-07-12,5.16,CLIC
1987-07-13,4.93,CLIC
1987-07-14,3.92,CLIC
1987-07-15,5.18,CLIC
1987-07-16,4.9,CLIC
1987-07-17,5.14,CLIC
1987-07-18,5.81,CLIC
1987-07-19,5.11,CLIC
1987-07-20,5.04,CLIC
1987-07-21,4.89,CLIC
1987-07-22,4.96,CLIC
1987-07-23,5.2,CLIC
1987-07-24,6.08,CLIC
1987-07-25,8.07,CLIC
1987-07-26,4.15,CLIC
1987-07-27,8.25,CLIC
1987-07-28,5.85,CLIC
1987-07-29,7.1,CLIC
1987-07-30,8.1,CLIC
1987-08-01,4.8,CLIC
1987-08-02,5.31,CLIC
1987-08-03,3.69,CLIC
1987-08-04,4.7,CLIC
1987-08-05,6.1,CLIC
1987-08-06,7.1,CLIC
1987-08-07,3.9,CLIC
1987-08-08,13.1,CLIC
1987-08-09,5.6,CLIC
1987-08-10,13.4,CLIC
1987-08-11,6.8,CLIC
1987-08-12,4.6,CLIC
1987-08-13,1.48,CLIC
1987-08-14,3.97,CLIC
1987-08-15,4.75,CLIC
1987-08-16,4.1,CLIC
1987-08-17,4.13,CLIC
1987-08-18,5.86,CLIC
1987-08-19,4.14,CLIC
1987-08-20,3.87,CLIC
1987-08-21,4.18,CLIC
1987-08-22,3.93,CLIC
1987-08-23,3.09,CLIC
1987-08-24,2.93,CLIC
1987-08-25,8.37,CLIC
1987-08-26,4.58,CLIC
1987-08-27,4.2,CLIC
1987-08-28,10.5,CLIC
1987-08-29,2.01,CLIC
1987-08-30,7.1,CLIC
1987-08-31,7.65,CLIC
1987-09-01,5.8,CLIC
1987-09-02,4.15,CLIC
1987-09-03,3.93,CLIC
1987-09-04,6.12,CLIC
1987-09-05,4.92,CLIC
1987-09-06,4.93,CLIC
1987-09-07,5.85,CLIC
1987-09-08,5.25,CLIC
1987-09-09,4.8,CLIC
1987-09-10,6.15,CLIC
1987-09-11,4.95,CLIC
1987-09-12,3.85,CLIC
1987-09-13,4.89,CLIC
1987-09-14,4.41,CLIC
1987-09-15,8.92,CLIC
1987-09-16,3.07,CLIC
1987-09-17,4.65,CLIC
1987-09-18,4.85,CLIC
1987-09-19,6.75,CLIC
1987-09-20,8.4,CLIC
1987-09-21,1.93,CLIC
1987-09-22,7.43,CLIC
1987-09-23,3.55,CLIC
1987-09-24,3.92,CLIC
1987-09-25,4.42,CLIC
1987-09-26,3.78,CLIC
1987-09-27,3.85,CLIC
1987-09-28,4.48,CLIC
1987-09-29,0.5,CLIC
1987-09-30,2.95,CLIC
1987-10-01,3.37,CLIC
1987-10-02,6.38,CLIC
1987-10-03,3.9,CLIC
1987-10-04,6.3,CLIC
1987-10-05,2.37,CLIC
1987-10-06,6.13,CLIC
1987-10-07,4.6,CLIC
1987-10-08,4.79,CLIC
1987-10-09,3.59,CLIC
1987-10-10,3.41,CLIC
1987-10-11,4.06,CLIC
1987-10-12,4.55,CLIC
1987-10-13,4.61,CLIC
1987-10-14,4.98,CLIC
1987-10-15,4.41,CLIC
1987-10-16,3.95,CLIC
1987-10-17,5.2,CLIC
1987-10-18,5.39,CLIC
1987-10-19,5.14,CLIC
1987-10-20,6.21,CLIC
1987-10-21,0.15,CLIC
1987-10-22,4.6,CLIC
1987-10-23,3.89,CLIC
1987-10-24,3.76,CLIC
1987-10-25,4.32,CLIC
1987-10-26,4.12,CLIC
1987-10-27,4.29,CLIC
1987-10-28,4.47,CLIC
1987-10-29,3.36,CLIC
1987-10-30,3.78,CLIC
1987-10-31,4.25,CLIC
1988-01-01,10.4,CLIC
1988-01-02,2.73,CLIC
1988-01-03,0.26,CLIC
1988-01-04,0.78,CLIC
1988-01-05,1.58,CLIC
1988-01-06,2.2,CLIC
1988-01-07,1.37,CLIC
1988-01-08,0.94,CLIC
1988-01-09,3.44,CLIC
1988-01-10,0.53,CLIC
1988-01-11,2.05,CLIC
1988-01-12,2.73,CLIC
1988-01-13,1.91,CLIC
1988-01-14,1.94,CLIC
1988-01-15,1.57,CLIC
1988-01-16,2.51,CLIC
1988-01-17,1.98,CLIC
1988-01-18,1.59,CLIC
1988-01-19,2.49,CLIC
1988-01-20,1.87,CLIC
1988-01-21,2.15,CLIC
1988-01-22,1.72,CLIC
1988-01-23,4.22,CLIC
1988-01-24,2.07,CLIC
1988-01-25,1.89,CLIC
1988-01-26,2.06,CLIC
1988-01-27,1.96,CLIC
1988-01-28,1.49,CLIC
1988-01-29,2.55,CLIC
1988-01-30,1.55,CLIC
1988-01-31,2.5,CLIC
1988-02-01,1.3,CLIC
1988-02-02,1.7,CLIC
1988-02-03,0.96,CLIC
1988-02-04,1.02,CLIC
1988-02-05,0.7,CLIC
1988-02-06,2.68,CLIC
1988-02-07,5.87,CLIC
1988-02-08,1.72,CLIC
1988-02-09,2.41,CLIC
1988-02-10,1.91,CLIC
1988-02-11,1.69,CLIC
1988-02-12,2.74,CLIC
1988-02-13,2.05,CLIC
1988-02-14,2.92,CLIC
1988-02-15,2.49,CLIC
1988-02-16,2.47,CLIC
1988-02-17,2.1,CLIC
1988-02-18,1.53,CLIC
1988-02-19,2.41,CLIC
1988-02-20,1.69,CLIC
1988-02-21,3.28,CLIC
1988-02-22,1.29,CLIC
1988-02-23,3.62,CLIC
1988-02-24,1.89,CLIC
1988-02-25,0.72,CLIC
1988-02-26,3.54,CLIC
1988-02-27,1.06,CLIC
1988-02-28,1.7,CLIC
1988-02-29,1.3,CLIC
1988-03-01,2.91,CLIC
1988-03-02,3.05,CLIC
1988-03-03,3.56,CLIC
1988-03-04,2.07,CLIC
1988-03-05,5.13,CLIC
1988-03-06,4.25,CLIC
1988-03-07,3.73,CLIC
1988-03-08,2.5,CLIC
1988-03-09,3.73,CLIC
1988-03-10,3.04,CLIC
1988-03-11,4.34,CLIC
1988-03-12,4.39,CLIC
1988-03-13,4.47,CLIC
1988-03-14,4.11,CLIC
1988-03-15,2.63,CLIC
1988-03-16,1.13,CLIC
1988-03-17,5.74,CLIC
1988-03-18,2.73,CLIC
1988-03-19,5.67,CLIC
1988-03-20,3.32,CLIC
1988-03-21,4.98,CLIC
1988-03-22,4.5,CLIC
1988-03-23,5.92,CLIC
1988-03-24,5.39,CLIC
1988-03-25,2.62,CLIC
1988-03-26,9,CLIC
1988-03-27,7.89,CLIC
1988-03-28,6.16,CLIC
1988-03-29,5.74,CLIC
1988-03-30,3.91,CLIC
1988-03-31,4.34,CLIC
1988-04-01,6.51,CLIC
1988-04-02,2.94,CLIC
1988-04-03,4.18,CLIC
1988-04-04,4.87,CLIC
1988-04-05,5.2,CLIC
1988-04-06,4.4,CLIC
1988-04-07,6.79,CLIC
1988-04-08,2.98,CLIC
1988-04-09,9.83,CLIC
1988-04-10,4.87,CLIC
1988-04-11,4.59,CLIC
1988-04-12,2.64,CLIC
1988-04-13,2.65,CLIC
1988-04-14,2.88,CLIC
1988-04-15,8.78,CLIC
1988-04-16,1.81,CLIC
1988-04-17,4.6,CLIC
1988-04-18,11.4,CLIC
1988-04-19,5.3,CLIC
1988-04-20,4.41,CLIC
1988-04-21,4.26,CLIC
1988-04-22,5.11,CLIC
1988-04-23,6.45,CLIC
1988-04-24,11.36,CLIC
1988-04-25,7.36,CLIC
1988-04-26,4.13,CLIC
1988-04-27,2.11,CLIC
1988-04-28,1.58,CLIC
1988-04-29,4.58,CLIC
1988-04-30,5.35,CLIC
1988-05-01,3.6,CLIC
1988-05-02,3.84,CLIC
1988-05-03,3.03,CLIC
1988-05-04,3.71,CLIC
1988-05-05,4.22,CLIC
1988-05-06,5.26,CLIC
1988-05-07,5.98,CLIC
1988-05-08,5.6,CLIC
1988-05-09,3.44,CLIC
1988-05-10,2.22,CLIC
1988-05-11,6.13,CLIC
1988-05-12,2.11,CLIC
1988-05-13,3.24,CLIC
1988-05-14,1.25,CLIC
1988-05-15,3.72,CLIC
1988-05-16,7.88,CLIC
1988-05-17,3.23,CLIC
1988-05-18,4.6,CLIC
1988-05-19,5.6,CLIC
1988-05-20,5,CLIC
1988-05-21,5.79,CLIC
1988-05-22,6.28,CLIC
1988-05-23,6.72,CLIC
1988-05-24,5.36,CLIC
1988-05-25,5.21,CLIC
1988-05-26,6.59,CLIC
1988-05-27,8.46,CLIC
1988-05-28,4.52,CLIC
1988-05-29,5.35,CLIC
1988-05-30,5.1,CLIC
1988-05-31,6.2,CLIC
1988-06-01,1.55,CLIC
1988-06-02,3.75,CLIC
1988-06-03,1.39,CLIC
1988-06-04,3.2,CLIC
1988-06-05,4.46,CLIC
1988-06-06,3.4,CLIC
1988-06-07,4.57,CLIC
1988-06-08,3.24,CLIC
1988-06-09,4.77,CLIC
1988-06-10,3.68,CLIC
1988-06-11,4.5,CLIC
1988-06-12,4.3,CLIC
1988-06-13,5.2,CLIC
1988-06-14,4.98,CLIC
1988-06-15,0.4,CLIC
1988-06-16,5.52,CLIC
1988-06-17,5.96,CLIC
1988-06-18,3.25,CLIC
1988-06-19,3.2,CLIC
1988-06-20,9.92,CLIC
1988-06-21,5.58,CLIC
1988-06-22,5.04,CLIC
1988-06-23,1.91,CLIC
1988-06-24,8.83,CLIC
1988-06-25,4.15,CLIC
1988-06-26,3.82,CLIC
1988-06-27,3.47,CLIC
1988-06-28,2.94,CLIC
1988-06-29,2.87,CLIC
1988-06-30,6.5,CLIC
1988-07-01,6.35,CLIC
1988-07-02,7.96,CLIC
1988-07-03,4.2,CLIC
1988-07-04,5.51,CLIC
1988-07-05,6.08,CLIC
1988-07-06,4.04,CLIC
1988-07-07,4.09,CLIC
1988-07-08,3.96,CLIC
1988-07-09,3.83,CLIC
1988-07-10,1.51,CLIC
1988-07-11,9.63,CLIC
1988-07-12,3.86,CLIC
1988-07-13,4.12,CLIC
1988-07-14,4.06,CLIC
1988-07-15,6.93,CLIC
1988-07-16,10.26,CLIC
1988-07-17,6.5,CLIC
1988-07-18,8.06,CLIC
1988-07-19,7.09,CLIC
1988-07-20,3.85,CLIC
1988-07-21,4.85,CLIC
1988-07-22,3.75,CLIC
1988-07-27,4.51,CLIC
1988-07-28,2.88,CLIC
1988-07-29,3.2,CLIC
1988-07-30,4.91,CLIC
1988-07-31,3.75,CLIC
1988-08-01,4.26,CLIC
1988-08-02,3.79,CLIC
1988-08-03,8.51,CLIC
1988-08-04,3.61,CLIC
1988-08-05,1.25,CLIC
1988-08-06,8.25,CLIC
1988-08-07,9.5,CLIC
1988-08-08,3.79,CLIC
1988-08-09,5.92,CLIC
1988-08-10,6.48,CLIC
1988-08-11,6.56,CLIC
1988-08-12,4.44,CLIC
1988-08-13,5.27,CLIC
1988-08-14,7.66,CLIC
1988-08-15,9.29,CLIC
1988-08-16,0.58,CLIC
1988-08-17,1.36,CLIC
1988-08-18,3.6,CLIC
1988-08-19,7.6,CLIC
1988-08-20,4.9,CLIC
1988-08-21,3.4,CLIC
1988-08-22,5.49,CLIC
1988-08-23,5.05,CLIC
1988-08-24,4.46,CLIC
1988-08-25,3.4,CLIC
1988-08-26,5.61,CLIC
1988-08-27,3.82,CLIC
1988-08-28,5.25,CLIC
1988-08-29,5.34,CLIC
1988-08-30,2.83,CLIC
1988-08-31,5.35,CLIC
1988-09-01,0.67,CLIC
1988-09-02,2.75,CLIC
1988-09-03,3.4,CLIC
1988-09-04,5.35,CLIC
1988-09-05,2.82,CLIC
1988-09-06,3.95,CLIC
1988-09-07,6.43,CLIC
1988-09-08,5.81,CLIC
1988-09-09,6.27,CLIC
1988-09-10,5.82,CLIC
1988-09-11,5.41,CLIC
1988-09-12,4.5,CLIC
1988-09-13,6.1,CLIC
1988-09-14,5.6,CLIC
1988-09-15,4.75,CLIC
1988-09-16,5.85,CLIC
1988-09-17,5.72,CLIC
1988-09-18,5.65,CLIC
1988-09-19,5.17,CLIC
1988-09-20,4.95,CLIC
1988-09-21,4.91,CLIC
1988-09-22,4.88,CLIC
1988-09-23,4.04,CLIC
1988-09-24,2.69,CLIC
1988-09-25,2.92,CLIC
1988-09-26,3.93,CLIC
1988-09-27,4.15,CLIC
1988-09-28,3.91,CLIC
1988-09-29,4.01,CLIC
1988-09-30,3.95,CLIC
1988-10-01,3.91,CLIC
1988-10-02,6.51,CLIC
1988-10-03,4.41,CLIC
1988-10-04,5.66,CLIC
1988-10-05,4.77,CLIC
1988-10-06,4.49,CLIC
1988-10-07,3.31,CLIC
1988-10-08,3.05,CLIC
1988-10-09,3.28,CLIC
1988-10-10,3.3,CLIC
1988-10-11,3.1,CLIC
1988-10-12,4.8,CLIC
1988-10-13,3.58,CLIC
1988-10-14,4.37,CLIC
1988-10-15,3.23,CLIC
1988-10-16,3.9,CLIC
1988-10-17,4.1,CLIC
1988-10-18,2.62,CLIC
1988-10-19,3.32,CLIC
1988-10-20,2.95,CLIC
1988-10-21,2.82,CLIC
1988-10-22,2.8,CLIC
1988-10-23,3.14,CLIC
1988-10-24,2.02,CLIC
1988-10-25,2.41,CLIC
1988-10-26,5.27,CLIC
1988-10-27,3.85,CLIC
1988-10-28,2.15,CLIC
1988-10-29,4.12,CLIC
1988-10-30,2.9,CLIC
1988-10-31,2.75,CLIC
1988-11-01,2.15,CLIC
1988-11-02,4.31,CLIC
1988-11-03,3.57,CLIC
1988-11-04,2.71,CLIC
1988-11-05,2.39,CLIC
1988-11-06,1.04,CLIC
1988-11-07,1.3,CLIC
1988-11-08,2.08,CLIC
1988-11-09,3.6,CLIC
1988-11-10,2.59,CLIC
1988-11-11,3.34,CLIC
1988-11-12,3.05,CLIC
1988-11-13,2.24,CLIC
1988-11-14,3.69,CLIC
1988-11-15,2.63,CLIC
1988-11-16,3.88,CLIC
1988-11-17,3.23,CLIC
1988-11-18,3.31,CLIC
1988-11-19,2.93,CLIC
1988-11-20,3.33,CLIC
1988-11-21,2.65,CLIC
1988-11-22,2.81,CLIC
1988-11-23,2.69,CLIC
1988-11-24,3.11,CLIC
1988-11-25,3.22,CLIC
1988-11-26,7.97,CLIC
1988-11-27,6.23,CLIC
1988-11-28,3.88,CLIC
1988-11-29,3.22,CLIC
1988-11-30,3,CLIC
1988-12-01,2.5,CLIC
1988-12-02,3.25,CLIC
1988-12-03,3.94,CLIC
1988-12-04,4.5,CLIC
1988-12-05,5.47,CLIC
1988-12-06,5.08,CLIC
1988-12-07,3.69,CLIC
1988-12-08,3.12,CLIC
1988-12-09,3.14,CLIC
1988-12-10,2.95,CLIC
1988-12-11,2.78,CLIC
1988-12-12,1.53,CLIC
1988-12-13,2.66,CLIC
1988-12-14,3.11,CLIC
1988-12-15,2.2,CLIC
1988-12-16,4.7,CLIC
1988-12-17,3.03,CLIC
1988-12-18,3.03,CLIC
1988-12-19,3.97,CLIC
1988-12-20,2.96,CLIC
1988-12-21,2.9,CLIC
1988-12-22,2.9,CLIC
1988-12-23,3.25,CLIC
1988-12-24,3.06,CLIC
1988-12-25,2.89,CLIC
1988-12-26,2.9,CLIC
1988-12-27,2.91,CLIC
1988-12-28,3.94,CLIC
1988-12-29,2.49,CLIC
1988-12-30,1.88,CLIC
1988-12-31,1.55,CLIC
1989-01-01,2.86,CLIC
1989-01-02,3.05,CLIC
1989-01-03,2.49,CLIC
1989-01-04,3.6,CLIC
1989-01-05,2.91,CLIC
1989-01-06,3.02,CLIC
1989-01-07,2.86,CLIC
1989-01-08,2.41,CLIC
1989-01-09,3.2,CLIC
1989-01-10,3.1,CLIC
1989-01-11,2.58,CLIC
1989-01-12,3.05,CLIC
1989-01-13,1.13,CLIC
1989-01-14,1.24,CLIC
1989-01-15,2.43,CLIC
1989-01-16,6.25,CLIC
1989-01-17,2.72,CLIC
1989-01-18,2.5,CLIC
1989-01-19,6.19,CLIC
1989-01-20,1.41,CLIC
1989-01-21,2.8,CLIC
1989-01-22,1.91,CLIC
1989-01-23,2.58,CLIC
1989-01-24,3.19,CLIC
1989-01-25,3.28,CLIC
1989-01-26,2.69,CLIC
1989-01-27,1.57,CLIC
1989-01-28,1.7,CLIC
1989-01-29,1.73,CLIC
1989-01-30,2.79,CLIC
1989-01-31,2.7,CLIC
1989-03-09,1.79,CLIC
1989-03-10,5.85,CLIC
1989-03-11,6.32,CLIC
1989-03-12,5.98,CLIC
1989-03-13,5.97,CLIC
1989-03-14,6.06,CLIC
1989-03-15,3.99,CLIC
1989-03-16,2.77,CLIC
1989-03-17,5.42,CLIC
1989-03-18,6.9,CLIC
1989-03-19,5.91,CLIC
1989-03-20,5.08,CLIC
1989-03-21,5.97,CLIC
1989-03-22,5.95,CLIC
1989-03-23,6.11,CLIC
1989-03-24,4.87,CLIC
1989-03-25,6.17,CLIC
1989-03-26,6.02,CLIC
1989-03-27,5.9,CLIC
1989-03-28,6.01,CLIC
1989-03-29,6.05,CLIC
1989-03-30,5.34,CLIC
1989-03-31,6.4,CLIC
1989-04-01,6.25,CLIC
1989-04-02,5.9,CLIC
1989-04-03,6.11,CLIC
1989-04-04,6.47,CLIC
1989-04-05,6.1,CLIC
1989-04-06,5.24,CLIC
1989-04-07,6.59,CLIC
1989-04-08,6.03,CLIC
1989-04-09,5.91,CLIC
1989-04-10,6.27,CLIC
1989-04-11,5.67,CLIC
1989-04-12,6.11,CLIC
1989-04-13,2.05,CLIC
1989-04-14,5,CLIC
1989-04-15,7.36,CLIC
1989-04-16,4.34,CLIC
1989-04-17,4.69,CLIC
1989-04-18,4.85,CLIC
1989-04-19,5.09,CLIC
1989-04-20,4.8,CLIC
1989-04-21,5.02,CLIC
1989-04-22,5.91,CLIC
1989-04-23,7.03,CLIC
1989-04-24,5.76,CLIC
1989-04-25,4.87,CLIC
1989-04-26,4.57,CLIC
1989-04-27,1.8,CLIC
1989-04-28,4.88,CLIC
1989-04-29,4.43,CLIC
1989-04-30,6.04,CLIC
1989-05-01,5.6,CLIC
1989-05-02,5.9,CLIC
1989-05-03,3.89,CLIC
1989-05-04,4.03,CLIC
1989-05-05,4.06,CLIC
1989-05-06,3.93,CLIC
1989-05-07,4.11,CLIC
1989-05-08,3.95,CLIC
1989-05-09,3.92,CLIC
1989-05-10,3.9,CLIC
1989-05-11,2.12,CLIC
1989-05-12,4.08,CLIC
1989-05-13,3.94,CLIC
1989-05-14,3.96,CLIC
1989-05-15,3.87,CLIC
1989-05-16,4.05,CLIC
1989-05-17,3.89,CLIC
1989-05-18,4.78,CLIC
1989-05-19,5.3,CLIC
1989-05-20,5.05,CLIC
1989-05-21,5.02,CLIC
1989-05-22,4.44,CLIC
1989-05-23,5.53,CLIC
1989-05-24,4.99,CLIC
1989-05-25,4.87,CLIC
1989-05-26,5.13,CLIC
1989-05-27,4.99,CLIC
1989-05-28,4.95,CLIC
1989-05-29,4.27,CLIC
1989-05-30,5.3,CLIC
1989-05-31,5.42,CLIC
1989-06-01,4.58,CLIC
1989-06-02,5.01,CLIC
1989-06-03,4.95,CLIC
1989-06-04,4.84,CLIC
1989-06-05,5.19,CLIC
1989-06-06,4.82,CLIC
1989-06-07,5.19,CLIC
1989-06-08,5.02,CLIC
1989-06-09,4.94,CLIC
1989-06-10,4.97,CLIC
1989-06-11,5.04,CLIC
1989-06-12,4.89,CLIC
1989-06-13,9.96,CLIC
1989-06-14,2.81,CLIC
1989-06-15,7.8,CLIC
1989-06-16,5.57,CLIC
1989-06-17,9.85,CLIC
1989-06-18,9.93,CLIC
1989-06-19,9.98,CLIC
1989-06-20,4.88,CLIC
1989-06-21,5.11,CLIC
1989-06-22,4.94,CLIC
1989-06-23,4.98,CLIC
1989-06-24,4.98,CLIC
1989-06-25,4.94,CLIC
1989-06-26,4.95,CLIC
1989-06-27,5.03,CLIC
1989-06-28,4.91,CLIC
1989-06-29,5.05,CLIC
1989-06-30,5.02,CLIC
1989-08-01,5.72,CLIC
1989-08-02,4.2,CLIC
1989-08-03,5.38,CLIC
1989-08-04,4.82,CLIC
1989-08-05,5.59,CLIC
1989-08-06,2.01,CLIC
1989-08-07,2.54,CLIC
1989-08-08,2.29,CLIC
1989-08-09,2.13,CLIC
1989-08-10,4.6,CLIC
1989-08-11,4.9,CLIC
1989-08-12,5.67,CLIC
1989-08-13,4.9,CLIC
1989-08-14,4.84,CLIC
1989-08-15,4.99,CLIC
1989-08-16,4.68,CLIC
1989-08-17,6.47,CLIC
1989-08-18,4.55,CLIC
1989-08-19,5.52,CLIC
1989-08-20,4.07,CLIC
1989-08-21,5.05,CLIC
1989-08-22,4.76,CLIC
1989-08-23,3.55,CLIC
1989-08-24,5.32,CLIC
1989-08-25,4.53,CLIC
1989-08-26,5.6,CLIC
1989-08-27,5.42,CLIC
1989-08-28,5.28,CLIC
1989-08-29,5.3,CLIC
1989-08-30,5.11,CLIC
1989-08-31,5.08,CLIC
1989-09-01,5.32,CLIC
1989-09-02,5.4,CLIC
1989-09-03,4.86,CLIC
1989-09-04,4.88,CLIC
1989-09-05,5.15,CLIC
1989-09-06,5.51,CLIC
1989-09-07,4.52,CLIC
1989-09-08,4.99,CLIC
1989-09-09,4.89,CLIC
1989-09-10,5.1,CLIC
1989-09-11,5.1,CLIC
1989-09-12,4.92,CLIC
1989-09-13,6.89,CLIC
1989-09-14,5.2,CLIC
