Estación: ,C19162,VISTA HERMOSA. LINARES
2005-05-28,2.1,CLIC
2005-05-29,5.06,CLIC
2005-05-30,6.16,CLIC
2005-05-31,5.89,CLIC
2005-06-01,6.02,CLIC
2005-06-02,6.45,CLIC
2005-06-03,5.6,CLIC
2005-06-04,4.64,CLIC
2005-06-05,4.53,CLIC
2005-06-06,5.69,CLIC
2005-06-07,3.86,CLIC
2005-06-08,4.54,CLIC
2005-06-09,4.34,CLIC
2005-06-10,4.18,CLIC
2005-06-11,6.37,CLIC
2005-06-12,4.55,CLIC
2005-06-13,5.08,CLIC
2005-06-14,3.36,CLIC
2005-06-15,6.06,CLIC
2005-06-16,6.46,CLIC
2005-06-17,5.16,CLIC
2005-06-18,6.13,CLIC
2005-06-19,4.97,CLIC
2005-06-20,4.86,CLIC
2005-06-21,4.91,CLIC
2005-06-22,4.63,CLIC
2005-06-23,6.19,CLIC
2005-06-24,4.26,CLIC
2005-06-25,5.85,CLIC
2005-06-26,5.34,CLIC
2005-06-27,7.08,CLIC
2005-06-28,5.47,CLIC
2005-06-29,5.52,CLIC
2005-06-30,6.43,CLIC
2005-07-01,4.27,CLIC
2005-07-02,3.4,CLIC
2005-07-03,4.85,CLIC
2005-07-04,5.09,CLIC
2005-07-05,5.89,CLIC
2005-07-06,6.5,CLIC
2005-07-07,4.62,CLIC
2005-07-08,8.18,CLIC
2005-07-09,6.18,CLIC
2005-07-10,2.64,CLIC
2005-07-11,7.2,CLIC
2005-07-12,5.41,CLIC
2005-07-13,6.65,CLIC
2005-07-14,9.7,CLIC
2005-07-15,5.6,CLIC
2005-07-16,4.82,CLIC
2005-07-17,4.75,CLIC
2005-07-18,4.83,CLIC
2005-07-19,3.05,CLIC
2005-07-20,2.05,CLIC
2005-07-21,6,CLIC
2005-07-22,2.84,CLIC
2005-07-23,4.1,CLIC
2005-07-24,4.59,CLIC
2005-07-25,4.25,CLIC
2005-07-26,5.83,CLIC
2005-07-27,4.24,CLIC
2005-07-28,4.83,CLIC
2005-07-29,4.92,CLIC
2005-07-30,3.9,CLIC
2005-07-31,2.94,CLIC
2005-08-01,4.19,CLIC
2005-08-02,4.54,CLIC
2005-08-03,5.73,CLIC
2005-08-04,4.82,CLIC
2005-08-05,1.18,CLIC
2005-08-06,0.1,CLIC
2005-08-07,0.6,CLIC
2005-08-08,3.6,CLIC
2005-08-09,4.24,CLIC
2005-08-10,4.66,CLIC
2005-08-11,0.65,CLIC
2005-08-12,0.2,CLIC
2005-08-13,4.6899,CLIC
2005-08-14,3.76,CLIC
2005-08-15,3.51,CLIC
2005-08-16,0.49,CLIC
2005-08-17,2.86,CLIC
2005-08-18,4.65,CLIC
2005-08-19,5.59,CLIC
2005-08-20,5.69,CLIC
2005-08-21,5.87,CLIC
2005-08-22,5.52,CLIC
2005-08-23,0.85,CLIC
2005-08-24,0.92,CLIC
2005-08-25,1.28,CLIC
2005-08-26,3.7199,CLIC
2005-08-27,5.92,CLIC
2005-08-28,5.06,CLIC
2005-08-29,5.17,CLIC
2005-08-30,4.12,CLIC
2005-08-31,3.56,CLIC
2005-09-01,3.72,CLIC
2005-09-02,1.5,CLIC
2005-09-03,4.61,CLIC
2005-09-04,4.44,CLIC
2005-09-05,6.17,CLIC
2005-09-06,4.68,CLIC
2005-09-07,4.7,CLIC
2005-09-08,5.32,CLIC
2005-09-09,5.37,CLIC
2005-09-10,4.66,CLIC
2005-09-11,3.36,CLIC
2005-09-12,0.49,CLIC
2005-09-13,0.45,CLIC
2005-09-14,4.53,CLIC
2005-09-15,5.86,CLIC
2005-09-16,5.41,CLIC
2005-09-17,5.75,CLIC
2005-09-18,4.68,CLIC
2005-09-19,4.87,CLIC
2005-09-20,5.93,CLIC
2005-09-21,4.02,CLIC
2005-09-22,5.29,CLIC
2005-09-23,5.52,CLIC
2005-09-24,4.38,CLIC
2005-09-25,5.64,CLIC
2005-09-26,4.84,CLIC
2005-09-27,6.32,CLIC
2005-09-28,6.34,CLIC
2005-09-29,5.55,CLIC
2005-09-30,6.78,CLIC
2005-10-01,4.58,CLIC
2005-10-02,5.67,CLIC
2005-10-03,1.17,CLIC
2005-10-04,3.96,CLIC
2005-10-05,3.1,CLIC
2005-10-06,3.16,CLIC
2005-10-07,1.78,CLIC
2005-10-08,1.16,CLIC
2005-10-09,3.52,CLIC
2005-10-10,3.95,CLIC
2005-10-11,4.16,CLIC
2005-10-12,4.75,CLIC
2005-10-13,4.8,CLIC
2005-10-14,2.08,CLIC
2005-10-15,2.91,CLIC
2005-10-16,2.93,CLIC
2005-10-17,4.16,CLIC
2005-10-18,4.9,CLIC
2005-10-19,4.46,CLIC
2005-10-20,7.39,CLIC
2005-10-21,4.98,CLIC
2005-10-22,4.67,CLIC
2005-10-23,4.85,CLIC
2005-10-24,1.57,CLIC
2005-10-25,3.91,CLIC
2005-10-26,5.18,CLIC
2005-10-27,1.5,CLIC
2005-10-28,1.77,CLIC
2005-10-29,4.61,CLIC
2005-10-30,5.19,CLIC
2005-10-31,3.16,CLIC
2005-11-01,5.64,CLIC
2005-11-02,3.97,CLIC
2005-11-03,4.45,CLIC
2005-11-04,4.73,CLIC
2005-11-05,4.85,CLIC
2005-11-06,5.47,CLIC
2005-11-07,2.45,CLIC
2005-11-08,1.86,CLIC
2005-11-09,0.9,CLIC
2005-11-10,4.31,CLIC
2005-11-11,3.41,CLIC
2005-11-12,4.04,CLIC
2005-11-13,2.86,CLIC
2005-11-14,1.5,CLIC
2005-11-15,2.85,CLIC
2005-11-16,0.83,CLIC
2005-11-17,1.1,CLIC
2005-11-18,0.99,CLIC
2005-11-19,1.25,CLIC
2005-11-20,0.8,CLIC
2005-11-21,3.18,CLIC
2005-11-22,2.07,CLIC
2005-11-23,3,CLIC
2005-11-24,4.38,CLIC
2005-11-25,4.5,CLIC
2005-11-26,4.16,CLIC
2005-11-27,5.17,CLIC
2005-11-28,2.39,CLIC
2005-11-29,1.86,CLIC
2005-11-30,1.9,CLIC
2005-12-01,1.65,CLIC
2005-12-02,2.43,CLIC
2005-12-03,3.8,CLIC
2005-12-04,1.3,CLIC
2005-12-05,2.75,CLIC
2005-12-06,3.3,CLIC
2005-12-07,0.45,CLIC
2005-12-08,0.64,CLIC
2005-12-09,0.25,CLIC
2005-12-10,1.1,CLIC
2005-12-11,0.9,CLIC
2005-12-12,0.83,CLIC
2005-12-13,2.45,CLIC
2005-12-14,1.23,CLIC
2005-12-15,0.48,CLIC
2005-12-16,2.43,CLIC
2005-12-17,1.37,CLIC
2005-12-18,2.45,CLIC
2005-12-19,0.19,CLIC
2005-12-20,0.13,CLIC
2005-12-21,0.7,CLIC
2005-12-22,0.65,CLIC
2005-12-23,1.8,CLIC
2005-12-24,2.96,CLIC
2005-12-25,2.75,CLIC
2005-12-26,0,CLIC
2005-12-27,0,CLIC
2005-12-28,0,CLIC
2005-12-29,0,CLIC
2005-12-30,0,CLIC
2005-12-31,0,CLIC
2006-01-01,2.52,CLIC
2006-01-02,4.22,CLIC
2006-01-03,3.21,CLIC
2006-01-04,5.19,CLIC
2006-01-05,4.81,CLIC
2006-01-06,3.62,CLIC
2006-01-07,4.69,CLIC
2006-01-08,4.34,CLIC
2006-01-09,4.43,CLIC
2006-01-10,6.41,CLIC
2006-01-11,5.23,CLIC
2006-01-12,4.98,CLIC
2006-01-13,3.84,CLIC
2006-01-14,5.84,CLIC
2006-01-15,4.85,CLIC
2006-01-16,3.27,CLIC
2006-01-17,4.73,CLIC
2006-01-18,4.54,CLIC
2006-01-19,3.8,CLIC
2006-01-20,3.57,CLIC
2006-01-21,3.48,CLIC
2006-01-22,4.51,CLIC
2006-01-23,4.06,CLIC
2006-01-24,3.6,CLIC
2006-01-25,0.86,CLIC
2006-01-26,2.63,CLIC
2006-01-27,3.95,CLIC
2006-01-28,5.63,CLIC
2006-01-29,6.14,CLIC
2006-01-30,4.53,CLIC
2006-01-31,3.64,CLIC
2006-02-01,3.52,CLIC
2006-02-02,3.82,CLIC
2006-02-03,4.61,CLIC
2006-02-04,3.47,CLIC
2006-02-05,3.54,CLIC
2006-02-06,4.53,CLIC
2006-02-07,3.01,CLIC
2006-02-08,3.06,CLIC
2006-02-09,4.17,CLIC
2006-02-10,7.18,CLIC
2006-02-11,2.38,CLIC
2006-02-12,2.23,CLIC
2006-02-13,5.39,CLIC
2006-02-14,5.25,CLIC
2006-02-15,3.57,CLIC
2006-02-16,3.75,CLIC
2006-02-17,4,CLIC
2006-02-18,0.94,CLIC
2006-02-19,2.88,CLIC
2006-02-20,0.78,CLIC
2006-02-21,1.33,CLIC
2006-02-22,2.89,CLIC
2006-02-23,2.45,CLIC
2006-02-24,2.21,CLIC
2006-02-25,0.18,CLIC
2006-02-26,0.65,CLIC
2006-02-27,1.62,CLIC
2006-02-28,4.07,CLIC
2006-03-01,4.88,CLIC
2006-03-02,3.1,CLIC
2006-03-03,3.9,CLIC
2006-03-04,6.34,CLIC
2006-03-05,3.86,CLIC
2006-03-06,3.88,CLIC
2006-03-07,3.72,CLIC
2006-03-08,3.9,CLIC
2006-03-09,4.49,CLIC
2006-03-10,4.38,CLIC
2006-03-11,4.63,CLIC
2006-03-12,6.28,CLIC
2006-03-13,5.15,CLIC
2006-03-14,5.17,CLIC
2006-03-15,4.77,CLIC
2006-03-16,5.48,CLIC
2006-03-17,6.32,CLIC
2006-03-18,5.98,CLIC
2006-03-19,6.85,CLIC
2006-03-20,8.21,CLIC
2006-03-21,3.84,CLIC
2006-03-22,3.76,CLIC
2006-03-23,0.66,CLIC
2006-03-24,2.16,CLIC
2006-03-25,3.92,CLIC
2006-03-26,4.02,CLIC
2006-03-27,3.53,CLIC
2006-03-28,3.11,CLIC
2006-03-29,4.6,CLIC
2006-03-30,3.2,CLIC
2006-03-31,4.74,CLIC
2006-04-01,3.53,CLIC
2006-04-02,4.65,CLIC
2006-04-03,3.95,CLIC
2006-04-04,3.82,CLIC
2006-04-05,3.85,CLIC
2006-04-06,4.48,CLIC
2006-04-07,7.38,CLIC
2006-04-08,6.13,CLIC
2006-04-09,5.27,CLIC
2006-04-10,4.42,CLIC
2006-04-11,5.48,CLIC
2006-04-12,3.67,CLIC
2006-04-13,6.05,CLIC
2006-04-14,4.8,CLIC
2006-04-15,4.45,CLIC
2006-04-16,4.85,CLIC
2006-04-17,5.9,CLIC
2006-04-18,5.15,CLIC
2006-04-19,4.91,CLIC
2006-04-20,4.24,CLIC
2006-04-21,1.7,CLIC
2006-04-22,2.85,CLIC
2006-04-23,5.53,CLIC
2006-04-24,4.69,CLIC
2006-04-25,5.43,CLIC
2006-04-26,5.7,CLIC
2006-04-27,6.43,CLIC
2006-04-28,4.77,CLIC
2006-04-29,3.5,CLIC
2006-04-30,3.45,CLIC
2006-05-01,3.45,CLIC
2006-05-02,5.35,CLIC
2006-05-03,4.78,CLIC
2006-05-04,4.62,CLIC
2006-05-05,6.1,CLIC
2006-05-06,5.6,CLIC
2006-05-07,3.05,CLIC
2006-05-08,0.95,CLIC
2006-05-09,2.6,CLIC
2006-05-10,5.08,CLIC
2006-05-11,4.34,CLIC
2006-05-12,1.06,CLIC
2006-05-13,6.22,CLIC
2006-05-14,6.55,CLIC
2006-05-15,0.8,CLIC
2006-05-16,0.19,CLIC
2006-05-17,4.12,CLIC
2006-05-18,5.34,CLIC
2006-05-19,5.65,CLIC
2006-05-20,4.55,CLIC
2006-05-21,4.85,CLIC
2006-05-22,4.05,CLIC
2006-05-23,5.3,CLIC
2006-05-24,5.73,CLIC
2006-05-25,4.5,CLIC
2006-05-26,6.77,CLIC
2006-05-27,6.15,CLIC
2006-05-28,4.7,CLIC
2006-05-29,3.79,CLIC
2006-05-30,2.88,CLIC
2006-05-31,3.34,CLIC
2007-03-01,4.81,CLIC
2007-03-02,3.12,CLIC
2007-03-03,5.93,CLIC
2007-03-04,1.04,CLIC
2007-03-05,3.24,CLIC
2007-03-06,3.8,CLIC
2007-03-07,4.33,CLIC
2007-03-08,4.1,CLIC
2007-03-09,1.19,CLIC
2007-03-10,5.1,CLIC
2007-03-11,3.63,CLIC
2007-03-12,3.45,CLIC
2007-03-13,2.83,CLIC
2007-03-14,6.35,CLIC
2007-03-15,5.6,CLIC
2007-03-16,2.35,CLIC
2007-03-17,4.1,CLIC
2007-03-18,4.48,CLIC
2007-03-19,4.9,CLIC
2007-03-20,3.75,CLIC
2007-03-21,2.41,CLIC
2007-03-22,5.01,CLIC
2007-03-23,4.16,CLIC
2007-03-24,3.2,CLIC
2007-03-25,2.19,CLIC
2007-03-26,3.8,CLIC
2007-03-27,6.14,CLIC
2007-03-28,5.1,CLIC
2007-03-29,4.3,CLIC
2007-03-30,5.98,CLIC
2007-03-31,3.14,CLIC
2007-04-01,5.4,CLIC
2007-04-02,1.11,CLIC
2007-04-03,3.3,CLIC
2007-04-04,7.35,CLIC
2007-04-05,2.45,CLIC
2007-04-06,1.16,CLIC
2007-04-07,1.8,CLIC
2007-04-08,0.96,CLIC
2007-04-09,1.1,CLIC
2007-04-10,4.98,CLIC
2007-04-11,6.75,CLIC
2007-04-12,5.8,CLIC
2007-04-13,6.3,CLIC
2007-04-14,5.98,CLIC
2007-04-15,4.8,CLIC
2007-04-16,6.75,CLIC
2007-04-17,3.9,CLIC
2007-04-18,6.01,CLIC
2007-04-19,1.8,CLIC
2007-04-20,2.5,CLIC
2007-04-21,1.45,CLIC
2007-04-22,2.78,CLIC
2007-04-23,4.1,CLIC
2007-04-24,2.14,CLIC
2007-04-25,7.01,CLIC
2007-04-26,7.93,CLIC
2007-04-27,3.8,CLIC
2007-04-28,3.14,CLIC
2007-04-29,5.63,CLIC
2007-04-30,5,CLIC
2007-05-01,7.83,CLIC
2007-05-02,8.05,CLIC
2007-05-03,5.57,CLIC
2007-05-04,6.24,CLIC
2007-05-05,3.86,CLIC
2007-05-06,4.78,CLIC
2007-05-07,5.59,CLIC
2007-05-08,3,CLIC
2007-05-09,1.08,CLIC
2007-05-10,1.86,CLIC
2007-05-11,4.83,CLIC
2007-05-12,4.98,CLIC
2007-05-13,4.67,CLIC
2007-05-14,7.11,CLIC
2007-05-15,6.96,CLIC
2007-05-16,4.75,CLIC
2007-05-17,4.32,CLIC
2007-05-18,3.58,CLIC
2007-05-19,2.6,CLIC
2007-05-22,2.92,CLIC
2007-05-23,2.27,CLIC
2007-05-24,2.74,CLIC
2007-05-25,2.96,CLIC
2007-05-26,3.99,CLIC
2007-05-27,4.67,CLIC
2007-05-28,3.98,CLIC
2007-05-29,6.6,CLIC
2007-05-30,6.83,CLIC
2007-05-31,6.95,CLIC
2007-06-01,2.6,CLIC
2007-06-02,8.46,CLIC
2007-06-03,3.17,CLIC
2007-06-04,4.37,CLIC
2007-06-05,5.43,CLIC
2007-06-06,5.83,CLIC
2007-06-07,6.14,CLIC
2007-06-08,6.57,CLIC
2007-06-09,3.04,CLIC
2007-06-10,6.11,CLIC
2007-06-11,7.33,CLIC
2007-06-12,7.23,CLIC
2007-06-13,7.43,CLIC
2007-06-14,8.31,CLIC
2007-06-15,3.3,CLIC
2007-06-16,6.33,CLIC
2007-06-17,4.22,CLIC
2007-06-18,7.55,CLIC
2007-06-19,6.14,CLIC
2007-06-20,4.06,CLIC
2007-06-21,3.28,CLIC
2007-06-22,2.94,CLIC
2007-06-23,4,CLIC
2007-06-24,3.46,CLIC
2007-06-25,6.77,CLIC
2007-06-26,5.25,CLIC
2007-06-27,6.61,CLIC
2007-06-28,3.99,CLIC
2007-06-29,4.87,CLIC
2007-06-30,4.46,CLIC
2007-07-01,2.42,CLIC
2007-07-02,4.67,CLIC
2007-07-03,4.8,CLIC
2007-07-04,3.16,CLIC
2007-07-05,2.35,CLIC
2007-07-06,4.95,CLIC
2007-07-07,4.1,CLIC
2007-07-08,3.88,CLIC
2007-07-09,7.14,CLIC
2007-07-10,6.64,CLIC
2007-07-11,5.8,CLIC
2007-07-12,5.2,CLIC
2007-07-13,4.95,CLIC
2007-07-14,8.02,CLIC
2007-07-15,6.72,CLIC
2007-07-16,5.38,CLIC
2007-07-17,2.18,CLIC
2007-07-18,1.11,CLIC
2007-07-19,1.9,CLIC
2007-07-20,2.23,CLIC
2007-07-21,5.6,CLIC
2007-07-22,3.6,CLIC
2007-07-23,3.49,CLIC
2007-07-24,5.61,CLIC
2007-07-25,5.11,CLIC
2007-07-26,5.38,CLIC
2007-07-27,2.7,CLIC
2007-07-28,4.85,CLIC
2007-07-29,3.81,CLIC
2007-07-30,5.84,CLIC
2007-07-31,5.98,CLIC
2007-08-01,5.98,CLIC
2007-08-02,5.36,CLIC
2007-08-03,5,CLIC
2007-08-04,5.81,CLIC
2007-08-05,7.08,CLIC
2007-08-06,8.58,CLIC
2007-08-07,7.75,CLIC
2007-08-08,4.82,CLIC
2007-08-09,6.64,CLIC
2007-08-10,4.43,CLIC
2007-08-11,6.08,CLIC
2007-08-12,3.45,CLIC
2007-08-13,3.53,CLIC
2007-08-14,7.37,CLIC
2007-08-15,4.21,CLIC
2007-08-16,6.79,CLIC
2007-08-17,7.04,CLIC
2007-08-18,5.38,CLIC
2007-08-19,8.17,CLIC
2007-08-20,6.87,CLIC
2007-08-21,5.05,CLIC
2007-08-22,4.43,CLIC
2007-08-23,4.24,CLIC
2007-08-24,6.71,CLIC
2007-08-25,5.1,CLIC
2007-08-26,1.17,CLIC
2007-08-27,1.1,CLIC
2007-08-28,4.63,CLIC
2007-08-29,3.1,CLIC
2007-08-30,4.97,CLIC
2007-08-31,3.72,CLIC
2007-11-01,3.97,CLIC
2007-11-02,5.19,CLIC
2007-11-03,3.68,CLIC
2007-11-04,3.65,CLIC
2007-11-05,4.79,CLIC
2007-11-06,2.86,CLIC
2007-11-07,2.74,CLIC
2007-11-08,3.11,CLIC
2007-11-09,3.69,CLIC
2007-11-10,3.89,CLIC
2007-11-11,2.21,CLIC
2007-11-12,2.2,CLIC
2007-11-13,4.6,CLIC
2007-11-14,3.29,CLIC
2007-11-15,1.28,CLIC
2007-11-16,3.33,CLIC
2007-11-17,1.62,CLIC
2007-11-18,1.69,CLIC
2007-11-19,1.75,CLIC
2007-11-20,5.96,CLIC
2007-11-21,4.9,CLIC
2007-11-22,2.73,CLIC
2007-11-23,1.17,CLIC
2007-11-24,2.42,CLIC
2007-11-25,3.51,CLIC
2007-11-26,1.7,CLIC
2007-11-27,2.37,CLIC
2007-11-28,2.34,CLIC
2007-11-29,2.23,CLIC
2007-11-30,1.6,CLIC
2007-12-01,4.6,CLIC
2007-12-02,3.43,CLIC
2007-12-03,5.45,CLIC
2007-12-04,7.24,CLIC
2007-12-05,3.1,CLIC
2007-12-06,3.78,CLIC
2007-12-07,1.82,CLIC
2007-12-08,4.77,CLIC
2007-12-09,1.89,CLIC
2007-12-10,3.64,CLIC
2007-12-11,2.78,CLIC
2007-12-12,1.36,CLIC
2007-12-13,0.86,CLIC
2007-12-14,1.6,CLIC
2007-12-15,2.42,CLIC
2007-12-16,1.72,CLIC
2007-12-17,2.76,CLIC
2007-12-18,2.47,CLIC
2007-12-19,5.01,CLIC
2007-12-20,7.52,CLIC
2007-12-21,3.98,CLIC
2007-12-22,1.52,CLIC
2007-12-23,1.14,CLIC
2007-12-24,2.54,CLIC
2007-12-25,2.72,CLIC
2007-12-26,1.51,CLIC
2007-12-27,4.25,CLIC
2007-12-28,4.22,CLIC
2007-12-29,2.03,CLIC
2007-12-30,1.29,CLIC
2007-12-31,1.89,CLIC
2008-01-01,1.89,CLIC
2008-01-02,3.21,CLIC
2008-01-03,2.01,CLIC
2008-01-04,4.56,CLIC
2008-01-05,2.13,CLIC
2008-01-06,2.63,CLIC
2008-01-07,6.47,CLIC
2008-01-08,3.71,CLIC
2008-01-09,1.84,CLIC
2008-01-10,3.22,CLIC
2008-01-11,2.03,CLIC
2008-01-12,1.8,CLIC
2008-01-13,2.47,CLIC
2008-01-14,2.69,CLIC
2008-01-15,1.61,CLIC
2008-01-16,3.5,CLIC
2008-01-17,0.71,CLIC
2008-01-18,0.43,CLIC
2008-01-19,1.37,CLIC
2008-01-20,1.27,CLIC
2008-01-21,2.77,CLIC
2008-01-22,3.81,CLIC
2008-01-23,2.18,CLIC
2008-01-24,0.85,CLIC
2008-01-25,1.08,CLIC
2008-01-26,1.98,CLIC
2008-01-27,2.13,CLIC
2008-01-28,1.8,CLIC
2008-01-29,4.2,CLIC
2008-01-30,1.15,CLIC
2008-01-31,2.43,CLIC
2008-02-01,4.77,CLIC
2008-02-02,1.45,CLIC
2008-02-03,1,CLIC
2008-02-04,4.83,CLIC
2008-02-05,4.85,CLIC
2008-02-06,10.88,CLIC
2008-02-07,3.42,CLIC
2008-02-08,5.1,CLIC
2008-02-09,4.6,CLIC
2008-02-10,7.93,CLIC
2008-02-11,4.63,CLIC
2008-02-12,3.96,CLIC
2008-02-13,2.64,CLIC
2008-02-14,5.14,CLIC
2008-02-15,5.01,CLIC
2008-02-16,5.99,CLIC
2008-02-17,7.01,CLIC
2008-02-18,1.2,CLIC
2008-02-19,0.8,CLIC
2008-02-20,2.14,CLIC
2008-02-21,2.75,CLIC
2008-02-22,5.99,CLIC
2008-02-23,7.65,CLIC
2008-02-24,3.51,CLIC
2008-02-25,6.96,CLIC
2008-02-26,1.07,CLIC
2008-02-27,6.68,CLIC
2008-02-28,6,CLIC
2008-02-29,3.75,CLIC
2008-03-01,4.49,CLIC
2008-03-02,5.69,CLIC
2008-03-03,8.35,CLIC
2008-03-04,3.79,CLIC
2008-03-05,4.32,CLIC
2008-03-06,8.94,CLIC
2008-03-07,5.16,CLIC
2008-03-08,5.06,CLIC
2008-03-09,4.58,CLIC
2008-03-10,5.58,CLIC
2008-03-11,3.95,CLIC
2008-03-12,6.06,CLIC
2008-03-13,6.39,CLIC
2008-03-14,9.11,CLIC
2008-03-15,10.4,CLIC
2008-03-16,8.46,CLIC
2008-03-17,6.53,CLIC
2008-03-18,6.16,CLIC
2008-03-19,6.8,CLIC
2008-03-20,6.52,CLIC
2008-03-21,5.16,CLIC
2008-03-22,5.71,CLIC
2008-03-23,1.67,CLIC
2008-03-24,2.89,CLIC
2008-03-25,5.13,CLIC
2008-03-26,6.62,CLIC
2008-03-27,4.68,CLIC
2008-03-28,5.52,CLIC
2008-03-29,6,CLIC
2008-03-30,2.96,CLIC
2008-03-31,2.6,CLIC
2008-04-01,6.98,CLIC
2008-04-02,5.52,CLIC
2008-04-03,7.23,CLIC
2008-04-04,5.98,CLIC
2008-04-05,7.9,CLIC
2008-04-06,7.95,CLIC
2008-04-07,7.35,CLIC
2008-04-08,7.73,CLIC
2008-04-09,7.52,CLIC
2008-04-10,6.38,CLIC
2008-04-11,8.17,CLIC
2008-04-12,1.37,CLIC
2008-04-13,5.65,CLIC
2008-04-14,6.95,CLIC
2008-04-15,8.24,CLIC
2008-04-16,5.32,CLIC
2008-04-17,9.23,CLIC
2008-04-18,7.88,CLIC
2008-04-19,8.37,CLIC
2008-04-20,6.39,CLIC
2008-04-21,5.68,CLIC
2008-04-22,4.82,CLIC
2008-04-23,5.39,CLIC
2008-04-24,4.53,CLIC
2008-04-25,3.49,CLIC
2008-04-26,2.07,CLIC
2008-04-27,3.18,CLIC
2008-04-28,2.12,CLIC
2008-04-29,3.25,CLIC
2008-04-30,4.18,CLIC
2008-05-01,4.16,CLIC
2008-05-02,8.97,CLIC
2008-05-03,5.24,CLIC
2008-05-04,4.57,CLIC
2008-05-05,6.41,CLIC
2008-05-06,7.15,CLIC
2008-05-07,5.92,CLIC
2008-05-08,6.39,CLIC
2008-05-09,5.98,CLIC
2008-05-10,5.94,CLIC
2008-05-11,1.95,CLIC
2008-05-12,2.79,CLIC
2008-05-13,7.4,CLIC
2008-05-14,4.89,CLIC
2008-05-15,8.25,CLIC
2008-05-16,2.69,CLIC
2008-05-17,1.21,CLIC
2008-05-18,4.68,CLIC
2008-05-19,3.95,CLIC
2008-05-20,7.48,CLIC
2008-05-21,3.01,CLIC
2008-05-22,7.99,CLIC
2008-05-23,9.44,CLIC
2008-05-24,6.56,CLIC
2008-05-25,8.53,CLIC
2008-05-26,7.44,CLIC
2008-05-27,9.5,CLIC
2008-05-28,6.21,CLIC
2008-05-29,7.13,CLIC
2008-05-30,7.36,CLIC
2008-05-31,6.67,CLIC
2008-06-01,9.93,CLIC
2008-06-02,11.04,CLIC
2008-06-03,8.3,CLIC
2008-06-04,9.24,CLIC
2008-06-05,9.77,CLIC
2008-06-06,10.51,CLIC
2008-06-07,4.14,CLIC
2008-06-08,2.5,CLIC
2008-06-09,2.86,CLIC
2008-06-10,9.61,CLIC
2008-06-11,10.74,CLIC
2008-06-12,4.42,CLIC
2008-06-13,4.73,CLIC
2008-06-14,9.67,CLIC
2008-06-15,5.88,CLIC
2008-06-16,2.08,CLIC
2008-06-17,5.9,CLIC
2008-06-18,7.66,CLIC
2008-06-19,5.52,CLIC
2008-06-20,7.25,CLIC
2008-06-21,6.3,CLIC
2008-06-22,5.34,CLIC
2008-06-23,5.62,CLIC
2008-06-24,4.37,CLIC
2008-06-25,5.27,CLIC
2008-06-26,10.14,CLIC
2008-06-27,7.12,CLIC
2008-06-28,8.89,CLIC
2008-06-29,6.4,CLIC
2008-06-30,52.45,CLIC
2008-07-01,9.09,CLIC
2008-07-02,6.98,CLIC
2008-07-03,2.72,CLIC
2008-07-04,3.05,CLIC
2008-07-05,3.16,CLIC
2008-07-06,2.13,CLIC
2008-07-07,1.75,CLIC
2008-07-08,2.16,CLIC
2008-07-09,2.98,CLIC
2008-07-10,4.18,CLIC
2008-07-11,6.34,CLIC
2008-07-12,4.2,CLIC
2008-07-13,3.37,CLIC
2008-07-14,5.16,CLIC
2008-07-15,6.77,CLIC
2008-07-16,1.95,CLIC
2008-07-17,4.16,CLIC
2008-07-18,3.83,CLIC
2008-07-19,2.6,CLIC
2008-07-20,4.72,CLIC
2008-07-21,1.77,CLIC
2008-07-22,7.53,CLIC
2008-07-23,6.13,CLIC
2008-07-24,3.71,CLIC
2008-07-25,2.75,CLIC
2008-07-26,3.35,CLIC
2008-07-27,3.73,CLIC
2008-07-28,3.95,CLIC
2008-07-29,4.27,CLIC
2008-07-30,5.5,CLIC
2008-07-31,4.18,CLIC
2008-08-01,3.78,CLIC
2008-08-02,6.05,CLIC
2008-08-03,5.81,CLIC
2008-08-04,4.7,CLIC
2008-08-05,6.62,CLIC
2008-08-06,4.06,CLIC
2008-08-07,5.33,CLIC
2008-08-08,6.48,CLIC
2008-08-09,7.06,CLIC
2008-08-10,7.03,CLIC
2008-08-11,8.01,CLIC
2008-08-12,7.89,CLIC
2008-08-13,4.6,CLIC
2008-08-14,3.19,CLIC
2008-08-15,4.63,CLIC
2008-08-16,7.46,CLIC
2008-08-17,4.6,CLIC
2008-08-18,2.67,CLIC
2008-08-19,4.04,CLIC
2008-08-20,5.18,CLIC
2008-08-21,6.09,CLIC
2008-08-22,4.09,CLIC
2008-08-23,4.26,CLIC
2008-08-24,2.45,CLIC
2008-08-25,2.37,CLIC
2008-08-26,3.06,CLIC
2008-08-27,1.52,CLIC
2008-08-28,2.96,CLIC
2008-08-29,2.35,CLIC
2008-08-30,3.4,CLIC
2008-08-31,4.1,CLIC
2008-10-01,4.54,CLIC
2008-10-02,5.34,CLIC
2008-10-03,6.14,CLIC
2008-10-04,10.61,CLIC
2008-10-05,2.61,CLIC
2008-10-06,5.59,CLIC
2008-10-07,0.17,CLIC
2008-10-08,0.09,CLIC
2008-10-09,2.07,CLIC
2008-10-10,3.28,CLIC
2008-10-11,3.47,CLIC
2008-10-12,2.26,CLIC
2008-10-13,4.6,CLIC
2008-10-14,2.66,CLIC
2008-10-15,2.64,CLIC
2008-10-16,1.71,CLIC
2008-10-17,2.57,CLIC
2008-10-18,3.43,CLIC
2008-10-19,1.65,CLIC
