Estación: ,C19039,LAS ENRAMADAS.
1961-02-28,9.7,CLIC
1961-03-01,5.4,CLIC
1961-03-02,2.5,CLIC
1961-03-03,7.6,CLIC
1961-03-04,4.8,CLIC
1961-03-05,3.4,CLIC
1961-03-06,6.2,CLIC
1961-03-07,6.8,CLIC
1961-03-08,4.9,CLIC
1961-03-09,5.1,CLIC
1961-03-10,4.9,CLIC
1961-03-11,5.1,CLIC
1961-03-12,6.7,CLIC
1961-03-13,6.8,CLIC
1961-03-14,7.1,CLIC
1961-03-15,6,CLIC
1961-03-16,8.1,CLIC
1961-03-17,6.4,CLIC
1961-03-18,5.9,CLIC
1961-03-19,5.9,CLIC
1961-03-20,6.1,CLIC
1961-03-21,6.1,CLIC
1961-03-22,5.9,CLIC
1961-03-23,2.6,CLIC
1961-03-24,4.9,CLIC
1961-03-25,5.1,CLIC
1961-03-26,5.9,CLIC
1961-03-27,6.1,CLIC
1961-03-28,6.1,CLIC
1961-03-29,7.1,CLIC
1961-03-30,6.9,CLIC
1961-03-31,7.1,CLIC
1961-04-01,6.1,CLIC
1961-04-02,8,CLIC
1961-04-03,6.7,CLIC
1961-04-04,7.2,CLIC
1961-04-05,7,CLIC
1961-04-06,7.1,CLIC
1961-04-07,7.1,CLIC
1961-04-08,6.8,CLIC
1961-04-09,7,CLIC
1961-04-10,7.2,CLIC
1961-04-11,7.1,CLIC
1961-04-12,6.4,CLIC
1961-04-13,7.5,CLIC
1961-04-14,7.1,CLIC
1961-04-15,6.1,CLIC
1961-04-16,7,CLIC
1961-04-17,5.9,CLIC
1961-04-18,8.1,CLIC
1961-04-19,6,CLIC
1961-04-20,8,CLIC
1961-04-21,8,CLIC
1961-04-22,9,CLIC
1961-04-23,9.1,CLIC
1961-04-24,7.2,CLIC
1961-04-25,7.7,CLIC
1961-04-26,8.1,CLIC
1961-04-27,8,CLIC
1961-04-28,7.1,CLIC
1961-04-30,3.5,CLIC
1961-05-01,6.5,CLIC
1961-05-02,4.9,CLIC
1961-05-03,6.1,CLIC
1961-05-04,7,CLIC
1961-05-05,6.1,CLIC
1961-05-06,6.1,CLIC
1961-05-07,6.9,CLIC
1961-05-08,7.1,CLIC
1961-05-09,7.9,CLIC
1961-05-10,6.9,CLIC
1961-05-11,14.1,CLIC
1961-05-12,8,CLIC
1961-05-13,7,CLIC
1961-05-14,7.1,CLIC
1961-05-15,7,CLIC
1961-05-16,7.5,CLIC
1961-05-17,7.2,CLIC
1961-05-18,9.2,CLIC
1961-05-19,7.5,CLIC
1961-05-20,7.1,CLIC
1961-05-21,8,CLIC
1961-05-22,7.5,CLIC
1961-05-23,7.9,CLIC
1961-05-24,8,CLIC
1961-05-25,6.1,CLIC
1961-05-26,7.1,CLIC
1961-05-27,7.9,CLIC
1961-05-28,6.8,CLIC
1961-05-29,7.2,CLIC
1961-05-30,8,CLIC
1961-05-31,8.1,CLIC
1961-06-01,8.1,CLIC
1961-06-02,8,CLIC
1961-06-03,8,CLIC
1961-06-04,6.1,CLIC
1961-06-05,7,CLIC
1961-06-06,9,CLIC
1961-06-07,7.9,CLIC
1961-06-08,9.9,CLIC
1961-06-09,11,CLIC
1961-06-10,9.2,CLIC
1961-06-11,8,CLIC
1961-06-12,7.1,CLIC
1961-06-13,7.1,CLIC
1961-06-14,7.2,CLIC
1961-06-15,6.9,CLIC
1961-06-16,6.3,CLIC
1961-06-17,6.9,CLIC
1961-06-18,6.5,CLIC
1961-06-19,8,CLIC
1961-06-20,7.1,CLIC
1961-06-21,3.4,CLIC
1961-06-22,8.1,CLIC
1961-06-23,6.9,CLIC
1961-06-24,7.1,CLIC
1961-06-25,7.1,CLIC
1961-06-26,7.1,CLIC
1961-06-27,8,CLIC
1961-06-28,7.1,CLIC
1961-06-29,7.8,CLIC
1961-06-30,8,CLIC
1961-07-01,8,CLIC
1961-07-02,8.1,CLIC
1961-07-03,7.9,CLIC
1961-07-04,8.9,CLIC
1961-07-05,6.5,CLIC
1961-07-06,8.6,CLIC
1961-07-07,7.5,CLIC
1961-07-08,9,CLIC
1961-07-09,8.9,CLIC
1961-07-10,7.5,CLIC
1961-07-11,8,CLIC
1961-07-12,4.4,CLIC
1961-07-13,13.4,CLIC
1961-07-14,8.5,CLIC
1961-07-15,9.1,CLIC
1961-07-16,11.1,CLIC
1961-07-17,9,CLIC
1961-07-18,8.8,CLIC
1961-07-19,8.9,CLIC
1961-07-20,5.2,CLIC
1961-07-21,9,CLIC
1961-07-22,9,CLIC
1961-07-23,8.1,CLIC
1961-07-24,7.9,CLIC
1961-07-25,8.8,CLIC
1961-07-26,9.1,CLIC
1961-07-27,8.9,CLIC
1961-07-28,8.1,CLIC
1961-07-29,8,CLIC
1961-07-30,8,CLIC
1961-07-31,8,CLIC
1961-08-01,8.1,CLIC
1961-08-02,7.9,CLIC
1961-08-03,8.9,CLIC
1961-08-04,9.1,CLIC
1961-08-05,7.9,CLIC
1961-08-06,8.1,CLIC
1961-08-07,5.1,CLIC
1961-08-08,8.1,CLIC
1961-08-09,5.1,CLIC
1961-08-10,6.3,CLIC
1961-08-11,8.1,CLIC
1961-08-12,9.5,CLIC
1961-08-13,7.9,CLIC
1961-08-14,4.9,CLIC
1961-08-15,7.9,CLIC
1961-08-16,7.2,CLIC
1961-08-17,10.9,CLIC
1961-08-18,7.1,CLIC
1961-08-19,8.1,CLIC
1961-08-20,4.9,CLIC
1961-08-21,9,CLIC
1961-08-22,9.1,CLIC
1961-08-23,7.7,CLIC
1961-08-24,5.2,CLIC
1961-08-25,8.1,CLIC
1961-08-26,9.9,CLIC
1961-08-27,8.2,CLIC
1961-08-28,8.3,CLIC
1961-08-29,7.9,CLIC
1961-08-30,9.1,CLIC
1961-08-31,6.7,CLIC
1961-09-01,10,CLIC
1961-09-02,7.1,CLIC
1961-09-03,7.7,CLIC
1961-09-04,10.7,CLIC
1961-09-05,9.1,CLIC
1961-09-06,9.1,CLIC
1961-09-07,9.9,CLIC
1961-09-08,12,CLIC
1961-09-09,9.2,CLIC
1961-09-10,8.5,CLIC
1961-09-11,8.4,CLIC
1961-09-12,3,CLIC
1961-09-13,3.4,CLIC
1961-09-14,3.2,CLIC
1961-09-15,5.8,CLIC
1961-09-16,6.9,CLIC
1961-09-17,7.6,CLIC
1961-09-18,1,CLIC
1961-09-19,6.5,CLIC
1961-09-20,6.9,CLIC
1961-09-21,6.1,CLIC
1961-09-22,7.8,CLIC
1961-09-23,7.9,CLIC
1961-09-24,8.9,CLIC
1961-09-25,6.2,CLIC
1961-09-26,7.8,CLIC
1961-09-27,7.4,CLIC
1961-09-28,6.6,CLIC
1961-09-29,7.9,CLIC
1961-09-30,5.9,CLIC
1961-10-01,6,CLIC
1961-10-02,6.1,CLIC
1961-10-03,5.9,CLIC
1961-10-04,7.9,CLIC
1961-10-05,6.1,CLIC
1961-10-06,6,CLIC
1961-10-07,7,CLIC
1961-10-08,7,CLIC
1961-10-09,4.4,CLIC
1961-10-10,7.5,CLIC
1961-10-11,6.9,CLIC
1961-10-12,7,CLIC
1961-10-13,7.1,CLIC
1961-10-14,7,CLIC
1961-10-15,5.9,CLIC
1961-10-16,8.1,CLIC
1961-10-17,8,CLIC
1961-10-18,8.1,CLIC
1961-10-19,7.3,CLIC
1961-10-20,7.9,CLIC
1961-10-21,7.1,CLIC
1961-10-22,7,CLIC
1961-10-23,8.1,CLIC
1961-10-24,8,CLIC
1961-10-25,1.6,CLIC
1961-10-26,6.8,CLIC
1961-10-27,6.1,CLIC
1961-10-28,7.1,CLIC
1961-10-29,7.9,CLIC
1961-10-30,7.1,CLIC
1961-10-31,7,CLIC
1961-11-01,7.8,CLIC
1961-11-02,7.9,CLIC
1961-11-03,6.9,CLIC
1961-11-04,7,CLIC
1961-11-05,6.9,CLIC
1961-11-06,4.1,CLIC
1961-11-07,5.8,CLIC
1961-11-08,6.9,CLIC
1961-11-09,5.6,CLIC
1961-11-10,5.9,CLIC
1961-11-11,7.6,CLIC
1961-11-12,7,CLIC
1961-11-13,7.1,CLIC
1961-11-14,7,CLIC
1961-11-15,5.7,CLIC
1961-11-16,6.9,CLIC
1961-11-17,5.1,CLIC
1961-11-18,5.9,CLIC
1961-11-19,5.1,CLIC
1961-11-20,7,CLIC
1961-11-21,7,CLIC
1961-11-22,6.9,CLIC
1961-11-23,4.1,CLIC
1961-11-24,4.4,CLIC
1961-11-25,7.9,CLIC
1961-11-26,4.2,CLIC
1961-11-27,4.4,CLIC
1961-11-28,5.7,CLIC
1961-11-29,3.2,CLIC
1961-11-30,7.7,CLIC
1961-12-01,6.3,CLIC
1961-12-02,6.5,CLIC
1961-12-03,6.1,CLIC
1961-12-04,5.1,CLIC
1961-12-05,5.9,CLIC
1961-12-06,6.3,CLIC
1961-12-07,6.7,CLIC
1961-12-08,7.1,CLIC
1961-12-09,6.1,CLIC
1961-12-10,5.9,CLIC
1961-12-11,6.1,CLIC
1961-12-12,6.8,CLIC
1961-12-13,6.2,CLIC
1961-12-14,5.1,CLIC
1961-12-15,7.8,CLIC
1961-12-16,6.9,CLIC
1961-12-17,6.3,CLIC
1961-12-18,2.6,CLIC
1961-12-19,5.1,CLIC
1961-12-20,0.2,CLIC
1961-12-21,2.8,CLIC
1961-12-22,3.1,CLIC
1961-12-23,7,CLIC
1961-12-24,7.4,CLIC
1961-12-25,4.6,CLIC
1961-12-26,6.5,CLIC
1961-12-27,3.6,CLIC
1961-12-28,5.9,CLIC
1961-12-29,3.5,CLIC
1961-12-30,3.6,CLIC
1961-12-31,6.9,CLIC
1962-01-01,2.3,CLIC
1962-01-02,1.9,CLIC
1962-01-03,2.8,CLIC
1962-01-04,3.6,CLIC
1962-01-05,2.3,CLIC
1962-01-06,2.6,CLIC
1962-01-07,3.6,CLIC
1962-01-08,2.6,CLIC
1962-01-09,1.7,CLIC
1962-01-10,0.9,CLIC
1962-01-11,0.9,CLIC
1962-01-12,1,CLIC
1962-01-13,4.4,CLIC
1962-01-14,6,CLIC
1962-01-15,5.4,CLIC
1962-01-16,7,CLIC
1962-01-17,4.9,CLIC
1962-01-18,3.9,CLIC
1962-01-19,5.1,CLIC
1962-01-20,3.9,CLIC
1962-01-21,5.1,CLIC
1962-01-22,4,CLIC
1962-01-23,5.9,CLIC
1962-01-24,5.9,CLIC
1962-01-25,5.1,CLIC
1962-01-26,4.9,CLIC
1962-01-27,6.2,CLIC
1962-01-28,4,CLIC
1962-01-29,5.1,CLIC
1962-01-30,4.1,CLIC
1962-01-31,5.8,CLIC
1962-02-01,10,CLIC
1962-02-02,5.1,CLIC
1962-02-03,5.9,CLIC
1962-02-04,7.6,CLIC
1962-02-05,5.8,CLIC
1962-02-06,6.1,CLIC
1962-02-07,8,CLIC
1962-02-08,9,CLIC
1962-02-09,3.9,CLIC
1962-02-10,11.1,CLIC
1962-02-11,6.9,CLIC
1962-02-12,7.9,CLIC
1962-02-13,7.2,CLIC
1962-02-14,8.2,CLIC
1962-02-15,8.8,CLIC
1962-02-16,8,CLIC
1962-02-17,7.9,CLIC
1962-02-18,7,CLIC
1962-02-19,5.9,CLIC
1962-02-20,8.1,CLIC
1962-02-21,6.1,CLIC
1962-02-22,7,CLIC
1962-02-23,7,CLIC
1962-02-24,7,CLIC
1962-02-25,7.1,CLIC
1962-02-26,5.9,CLIC
1962-02-27,5.9,CLIC
1962-02-28,5,CLIC
1962-03-01,7,CLIC
1962-03-02,6.2,CLIC
1962-03-03,7.8,CLIC
1962-03-04,7.1,CLIC
1962-03-05,7.5,CLIC
1962-03-06,7.5,CLIC
1962-03-07,6.9,CLIC
1962-03-08,6.9,CLIC
1962-03-09,8.1,CLIC
1962-03-10,8,CLIC
1962-03-11,8,CLIC
1962-03-12,7,CLIC
1962-03-13,4.6,CLIC
1962-03-14,6.1,CLIC
1962-03-15,6,CLIC
1962-03-16,7.9,CLIC
1962-03-17,8,CLIC
1962-03-18,8.8,CLIC
1962-03-19,5.9,CLIC
1962-03-20,5.1,CLIC
1962-03-21,6.1,CLIC
1962-03-22,6.1,CLIC
1962-03-23,7,CLIC
1962-03-24,8,CLIC
1962-03-25,7,CLIC
1962-03-26,8.1,CLIC
1962-03-27,7.9,CLIC
1962-03-28,9.1,CLIC
1962-03-29,8.9,CLIC
1962-03-30,9.9,CLIC
1962-03-31,8.2,CLIC
1962-04-01,6,CLIC
1962-04-02,7.8,CLIC
1962-04-03,6.3,CLIC
1962-04-04,7.7,CLIC
1962-04-05,8,CLIC
1962-04-06,6.5,CLIC
1962-04-07,6.9,CLIC
1962-04-08,9.1,CLIC
1962-04-09,5.3,CLIC
1962-04-10,7.8,CLIC
1962-04-11,4.7,CLIC
1962-04-12,7.5,CLIC
1962-04-13,7.2,CLIC
1962-04-14,10.8,CLIC
1962-04-15,6.9,CLIC
1962-04-16,8.9,CLIC
1962-04-17,11.1,CLIC
1962-04-18,9.8,CLIC
1962-04-19,9.7,CLIC
1962-04-20,8.5,CLIC
1962-04-21,7.1,CLIC
1962-04-23,7.8,CLIC
1962-04-24,7.9,CLIC
1962-04-25,9.7,CLIC
1962-04-26,8.1,CLIC
1962-04-27,8.4,CLIC
1962-04-28,8.1,CLIC
1962-04-29,10.1,CLIC
1962-04-30,7.9,CLIC
1962-05-01,3.8,CLIC
1962-05-02,4.9,CLIC
1962-05-03,6.9,CLIC
1962-05-04,7.9,CLIC
1962-05-05,8.2,CLIC
1962-05-06,10.2,CLIC
1962-05-07,9.8,CLIC
1962-05-08,9.9,CLIC
1962-05-09,9.1,CLIC
1962-05-10,7.9,CLIC
1962-05-11,8.9,CLIC
1962-05-12,10.9,CLIC
1962-05-13,10.2,CLIC
1962-05-14,9.2,CLIC
1962-05-15,11,CLIC
1962-05-16,8.9,CLIC
1962-05-17,7.9,CLIC
1962-05-18,8.4,CLIC
1962-05-19,7.9,CLIC
1962-05-20,8.8,CLIC
1962-05-21,8.1,CLIC
1962-05-22,9.1,CLIC
1962-05-23,7.9,CLIC
1962-05-24,8.9,CLIC
1962-05-25,8.3,CLIC
1962-05-26,8.3,CLIC
1962-05-27,9.5,CLIC
1962-05-28,7.1,CLIC
1962-05-29,8.8,CLIC
1962-05-30,7.9,CLIC
1962-05-31,9.1,CLIC
1962-08-01,8.1,CLIC
1962-08-02,8.9,CLIC
1962-08-03,9.1,CLIC
1962-08-04,8,CLIC
1962-08-05,6.1,CLIC
1962-08-06,10.9,CLIC
1962-08-07,5.2,CLIC
1962-08-08,7,CLIC
1962-08-09,7.4,CLIC
1962-08-10,8.1,CLIC
1962-08-11,8.1,CLIC
1962-08-12,4.6,CLIC
1962-08-13,10.1,CLIC
1962-08-14,6.3,CLIC
1962-08-15,8.8,CLIC
1962-08-16,7.9,CLIC
1962-08-17,1.7,CLIC
1962-08-18,5.8,CLIC
1962-08-19,5.9,CLIC
1962-08-20,7.8,CLIC
1962-08-21,8.1,CLIC
1962-08-22,6.4,CLIC
1962-08-23,5.9,CLIC
1962-08-24,7.4,CLIC
1962-08-25,6.6,CLIC
1962-08-26,8,CLIC
1962-08-27,7.9,CLIC
1962-08-28,8,CLIC
1962-08-29,8.1,CLIC
1962-08-30,8.8,CLIC
1962-08-31,5.2,CLIC
1963-04-01,10.8,CLIC
1963-04-02,7.9,CLIC
1963-04-03,6.2,CLIC
1963-04-04,5.7,CLIC
1963-04-05,6.1,CLIC
1963-04-06,7,CLIC
1963-04-07,7,CLIC
1963-04-08,8.1,CLIC
1963-04-09,8.1,CLIC
1963-04-10,9,CLIC
1963-04-11,7,CLIC
1963-04-12,9,CLIC
1963-04-13,3.9,CLIC
1963-04-14,7.9,CLIC
1963-04-15,7.1,CLIC
1963-04-16,7,CLIC
1963-04-17,7.9,CLIC
1963-04-18,7.2,CLIC
1963-04-19,8,CLIC
1963-04-20,10,CLIC
1963-04-21,8,CLIC
1963-04-22,8.1,CLIC
1963-04-23,7.9,CLIC
1963-04-24,6.1,CLIC
1963-04-25,7,CLIC
1963-04-26,8.1,CLIC
1963-04-27,8,CLIC
1963-04-28,2,CLIC
1963-04-29,1,CLIC
1963-04-30,1,CLIC
1963-05-01,1.8,CLIC
1963-05-02,3.9,CLIC
1963-05-03,5.1,CLIC
1963-05-04,5.9,CLIC
1963-05-05,1.1,CLIC
1963-05-06,5.9,CLIC
1963-05-07,6,CLIC
1963-05-08,7.1,CLIC
1963-05-09,7,CLIC
1963-05-10,6.1,CLIC
1963-05-11,6.9,CLIC
1963-05-12,7.9,CLIC
1963-05-13,8.1,CLIC
1963-05-14,8.1,CLIC
1963-05-15,5.4,CLIC
1963-05-16,5.4,CLIC
1963-05-17,5.9,CLIC
1963-05-18,2.2,CLIC
1963-05-19,4.5,CLIC
1963-05-20,2.1,CLIC
1963-05-21,1.5,CLIC
1963-05-22,5.9,CLIC
1963-05-23,9.1,CLIC
1963-05-24,4.9,CLIC
1963-05-25,8,CLIC
1963-05-26,6.1,CLIC
1963-05-27,6.1,CLIC
1963-05-28,6.9,CLIC
1963-05-29,7,CLIC
1963-05-30,8,CLIC
1963-05-31,3.9,CLIC
1963-06-01,7,CLIC
1963-06-02,8.1,CLIC
1963-06-03,6.9,CLIC
1963-06-04,7.1,CLIC
1963-06-05,7.9,CLIC
1963-06-06,8,CLIC
1963-06-07,10.9,CLIC
1963-06-08,8.4,CLIC
1963-06-09,7.9,CLIC
1963-06-10,6.8,CLIC
1963-06-11,6,CLIC
1963-06-12,7.2,CLIC
1963-06-13,7.8,CLIC
1963-06-14,7.2,CLIC
1963-06-15,8.3,CLIC
1963-06-16,8.7,CLIC
1963-06-17,8.6,CLIC
1963-06-18,8,CLIC
1963-06-19,8.9,CLIC
1963-06-20,2.9,CLIC
1963-06-21,5.5,CLIC
1963-06-22,7.4,CLIC
1963-06-23,9,CLIC
1963-06-24,11.2,CLIC
1963-06-25,9.8,CLIC
1963-06-26,7.1,CLIC
1963-06-27,8,CLIC
1963-06-28,7.1,CLIC
1963-06-29,7.9,CLIC
1963-06-30,7,CLIC
1963-07-01,3.4,CLIC
1963-07-02,1.1,CLIC
1963-07-03,6.1,CLIC
1963-07-04,7.8,CLIC
1963-07-05,7.1,CLIC
1963-07-06,8.1,CLIC
1963-07-07,7.9,CLIC
1963-07-08,8,CLIC
1963-07-09,9.1,CLIC
1963-07-10,7.9,CLIC
1963-07-11,7.9,CLIC
1963-07-12,6,CLIC
1963-07-13,8.1,CLIC
1963-07-14,8,CLIC
1963-07-15,8.9,CLIC
1963-07-16,9.1,CLIC
1963-07-17,9.9,CLIC
1963-07-18,7.2,CLIC
1963-07-19,8.9,CLIC
1963-07-20,9,CLIC
1963-07-21,11.1,CLIC
1963-07-22,9.8,CLIC
1963-07-23,9.1,CLIC
1963-07-24,11.1,CLIC
1963-07-25,9,CLIC
1963-07-26,7.9,CLIC
1963-07-27,8.1,CLIC
1963-07-28,10.8,CLIC
1963-07-29,12.2,CLIC
1963-07-30,10.1,CLIC
1963-07-31,9,CLIC
1963-08-01,8,CLIC
1963-08-02,8,CLIC
1963-08-03,8.9,CLIC
1963-08-04,7.1,CLIC
1963-08-05,8,CLIC
1963-08-06,8.1,CLIC
1963-08-07,7.9,CLIC
1963-08-08,7,CLIC
1963-08-09,8.1,CLIC
1963-08-10,7.9,CLIC
1963-08-11,9.1,CLIC
1963-08-12,7,CLIC
1963-08-13,8.1,CLIC
1963-08-14,9,CLIC
1963-08-15,9.1,CLIC
1963-08-16,9.9,CLIC
1963-08-17,9.1,CLIC
1963-08-18,10,CLIC
1963-08-19,9,CLIC
1963-08-20,11.1,CLIC
1963-08-21,10,CLIC
1963-08-22,8.8,CLIC
1963-08-23,9.2,CLIC
1963-08-24,10,CLIC
1963-08-25,9.9,CLIC
1963-08-26,9,CLIC
1963-08-27,9.1,CLIC
1963-08-28,11,CLIC
1963-08-29,11,CLIC
1963-08-30,9.1,CLIC
1963-08-31,9.9,CLIC
1963-09-01,8.9,CLIC
1963-09-02,7.9,CLIC
1963-09-03,9,CLIC
1963-09-04,9.1,CLIC
1963-09-05,10,CLIC
1963-09-06,9,CLIC
1963-09-07,9.1,CLIC
1963-09-08,9,CLIC
1963-09-09,7.9,CLIC
1963-09-10,11.1,CLIC
1963-09-11,9,CLIC
1963-09-12,10,CLIC
1963-09-13,3.4,CLIC
1963-09-14,5.2,CLIC
1963-09-15,8.7,CLIC
1963-09-16,8,CLIC
1963-09-17,8,CLIC
1963-09-18,8,CLIC
1963-09-19,11.1,CLIC
1963-09-20,1.1,CLIC
1963-09-21,2.1,CLIC
1963-09-22,4.9,CLIC
1963-09-23,2,CLIC
1963-09-24,3.1,CLIC
1963-09-25,5.9,CLIC
1963-09-26,8,CLIC
1963-09-27,8.9,CLIC
1963-09-28,7.1,CLIC
1963-09-29,8.1,CLIC
1963-09-30,5.9,CLIC
1963-10-01,6.1,CLIC
1963-10-02,7,CLIC
1963-10-03,7.1,CLIC
1963-10-04,7.9,CLIC
1963-10-05,6.1,CLIC
1963-10-06,6.1,CLIC
1963-10-07,7.9,CLIC
1963-10-08,8,CLIC
1963-10-09,8.1,CLIC
1963-10-10,11,CLIC
1963-10-11,8.1,CLIC
1963-10-12,8,CLIC
1963-10-13,8.9,CLIC
1963-10-14,6.9,CLIC
1963-10-15,8.9,CLIC
1963-10-16,7.1,CLIC
1963-10-17,8.8,CLIC
1963-10-18,9.3,CLIC
1963-10-19,7.1,CLIC
1963-10-20,8.9,CLIC
1963-10-21,9.1,CLIC
1963-10-22,8,CLIC
1963-10-23,2.3,CLIC
1963-10-24,2.1,CLIC
1963-10-25,2.5,CLIC
1963-10-26,3.1,CLIC
1963-10-27,4.9,CLIC
1963-10-28,4.9,CLIC
1963-10-29,2.5,CLIC
1963-10-30,13.6,CLIC
1963-10-31,12.1,CLIC
1963-11-01,5.5,CLIC
1963-11-02,6.4,CLIC
1963-11-03,6.1,CLIC
1963-11-04,7.1,CLIC
1963-11-05,7.5,CLIC
1963-11-06,9.3,CLIC
1963-11-07,9.1,CLIC
1963-11-08,9.1,CLIC
1963-11-09,10,CLIC
1963-11-10,8,CLIC
1963-11-11,8.9,CLIC
1963-11-12,6,CLIC
1963-11-13,7.8,CLIC
1963-11-14,7.1,CLIC
1963-11-15,8.9,CLIC
1963-11-16,8.1,CLIC
1963-11-17,5.8,CLIC
1963-11-18,6.3,CLIC
1963-11-19,4.9,CLIC
1963-11-20,6.9,CLIC
1963-11-21,3.5,CLIC
1963-11-22,6.6,CLIC
1963-11-23,4.8,CLIC
1963-11-24,7.1,CLIC
1963-11-25,6,CLIC
1963-11-26,3.5,CLIC
1963-11-27,4.8,CLIC
1963-11-28,7.1,CLIC
1963-11-29,6.9,CLIC
1963-11-30,4.4,CLIC
1974-11-01,5.9,CLIC
1974-11-02,4.3,CLIC
1974-11-03,4.6,CLIC
1974-11-04,5,CLIC
1974-11-05,3.9,CLIC
1974-11-06,3.6,CLIC
1974-11-07,2.2,CLIC
1974-11-08,2.6,CLIC
1974-11-09,2.9,CLIC
1974-11-10,3,CLIC
1974-11-11,5.7,CLIC
1974-11-12,4.3,CLIC
1974-11-13,2.9,CLIC
1974-11-14,5.9,CLIC
1974-11-15,3.1,CLIC
1974-11-16,2.1,CLIC
1974-11-17,2.6,CLIC
1974-11-18,1.6,CLIC
1974-11-19,3.4,CLIC
1974-11-20,4.2,CLIC
1974-11-21,3.1,CLIC
1974-11-22,3,CLIC
1974-11-23,5.9,CLIC
1974-11-24,2.9,CLIC
1974-11-25,1.8,CLIC
1974-11-26,1.3,CLIC
1974-11-27,2.6,CLIC
1974-11-28,2.8,CLIC
1974-11-29,3,CLIC
1974-11-30,2.8,CLIC
1974-12-01,2.3,CLIC
1974-12-02,3.2,CLIC
1974-12-03,2.7,CLIC
1974-12-04,1.8,CLIC
1974-12-05,2.8,CLIC
1974-12-06,3.1,CLIC
1974-12-07,5,CLIC
1974-12-08,3.1,CLIC
1974-12-09,0.5,CLIC
1974-12-10,0.9,CLIC
1974-12-11,2.1,CLIC
1974-12-12,1,CLIC
1974-12-13,1,CLIC
1974-12-14,2,CLIC
1974-12-15,3.4,CLIC
1974-12-16,5.2,CLIC
1974-12-17,3.9,CLIC
1974-12-18,2.9,CLIC
1974-12-19,2.2,CLIC
1974-12-20,2,CLIC
1974-12-21,2.3,CLIC
1974-12-22,5.7,CLIC
1974-12-23,2.8,CLIC
1974-12-24,2.5,CLIC
1974-12-25,1.3,CLIC
1974-12-26,1.8,CLIC
1974-12-27,1.3,CLIC
1974-12-28,2.3,CLIC
1974-12-29,2.2,CLIC
1974-12-30,3.2,CLIC
1974-12-31,4.9,CLIC
1975-01-01,4.8,CLIC
1975-01-02,4.5,CLIC
1975-01-03,3.6,CLIC
1975-01-04,3.9,CLIC
1975-01-05,2.5,CLIC
1975-01-06,3.7,CLIC
1975-01-07,4.9,CLIC
1975-01-08,3.9,CLIC
1975-01-09,2.7,CLIC
1975-01-10,3.3,CLIC
1975-01-11,4.8,CLIC
1975-01-12,4.2,CLIC
1975-01-13,2.5,CLIC
1975-01-14,2.2,CLIC
1975-01-15,2.2,CLIC
1975-01-16,2.4,CLIC
1975-01-17,2.6,CLIC
1975-01-18,2.1,CLIC
1975-01-19,2.2,CLIC
1975-01-20,5.2,CLIC
1975-01-21,6.8,CLIC
1975-01-22,2.3,CLIC
1975-01-23,1.2,CLIC
1975-01-24,2.1,CLIC
1975-01-25,3.6,CLIC
1975-01-26,4,CLIC
1975-01-27,5.9,CLIC
1975-01-28,6.7,CLIC
1975-01-29,6.2,CLIC
1975-01-30,6.8,CLIC
1975-01-31,6.4,CLIC
1975-02-01,3.2,CLIC
1975-02-02,3.2,CLIC
1975-02-03,0.4,CLIC
1975-02-04,1,CLIC
1975-02-05,1.2,CLIC
1975-02-06,0.3,CLIC
1975-02-07,2.2,CLIC
1975-02-08,3.1,CLIC
1975-02-09,3.2,CLIC
1975-02-10,3.6,CLIC
1975-02-11,5.9,CLIC
1975-02-12,5.3,CLIC
1975-02-13,5.4,CLIC
1975-02-14,6.4,CLIC
1975-02-15,8.5,CLIC
1975-02-16,5.9,CLIC
1975-02-17,5.4,CLIC
1975-02-18,5.5,CLIC
1975-02-19,2.9,CLIC
1975-02-20,5.9,CLIC
1975-02-21,12.6,CLIC
1975-02-22,7.5,CLIC
1975-02-23,4,CLIC
1975-02-24,4.1,CLIC
1975-02-25,6.1,CLIC
1975-02-26,7.4,CLIC
1975-02-27,4.7,CLIC
1975-02-28,4.1,CLIC
1975-04-01,3.8,CLIC
1975-04-02,4.3,CLIC
1975-04-03,3.5,CLIC
1975-04-04,3.2,CLIC
1975-04-05,5.5,CLIC
1975-04-06,6.1,CLIC
1975-04-07,5.9,CLIC
1975-04-08,6.3,CLIC
1975-04-09,8,CLIC
1975-04-10,8.9,CLIC
1975-04-11,2.1,CLIC
1975-04-12,1.2,CLIC
1975-04-13,4.3,CLIC
1975-04-14,6,CLIC
1975-04-15,4.6,CLIC
1975-04-16,7,CLIC
1975-04-17,7.2,CLIC
1975-04-18,9.1,CLIC
1975-04-19,6.2,CLIC
1975-04-20,4.8,CLIC
1975-04-21,6.2,CLIC
1975-04-22,9,CLIC
1975-04-23,9,CLIC
1975-04-24,8.4,CLIC
1975-04-25,6.4,CLIC
1975-04-26,11.2,CLIC
1975-04-27,10.9,CLIC
1975-04-28,7.2,CLIC
1975-04-29,9.4,CLIC
1975-04-30,9.5,CLIC
1975-05-01,2.8,CLIC
1975-05-02,6.3,CLIC
1975-05-03,2.2,CLIC
1975-05-04,2.3,CLIC
1975-05-05,8.5,CLIC
1975-05-06,8.1,CLIC
1975-05-07,9.1,CLIC
1975-05-08,1,CLIC
1975-05-09,4.2,CLIC
1975-05-10,1.7,CLIC
1975-05-11,4.3,CLIC
1975-05-12,5.9,CLIC
1975-05-13,4.2,CLIC
