Estación: ,C19091,PABLILLO. GALEANA
1977-08-03,7.9,CLIC
1977-08-04,6.1,CLIC
1977-08-05,6.1,CLIC
1977-08-06,5.9,CLIC
1977-08-07,5.7,CLIC
1977-08-08,3.7,CLIC
1977-08-09,7.7,CLIC
1977-08-10,4.3,CLIC
1977-08-11,5.4,CLIC
1977-08-12,4.8,CLIC
1977-08-13,3.5,CLIC
1977-08-14,3.8,CLIC
1977-08-15,4.9,CLIC
1977-08-16,7.8,CLIC
1977-08-17,7.2,CLIC
1977-08-18,4.1,CLIC
1977-08-19,5.6,CLIC
1977-08-20,4.8,CLIC
1977-08-21,9.3,CLIC
1977-08-22,6.4,CLIC
1977-08-23,6.3,CLIC
1977-08-24,6.8,CLIC
1977-08-25,6.6,CLIC
1977-08-26,6.1,CLIC
1977-08-27,7.2,CLIC
1977-08-28,2.5,CLIC
1977-08-29,3.3,CLIC
1977-08-31,4,CLIC
1977-09-04,0.9,CLIC
1977-09-05,1.8,CLIC
1977-09-06,4.6,CLIC
1977-09-07,7.6,CLIC
1977-09-08,7.4,CLIC
1977-09-09,5.7,CLIC
1977-09-10,6,CLIC
1977-09-11,2.4,CLIC
1977-09-12,3.1,CLIC
1977-09-13,5.4,CLIC
1977-09-14,2.4,CLIC
1977-09-15,4.2,CLIC
1977-09-16,5,CLIC
1977-09-17,3.6,CLIC
1977-09-18,6.9,CLIC
1977-09-19,4.1,CLIC
1977-09-20,6.5,CLIC
1977-09-21,5.3,CLIC
1977-09-22,4.4,CLIC
1977-09-23,2,CLIC
1977-09-24,4.6,CLIC
1977-09-25,5.5,CLIC
1977-09-26,7,CLIC
1977-09-27,3.6,CLIC
1977-09-28,2.5,CLIC
1977-09-29,5.3,CLIC
1977-09-30,4.8,CLIC
1977-10-01,5.6,CLIC
1977-10-02,5.5,CLIC
1977-10-03,1.1,CLIC
1977-10-04,1.3,CLIC
1977-10-05,2.1,CLIC
1977-10-06,4,CLIC
1977-10-07,4.2,CLIC
1977-10-08,6.7,CLIC
1977-10-09,7.6,CLIC
1977-10-10,5.4,CLIC
1977-10-11,3.5,CLIC
1977-10-12,2.5,CLIC
1977-10-13,3.5,CLIC
1977-10-14,2.8,CLIC
1977-10-15,3.2,CLIC
1977-10-16,1.5,CLIC
1977-10-17,3.4,CLIC
1977-10-18,1.7,CLIC
1977-10-19,3.1,CLIC
1977-10-20,4.4,CLIC
1977-10-21,3,CLIC
1977-10-22,3,CLIC
1977-10-23,2.3,CLIC
1977-10-24,2.5,CLIC
1977-10-25,2,CLIC
1977-10-26,0.9,CLIC
1977-10-27,2.2,CLIC
1977-10-28,2.1,CLIC
1977-10-29,2.3,CLIC
1977-10-30,4.7,CLIC
1977-10-31,2.9,CLIC
1977-11-01,3.4,CLIC
1977-11-02,6.8,CLIC
1977-11-03,2.7,CLIC
1977-11-04,5.4,CLIC
1977-11-05,3.6,CLIC
1977-11-06,5.8,CLIC
1977-11-07,9,CLIC
1977-11-08,6.9,CLIC
1977-11-09,4.8,CLIC
1977-11-10,1.3,CLIC
1977-11-11,3,CLIC
1977-11-12,2.8,CLIC
1977-11-13,2.8,CLIC
1977-11-14,3.6,CLIC
1977-11-15,2.8,CLIC
1977-11-16,4.1,CLIC
1977-11-17,0.7,CLIC
1977-11-18,3.2,CLIC
1977-11-19,5.4,CLIC
1977-11-20,4.4,CLIC
1977-11-21,3.2,CLIC
1977-11-22,4.2,CLIC
1977-11-23,2.7,CLIC
1977-11-24,4.1,CLIC
1977-11-25,4,CLIC
1977-11-26,5,CLIC
1977-11-27,4.3,CLIC
1977-11-28,5.2,CLIC
1977-11-29,3.1,CLIC
1977-11-30,6.6,CLIC
1977-12-01,2,CLIC
1977-12-02,2.9,CLIC
1977-12-03,3.4,CLIC
1977-12-04,6.3,CLIC
1977-12-05,6.5,CLIC
1977-12-06,1.3,CLIC
1977-12-07,4.9,CLIC
1977-12-08,4.3,CLIC
1977-12-09,5.3,CLIC
1977-12-10,3.9,CLIC
1977-12-11,4.3,CLIC
1977-12-12,4,CLIC
1977-12-13,2.6,CLIC
1977-12-14,3.6,CLIC
1977-12-15,3.8,CLIC
1977-12-16,3.2,CLIC
1977-12-17,4.1,CLIC
1977-12-18,5.5,CLIC
1977-12-19,5.7,CLIC
1977-12-20,3.4,CLIC
1977-12-21,1.4,CLIC
1977-12-22,4.5,CLIC
1977-12-23,3.7,CLIC
1977-12-24,2.5,CLIC
1977-12-25,3.5,CLIC
1977-12-26,4.1,CLIC
1977-12-27,4.9,CLIC
1977-12-28,6.4,CLIC
1977-12-29,3.7,CLIC
1977-12-30,5.4,CLIC
1977-12-31,3.7,CLIC
1978-01-01,3.5,CLIC
1978-01-02,3.5,CLIC
1978-01-03,3.9,CLIC
1978-01-04,3.7,CLIC
1978-01-05,4.6,CLIC
1978-01-06,4.4,CLIC
1978-01-07,3.8,CLIC
1978-01-08,2,CLIC
1978-01-09,2.5,CLIC
1978-01-10,3.7,CLIC
1978-01-11,6.7,CLIC
1978-01-12,7,CLIC
1978-01-13,4.2,CLIC
1978-01-14,3.5,CLIC
1978-01-15,8.3,CLIC
1978-01-16,6.1,CLIC
1978-01-17,5.3,CLIC
1978-01-18,1.3,CLIC
1978-01-19,2.7,CLIC
1978-01-20,4,CLIC
1978-01-21,5.7,CLIC
1978-01-22,5.1,CLIC
1978-01-23,3.6,CLIC
1978-01-24,3.9,CLIC
1978-01-25,4.1,CLIC
1978-01-26,2.8,CLIC
1978-01-27,4.2,CLIC
1978-01-28,5.1,CLIC
1978-01-29,2.3,CLIC
1978-01-30,4.2,CLIC
1978-01-31,4.4,CLIC
1978-02-01,4,CLIC
1978-02-02,3.9,CLIC
1978-02-03,5,CLIC
1978-02-04,0.7,CLIC
1978-02-05,2.9,CLIC
1978-02-06,3.3,CLIC
1978-02-07,3.2,CLIC
1978-02-08,3.5,CLIC
1978-02-09,3.2,CLIC
1978-02-10,3.1,CLIC
1978-02-11,4.6,CLIC
1978-02-12,2.1,CLIC
1978-02-13,4.2,CLIC
1978-02-14,2.8,CLIC
1978-02-15,3.3,CLIC
1978-02-16,5.1,CLIC
1978-02-17,5.1,CLIC
1978-02-18,1.4,CLIC
1978-02-19,4.4,CLIC
1978-02-20,3.2,CLIC
1978-02-21,2.9,CLIC
1978-02-22,1.5,CLIC
1978-02-23,4.4,CLIC
1978-02-24,6.3,CLIC
1978-02-25,5.8,CLIC
1978-02-26,5.2,CLIC
1978-02-27,8.6,CLIC
1978-02-28,8,CLIC
1978-03-01,5.4,CLIC
1978-03-02,2.6,CLIC
1978-03-03,4.6,CLIC
1978-03-04,7.7,CLIC
1978-03-05,5.3,CLIC
1978-03-06,5.8,CLIC
1978-03-07,4.1,CLIC
1978-03-08,4.8,CLIC
1978-03-09,2.6,CLIC
1978-03-10,6.5,CLIC
1978-03-11,5.1,CLIC
1978-03-12,6.3,CLIC
1978-03-13,3.9,CLIC
1978-03-14,5.3,CLIC
1978-03-15,3.2,CLIC
1978-03-16,4,CLIC
1978-03-17,3.9,CLIC
1978-03-18,4.7,CLIC
1978-03-19,5.4,CLIC
1978-03-20,3,CLIC
1978-03-21,4,CLIC
1978-03-22,4.9,CLIC
1978-03-23,3.6,CLIC
1978-03-24,4.4,CLIC
1978-03-25,5.4,CLIC
1978-03-26,0.6,CLIC
1978-03-27,7.8,CLIC
1978-03-28,2.2,CLIC
1978-03-29,4.9,CLIC
1978-03-30,3.5,CLIC
1978-03-31,7.3,CLIC
1978-05-01,3.6,CLIC
1978-05-02,4.4,CLIC
1978-05-03,3.1,CLIC
1978-05-04,4.4,CLIC
1978-05-05,3.4,CLIC
1978-05-06,3.6,CLIC
1978-05-07,14,CLIC
1978-05-08,5.1,CLIC
1978-05-09,6.5,CLIC
1978-05-10,7.1,CLIC
1978-05-11,7.7,CLIC
1978-05-12,4.4,CLIC
1978-05-13,3.6,CLIC
1978-05-14,3.9,CLIC
1978-05-15,8.1,CLIC
1978-05-16,5.4,CLIC
1978-05-17,7.7,CLIC
1978-05-18,4.2,CLIC
1978-05-19,8.7,CLIC
1978-05-20,4.8,CLIC
1978-05-21,4.5,CLIC
1978-05-22,6.4,CLIC
1978-05-23,7.5,CLIC
1978-05-24,5.9,CLIC
1978-05-25,5.7,CLIC
1978-05-26,5.7,CLIC
1978-05-27,6.1,CLIC
1978-05-28,4.9,CLIC
1978-05-29,5.7,CLIC
1978-05-30,5.1,CLIC
1978-05-31,5,CLIC
1978-06-01,4.9,CLIC
1978-06-02,4.6,CLIC
1978-06-03,4.9,CLIC
1978-06-04,3.1,CLIC
1978-06-05,4.6,CLIC
1978-06-06,4.1,CLIC
1978-06-07,3.5,CLIC
1978-06-08,7.5,CLIC
1978-06-09,1.7,CLIC
1978-06-10,2.9,CLIC
1978-06-11,4.1,CLIC
1978-06-12,6.8,CLIC
1978-06-13,6.1,CLIC
1978-06-14,5.9,CLIC
1978-06-15,5.3,CLIC
1978-06-16,7.6,CLIC
1978-06-17,6.5,CLIC
1978-06-18,7.3,CLIC
1978-06-19,5.3,CLIC
1978-06-20,6.3,CLIC
1978-06-21,4.9,CLIC
1978-06-22,6.6,CLIC
1978-06-23,8.4,CLIC
1978-06-24,4.4,CLIC
1978-06-25,8.6,CLIC
1978-06-26,3,CLIC
1978-06-27,5.9,CLIC
1978-06-28,8.5,CLIC
1978-06-29,2.1,CLIC
1978-06-30,5.1,CLIC
1978-07-01,7.1,CLIC
1978-07-02,4.9,CLIC
1978-07-03,4,CLIC
1978-07-04,4,CLIC
1978-07-05,4.7,CLIC
1978-07-06,4.6,CLIC
1978-07-07,8.8,CLIC
1978-07-08,6.6,CLIC
1978-07-09,8.7,CLIC
1978-07-10,7.5,CLIC
1978-07-11,4.3,CLIC
1978-07-12,6.1,CLIC
1978-07-13,7.9,CLIC
1978-07-14,5.9,CLIC
1978-07-15,7.3,CLIC
1978-07-16,2.1,CLIC
1978-07-17,6.9,CLIC
1978-07-18,6.1,CLIC
1978-07-19,4.8,CLIC
1978-07-20,5.6,CLIC
1978-07-21,7,CLIC
1978-07-22,7.2,CLIC
1978-07-23,4.9,CLIC
1978-07-24,3.5,CLIC
1978-07-25,2.7,CLIC
1978-07-26,5.9,CLIC
1978-07-27,5,CLIC
1978-07-28,1.9,CLIC
1978-07-29,2,CLIC
1978-07-30,5.1,CLIC
1978-07-31,1.8,CLIC
1978-08-01,2,CLIC
1978-08-02,4.9,CLIC
1978-08-03,6.4,CLIC
1978-08-04,5.5,CLIC
1978-08-05,6.5,CLIC
1978-08-06,6.7,CLIC
1978-08-07,3.7,CLIC
1978-08-08,4.8,CLIC
1978-08-09,5.8,CLIC
1978-08-10,4.7,CLIC
1978-08-11,6.1,CLIC
1978-08-12,3.1,CLIC
1978-08-13,4.2,CLIC
1978-08-14,3.7,CLIC
1978-08-15,6.2,CLIC
1978-08-16,6.1,CLIC
1978-08-17,5.4,CLIC
1978-08-18,5.2,CLIC
1978-08-19,6.5,CLIC
1978-08-20,5.5,CLIC
1978-08-21,5.3,CLIC
1978-08-22,2.8,CLIC
1978-08-23,5.1,CLIC
1978-08-24,5.4,CLIC
1978-08-25,5.6,CLIC
1978-08-26,5.7,CLIC
1978-08-27,4.2,CLIC
1978-08-28,5.1,CLIC
1978-08-29,4.4,CLIC
1978-08-30,2,CLIC
1978-08-31,3.3,CLIC
1978-09-01,4.8,CLIC
1978-09-02,6.7,CLIC
1978-09-03,4.2,CLIC
1978-09-04,4.9,CLIC
1978-09-05,3.9,CLIC
1978-09-06,1.8,CLIC
1978-09-07,1.8,CLIC
1978-09-08,0.3,CLIC
1978-09-09,3.5,CLIC
1978-09-10,5.4,CLIC
1978-09-11,2.8,CLIC
1978-09-12,4.4,CLIC
1978-09-13,3.6,CLIC
1978-09-14,6.5,CLIC
1978-09-15,3.6,CLIC
1978-09-16,6.2,CLIC
1978-09-17,4.7,CLIC
1978-09-18,3,CLIC
1978-09-19,3,CLIC
1978-09-20,4.3,CLIC
1978-09-21,3.6,CLIC
1978-09-24,2,CLIC
1978-09-25,5,CLIC
1978-09-26,3,CLIC
1978-09-27,3.1,CLIC
1978-09-28,2.5,CLIC
1978-09-29,0.9,CLIC
1978-09-30,0.6,CLIC
1978-10-01,2.4,CLIC
1978-10-02,3.2,CLIC
1978-10-03,3.8,CLIC
1978-10-08,0.8,CLIC
1978-10-09,0.7,CLIC
1978-10-10,6.4,CLIC
1978-10-11,3.3,CLIC
1978-10-12,1.9,CLIC
1978-10-13,5,CLIC
1978-10-14,1.4,CLIC
1978-10-15,2.8,CLIC
1978-10-16,3.1,CLIC
1978-10-17,2.2,CLIC
1978-10-18,2.6,CLIC
1978-10-19,4.8,CLIC
1978-10-20,4.2,CLIC
1978-10-21,3.8,CLIC
1978-10-22,5.5,CLIC
1978-10-23,4.7,CLIC
1978-10-24,4,CLIC
1978-10-25,2.9,CLIC
1978-10-26,2,CLIC
1978-10-27,1,CLIC
1978-10-28,3,CLIC
1978-10-29,1.2,CLIC
1978-10-30,2.9,CLIC
1978-10-31,2.1,CLIC
1978-11-01,2.3,CLIC
1978-11-02,2.6,CLIC
1978-11-03,3,CLIC
1978-11-04,3.3,CLIC
1978-11-05,4.6,CLIC
1978-11-06,3.4,CLIC
1978-11-07,2.7,CLIC
1978-11-08,2.9,CLIC
1978-11-09,3.2,CLIC
1978-11-10,4.1,CLIC
1978-11-11,3,CLIC
1978-11-12,4.5,CLIC
1978-11-13,5.2,CLIC
1978-11-14,4.2,CLIC
1978-11-15,3.1,CLIC
1978-11-16,4.1,CLIC
1978-11-17,3.5,CLIC
1978-11-18,4.4,CLIC
1978-11-19,2.5,CLIC
1978-11-20,2.8,CLIC
1978-11-21,4.7,CLIC
1978-11-22,2.3,CLIC
1978-11-23,4.9,CLIC
1978-11-24,3.3,CLIC
1978-11-25,2.7,CLIC
1978-11-26,6.6,CLIC
1978-11-27,3.1,CLIC
1978-11-28,2,CLIC
1978-11-29,4.6,CLIC
1978-11-30,1.9,CLIC
1978-12-01,3.4,CLIC
1978-12-02,4.8,CLIC
1978-12-03,7.6,CLIC
1978-12-04,3.2,CLIC
1978-12-05,6.6,CLIC
1978-12-06,6.5,CLIC
1978-12-07,6.8,CLIC
1978-12-08,5,CLIC
1978-12-09,3.1,CLIC
1978-12-10,1.7,CLIC
1978-12-11,2.7,CLIC
1978-12-12,2.1,CLIC
1978-12-13,3,CLIC
1978-12-14,2.3,CLIC
1978-12-15,2.4,CLIC
1978-12-16,4,CLIC
1978-12-17,1.3,CLIC
1978-12-18,3.3,CLIC
1978-12-19,6.6,CLIC
1978-12-20,4.5,CLIC
1978-12-21,0.9,CLIC
1978-12-22,4.3,CLIC
1978-12-23,6.6,CLIC
1978-12-24,2.8,CLIC
1978-12-25,4.3,CLIC
1978-12-26,1.7,CLIC
1978-12-27,0.4,CLIC
1978-12-28,3,CLIC
1978-12-29,4.1,CLIC
1978-12-30,4.9,CLIC
1978-12-31,4.7,CLIC
1979-01-01,2,CLIC
1979-01-02,0.2,CLIC
1979-01-03,1.8,CLIC
1979-01-04,3.1,CLIC
1979-01-05,4.7,CLIC
1979-01-06,4,CLIC
1979-01-07,3.2,CLIC
1979-01-08,2.8,CLIC
1979-01-09,3.4,CLIC
1979-01-10,3.9,CLIC
1979-01-11,4.7,CLIC
1979-01-12,5.9,CLIC
1979-01-13,0.9,CLIC
1979-01-14,3,CLIC
1979-01-15,6.1,CLIC
1979-01-16,1.6,CLIC
1979-01-17,4.5,CLIC
1979-01-18,2.6,CLIC
1979-01-19,8.1,CLIC
1979-01-20,3.8,CLIC
1979-01-21,6,CLIC
1979-01-22,5.7,CLIC
1979-01-23,5.2,CLIC
1979-01-24,6.9,CLIC
1979-01-25,2.2,CLIC
1979-01-26,7.9,CLIC
1979-01-27,7,CLIC
1979-01-28,4.8,CLIC
1979-01-29,7.5,CLIC
1979-01-30,5.2,CLIC
1979-01-31,0.9,CLIC
1979-02-01,2.1,CLIC
1979-02-02,6.1,CLIC
1979-02-03,3.4,CLIC
1979-02-04,6.5,CLIC
1979-02-05,3.4,CLIC
1979-02-06,3.6,CLIC
1979-02-07,4.3,CLIC
1979-02-08,3,CLIC
1979-02-09,4.4,CLIC
1979-02-10,3.2,CLIC
1979-02-11,3.7,CLIC
1979-02-12,3.2,CLIC
1979-02-13,7.3,CLIC
1979-02-14,2.8,CLIC
1979-02-15,5.7,CLIC
1979-02-16,4,CLIC
1979-02-17,4.9,CLIC
1979-02-18,3.7,CLIC
1979-02-19,2.8,CLIC
1979-02-20,5.3,CLIC
1979-02-21,4.7,CLIC
1979-02-22,6.9,CLIC
1979-02-23,4,CLIC
1979-02-24,5.7,CLIC
1979-02-25,2,CLIC
1979-02-26,6.8,CLIC
1979-02-27,9.8,CLIC
1979-02-28,3.9,CLIC
1979-03-01,5.4,CLIC
1979-03-02,9.3,CLIC
1979-03-03,6.9,CLIC
1979-03-04,4.6,CLIC
1979-03-05,2.6,CLIC
1979-03-06,0.8,CLIC
1979-03-07,3.2,CLIC
1979-03-08,6.4,CLIC
1979-03-09,7,CLIC
1979-03-10,1.1,CLIC
1979-03-11,0.4,CLIC
1979-03-12,6.5,CLIC
1979-03-13,6.9,CLIC
1979-03-14,4.4,CLIC
1979-03-15,4.4,CLIC
1979-03-16,6,CLIC
1979-03-17,4.3,CLIC
1979-03-18,8.1,CLIC
1979-03-19,6.9,CLIC
1979-03-20,5.3,CLIC
1979-03-21,9.7,CLIC
1979-03-22,7.3,CLIC
1979-03-23,5.1,CLIC
1979-03-24,5,CLIC
1979-03-25,2.4,CLIC
1979-03-26,4.2,CLIC
1979-03-27,6.6,CLIC
1979-03-28,9.3,CLIC
1979-03-29,9.5,CLIC
1979-03-30,3.2,CLIC
1979-03-31,9.6,CLIC
1979-04-01,9,CLIC
1979-04-02,10.5,CLIC
1979-04-03,9.3,CLIC
1979-04-04,0.9,CLIC
1979-04-05,5.3,CLIC
1979-04-06,5.9,CLIC
1979-04-07,5.6,CLIC
1979-04-08,8.6,CLIC
1979-04-09,9.5,CLIC
1979-04-10,14.6,CLIC
1979-04-11,11.8,CLIC
1979-04-12,6.6,CLIC
1979-04-13,4.7,CLIC
1979-04-14,6.1,CLIC
1979-04-15,3.5,CLIC
1979-04-16,8.2,CLIC
1979-04-17,3.1,CLIC
1979-04-18,3.3,CLIC
1979-04-19,5.8,CLIC
1979-04-20,2.5,CLIC
1979-04-21,5,CLIC
1979-04-22,5.7,CLIC
1979-04-23,1.3,CLIC
1979-04-24,2.3,CLIC
1979-04-25,6.8,CLIC
1979-04-26,6.2,CLIC
1979-04-27,5.1,CLIC
1979-04-28,5.8,CLIC
1979-04-29,8.9,CLIC
1979-04-30,2.5,CLIC
1979-05-01,6.8,CLIC
1979-05-02,8.5,CLIC
1979-05-03,8.2,CLIC
1979-05-04,6.2,CLIC
1979-05-05,4.4,CLIC
1979-05-06,7,CLIC
1979-05-07,10.3,CLIC
1979-05-08,10.3,CLIC
1979-05-09,13.4,CLIC
1979-05-10,7.6,CLIC
1979-05-11,8.1,CLIC
1979-05-12,4.7,CLIC
1979-05-13,1.3,CLIC
1979-05-14,4.8,CLIC
1979-05-15,5,CLIC
1979-05-16,5.1,CLIC
1979-05-17,4.4,CLIC
1979-05-18,5.4,CLIC
1979-05-19,6.8,CLIC
1979-05-20,7.4,CLIC
1979-05-21,4.1,CLIC
1979-05-22,6.2,CLIC
1979-05-23,4.9,CLIC
1979-05-24,0.7,CLIC
1979-05-25,2.6,CLIC
1979-05-26,5.8,CLIC
1979-05-27,6.5,CLIC
1979-05-28,4.1,CLIC
1979-05-29,3.6,CLIC
1979-05-30,4.1,CLIC
1979-05-31,4.4,CLIC
1979-06-01,4.3,CLIC
1979-06-02,3,CLIC
1979-06-03,4.8,CLIC
1979-06-04,3.9,CLIC
1979-06-05,6,CLIC
1979-06-06,2.3,CLIC
1979-06-07,5.4,CLIC
1979-06-08,4.7,CLIC
1979-06-09,5.4,CLIC
1979-06-10,2,CLIC
1979-06-11,6.4,CLIC
1979-06-12,5.1,CLIC
1979-06-13,7.7,CLIC
1979-06-14,7.4,CLIC
1979-06-15,6.4,CLIC
1979-06-16,7.2,CLIC
1979-06-17,8.2,CLIC
1979-06-18,6.4,CLIC
1979-06-19,8.7,CLIC
1979-06-20,7,CLIC
1979-06-21,7.5,CLIC
1979-06-22,8.5,CLIC
1979-06-23,6.9,CLIC
1979-06-24,5.9,CLIC
1979-06-25,6.1,CLIC
1979-06-26,6.3,CLIC
1979-06-27,4.4,CLIC
1979-06-28,6.1,CLIC
1979-06-29,6.9,CLIC
1979-06-30,6.7,CLIC
1979-07-01,8.1,CLIC
1979-07-02,8.1,CLIC
1979-07-03,4.8,CLIC
1979-07-04,8.3,CLIC
1979-07-05,2.3,CLIC
1979-07-06,1.6,CLIC
1979-07-07,4.2,CLIC
1979-07-08,3.3,CLIC
1979-07-09,6,CLIC
1979-07-10,3.4,CLIC
1979-07-11,4,CLIC
1979-07-12,4.9,CLIC
1979-07-13,2.8,CLIC
1979-07-14,4.3,CLIC
1979-07-15,2.3,CLIC
1979-07-16,7,CLIC
1979-07-17,2.9,CLIC
1979-07-18,9.6,CLIC
1979-07-19,6.5,CLIC
1979-07-20,6.6,CLIC
1979-07-21,4.8,CLIC
1979-07-22,4.2,CLIC
1979-07-23,4.8,CLIC
1979-07-24,5.8,CLIC
1979-07-25,6.5,CLIC
1979-07-26,4.2,CLIC
1979-07-27,3.2,CLIC
1979-07-28,4.4,CLIC
1979-07-29,4.3,CLIC
1979-07-30,5.9,CLIC
1979-07-31,6.7,CLIC
1979-08-01,3.5,CLIC
1979-08-02,3.5,CLIC
1979-08-03,5.3,CLIC
1979-08-04,5.3,CLIC
1979-08-05,4.2,CLIC
1979-08-06,1.5,CLIC
1979-08-07,4.5,CLIC
1979-08-08,4,CLIC
1979-08-09,1.8,CLIC
1979-08-10,5.4,CLIC
1979-08-11,1.2,CLIC
1979-08-12,4,CLIC
1979-08-13,5.4,CLIC
1979-08-14,4.1,CLIC
1979-08-15,3,CLIC
1979-08-16,4.4,CLIC
1979-08-17,5.4,CLIC
1979-08-18,6.7,CLIC
1979-08-19,6.1,CLIC
1979-08-20,7.4,CLIC
1979-08-21,5.3,CLIC
1979-08-22,10.4,CLIC
1979-08-23,9.6,CLIC
1979-08-24,1.5,CLIC
1979-08-25,2.3,CLIC
1979-08-26,3.7,CLIC
1979-08-27,3.8,CLIC
1979-08-30,2.7,CLIC
1979-08-31,5.3,CLIC
1979-09-01,5.6,CLIC
1979-09-02,5.6,CLIC
1979-09-03,2.6,CLIC
1979-09-04,2,CLIC
1979-09-05,3.6,CLIC
1979-09-06,3.1,CLIC
1979-09-07,2.9,CLIC
1979-09-08,3.3,CLIC
1979-09-09,7,CLIC
1979-09-10,1.5,CLIC
1979-09-11,5,CLIC
1979-09-12,6.4,CLIC
1979-09-13,4.6,CLIC
1979-09-14,2.3,CLIC
1979-09-15,2,CLIC
1979-09-16,4.2,CLIC
1979-09-17,2,CLIC
1979-09-18,2,CLIC
1979-09-19,2.8,CLIC
1979-09-20,5.2,CLIC
1979-09-21,5,CLIC
1979-09-22,5.2,CLIC
1979-09-23,4.9,CLIC
1979-09-24,5.3,CLIC
1979-09-25,4.7,CLIC
1979-09-26,4.9,CLIC
1979-09-27,5,CLIC
1979-09-28,6.1,CLIC
1979-09-29,6,CLIC
1979-09-30,4.6,CLIC
1979-10-01,6,CLIC
1979-10-02,5.6,CLIC
1979-10-03,6.1,CLIC
1979-10-04,5.3,CLIC
1979-10-05,6.4,CLIC
1979-10-06,4.4,CLIC
1979-10-07,10.4,CLIC
1979-10-08,5.4,CLIC
1979-10-09,6.2,CLIC
1979-10-10,5.9,CLIC
1979-10-11,4.9,CLIC
1979-10-12,4.3,CLIC
1979-10-13,5.6,CLIC
1979-10-14,5.3,CLIC
1979-10-15,5.9,CLIC
1979-10-16,4.9,CLIC
1979-10-17,5.1,CLIC
1979-10-18,5.1,CLIC
1979-10-19,4.8,CLIC
1979-10-20,6.8,CLIC
1979-10-21,11.5,CLIC
1979-10-22,5.7,CLIC
1979-10-23,3.7,CLIC
1979-10-24,4.1,CLIC
1979-10-25,4.7,CLIC
1979-10-26,4.8,CLIC
1979-10-27,4.4,CLIC
1979-10-28,5.8,CLIC
1979-10-29,5.2,CLIC
1979-10-30,5.5,CLIC
1979-10-31,4.4,CLIC
1979-11-01,4.8,CLIC
1979-11-02,1.4,CLIC
1979-11-03,3.6,CLIC
1979-11-04,1.6,CLIC
1979-11-05,4.8,CLIC
1979-11-06,1,CLIC
1979-11-07,4,CLIC
1979-11-08,6.5,CLIC
1979-11-09,4.9,CLIC
1979-11-10,2.9,CLIC
1979-11-11,1.8,CLIC
1979-11-12,4.6,CLIC
1979-11-13,0.9,CLIC
1979-11-14,1.1,CLIC
1979-11-15,2.1,CLIC
1979-11-16,2.5,CLIC
1979-11-17,3.3,CLIC
1979-11-18,3.2,CLIC
1979-11-19,5.2,CLIC
1979-11-20,5.3,CLIC
1979-11-21,4.4,CLIC
1979-11-22,1.9,CLIC
1979-11-23,5.6,CLIC
1979-11-24,5.6,CLIC
1979-11-25,5,CLIC
1979-11-26,6.9,CLIC
1979-11-27,4.1,CLIC
1979-11-28,0.2,CLIC
1979-11-29,2.1,CLIC
1979-11-30,2.5,CLIC
1979-12-01,4.1,CLIC
1979-12-04,1,CLIC
1979-12-05,1.4,CLIC
1979-12-06,5.7,CLIC
1979-12-07,3.8,CLIC
1979-12-08,2.1,CLIC
1979-12-09,2.2,CLIC
1979-12-10,2.8,CLIC
1979-12-11,3.1,CLIC
1979-12-12,1.6,CLIC
1979-12-14,1.8,CLIC
1979-12-15,1.5,CLIC
1979-12-16,3.7,CLIC
1979-12-17,1.8,CLIC
1979-12-18,5.1,CLIC
1979-12-19,2.4,CLIC
1979-12-20,3.9,CLIC
1979-12-21,3,CLIC
1979-12-22,4.7,CLIC
1979-12-23,6.1,CLIC
1979-12-24,2.9,CLIC
1979-12-25,2.5,CLIC
1979-12-26,4.3,CLIC
1979-12-27,3.8,CLIC
1979-12-28,4.7,CLIC
1979-12-29,2.2,CLIC
1979-12-30,3.6,CLIC
1979-12-31,1.3,CLIC
1980-10-04,3.9,CLIC
1980-10-05,3,CLIC
1980-10-06,3.8,CLIC
1980-10-07,4.1,CLIC
1980-10-08,2.8,CLIC
1980-10-09,3.2,CLIC
1980-10-10,3,CLIC
1980-10-11,1.1,CLIC
1980-10-12,2.4,CLIC
1980-10-13,4,CLIC
1980-10-14,3.9,CLIC
1980-10-15,2.8,CLIC
1980-10-16,3.7,CLIC
1980-10-17,4.5,CLIC
1980-10-18,4,CLIC
1980-10-19,2.3,CLIC
1980-10-20,1.4,CLIC
1980-10-22,1.8,CLIC
1980-10-23,2,CLIC
1980-10-24,3.5,CLIC
1980-10-25,1.8,CLIC
1980-10-26,2.6,CLIC
1980-10-27,3.7,CLIC
1980-10-28,2.1,CLIC
1980-10-29,3.9,CLIC
1980-10-30,2,CLIC
1980-10-31,1.3,CLIC
1980-11-01,3.7,CLIC
1980-11-02,3.4,CLIC
1980-11-03,3.7,CLIC
1980-11-04,1.4,CLIC
1980-11-05,3.7,CLIC
1980-11-06,2.1,CLIC
1980-11-07,3.2,CLIC
1980-11-08,3.2,CLIC
1980-11-09,4,CLIC
1980-11-10,3,CLIC
1980-11-11,3.4,CLIC
1980-11-12,4.1,CLIC
1980-11-13,2.2,CLIC
1980-11-14,2.3,CLIC
1980-11-15,2.8,CLIC
1980-11-16,3.6,CLIC
1980-11-17,3.7,CLIC
1980-11-18,0.6,CLIC
1980-11-19,3.2,CLIC
1980-11-20,2,CLIC
1980-11-21,1.7,CLIC
1980-11-22,4,CLIC
1980-11-23,2.2,CLIC
