Estación: ,C19067,EL RUSIO. GALEANA
1992-01-25,1.5,CLIC
1992-01-26,0.8,CLIC
1992-01-27,1.8,CLIC
1992-01-28,1.05,CLIC
1992-01-29,1.95,CLIC
1992-01-30,2.4,CLIC
1992-01-31,3,CLIC
1992-02-01,2.5,CLIC
1992-02-02,0.9,CLIC
1992-02-03,5.45,CLIC
1992-02-04,2.25,CLIC
1992-02-05,3,CLIC
1992-02-06,3.2,CLIC
1992-02-07,3.45,CLIC
1992-02-08,3.35,CLIC
1992-02-09,1,CLIC
1992-02-10,2.2,CLIC
1992-02-11,2.2,CLIC
1992-02-12,3.05,CLIC
1992-02-13,4,CLIC
1992-02-14,4.4,CLIC
1992-02-15,4.75,CLIC
1992-02-16,4.45,CLIC
1992-02-17,4.55,CLIC
1992-02-18,3.95,CLIC
1992-02-19,2.5,CLIC
1992-02-20,2.5,CLIC
1992-02-21,2.1,CLIC
1992-02-22,2.1,CLIC
1992-02-23,5.1,CLIC
1992-02-24,4.15,CLIC
1992-02-25,5.15,CLIC
1992-02-26,5.1,CLIC
1992-02-27,2.3,CLIC
1992-02-28,1.3,CLIC
1992-02-29,4.3,CLIC
1992-03-01,5.4,CLIC
1992-03-02,3.5,CLIC
1992-03-03,4,CLIC
1992-03-04,3.3,CLIC
1992-03-05,6.8,CLIC
1992-03-06,5.3,CLIC
1992-03-07,4.7,CLIC
1992-03-08,6.15,CLIC
1992-03-09,5.75,CLIC
1992-03-10,6.4,CLIC
1992-03-11,5.55,CLIC
1992-03-12,1.55,CLIC
1992-03-13,2.15,CLIC
1992-03-14,3.75,CLIC
1992-03-15,4.55,CLIC
1992-03-16,4.35,CLIC
1992-03-17,6.9,CLIC
1992-03-18,2.85,CLIC
1992-03-19,5.45,CLIC
1992-03-20,5,CLIC
1992-03-21,6,CLIC
1992-03-22,6.7,CLIC
1992-03-23,2.15,CLIC
1992-03-24,4.35,CLIC
1992-03-25,7.35,CLIC
1992-03-26,5.55,CLIC
1992-03-27,3.4,CLIC
1992-03-28,4.8,CLIC
1992-03-29,2.75,CLIC
1992-03-30,5.95,CLIC
1992-03-31,5.7,CLIC
1992-04-01,6.05,CLIC
1992-04-02,2.99,CLIC
1992-04-03,2.09,CLIC
1992-04-04,2.9,CLIC
1992-04-05,4.15,CLIC
1992-04-06,5.25,CLIC
1992-04-07,3.45,CLIC
1992-04-08,4.1,CLIC
1992-04-09,6.45,CLIC
1992-04-10,6.85,CLIC
1992-04-11,7.35,CLIC
1992-04-12,7.05,CLIC
1992-04-13,7.13,CLIC
1992-04-14,5.6,CLIC
1992-04-15,2.95,CLIC
1992-04-16,7.75,CLIC
1992-04-17,5.45,CLIC
1992-04-18,6.49,CLIC
1992-04-19,8.45,CLIC
1992-04-20,7.5,CLIC
1992-04-21,6.5,CLIC
1992-04-22,6.95,CLIC
1992-04-23,7.79,CLIC
1992-04-24,5.7,CLIC
1992-04-25,3.9,CLIC
1992-04-26,3.4,CLIC
1992-04-27,5.1,CLIC
1992-04-28,6.54,CLIC
1992-04-29,7.65,CLIC
1992-04-30,5.5,CLIC
1992-05-01,5.2,CLIC
1992-05-02,6.45,CLIC
1992-05-03,7.8,CLIC
1992-05-04,8.05,CLIC
1992-05-05,7.45,CLIC
1992-05-06,4.65,CLIC
1992-05-07,5.35,CLIC
1992-05-08,6.45,CLIC
1992-05-09,4.8,CLIC
1992-05-10,5.1,CLIC
1992-05-11,6.35,CLIC
1992-05-12,6.65,CLIC
1992-05-13,3.9,CLIC
1992-05-14,6.01,CLIC
1992-05-15,5.3,CLIC
1992-05-16,6.01,CLIC
1992-05-17,3.85,CLIC
1992-05-18,5.8,CLIC
1992-05-19,5.55,CLIC
1992-05-20,6.01,CLIC
1992-05-21,5.9,CLIC
1992-05-22,5.75,CLIC
1992-05-23,4.65,CLIC
1992-05-24,8,CLIC
1992-05-25,5.45,CLIC
1992-05-26,6.95,CLIC
1992-05-27,5.1,CLIC
1992-05-28,6.3,CLIC
1992-05-29,7.01,CLIC
1992-05-30,3.4,CLIC
1992-05-31,7.45,CLIC
1992-06-01,2.6,CLIC
1992-06-02,4.7,CLIC
1992-06-03,5.69,CLIC
1992-06-04,4.71,CLIC
1992-06-05,6.35,CLIC
1992-06-06,5.45,CLIC
1992-06-07,7.55,CLIC
1992-06-08,7.45,CLIC
1992-06-09,6.1,CLIC
1992-06-10,5.5,CLIC
1992-06-11,7.8,CLIC
1992-06-12,7.41,CLIC
1992-06-13,6.25,CLIC
1992-06-14,9.3,CLIC
1992-06-15,8.6,CLIC
1992-06-16,8,CLIC
1992-06-17,8.25,CLIC
1992-06-18,7.4,CLIC
1992-06-19,7.39,CLIC
1992-06-20,8.8,CLIC
1992-06-21,9.8,CLIC
1992-06-22,7.25,CLIC
1992-06-23,8.05,CLIC
1992-06-24,7.35,CLIC
1992-06-25,7.58,CLIC
1992-06-26,9.25,CLIC
1992-06-27,9.3,CLIC
1992-06-28,7.55,CLIC
1992-06-29,7.9,CLIC
1992-06-30,8.75,CLIC
1992-07-01,11.25,CLIC
1992-07-02,9,CLIC
1992-07-03,7.8,CLIC
1992-07-04,6.5,CLIC
1992-07-05,8.2,CLIC
1992-07-06,7.5,CLIC
1992-07-07,8.8,CLIC
1992-07-08,4.1,CLIC
1992-07-09,6.45,CLIC
1992-07-10,7.4,CLIC
1992-07-11,8.1,CLIC
1992-07-12,9.4,CLIC
1992-07-13,4.6,CLIC
1992-07-14,6.8,CLIC
1992-07-15,6.15,CLIC
1992-07-16,5.95,CLIC
1992-07-17,3.5,CLIC
1992-07-18,7.8,CLIC
1992-07-19,7.15,CLIC
1992-07-20,5.76,CLIC
1992-07-21,4.15,CLIC
1992-07-22,4.55,CLIC
1992-07-23,5.65,CLIC
1992-07-24,6.3,CLIC
1992-07-25,5.65,CLIC
1992-07-26,7.95,CLIC
1992-07-27,7.35,CLIC
1992-07-28,7.5,CLIC
1992-07-29,3.4,CLIC
1992-07-30,3.1,CLIC
1992-07-31,3.45,CLIC
1992-08-01,5.41,CLIC
1992-08-02,6,CLIC
1992-08-03,7.05,CLIC
1992-08-04,6.75,CLIC
1992-08-05,3.85,CLIC
1992-08-06,6.95,CLIC
1992-08-07,1.25,CLIC
1992-08-08,5.65,CLIC
1992-08-09,7.3,CLIC
1992-08-10,7.75,CLIC
1992-08-11,6.65,CLIC
1992-08-12,7.95,CLIC
1992-08-13,5.55,CLIC
1992-08-14,2.85,CLIC
1992-08-15,1.43,CLIC
1992-08-16,3.8,CLIC
1992-08-17,7.2,CLIC
1992-08-18,6.7,CLIC
1992-08-19,6.2,CLIC
1992-08-20,6.7,CLIC
1992-08-21,6.6,CLIC
1992-08-22,5.8,CLIC
1992-08-23,5.4,CLIC
1992-08-24,6.5,CLIC
1992-08-25,1.4,CLIC
1992-08-26,7,CLIC
1992-08-27,6.2,CLIC
1992-08-28,7.85,CLIC
1992-08-29,6.2,CLIC
1992-08-30,5.8,CLIC
1992-08-31,3.85,CLIC
1992-09-01,5.8,CLIC
1992-09-02,7.65,CLIC
1992-09-03,8.7,CLIC
1992-09-04,7,CLIC
1992-09-05,7.5,CLIC
1992-09-06,6.75,CLIC
1992-09-07,7.45,CLIC
1992-09-08,6.95,CLIC
1992-09-09,5.85,CLIC
1992-09-10,5.7,CLIC
1992-09-11,4,CLIC
1992-09-12,4.8,CLIC
1992-09-13,5.95,CLIC
1992-09-14,6.45,CLIC
1992-09-15,6.45,CLIC
1992-09-16,6.05,CLIC
1992-09-17,4.8,CLIC
1992-09-18,4.8,CLIC
1992-09-19,7.2,CLIC
1992-09-20,5.65,CLIC
1992-09-21,6.65,CLIC
1992-09-22,5.3,CLIC
1992-09-23,3.8,CLIC
1992-09-24,3.85,CLIC
1992-09-25,0.9,CLIC
1992-09-26,1.85,CLIC
1992-09-27,6.2,CLIC
1992-09-28,4.8,CLIC
1992-09-29,6,CLIC
1992-09-30,6.35,CLIC
1992-10-01,6.1,CLIC
1992-10-02,5.7,CLIC
1992-10-03,5.05,CLIC
1992-10-04,6.15,CLIC
1992-10-05,3.75,CLIC
1992-10-06,1.75,CLIC
1992-10-07,2.4,CLIC
1992-10-08,4.25,CLIC
1992-10-09,0.25,CLIC
1992-10-10,5.8,CLIC
1992-10-11,5.6,CLIC
1992-10-12,4.15,CLIC
1992-10-13,4.3,CLIC
1992-10-14,4.8,CLIC
1992-10-15,5.75,CLIC
1992-10-16,3.9,CLIC
1992-10-17,3,CLIC
1992-10-18,5.55,CLIC
1992-10-19,4.3,CLIC
1992-10-20,5.25,CLIC
1992-10-21,4.9,CLIC
1992-10-22,4.1,CLIC
1992-10-23,3.6,CLIC
1992-10-24,6.2,CLIC
1992-10-25,4.65,CLIC
1992-10-26,5.9,CLIC
1992-10-27,5.15,CLIC
1992-10-28,4.8,CLIC
1992-10-29,3.7,CLIC
1992-10-30,2.5,CLIC
1992-10-31,3,CLIC
1992-11-01,4,CLIC
1992-11-02,3.85,CLIC
1992-11-03,4.85,CLIC
1992-11-04,6.55,CLIC
1992-11-05,3.65,CLIC
1992-11-06,4,CLIC
1992-11-07,3.7,CLIC
1992-11-08,2.1,CLIC
1992-11-09,2.15,CLIC
1992-11-10,2.4,CLIC
1992-11-11,2.85,CLIC
1992-11-12,2.3,CLIC
1992-11-13,0.6,CLIC
1992-11-14,1.8,CLIC
1992-11-15,1.1,CLIC
1992-11-16,1.5,CLIC
1992-11-17,2.4,CLIC
1992-11-18,1,CLIC
1992-11-19,1.75,CLIC
1992-11-20,3.7,CLIC
1992-11-21,3.55,CLIC
1992-11-22,2.3,CLIC
1992-11-23,4.7,CLIC
1992-11-24,3.65,CLIC
1992-11-25,3.95,CLIC
1992-11-26,3.7,CLIC
1992-11-27,2,CLIC
1992-11-28,1.4,CLIC
1992-11-29,2.7,CLIC
1992-11-30,3.9,CLIC
2000-02-01,4.47,CLIC
2000-02-02,6.83,CLIC
2000-02-03,1.39,CLIC
2000-02-04,7.77,CLIC
2000-02-05,2.24,CLIC
2000-02-06,1.42,CLIC
2000-02-07,5.11,CLIC
2000-02-08,5.35,CLIC
2000-02-09,3.27,CLIC
2000-02-10,6.75,CLIC
2000-02-11,6.15,CLIC
2000-02-12,6.25,CLIC
2000-02-13,9.03,CLIC
2000-02-14,6.29,CLIC
2000-02-15,6.88,CLIC
2000-02-16,5.92,CLIC
2000-02-17,8.48,CLIC
2000-02-18,3.8,CLIC
2000-02-19,8.03,CLIC
2000-02-20,7.9,CLIC
2000-02-21,3.62,CLIC
2000-02-22,5.17,CLIC
2000-02-23,1.33,CLIC
2000-02-24,2.46,CLIC
2000-02-25,7.7,CLIC
2000-02-26,6.44,CLIC
2000-02-27,7.36,CLIC
2000-02-28,5.05,CLIC
2000-02-29,8.93,CLIC
2000-03-01,8.31,CLIC
2000-03-02,5.46,CLIC
2000-03-03,7.15,CLIC
2000-03-04,3.8,CLIC
2000-03-05,3.95,CLIC
2000-03-06,7.35,CLIC
2000-03-07,9.54,CLIC
2000-03-08,6.55,CLIC
2000-03-09,6.2,CLIC
2000-03-10,8.25,CLIC
2000-03-11,4.24,CLIC
2000-03-12,7.41,CLIC
2000-03-13,6.35,CLIC
2000-03-14,5.1,CLIC
2000-03-15,7.25,CLIC
2000-03-16,6.65,CLIC
2000-03-17,7.37,CLIC
2000-03-18,7.18,CLIC
2000-03-19,7.6,CLIC
2000-03-20,10.75,CLIC
2000-03-21,10.15,CLIC
2000-03-22,6.6,CLIC
2000-03-23,9.75,CLIC
2000-03-24,7.4,CLIC
2000-03-25,6.8,CLIC
2000-03-26,7.72,CLIC
2000-03-27,8.23,CLIC
2000-03-28,9.5,CLIC
2000-03-29,9.7,CLIC
2000-03-30,8,CLIC
2000-03-31,10.4,CLIC
2000-04-01,12.25,CLIC
2000-04-02,11.29,CLIC
2000-04-03,8.63,CLIC
2000-04-04,7.35,CLIC
2000-04-05,8.23,CLIC
2000-04-06,10.77,CLIC
2000-04-07,10.4,CLIC
2000-04-08,8.93,CLIC
2000-04-09,7.04,CLIC
2000-04-10,6.53,CLIC
2000-04-11,8.52,CLIC
2000-04-12,6.13,CLIC
2000-04-13,6.45,CLIC
2000-04-14,8,CLIC
2000-04-15,11.25,CLIC
2000-04-16,9.1,CLIC
2000-04-17,11.05,CLIC
2000-04-18,11.9,CLIC
2000-04-19,7.35,CLIC
2000-04-20,9.95,CLIC
2000-04-21,5.2,CLIC
2000-04-22,10.1,CLIC
2000-04-23,14.33,CLIC
2000-04-24,13.37,CLIC
2000-04-25,10.47,CLIC
2000-04-26,6.28,CLIC
2000-04-27,6.72,CLIC
2000-04-28,15.68,CLIC
2000-04-29,5.7,CLIC
2000-04-30,7.75,CLIC
2000-05-01,8,CLIC
2000-05-02,4.85,CLIC
2000-05-03,7.93,CLIC
2000-05-04,12.07,CLIC
2000-05-05,9.18,CLIC
2000-05-06,5.67,CLIC
2000-05-07,8.5,CLIC
2000-05-08,8.25,CLIC
2000-05-09,6.98,CLIC
2000-05-10,9.27,CLIC
2000-05-11,9.75,CLIC
2000-05-12,9.75,CLIC
2000-05-13,10.45,CLIC
2000-05-14,7.15,CLIC
2000-05-15,9.4,CLIC
2000-05-16,9.1,CLIC
2000-05-17,8.9,CLIC
2000-05-18,10,CLIC
2000-05-19,9,CLIC
2000-05-20,4.14,CLIC
2000-05-21,7.11,CLIC
2000-05-22,8.75,CLIC
2000-05-23,9,CLIC
2000-05-24,9.35,CLIC
2000-05-25,6.85,CLIC
2000-05-26,5.5,CLIC
2000-05-27,4.35,CLIC
2000-05-28,5.53,CLIC
2000-05-29,10.22,CLIC
2000-05-30,8.35,CLIC
2000-05-31,8.05,CLIC
2000-06-01,8.2,CLIC
2000-06-02,7,CLIC
2000-06-03,7.8,CLIC
2000-06-04,6.55,CLIC
2000-06-05,2.45,CLIC
2000-06-06,4,CLIC
2000-06-07,3.87,CLIC
2000-06-08,3.23,CLIC
2000-06-09,4.3,CLIC
2000-06-10,4,CLIC
2000-06-11,4.2,CLIC
2000-06-12,6.4,CLIC
2000-06-13,5.37,CLIC
2000-06-14,3.53,CLIC
2000-06-15,2.2,CLIC
2000-06-16,7.5,CLIC
2000-06-17,7.4,CLIC
2000-06-18,5.5,CLIC
2000-06-19,5.17,CLIC
2000-06-20,6.16,CLIC
2000-06-21,5.52,CLIC
2000-06-22,4.3,CLIC
2000-06-23,7.75,CLIC
2000-06-24,9.1,CLIC
2000-06-25,8.45,CLIC
2000-06-26,8.05,CLIC
2000-06-27,6.07,CLIC
2000-06-28,7.87,CLIC
2000-06-29,8.66,CLIC
2000-06-30,7.8,CLIC
2000-07-01,7.8,CLIC
2000-07-02,8.2,CLIC
2000-07-03,8.35,CLIC
2000-07-04,9,CLIC
2000-07-05,9.15,CLIC
2000-07-06,7.25,CLIC
2000-07-07,8.5,CLIC
2000-07-08,8.54,CLIC
2000-07-09,7.56,CLIC
2000-07-10,11.15,CLIC
2000-07-11,8.38,CLIC
2000-07-12,8.87,CLIC
2000-07-13,7.25,CLIC
2000-07-14,8.85,CLIC
2000-07-15,10.55,CLIC
2000-07-16,10.7,CLIC
2000-07-17,10.9,CLIC
2000-07-18,9.9,CLIC
2000-07-19,8.22,CLIC
2000-07-20,8.42,CLIC
2000-07-21,9.91,CLIC
2000-07-22,7.05,CLIC
2000-07-23,11.74,CLIC
2000-07-24,11.14,CLIC
2000-07-25,5.52,CLIC
2000-07-26,8.43,CLIC
2000-07-27,7.57,CLIC
2000-07-28,7.5,CLIC
2000-07-29,7.8,CLIC
2000-07-30,5.15,CLIC
2000-07-31,4.45,CLIC
2000-08-01,5.7,CLIC
2000-08-02,7.15,CLIC
2000-08-03,8.9,CLIC
2000-08-04,7.9,CLIC
2000-08-05,2.35,CLIC
2000-08-06,4.18,CLIC
2000-08-07,8.42,CLIC
2000-08-08,8.1,CLIC
2000-08-09,6.75,CLIC
2000-08-10,8.2,CLIC
2000-08-11,8.3,CLIC
2000-08-12,8.4,CLIC
2000-08-13,8.2,CLIC
2000-08-14,9.35,CLIC
2000-08-15,7.25,CLIC
2000-08-16,6.63,CLIC
2000-08-17,6,CLIC
2000-08-18,6.4,CLIC
2000-08-19,7.85,CLIC
2000-08-20,8.05,CLIC
2000-08-21,6.25,CLIC
2000-08-22,5.95,CLIC
2000-08-23,6.9,CLIC
2000-08-24,5.9,CLIC
2000-08-25,6.7,CLIC
2000-08-26,4.85,CLIC
2000-08-27,9.65,CLIC
2000-08-28,5,CLIC
2000-08-29,7.78,CLIC
2000-08-30,8.54,CLIC
2000-08-31,7.73,CLIC
2000-09-01,8.55,CLIC
2000-09-02,8.3,CLIC
2000-09-03,7.3,CLIC
2000-09-04,8.17,CLIC
2000-09-05,9.43,CLIC
2000-09-06,7,CLIC
2000-09-07,7.1,CLIC
2000-09-08,7.48,CLIC
2000-09-09,7.85,CLIC
2000-09-10,0.95,CLIC
2000-09-11,6.95,CLIC
2000-09-12,6.41,CLIC
2000-09-13,8.44,CLIC
2000-09-14,7.4,CLIC
2000-09-15,6.5,CLIC
2000-09-16,6.95,CLIC
2000-09-17,7.45,CLIC
2000-09-18,8.1,CLIC
2000-09-19,6.7,CLIC
2000-09-20,7.25,CLIC
2000-09-21,7.3,CLIC
2000-09-22,6.8,CLIC
2000-09-23,8,CLIC
2000-09-24,8.5,CLIC
2000-09-25,8.3,CLIC
2000-09-26,4.1,CLIC
2000-09-27,7.25,CLIC
2000-09-28,8.1,CLIC
2000-09-29,6.65,CLIC
2000-09-30,7.4,CLIC
2000-10-01,6.2,CLIC
2000-10-02,7.6,CLIC
2000-10-03,6.7,CLIC
2000-10-04,8.5,CLIC
2000-10-05,5.2,CLIC
2000-10-06,2.5,CLIC
2000-10-07,1.72,CLIC
2000-10-08,6.18,CLIC
2000-10-09,4,CLIC
2000-10-10,1.1,CLIC
2000-10-11,1.9,CLIC
2000-10-12,4.03,CLIC
2000-10-13,4.69,CLIC
2000-10-14,5.38,CLIC
2000-10-15,4.05,CLIC
2000-10-16,6.41,CLIC
2000-10-17,2.29,CLIC
2000-10-18,3.4,CLIC
2000-10-19,3,CLIC
2000-10-20,0.42,CLIC
2000-10-21,5.2,CLIC
2000-10-22,2.5,CLIC
2000-10-23,2.2,CLIC
2000-10-24,3.35,CLIC
2000-10-25,4.9,CLIC
2000-10-26,3.15,CLIC
2000-10-27,3.29,CLIC
2000-10-28,4.81,CLIC
2000-10-29,3.48,CLIC
2000-10-30,5.17,CLIC
2000-10-31,5.6,CLIC
2000-11-01,4.8,CLIC
2000-11-02,1.93,CLIC
2000-11-03,1.76,CLIC
2000-11-04,1.5,CLIC
2000-11-05,1.6,CLIC
2000-11-06,4.32,CLIC
2000-11-07,4.84,CLIC
2000-11-08,6.84,CLIC
2000-11-09,5.2,CLIC
2000-11-10,3.95,CLIC
2000-11-11,4.05,CLIC
2000-11-12,4.9,CLIC
2000-11-13,4.6,CLIC
2000-11-14,5.89,CLIC
2000-11-15,3.46,CLIC
2000-11-16,3.9,CLIC
2000-11-17,5.5,CLIC
2000-11-18,5.22,CLIC
2000-11-19,5.83,CLIC
2000-11-20,3.5,CLIC
2000-11-21,0.75,CLIC
2000-11-22,2.2,CLIC
2000-11-23,1.25,CLIC
2000-11-24,3.6,CLIC
2000-11-25,4.55,CLIC
2000-11-26,3.68,CLIC
2000-11-27,3.02,CLIC
2000-11-28,3.7,CLIC
2000-11-29,3.5,CLIC
2000-11-30,3.7,CLIC
2000-12-01,7.7,CLIC
2000-12-02,4,CLIC
2000-12-03,3.65,CLIC
2000-12-04,0.05,CLIC
2000-12-05,3.4,CLIC
2000-12-06,3.35,CLIC
2000-12-07,4.4,CLIC
2000-12-08,3.53,CLIC
2000-12-09,4.26,CLIC
2000-12-10,3.45,CLIC
2000-12-11,5.1,CLIC
2000-12-12,2.9,CLIC
2000-12-13,2.6,CLIC
2000-12-14,4.05,CLIC
2000-12-15,2.95,CLIC
2000-12-16,3.4,CLIC
2000-12-17,5.5,CLIC
2000-12-18,3.5,CLIC
2000-12-19,5.25,CLIC
2000-12-20,3.25,CLIC
2000-12-21,4.5,CLIC
2000-12-22,4.78,CLIC
2000-12-23,4,CLIC
2000-12-24,4.12,CLIC
2000-12-25,4.1,CLIC
2000-12-26,3,CLIC
2000-12-27,1.9,CLIC
2000-12-28,2,CLIC
2000-12-29,0.6,CLIC
2000-12-30,3.5,CLIC
2000-12-31,2.2,CLIC
2001-01-01,1.8,CLIC
2001-01-02,2.85,CLIC
2001-01-03,0.25,CLIC
2001-01-04,1.9,CLIC
2001-01-05,3.3,CLIC
2001-01-06,3.4,CLIC
2001-01-07,3.4,CLIC
2001-01-08,4.6,CLIC
2001-01-09,1.95,CLIC
2001-01-10,0.75,CLIC
2001-01-11,4.7,CLIC
2001-01-12,6.25,CLIC
2001-01-13,0.25,CLIC
2001-01-14,2.04,CLIC
2001-01-15,2.21,CLIC
2001-01-16,3.15,CLIC
